,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-4T-AA8H-01A,0.008,0.000,0.000,0.008,0.000,0.000,0.968,0.008,0.003,0.000,0.005,0.000,0.000,0.000,0.000,0.000
TCGA-AA-A00Q-01A,0.005,0.000,0.008,0.008,0.000,0.000,0.887,0.017,0.023,0.029,0.005,0.016,0.001,0.000,0.000,0.000
TCGA-AZ-4614-01A,0.000,0.000,0.004,0.012,0.000,0.000,0.957,0.002,0.017,0.002,0.003,0.002,0.000,0.000,0.000,0.000
TCGA-A6-2675-01A,0.011,0.000,0.021,0.001,0.001,0.000,0.670,0.012,0.043,0.138,0.014,0.081,0.004,0.000,0.003,0.000
TCGA-AA-A00U-01A,0.001,0.000,0.006,0.011,0.001,0.000,0.928,0.009,0.015,0.013,0.010,0.004,0.000,0.000,0.001,0.000
TCGA-A6-6781-01A,0.010,0.000,0.007,0.030,0.008,0.000,0.543,0.004,0.047,0.227,0.011,0.101,0.002,0.000,0.007,0.003
TCGA-CM-6169-01A,0.018,0.000,0.030,0.018,0.004,0.000,0.558,0.038,0.090,0.141,0.021,0.077,0.003,0.000,0.001,0.000
TCGA-AA-3516-01A,0.007,0.000,0.015,0.020,0.003,0.000,0.853,0.018,0.024,0.018,0.007,0.030,0.001,0.000,0.002,0.000
TCGA-AA-3552-01A,0.039,0.001,0.017,0.008,0.007,0.000,0.759,0.042,0.036,0.022,0.016,0.048,0.003,0.000,0.002,0.000
TCGA-D5-6931-01A,0.026,0.000,0.033,0.012,0.002,0.000,0.769,0.013,0.021,0.066,0.004,0.048,0.005,0.000,0.000,0.000
TCGA-SS-A7HO-01A,0.002,0.000,0.000,0.008,0.000,0.000,0.920,0.002,0.032,0.015,0.015,0.004,0.000,0.000,0.001,0.000
TCGA-AZ-6605-01A,0.026,0.001,0.029,0.008,0.000,0.000,0.558,0.019,0.073,0.202,0.020,0.059,0.004,0.000,0.000,0.000
TCGA-CA-6717-01A,0.017,0.010,0.027,0.009,0.011,0.000,0.625,0.037,0.054,0.108,0.027,0.068,0.006,0.000,0.000,0.000
