"","cellFractions.B.Cells","cellFractions.Endothelial.Cells","cellFractions.Fibroblasts","cellFractions.Macrophages","cellFractions.NK","cellFractions.T.Cells","cellFractions.otherCells"
"TCGA.C8.A278.01A",0.0565551674715943,1.72865507221504e-08,0.277841198161232,0.0577222640660755,0.00058166676031625,5.12607231558582e-08,0.607299634993508
"TCGA.A7.A425.01A",7.46071411056729e-08,0.103389752722405,0.199188460315405,0.0503871926049503,3.83719711222651e-08,3.21231993936789e-07,0.647034160146134
"TCGA.E2.A15H.01A",0.00196564716613571,2.42354640598597e-07,0.192685960956064,0.0117059706824624,5.24697664831928e-09,3.68483559698802e-08,0.793642136745365
"TCGA.A8.A06N.01A",0.000293055011973221,0.0347795381503651,2.04394914453629e-09,0.0129291537976863,4.99350747209761e-08,0.00992570459077446,0.942072496470177
"TCGA.E2.A570.01A",1.84711749872712e-05,2.73508567848143e-09,0.467095578638075,0.00238895036746164,1.62719866138478e-07,2.84633259812558e-07,0.530496549731264
"TCGA.BH.A1FL.01A",1.65313693178719e-06,2.62556528614717e-08,0.179225526762815,0.0107310801654478,3.06496181774887e-05,3.66363963537294e-08,0.810011027424579
"TCGA.E2.A56Z.01A",0.0193830234263443,1.30242857294272e-08,0.093552335596694,0.0105266280773846,9.59599131005351e-08,0.00482975061019367,0.871708153305185
"TCGA.E9.A1RI.01A",3.53703224649883e-07,4.33058521261613e-05,0.643734819043303,0.0102489683971264,1.46717332348902e-08,4.23508767393637e-08,0.34597249598161
"TCGA.BH.A0DP.01A",5.03858040584382e-08,3.11677293507656e-08,0.360438305403879,0.0217262700864732,1.46560678711613e-07,8.29611755052919e-06,0.617826900277885
"TCGA.AR.A0U3.01A",0.00213390561881388,0.00614781007047054,0.0576998358857517,0.0145883023255982,1.78672486247776e-08,0.00844317876058639,0.910986949471531
"TCGA.BH.A18L.01A",7.27924470041529e-09,0.0398708267955012,0.0104841718790332,0.0153398264632079,4.02400284368469e-07,2.05527469746015e-07,0.934304559655259
"TCGA.A7.A3J1.01A",0.0175366435858814,1.01911733048496e-08,0.198012520592884,0.0474649080090605,0.0201204010268674,0.00435930376401962,0.712506212830114
"TCGA.AC.A6IW.01A",0.00171983850208415,2.04666999028643e-07,2.78009611391552e-07,0.84591915574369,0.0436658941361114,9.15141700206445e-06,0.108685477524502
"TCGA.AC.A3YI.01A",1.33197286744587e-05,0.0167390429495554,0.398808432196917,0.016871838476542,3.71676025940905e-09,1.15361433148822e-05,0.567555826788236
"TCGA.D8.A1XG.01A",4.08662994437562e-08,0.156844613406018,0.161713388860081,0.018422252625565,1.0913435207842e-06,0.0279622649574261,0.63505634794109
"TCGA.A8.A082.01A",2.15561128397026e-08,8.99555685765233e-12,0.108156481684776,0.0313624439049482,1.1606403944565e-06,0.000403173952862006,0.860076718251911
"TCGA.OL.A5RU.01A",0.158105850860387,0.0124510453855511,0.12740014993281,0.0279492299958955,0.0111933169888827,0.051804768753955,0.611095638082519
"TCGA.BH.A0HA.01A",5.43824554683343e-08,4.01032753259823e-06,0.487469200027652,0.023979117148465,0.000152536483985804,6.89970711635096e-07,0.488394391659198
"TCGA.A2.A3XS.01A",0.0135579429074614,0.0309661238250414,0.109083618776801,0.0214634841394099,3.89810611039285e-08,0.0189662374848572,0.805962553885368
"TCGA.A2.A0ES.01A",3.09334092321907e-08,0.101014067031093,0.253652160597877,0.0254227836559669,1.12525114176142e-08,0.0324012617043902,0.587509684824752
"TCGA.B6.A0RN.01A",3.34624098516425e-07,6.00644891707859e-09,0.41305999568411,0.000868496715711003,0.000140733250407486,7.37774374356301e-06,0.585923055975481
"TCGA.BH.A2L8.01A",0.00119497428017445,9.59877901081474e-09,0.348578288785728,0.0709369048389673,0.0644892258800022,4.06043335746333e-08,0.514800556012016
"TCGA.E2.A108.01A",5.95168249116856e-08,3.48471183936351e-08,0.537881926838415,0.130817267398947,0.0916735059806496,4.5313632410107e-05,0.239581891785635
"TCGA.AN.A046.01A",1.94996445141358e-05,4.25192569584113e-09,0.153908167706046,0.0374983104983649,0.016876880900413,6.69952105913134e-09,0.791697130299215
"TCGA.E2.A576.01A",0.0334779019128158,0.0465801047595691,0.0814200616600054,0.0127271005145015,8.66941379197791e-09,0.0509331563075643,0.77486166617613
"TCGA.A2.A3XX.01A",0.0866569284334837,0.213459228117273,0.162087768845209,0.0203075687721866,1.09024493660408e-08,0.0691952441599963,0.448293250769402
"TCGA.C8.A137.01A",0.0143647386314646,1.00923108069754e-06,0.176770313318743,0.00452365939170028,1.75461731470165e-07,1.64212045905375e-08,0.804340087544075
"TCGA.A7.A4SC.01A",3.88305948297834e-06,0.00277840954904458,0.19207640887332,0.0162634584150605,0.000930807884911247,2.53721163490813e-08,0.787947006846064
"TCGA.E2.A15M.01A",0.000415018585899113,2.35615080161034e-08,0.414050875346199,0.0447423039632256,0.00754916690737834,2.46547708098709e-09,0.533242609170313
"TCGA.A8.A08I.01A",0.00303177523037004,6.11176651263536e-09,0.0053015982596799,0.19423444962506,0.0764269845132481,0.0413184733057268,0.679686712954149
