"","cellFractions.B.Cells","cellFractions.Endothelial.Cells","cellFractions.Fibroblasts","cellFractions.Macrophages","cellFractions.NK","cellFractions.T.Cells","cellFractions.otherCells"
"TCGA.EL.A3D0.01A",1.21750844182683e-08,0.196315856038595,0.0732694370088308,0.0870364354291336,9.20643989392159e-08,0.0158310176147538,0.627547149669204
"TCGA.J8.A4HY.01A",1.0688267724895e-06,0.337771243831806,0.025046360528983,0.206957896084246,1.05175194443666e-05,0.0222238674731746,0.407989045735574
"TCGA.L6.A4ET.01A",3.10773327589924e-05,0.292055857582877,0.00491682148478342,0.099599135129401,9.0545675697673e-08,0.0236828878726018,0.579714130051902
"TCGA.DE.A4MC.01A",5.01347525503565e-07,0.236504818067147,0.0568195784595019,0.190105819547021,2.66095257051088e-06,0.0434601255777582,0.473106496048476
"TCGA.ET.A25K.01A",7.7768439837332e-08,0.315586671296849,6.56299947422746e-08,0.0487239985444203,8.04497110083415e-05,6.65927570477065e-06,0.635602077773583
"TCGA.DJ.A3UU.01A",5.80426942504894e-07,0.129745219843051,0.0831191820622837,0.101820115791851,3.28841329123191e-06,0.0324240188729309,0.652887594589651
"TCGA.EM.A1YA.01A",0.000296320639379075,0.241610842550696,0.000126047782564758,0.0907994199252398,2.37047844615967e-06,2.1299964152864e-06,0.667162868627259
"TCGA.CE.A483.01A",1.18489794763469e-06,0.270278398091829,0.0399639635227131,0.179095124064334,6.0253825149128e-07,0.0255538894379625,0.485106837446962
"TCGA.DJ.A3VD.01A",0.2014370941572,0.0281177949942293,0.139783516067436,0.0957975556800922,1.15030868541529e-08,0.0636287418009864,0.471235285796969
"TCGA.BJ.A28S.01A",5.96477418816386e-06,0.398243807320062,0.0245752607887706,0.181949328726516,2.5633979704875e-05,0.00744006814524732,0.387759936265511
"TCGA.FY.A3R9.01A",2.50366688706605e-07,0.212892934361127,0.0225705207192934,0.144896178956703,9.21927594139515e-07,3.23788986889464e-05,0.619606814769905
"TCGA.FY.A3R8.01A",8.11567841432557e-08,0.188580112840695,0.0955827294397672,0.209506451331684,9.71418225104526e-06,0.0016694423884175,0.504651468660401
"TCGA.DJ.A3V2.01A",0.0389113467308775,0.203190833762801,0.0037298661586876,0.203392943255797,5.62597251574827e-07,0.153259139549637,0.397515307944948
"TCGA.ET.A25L.01A",1.32332419423797e-05,0.112732562359255,0.125982497479465,0.110902088453477,2.20347570855949e-07,0.00335661943321788,0.647012778685071
"TCGA.EL.A3D1.01A",1.72151180616417e-06,0.322220381922019,0.0229416435696311,0.0607621031865971,1.70128167211808e-08,0.0439941160334612,0.550080016763669
"TCGA.FY.A3I4.01A",8.68428428950819e-09,0.11898265442129,0.118624380867467,0.0583592926984872,3.94275425354102e-08,0.0081232830474908,0.695910340853439
"TCGA.DJ.A3UV.01A",1.53421363844395e-07,0.179845287763801,0.0540415496137447,0.0539305960909455,1.40981522421848e-07,0.0203511580647939,0.691831114063829
"TCGA.BJ.A28T.01A",0.292163466174891,0.0772341493854982,0.0311604609460118,0.0704553781760513,0.00550663258923295,0.134665132487711,0.388814780240603
"TCGA.EM.A3FQ.01A",6.61957792033081e-07,0.103050914664725,0.0320319193368722,0.0780224182956791,1.02428297514006e-07,0.0670872887902319,0.719806694526402
"TCGA.J8.A4HW.01A",5.56793389243676e-07,0.216666322082344,0.0243290843602164,0.0608892264155008,4.08012002756757e-08,0.0171511504552474,0.680963619092102
"TCGA.MK.A4N6.01A",3.05455157799679e-08,0.134505982809287,0.0570298928949694,0.121917614268337,3.53927007102134e-07,0.0242249424720882,0.662321183082795
"TCGA.DJ.A3V8.01A",4.00652826585602e-07,0.224431967845633,0.0424286358506309,0.133597371243298,8.60750451304844e-08,0.0361890430804058,0.56335249525216
"TCGA.DJ.A1QI.01A",2.68994578828837e-08,0.151273429837817,0.0527680621093288,0.108228819797823,2.82385040085088e-07,0.00328723518770316,0.68444214378283
"TCGA.EL.A3H8.01A",2.21939801663558e-08,0.23280660012586,0.0401152728665227,0.127543766564359,0.000181231167152163,0.014687509922498,0.584665597159628
"TCGA.EM.A3O3.01A",0.0479589823165111,0.0561704857157417,0.0255844752463819,0.0516563698906209,7.31968417102053e-08,0.048565052196826,0.770064561437077
