"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.KL.8325.01A",0.197829844451006,0,0,0,0,0,0,0,0,0,0,0.56173702331109,0.240433132237905
"TCGA.KO.8411.01A",0.273801490654162,0,0,0,0,0.000688465347885356,0,0,0,0,0,0.467539019821638,0.257971024176315
"TCGA.KL.8331.01A",0.327503597967948,0,0,0,0,0.00936940771436313,0,0,0,0,0,0.4885010448245,0.174625949493189
"TCGA.KO.8409.01A",0.416336740275178,0,0,0,0,0.00264422607240435,0,0,0,0.00426796150044214,0,0.437059951182097,0.139691120969878
"TCGA.KM.8439.01A",0.267363820446786,0,0,0,0,0.00308072590298315,0,0,0,0,0,0.572695267396955,0.156860186253276
"TCGA.KN.8423.01A",0.224851997750866,0,0,0,0,0,0,0,0,0,0,0.542358090033954,0.23278991221518
"TCGA.KL.8339.01A",0.321081611974058,0,0.000696443398518826,0,0,0.0134512769088555,0,0,0,0.00016609395971977,0,0.445516772379146,0.219087801379702
"TCGA.KN.8434.01A",0.132292718238332,0,0,0,0,0.0334474818267081,0,0,0,0,0,0.587597108621687,0.246662691313273
"TCGA.KL.8342.01A",0.191753362182793,0,0,0,0,0.0227412491766914,0,0,0,0,0,0.503363522963263,0.282141865677252
"TCGA.KN.8428.01A",0.310925598505063,0,0.00124248295515356,0,0,0.0639749703084675,0,0.00388933679719377,1.74659524610657e-05,0,0,0.464716530366218,0.155233615115444
"TCGA.KO.8416.01A",0.196096647610919,0,0,0,0,0.0249034387123738,0,0,0,0,0,0.599042401414489,0.179957512262218
"TCGA.KL.8344.01A",0.101600721036079,0,0,0,0,0.0469781711737701,0,0,0,0,0,0.501926196627567,0.349494911162584
"TCGA.KM.8441.01A",0.148114011737624,0,0,0,0,0.0126430311848951,0,0,0,0,0,0.654873993247279,0.184368963830202
"TCGA.KM.8442.01A",0.16596445152499,0,0,0,0,0.0113680719097868,0,0,0,0,0,0.615021596905299,0.207645879659924
"TCGA.KL.8346.01A",0.328606436325734,0,0,0,0,0.0273604313595131,0,0,0,0,0,0.436051583050079,0.207981549264674
"TCGA.KL.8341.01A",0.217943228170041,0,0,0,0,0.00614649114191099,0,0,0,0,0,0.565072615748358,0.210837664939689
"TCGA.KL.8330.01A",0.237108608705972,0,0,0,0,0.00785398761257454,0,0,0,0,0,0.528607148889516,0.226430254791938
"TCGA.KN.8431.01A",0.256922725552223,0,0,0,0,0.00282429422804531,0,0,0,0,0,0.476316485413884,0.263936494805848
"TCGA.KO.8403.01A",0.162803507122227,0,0.000261416587575998,0,0,0.00999198805510654,0,0,0,0,0,0.634326648220116,0.192616440014974
"TCGA.KO.8405.01A",0.0848123907068347,0,0,0.0379352936035794,0,0.0721052307246188,0,0,0,0,0,0.66382325716693,0.141323827798037
"TCGA.KN.8435.01A",0.233253611590537,0,0,0,0,0.0073229945386974,0,0,0,0,0,0.541111530142255,0.218311863728511
"TCGA.KN.8419.01A",0.117801209842495,0,0,0,0,0,0,0,0,0,0,0.675871624799082,0.206327165358423
"TCGA.KL.8337.01A",0.262529519854282,0,0,0,0,0,0,0,0,0,0,0.484038973555715,0.253431506590002
"TCGA.KL.8332.01A",0.125156207369917,0,0,0,0,0.0186355161029337,0,0,0,0,0,0.552941068389438,0.303267208137712
"TCGA.KO.8413.01A",0.132290827796087,0,0,0,0,0.022052593574997,0,0,0,0,0,0.63318077984764,0.212475798781276
"TCGA.KM.8443.01A",0.249848532876409,0,0,0,0,0.00191048280020618,0,0,0,0,0,0.546878005510935,0.20136297881245
