"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.BQ.7044.01A",0.157540162010835,0,0,0.00558692978565942,0,0.0202085832627277,0,0,0,0,0,0.68934028466969,0.127324040271088
"TCGA.SX.A7SR.01A",0.140919805876309,0,0,0,0,0.00362203162188027,0,0,0,0,0,0.715442472547854,0.140015689953956
"TCGA.MH.A854.01A",0.2622192077546,0,1.48842090052188e-05,0.00814954863679786,0,0.137746765987581,0,0,0.00143885274261279,0.000208246943999676,0.000225406573053572,0.409422422878353,0.180574664273997
"TCGA.B3.8121.01A",0.0572686930471457,0,0.000465858538659952,0,0,0.0227993963006455,0,0,0,0,0,0.81571621942448,0.103749832689069
"TCGA.2Z.A9JJ.01A",0.0588030400520877,0,0.000289395995465488,0,0,0.117856710738553,0,0,0,0,0,0.70134304063728,0.121707812576614
"TCGA.B1.7332.01A",0.140543700320364,0,0,0.000783357563918208,0,0.0172644231790871,0,0,0,0,1.42293082774577e-05,0.707283042052578,0.134111247575775
"TCGA.WN.A9G9.01A",0.0493170641475528,0,0.108983535953159,0.0819815176849804,0,0.00808379124794812,0,0,0.00536586206180224,0,0,0.66047322377789,0.0857950051266673
"TCGA.A4.8310.01A",0.159436565214113,0,0,0,0,0.012281384876068,0,0,0,0,0,0.668641280159312,0.159640769750506
"TCGA.2Z.A9JT.01A",0.401005555284157,0,6.13268059178424e-05,0.359083058967285,0,0.0960742148027416,0,0,0.00934957395947256,0,0.00814370223275876,0,0.126282567947667
"TCGA.5P.A9K2.01A",0.245412487822277,0,0,0,0,0.0101348734711355,0,0,0,0,0,0.627685532725344,0.116767105981243
"TCGA.4A.A93W.01A",0.235818677157142,0,0,0,0,0.0476675461687888,0,0,0,0,0,0.558384374008632,0.158129402665437
"TCGA.DW.7837.01A",0.17282614901335,0,0.00120219760011872,0,0,0.0179716059904428,0,0,0,0,0,0.656585065951116,0.151414981444972
"TCGA.A4.A5DU.01A",0.191374027991509,0,0,0,0,0.00632760315014897,0,0,0,0,0,0.638676602249932,0.16362176660841
"TCGA.2Z.A9JI.01A",0.172156394527196,0,0.00114468508155948,0.00355064085616731,0,0.0282402832186236,0,0.00244614970155564,0.000561265620656932,0.000874981332038944,2.42211186359898e-05,0.679344261707764,0.111657116835802
"TCGA.BQ.7050.01A",0.205072500225466,0,0,0,0,0.0138768039681105,0,0,0,0,0,0.633980763397795,0.147069932408629
"TCGA.BQ.5894.01A",0.0580353530003191,0,0,0,0,0.161931597468369,0,0,0,0,0,0.626693042330355,0.153340007200957
"TCGA.BQ.5879.01A",0.0188309924505683,0,0,0.000703946144123537,0,0.0523877125707722,0,0,0,0,6.32835621431634e-05,0.824252065617366,0.103761999655027
"TCGA.AL.3472.01A",0.242501629249834,0,0,0,0,0.0159795599259727,0,0,0,0,0.000967343835146735,0.54736818291963,0.193183284069416
"TCGA.MH.A560.01A",0.288323421723085,0,0,0.0245270816860268,0,0.0149940665527092,0,0,0,0,0,0.488481064694184,0.183674365343996
"TCGA.BQ.5891.01A",0.1481909162264,0,0,0,0,0.0385604965886881,0,0,0,0,0,0.670354991598884,0.142893595586028
"TCGA.B9.A5W7.01A",0.149951644263227,0,0.00011127316512769,0,0,0.0101087647808988,0,0,0.00130483853547874,0,0,0.711950071983409,0.126573407271859
"TCGA.UZ.A9PR.01A",0.205368426896476,0,0,0,0,0.00522404023140314,0,0,0,0,0,0.661445020801111,0.12796251207101
"TCGA.B9.A69E.01A",0.132924926455429,0,0.000878679061166946,0.0134581393445778,0,0.0546989692432509,0,0,0,0,0,0.639964528834606,0.158074757060969
"TCGA.B3.4104.01A",0.184496222511163,0,0,0,0,0.0561005530054245,0,0.00174542154612805,0,0,0.000144660735529419,0.535825501106475,0.22168764109528
"TCGA.SX.A71R.01A",0.211014718187092,0,0,0,0,0,0,0,0,0,0,0.643266766200746,0.145718515612162
"TCGA.MH.A55Z.01A",0.285525170699657,0,0,0,0,0.00713703365925927,0,0,0,0,0,0.54282608636598,0.164511709275103
"TCGA.UZ.A9PO.01A",0.136591737941282,0,0,0.0118406918205803,0,0.00860835037697401,0,0,0,0,0,0.731198301952809,0.111760917908355
"TCGA.G7.7501.01A",0.117928085194806,0,0,0.00406448793479983,0,0.0359052637815998,0,0,0,0,0,0.757132392833589,0.0849697702552058
