"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.A5.A0R8.01A",0.22348741834258,0,0.00334124405194306,0.019753177603691,0,0.115992469968528,0,0.0267062706565261,0.000683149141009638,0.00439777075067666,0.000361522110511024,0.450197212152361,0.155079765222173
"TCGA.A5.A0G3.01A",0.409098190778533,0,0,0,0,0.213673759951466,0,0,0,0.0148590136236967,0,0.237726150171845,0.12464288547446
"TCGA.AP.A054.01A",0.489111325481941,0,0.000889244677778192,0,0.000404638697341892,0.140186463763454,0,0,0,0,0,0.226637256318219,0.142771071061265
"TCGA.A5.A0GX.01A",0.22075712678647,0,0.00271073248167632,0,0,0.364932302651765,0,0.105304400513875,0,0.0852876648499825,0.00470561899320145,0.0034965710554494,0.21280558266758
"TCGA.DI.A2QY.01A",0.362326288942022,0,0.000315035859761631,0,0,0.13261199746478,0,0.00870151133146675,0,0,0,0.291785784139096,0.204259382262874
"TCGA.EY.A1GC.01A",0.287156144816629,0,0,0.0158668470672263,0,0.0442387647867609,0,0.0276022439909116,0,0.0281139746997823,0,0.502253505530984,0.0947685191077054
"TCGA.A5.A0GI.01A",0.38556321175073,0,0.00252293253088448,0,0,0.203371474483098,0,0.0972368987312087,0,0.0133416608151489,0,0.124309956395134,0.173653865293796
"TCGA.D1.A17S.01A",0.271580152511555,0.0030416132002553,0.0237051561895069,0,0,0.0524961372617274,0,0.0803816337370883,0.000773253506536654,0,0.000649491604451847,0.432744002861057,0.134628559127822
"TCGA.EY.A5W2.01A",0.330016867984796,0,0,0.00133801178624503,0,0.244758847717105,0.00308338604759539,0.29128419629786,0.0211608390721648,0.0459442554161978,0.000340664581188663,0.000461389937790911,0.0616115411590568
"TCGA.D1.A1NU.01A",0.269410485303765,0,0,0,0,0.0555517269424653,0,0,0,0,0,0.516938240105437,0.158099547648333
"TCGA.BG.A18A.01A",0.185221477873528,0,0.00723049354366596,0,0,0.232919767003469,0,0,0.000239822323040374,0.0300403218970076,0.000429836299522494,0.307684678004376,0.23623360305539
"TCGA.AX.A06B.01A",0.233692077107179,0,0.00194271373025723,0,0,0.0693343176723484,0,0,0.00012598090423517,0,0,0.50317074040801,0.19173417017797
"TCGA.E6.A2P9.01A",0.254815315322996,0,0.00286250306517893,0,0.00222442866060165,0.0905202780251536,0,0.0440901493415392,0,1.28175734312043e-05,0.000181721760968984,0.482023024425456,0.123269761824675
"TCGA.PG.A917.01A",0.191453686129245,0,0,0,0.0173323384249216,0.156094389874261,0,0.0951074909520679,0.0116311696985557,0.05802420821335,0,0.363751067487896,0.106605649219703
"TCGA.AX.A3FS.01A",0.294513843283706,0,0,0,0.00331021433289678,0.244521868846359,0,0,0,6.60641987361307e-05,0,0.323993530682092,0.13359447865621
"TCGA.A5.A2K4.01A",0.148874223960377,0,0.00111361925184397,0,0,0.0385497403669706,0,0,0,0,0.000182998701074915,0.607054901335181,0.204224516384552
"TCGA.D1.A1O0.01A",0.347958501216388,0,0,0,0,0.0584332817612936,0,0,0,0,0,0.403865895563162,0.189742321459156
"TCGA.B5.A0JS.01A",0.177171281089542,0,0.00179731403080437,0,0,0.112854812116086,0,0.0373398873824626,1.58072473306351e-05,0.00325617077186887,0.000173350222661535,0.451465622315644,0.2159257548236
"TCGA.AX.A1CE.01A",0.28350081249707,0,0,0,0,0.00950404319534048,0,0,0,0,0,0.517585469363256,0.189409674944333
