"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.C8.A278.01A",0.0609786224183828,0,0.00117312644320023,0,0,0.120909740912546,0,0,0,0,0,0.68298513345742,0.133953376768451
"TCGA.A7.A425.01A",0.0519104219825585,0,0,0,0,0.200379610568966,0,0,0,0,0,0.616226483320141,0.131483484128335
"TCGA.E2.A15H.01A",0.0791956259529234,0,0,0,0,0.179990995845993,0,0,0,0,0,0.580098881916555,0.160714496284528
"TCGA.A8.A06N.01A",0.208090819367423,0,0,0,0,0,0,0,0,0,0.000150221152675387,0.622675914588943,0.169083044890958
"TCGA.E2.A570.01A",0.107452272035972,0,0,0,0,0.232650880297328,0,0,0,0,0,0.534199562814941,0.125697284851759
"TCGA.BH.A1FL.01A",0.0604947256894058,0,0,0,0.000488189677273416,0.189707959622481,0,0,0.00116582645853358,0,0.000269342325339468,0.609871324382027,0.13800263184494
"TCGA.E2.A56Z.01A",0.259513004441664,0,0.00123549086349683,0,0,0.0813209043824423,0,0,0,0,0.000240374032705462,0.456099926688992,0.2015902995907
"TCGA.E9.A1RI.01A",0.0313386334354133,0,0,0,0,0.191190887718398,0,0,0,0,0,0.653346576391074,0.124123902455114
"TCGA.BH.A0DP.01A",0.0442374111565829,0,0.000155835767116336,0,0,0.219273769836103,0,0,0.000258122710528886,0,0,0.615165127189669,0.12090973334
"TCGA.AR.A0U3.01A",0.120508939563299,0,0,0,0,0.0564919813139906,0,0,0,0,0.000151963533070378,0.59978598281689,0.223061132772749
"TCGA.BH.A18L.01A",0.196688251841297,0,0.000315425791241623,0,0,0.0189092775016587,0,0,0,0,0,0.611314292471579,0.172772752394224
"TCGA.A7.A3J1.01A",0.00693728998569428,0,0.00166068079182189,0,0,0.121753116384971,0,0,0.000807205718530634,0,0,0.72116067021862,0.147681036900362
"TCGA.AC.A6IW.01A",0.136050790860615,0,0.0014091462146559,0.00126881411941325,0.0155450407646051,0.0932415730369647,0,0.00337001185731821,0.0053764855164484,0.0712921920385974,0,0.581602737222237,0.0908432083691458
"TCGA.AC.A3YI.01A",0.0367118513405835,0,0.000566492975873296,0,0,0.215531223232985,0,0,0,0,0,0.595872493267031,0.151317939183527
"TCGA.D8.A1XG.01A",0.0414459933840739,0,0,0,0,0.16751424269136,0,0,0,7.78336450705687e-05,0,0.644831136418865,0.14613079386063
"TCGA.A8.A082.01A",0.0945625614822782,0,0,0,0,0.106558908870975,0,0,0,0,0,0.635141076552296,0.163737453094451
"TCGA.OL.A5RU.01A",0.0380754123033693,0,0.000676285529755502,0,0.00120933984378378,0.12040287299942,0,0,0.00133752511222681,0,0,0.710344956466245,0.1279536077452
"TCGA.BH.A0HA.01A",0.0583306975951661,0,0.00086714207066442,0,0,0.308043965992504,0,0,0.000416336909247573,0,0,0.461461327321244,0.170880530111174
"TCGA.A2.A3XS.01A",0.155591331834604,0,0.00157365750631307,0,0,0.165736965248147,0,0,0.000544317952538989,0,7.64967637847535e-05,0.513692620554363,0.162784610140249
"TCGA.A2.A0ES.01A",0.0386456915637247,0,0.000564482693367737,0,0,0.125183710432889,0,0.000132031077165849,0,0,0.000253731303455636,0.62192211919688,0.213298233732517
"TCGA.B6.A0RN.01A",0.0890051507824566,0,0,0,0,0.305291311680779,0,0,0,0,0,0.451164152414311,0.154539385122453
"TCGA.BH.A2L8.01A",0.0651338373173949,0,0.0148979638985233,0,0,0.212524307862269,0,0,0,0.00375323808629524,0,0.619535439891932,0.0841552129435853
"TCGA.E2.A108.01A",0,0,0,0,0,0.137982907288733,0,0,0,0,0,0.698780067718485,0.163237024992783
"TCGA.AN.A046.01A",0.113757660469547,0,0.00343520541445376,0,0,0.176638666628863,0,0.0400523013979336,0,0,0,0.524842797938899,0.141273368150304
"TCGA.E2.A576.01A",0.359557527546769,0,0,0,0.00418272729144179,0.288091175193792,0,0.0724167058195643,0.0172961739342,0.0249693289039082,0.0163813275877285,0.109441229875992,0.107663803846605
