"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.CV.5442.01A",0.193173740740876,0.00169635906333852,0,0,0.00156362973224579,0.0386838768441436,0,0.0318903416519185,0,0,0.000351430369855693,0.61538549016358,0.117255131434042
"TCGA.CR.7392.01A",0,0,0,0,0,0.106843969903297,0,0,0,0,0,0.709752685582281,0.183403344514423
"TCGA.UF.A71A.01A",0.0764312562948929,0,0,0.0010175922508915,0,0.278739870245007,0,0,0,0,0.000403298657944674,0.569391267379349,0.0740167151719151
"TCGA.CN.A642.01A",0.134503214562417,0.000700259626150481,0,0,0.0393795883592883,0.252531775480962,0,0.0323143673708226,0.00666431765651307,0.0757817724100194,0.000861491780232963,0.362634111646913,0.0946291011066813
"TCGA.CV.A45U.01A",0.180041788458785,0,0.00258801254287622,0,0,0.0255459222898059,0,0,0,0,0,0.611812000769677,0.180012275938856
"TCGA.CN.6012.01A",0.128932928291742,0,0.000807476814458324,0,0,0.0355871486737989,0,0,0,0,9.27594014396727e-05,0.677935865009153,0.156643821809408
"TCGA.CV.A45W.01A",0.101012529093133,0,0.00168116383311105,0,0.00035266225771439,0.0752330270902378,0,0.0129249906316982,0.000777337706297191,0,0,0.711173510350829,0.0968447790369797
"TCGA.CV.A6K0.01B",0.0383037950226182,0,0.00147818788004923,0,0,0.120841427431399,0,0,0.00057546853788528,0,0,0.707483313074624,0.131317808053423
"TCGA.QK.A6VB.01A",0.0941841862909095,0,0.00016734206340581,0,0,0.129149233865659,0,0.000537107529368373,0.000574283020187247,0,0,0.69396711745518,0.0814207297752898
"TCGA.CV.6959.01A",0.0447904381029854,0,0.000934945607664828,0,0,0.157928297727921,0.000624783166975951,0,0.0017294966082606,0,0,0.646643932928765,0.147348105857428
"TCGA.HD.7832.01A",0.12967367467027,0,0.000236098990488983,0,0,0.140049275284972,0,0,0.000995376994373529,0,0,0.568433039818408,0.160612534241488
"TCGA.CV.7255.01A",0.0679084231071481,0,0.000285931246231438,0,0.00156913633679946,0.157427778594929,0,0.000851423089658691,0,0,0.000209324958832739,0.561703276567756,0.210044706098644
"TCGA.CR.5243.01A",0.0521076769196522,0,0.000480465268649753,0,0,0.119905275598439,0,0,0,0,0,0.661189135092167,0.166317447121092
"TCGA.P3.A6T5.01A",0.160087341020825,0,7.8364763602399e-05,0,0,0.156284591176926,0.0180761075913487,0,0.00182132752528896,0.000176815709578858,0.000232807333075458,0.461280103151508,0.201962541727847
"TCGA.CV.6952.01A",0.0446674275476284,0,0.00132912755858948,0,0,0.0879354491470498,0,0,0.000951739873104708,0,2.09101505966122e-05,0.668425505241574,0.196669840481457
"TCGA.D6.A6ES.01A",0.213278575400184,0,0,0,0.0984274324394876,0.215727549523023,0.0257798654290773,0.230914332176697,0.144308472029586,0.0299598126586721,0.00221513214590272,0,0.0393888281973698
"TCGA.CN.5366.01A",0.029063714694685,0,0,0,0,0.166781073207324,0,0,0,0,0,0.612671931277111,0.191483280820881
"TCGA.CQ.6223.01A",0.0602585097157149,0,0.00131982999070503,0,0.000213752357196748,0.0378186401472086,0.00922694632340897,0,0.00036612102426136,7.80205011200595e-07,0,0.712458996490733,0.17833642374576
"TCGA.F7.7848.01A",0.0654504438565262,0,0.00129795889668943,0,0,0.0349116432239917,0,0,0.00017429169026804,0,0,0.762273054360339,0.135892607972185
"TCGA.CV.A6JM.01A",0.215238201388452,0,0,0.0528924515978864,0.0571425054279053,0.390545399826394,0.0349741687279408,0.14585210901259,0.084779238518221,0,0.00148701493255162,0,0.0170889105680592
"TCGA.CN.5359.01A",0.00144629519783478,0,0.00110845572024281,0,0,0.126165161562119,0,0,0,0,0,0.747416881621921,0.123863205897882
"TCGA.P3.A5QA.01A",0.0505584259144662,0,0,0,0,0.316398424574765,0,0,0,0,0,0.483056252941927,0.149986896568842
"TCGA.CN.4734.01A",0.0208758922854624,0,0.00117767527276742,0,0.00027016434990826,0.157686898524396,0,0,0.00121721863651115,0,0,0.692581490624699,0.126190660306255
"TCGA.CV.6441.01A",0.232472821930266,0,0.0281414760568085,0,0,0.0871770327975794,0,0.017231867518041,0.0190424202090676,0,0,0.408024275796755,0.207910105691482
