"","Cancer Cells","Double-neg-like T","NK","Macrophages","CD8 T","Fibroblasts","Monocytes","B Cells","CD4 T","DC","Mast Cells","Neutrophils","Endothelial Cells"
"TCGA.BP.4766.01A",0.0434150572908305,0,0.000668136613215846,0,0,0.0337815169034467,0,0,0,0,0,0.668179569391967,0.25395571980054
"TCGA.A3.3352.01A",0.068260851090919,0,0.00160889417289014,0,0,0.0389114497668904,0,0,0,0,0,0.618730568853993,0.272488236115307
"TCGA.G6.A8L7.01A",0.188964274121287,0,0.00254420957501362,0.000419262848456646,0,0.137786402128842,0,0.0202801025094427,0,0,0,0.522627638501754,0.127378110315204
"TCGA.A3.A6NN.01A",0.02680170979816,0,0,0,0,0.0528844614617568,0,0,0,0,0,0.610279886377525,0.310033942362558
"TCGA.T7.A92I.01A",0.102848673412468,0,0.000173710764671937,0,0,0.00708548091676356,0,0,0,0,0,0.709087644275117,0.180804490630979
"TCGA.B0.5713.01A",0.0495906935370987,0,0,0,0,0.0464100433550965,0,0,0,0,0,0.566134099376823,0.337865163730982
"TCGA.CZ.4860.01A",0.0182280270147466,0,0,0.0286881175973204,0,0.204786819281234,0,0.157034254430851,0,0,5.95129042543935e-06,0.555270160380965,0.0359866700044575
"TCGA.A3.3351.01A",0.00798846396783136,0,0.00135386621296235,0,0,0.0222683661184695,0,0,0.00051468406241356,0.00112865757653724,0,0.751346038081691,0.215399923980095
"TCGA.B8.4148.01A",0.0106428977014589,0,0.00262501149940312,0,0,0.0233125302331502,0,0,0,0,0,0.758094445728951,0.205325114837036
"TCGA.BP.4345.01A",4.59101020278887e-05,0,0,0,0,0.176046222027746,0,0,0,0,0,0.551618694962659,0.272289172907567
"TCGA.BP.5010.01A",0.0264341389743367,0,0,0,0,0.220215671638425,0,0,0,0,0,0.49427208640017,0.259078102987069
"TCGA.BP.4325.01A",0.0906202931000938,0,0.00237475813164776,0,0,0.025577666548648,0,0,0,0,0,0.700102655351993,0.181324626867617
"TCGA.B0.5102.01A",0.139935535756294,0,0.00186842013492394,0,0,0.0524461616770356,0,0.00118917095685488,0,0,0,0.597541256293604,0.207019455181288
"TCGA.BP.5185.01A",0.212472568731285,0,0,0.00468157591886298,0,0.203251204775585,0,0,0,0.0322878136244319,0.00214776691214314,0.346062167658612,0.199096902379079
"TCGA.CZ.5986.01A",0.050477092618842,0,0.00159109213592022,0,0,0.0260283498366806,0,0,0,0,0,0.6717613629959,0.250142102412657
"TCGA.CW.5590.01A",0.0225016976812036,0,0.0019949049962657,0,0,0.141004611929542,0,0,0,0,0,0.525031804380052,0.309466981012937
"TCGA.CJ.4904.01A",0,0,0.000210391223790809,0,0,0.0577498911672503,0,0,0,0,0,0.572409360253311,0.369630357355648
"TCGA.BP.4987.01A",0.0212702130198269,0,0.00223065133036442,0,0,0.068646619859374,0,0,0,0,0,0.626602648636436,0.281249867153998
"TCGA.B0.4849.01A",0.0362461804611559,0,0.00152863821395887,0,0,0.0467904383155115,0,0,0,0,0,0.663495313657463,0.251939429351911
"TCGA.BP.4329.01A",0.0510505474841363,0,0.000329594670721674,0,0,0.109389422496086,0,0.0147785871475899,0,0.00304686401361808,0.00100131890858847,0.553282170386939,0.26712149489232
"TCGA.A3.3328.01A",0.232511621427309,0,0,0,0,0.00230724101233847,0,0,0,0,0,0.546733362906801,0.218447774653552
"TCGA.CJ.5672.01A",0.0483428908813396,0,0.00142983626347194,0,0,0.0585688590878,0,0,0,0,0,0.685226298721563,0.206432115045825
"TCGA.B0.5104.01A",0.0615618418298275,0,0.000582629026389203,0,0,0.0338561593513817,0,0,0,0,0,0.670298216453235,0.233701153339167
"TCGA.CW.6097.01A",0,0,0,0,0,0.111129291825491,0,0,0,0,0,0.70096851505192,0.187902193122589
"TCGA.B0.4700.01A",0.0210721428958978,0,0.00533136522812073,0.00912629868610218,0,0.178787132043505,0,0,0,0,0,0.604942020483955,0.18074104066242
"TCGA.B0.5095.01A",1.50230737512871e-05,0,0.000457016542625018,0,0,0.236024638273418,0,0,0,0,0,0.509625131030785,0.253878191079421
"TCGA.B0.4810.01A",0.000873739381144322,0,0.00150958711606909,0,0,0.168996827530682,0,0,0,0,0,0.601830118262732,0.226789727709373
"TCGA.CJ.4901.01A",0.0215982379546768,0,0.0218043098663267,0,0,0.0798665824039653,0,0,0,0,3.6564881558097e-06,0.707231425909277,0.169495787377598
"TCGA.CJ.4643.01A",0.0290007467954688,0,0.000105896984643017,0,0,0.0408084352514076,0,0,0,0,0,0.631874778339749,0.298210142628732
"TCGA.B8.A54H.01A",0.0733329697276103,0,0,0,0,0.049597458638676,0,0,0,0,0,0.557662736786727,0.319406834846987
"TCGA.AK.3429.01A",0.10007174769714,0,0.021308198730603,0,0,0.0534311011674426,0,0.00127424881813158,0.00250437903599779,0,0,0.569959420497438,0.251450904053247
"TCGA.B0.4834.01A",0.0959388815632936,0,0,0,0,0.0333988344774363,0,0,0,0,0,0.597994000581062,0.272668283378208
"TCGA.B0.4843.01A",0.0166510686392494,0,0,0,0,0.210216393263071,0,0,0,0,0,0.477632126716318,0.295500411381361
"TCGA.A3.3382.01A",0.00435913705158296,0,0.000736527822604134,0,2.74024072473343e-07,0.104803944523447,0,0,0.000317973160648892,0,0,0.708630106537412,0.181152036880232
"TCGA.BP.4338.01A",0.104783652693374,0,0.000209808791195839,0.0167277490705995,0,0.0378050463543588,0,0,0,0,4.99888986197755e-05,0.69536939600699,0.145054358184862
"TCGA.B4.5832.01A",0.0142477127530026,0,0,0,0,0.00925010375746539,0,0,0,0,0,0.694911856030245,0.281590327459287
"TCGA.CW.6088.01A",0,0,0.00139911215359204,0,0,0.0471350638090933,0,0,0,0,0,0.543385395468244,0.408080428569071
"TCGA.A3.A6NJ.01A",0.022228978445865,0,0.00230629612038295,0,0,0.028677107148116,0,0,0,0,0,0.713580562589255,0.233207055696381
"TCGA.B0.5088.01A",0.0135426161777658,0,0.000124839034027209,0.00587240892646859,0,0.0863926856112699,0,0,0,0,0,0.709047429383189,0.18502002086728
"TCGA.A3.3308.01A",0.029551066522707,0,0,0,0,0.0854534257227988,0,0,0,0,0,0.600001943090698,0.284993564663796
"TCGA.CW.5589.01A",0,0,0,0,0,0.101417423377719,0,0,0,0,0,0.595058245367421,0.303524331254859
"TCGA.B0.5702.01A",0.0669260319322512,0,0,0.0679046805899398,0,0.353704398908639,0,0.0691900739056675,0.0524903125810595,0.164353927486385,0.0274287015585149,0,0.198001873037543
"TCGA.BP.4169.01A",0.000341168348207874,0,0,0,0,0.100841887235262,0,0,0,0,0,0.654196425724531,0.244620518691999
"TCGA.CZ.5468.01A",0.0251966847396521,0,0.000853341801773918,0,0,0.166298905310603,0,0,0,0,0,0.654448139615426,0.153202928532544
"TCGA.A3.3313.01A",0.096244387380848,0,0,0,0,0.0297862757524415,0,0,0,0,0,0.688929586067265,0.185039750799445
"TCGA.BP.4782.01A",0.00509663878959714,0,0.00128203623847363,0,0,0.086362692409803,0,0,0,0,0,0.657838150052118,0.249420482510008
"TCGA.3Z.A93Z.01A",0.0355485440140391,0,0,0,0,0.148347403815115,0,0,0,0,0,0.511152244867409,0.304951807303437
"TCGA.CZ.5454.01A",0.00492442741149548,0,0,0.0455594132026516,0,0.0708287529988677,0,0.000242833685636582,0,0,0,0.698241696024608,0.18020287667674
"TCGA.A3.3358.01A",0.0539331110608726,0,0.00246920308490488,0,0,0.0528193560783506,0,0.0106089601386206,0,0,0,0.697994197263276,0.182175172373975
"TCGA.CJ.6031.01A",0.00981035952350721,0,0.00127460146201963,0.029628268193535,0,0.128920606519089,0,0,0,0,0,0.590196591471151,0.240169572830698
"TCGA.BP.4790.01A",0,0,0.000316825703606822,0,0,0.0572080004809726,0,0,0,0,0,0.693200178712143,0.249274995103278
"TCGA.B0.5699.01A",0.036339843899859,0,0.00246818785384317,0,0,0.0395308190490351,0,0,0,0,0,0.678629293181365,0.243031856015897
"TCGA.CJ.4635.01A",0.0256977760905968,0,0,0,0,0.0560972616555416,0,0,0,0,0,0.730964381395568,0.187240580858293
"TCGA.A3.A8CQ.01A",0.000119023466208739,0,0.00193639357512372,0,0,0.106514708338195,0,1.29625526045374e-05,5.10162299025725e-05,0,0,0.56990621018765,0.321459685650315
"TCGA.AK.3447.01A",0.568936842475007,0,0,0.100774823538494,0,0.00519616740169539,0,0.129042414718545,0.0635643533541637,0,0.00110516428268147,0,0.131380234229413
"TCGA.BP.4159.01A",0.0410109789109236,0,0.00609635686419953,0.0133956832396919,0,0.260678521180621,0,0.00661530998765413,0,0.0104612337855502,0.00054777576023735,0.33277085983805,0.328423280433071
"TCGA.B0.5698.01A",0.0553881163460467,0,0.000656519932707887,0,0,0.0281550732833079,0,0,0,0,0,0.68206253940173,0.233737751036207
"TCGA.A3.A8OU.01A",0.0183337921297612,0,0.00257002327197833,0,0,0.0820450112068106,0,0,0.000168240223391889,0,0,0.668587520669165,0.228295412498893
"TCGA.A3.3380.01A",0.0258416323183373,0,0.0017141446763077,0,0,0.102036284250976,0,0,0,0,0,0.582076327875884,0.288331610878495
"TCGA.BP.4998.01A",0.00035207606423802,0,0.000679657859352806,0,0,0.0727242194636785,0,0,0,0,0,0.687214081573828,0.239029965038903
"TCGA.A3.3383.01A",0.115479894120217,0,0.00534043834353986,0.00924503663821531,0,0.112805269630749,0,0.0267538375666176,0.00686275448866524,0.0509486216414656,0.000834576331847033,0.408204150601491,0.263525420637192
"TCGA.BP.4353.01A",3.38050709134211e-05,0,0,0,0,0.0994295352155833,0,0,0,0,0,0.640280947781256,0.260255711932248
"TCGA.CJ.5686.01A",0.0127044343436731,0,0.00087342662634401,0,0,0.0506386208872143,0,0,0,0,0,0.71874917562613,0.217034342516639
"TCGA.EU.5907.01A",0.0419504698116579,0,0,0,0.000900203055572292,0.086749736475316,0,0,0.000469206499466502,0,0,0.695735083506392,0.174195300651596
"TCGA.B0.4703.01A",0,0,0.00183178997240478,0,0,0.252826894891175,0,0,0,0,4.21580330891396e-05,0.508396504644394,0.236902652458937
"TCGA.B0.5119.01A",0.0158619916603198,0,0.00168336395097829,0,0,0.0577848204304347,0,0,0,0,0,0.612266633212836,0.312403190745432
"TCGA.B0.4822.01A",0.0215057009553226,0,0.00014687347510646,0.0155491719298927,0,0.125756649259196,0,0,0,0,0,0.601914180872826,0.235127423507656
"TCGA.B4.5835.01A",0.105076585202821,0,0,0.0329767461499683,0,0.00917107269141711,0,0,0,0,0,0.751136562901776,0.101639033054018
"TCGA.CZ.5460.01A",0.0831084155449001,0,0.00122471935499115,0,0,0.0506349459396564,0,0.0276779102054174,0.00141305056628803,0,0.000201402556015682,0.609130184305896,0.226609371526835
"TCGA.B2.3924.01A",0.00776319140905357,0,0.00519766369642288,0,0,0.0595224382846902,0,0,0,0,0,0.755096026877659,0.172420679732175
"TCGA.CJ.4870.01A",0.0553625620750685,0,0.000388482188452358,0.000112405924587619,0,0.120994618559664,0,0.0243602838766682,0,0.0156784749133081,0.00435728623010506,0.364861316116907,0.413884570115239
"TCGA.B8.4619.01A",0.112603480187038,0,0,0,0,0.0281800070483832,0,0,0,0,0,0.6063885186411,0.252827994123479
"TCGA.BP.5201.01A",0.129348207313795,0,0.00364815152947996,0,0,0.0355378105942339,0,0,0,0,0,0.622875511513981,0.20859031904851
"TCGA.B8.A54J.01A",0.000100234625918303,0,0.000875298310045121,0,0,0.0741083193712867,0,0,0,0,0,0.565498513353362,0.359417634339388
"TCGA.CZ.5456.01A",0.0263300833634235,0,0.000490290725123366,0,0,0.0801157939023213,0,0,1.82161674737485e-05,0,0,0.748374208981626,0.144671406860032
"TCGA.B0.4688.01A",0.0304089472729324,0,0,0,0,0.266644608594003,0,0,0,0,0,0.599383469606572,0.103562974526492
"TCGA.A3.3317.01A",0.0582638320908554,0,0,0,0,0.0561521597962757,0,0,0,0,0,0.633022035410067,0.252561972702802
"TCGA.B0.5400.01A",0.060324691539081,0,0,0.0167523005616709,0,0.144045533483551,0,0,0,0,0,0.662824869997424,0.116052604418274
"TCGA.G6.A5PC.01A",0.281205866746641,0,0.00537876925766523,0.096112453808402,0,0.133245757753025,0,0.0200505482418715,0.00321277109035932,1.3319349943534e-05,5.68349311194966e-05,0.251034519569605,0.209689159251368
