,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-3A-A9IN-01A,0.015,0.000,0.004,0.000,0.002,0.001,0.375,0.012,0.223,0.176,0.145,0.041,0.005,0.000,0.000,0.000
TCGA-IB-AAUN-01A,0.014,0.000,0.006,0.008,0.000,0.000,0.624,0.028,0.044,0.225,0.002,0.044,0.004,0.000,0.000,0.000
TCGA-Q3-AA2A-01A,0.000,0.000,0.003,0.002,0.000,0.000,0.657,0.010,0.039,0.144,0.034,0.105,0.004,0.000,0.000,0.000
TCGA-IB-A5SO-01A,0.017,0.020,0.012,0.001,0.009,0.000,0.299,0.031,0.071,0.406,0.012,0.114,0.007,0.000,0.000,0.000
TCGA-M8-A5N4-01A,0.002,0.000,0.001,0.007,0.000,0.000,0.514,0.001,0.045,0.262,0.005,0.157,0.001,0.000,0.007,0.000
TCGA-2L-AAQI-01A,0.009,0.000,0.004,0.004,0.000,0.000,0.701,0.014,0.037,0.155,0.010,0.060,0.006,0.000,0.000,0.000
TCGA-HV-A7OP-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.974,0.000,0.011,0.002,0.000,0.008,0.002,0.000,0.001,0.000
TCGA-HZ-A8P1-01A,0.000,0.000,0.001,0.005,0.000,0.000,0.825,0.014,0.021,0.091,0.004,0.034,0.003,0.000,0.000,0.000
TCGA-IB-AAUV-01A,0.000,0.018,0.008,0.001,0.024,0.001,0.020,0.036,0.082,0.623,0.031,0.146,0.006,0.000,0.003,0.000
TCGA-HZ-7925-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.242,0.020,0.056,0.574,0.002,0.083,0.007,0.000,0.006,0.000
TCGA-IB-A7LX-01A,0.002,0.000,0.008,0.009,0.000,0.000,0.784,0.020,0.017,0.137,0.001,0.018,0.002,0.000,0.000,0.000
TCGA-3A-A9IZ-01A,0.000,0.000,0.001,0.002,0.000,0.000,0.767,0.001,0.023,0.188,0.001,0.011,0.002,0.000,0.003,0.000
TCGA-IB-AAUM-01A,0.019,0.003,0.009,0.002,0.003,0.007,0.541,0.020,0.050,0.250,0.029,0.058,0.007,0.003,0.001,0.000
TCGA-FB-AAQ6-01A,0.008,0.000,0.004,0.000,0.000,0.000,0.763,0.011,0.028,0.161,0.001,0.018,0.005,0.001,0.000,0.000
TCGA-F2-A8YN-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.618,0.021,0.025,0.254,0.002,0.074,0.002,0.000,0.001,0.000
TCGA-2J-AABK-01A,0.002,0.000,0.003,0.002,0.003,0.001,0.792,0.018,0.053,0.066,0.012,0.042,0.005,0.000,0.000,0.000
TCGA-H6-8124-01A,0.001,0.000,0.003,0.001,0.000,0.000,0.636,0.008,0.018,0.296,0.005,0.028,0.003,0.000,0.000,0.000
TCGA-Q3-A5QY-01A,0.018,0.212,0.033,0.002,0.005,0.118,0.111,0.091,0.066,0.213,0.022,0.104,0.001,0.000,0.001,0.001
TCGA-HZ-A8P0-01A,0.013,0.000,0.001,0.002,0.001,0.000,0.545,0.015,0.078,0.272,0.011,0.058,0.003,0.000,0.001,0.000
TCGA-HZ-A77O-01A,0.011,0.000,0.004,0.004,0.000,0.000,0.701,0.017,0.029,0.172,0.005,0.054,0.003,0.000,0.001,0.000
TCGA-HZ-A9TJ-01A,0.003,0.000,0.003,0.001,0.000,0.000,0.761,0.011,0.030,0.146,0.007,0.036,0.003,0.000,0.000,0.000
TCGA-FB-A4P6-01A,0.002,0.000,0.013,0.001,0.006,0.002,0.449,0.034,0.076,0.292,0.022,0.089,0.013,0.000,0.000,0.000
TCGA-FB-A78T-01A,0.002,0.000,0.005,0.003,0.000,0.000,0.674,0.027,0.020,0.150,0.001,0.114,0.004,0.000,0.000,0.000
TCGA-HZ-7289-01A,0.002,0.000,0.000,0.005,0.000,0.000,0.970,0.000,0.004,0.011,0.000,0.006,0.000,0.000,0.000,0.000
TCGA-HZ-7918-01A,0.036,0.000,0.031,0.002,0.021,0.000,0.307,0.049,0.047,0.286,0.019,0.192,0.005,0.001,0.001,0.000
TCGA-HZ-8638-01A,0.027,0.000,0.001,0.016,0.003,0.000,0.686,0.013,0.071,0.101,0.043,0.028,0.007,0.000,0.003,0.000
TCGA-3A-A9I5-01A,0.016,0.005,0.005,0.003,0.000,0.000,0.729,0.003,0.041,0.146,0.011,0.031,0.008,0.000,0.003,0.000
TCGA-HZ-8519-01A,0.002,0.000,0.011,0.000,0.024,0.000,0.292,0.030,0.133,0.345,0.056,0.095,0.011,0.000,0.000,0.000
TCGA-3A-A9IV-01A,0.005,0.000,0.004,0.001,0.001,0.000,0.768,0.003,0.034,0.157,0.007,0.021,0.000,0.000,0.000,0.000
TCGA-IB-A5SQ-01A,0.009,0.001,0.013,0.002,0.004,0.000,0.291,0.026,0.080,0.431,0.034,0.100,0.007,0.000,0.001,0.000
TCGA-H6-A45N-01A,0.010,0.003,0.011,0.003,0.005,0.000,0.365,0.043,0.080,0.335,0.026,0.109,0.009,0.001,0.000,0.000
TCGA-FB-AAPS-01A,0.005,0.017,0.013,0.009,0.003,0.004,0.073,0.034,0.086,0.596,0.028,0.127,0.004,0.000,0.002,0.000
TCGA-HV-A5A3-01A,0.003,0.000,0.006,0.002,0.000,0.000,0.749,0.009,0.007,0.179,0.007,0.036,0.003,0.000,0.000,0.000
TCGA-3A-A9IB-01A,0.001,0.000,0.006,0.001,0.000,0.000,0.448,0.012,0.078,0.319,0.034,0.095,0.004,0.000,0.001,0.000
TCGA-HV-A7OL-01A,0.015,0.035,0.008,0.006,0.008,0.000,0.628,0.013,0.020,0.145,0.001,0.108,0.010,0.000,0.003,0.000
TCGA-HZ-8002-01A,0.005,0.001,0.016,0.001,0.008,0.000,0.307,0.035,0.125,0.359,0.023,0.105,0.012,0.000,0.001,0.000
TCGA-HZ-A77P-01A,0.001,0.000,0.006,0.001,0.008,0.000,0.294,0.016,0.096,0.328,0.151,0.088,0.009,0.002,0.000,0.000
TCGA-IB-8127-01A,0.009,0.000,0.013,0.006,0.010,0.000,0.500,0.025,0.024,0.293,0.004,0.107,0.007,0.000,0.001,0.000
TCGA-2J-AAB1-01A,0.001,0.000,0.013,0.011,0.001,0.000,0.555,0.035,0.049,0.244,0.007,0.074,0.007,0.000,0.000,0.000
TCGA-3A-A9IH-01A,0.001,0.000,0.006,0.002,0.000,0.000,0.667,0.019,0.034,0.195,0.022,0.052,0.002,0.000,0.000,0.000
TCGA-IB-AAUS-01A,0.009,0.000,0.017,0.001,0.009,0.000,0.103,0.029,0.084,0.418,0.015,0.304,0.007,0.002,0.004,0.000
TCGA-3E-AAAY-01A,0.006,0.000,0.009,0.003,0.006,0.000,0.382,0.030,0.101,0.271,0.039,0.142,0.004,0.001,0.006,0.000
TCGA-2J-AABH-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.668,0.020,0.019,0.202,0.001,0.078,0.003,0.000,0.001,0.000
TCGA-2J-AABA-01A,0.010,0.000,0.007,0.002,0.009,0.000,0.445,0.014,0.048,0.412,0.009,0.035,0.008,0.000,0.000,0.000
TCGA-XD-AAUL-01A,0.003,0.000,0.009,0.000,0.000,0.000,0.459,0.034,0.019,0.359,0.005,0.101,0.008,0.001,0.003,0.000
TCGA-IB-7886-01A,0.004,0.000,0.014,0.005,0.000,0.000,0.529,0.009,0.031,0.305,0.002,0.092,0.007,0.000,0.000,0.000
TCGA-IB-A6UF-01A,0.000,0.000,0.001,0.002,0.000,0.000,0.766,0.004,0.019,0.160,0.001,0.040,0.005,0.000,0.001,0.000
TCGA-3A-A9IS-01A,0.002,0.000,0.000,0.000,0.002,0.000,0.928,0.006,0.046,0.000,0.006,0.009,0.000,0.000,0.000,0.000
TCGA-US-A774-01A,0.026,0.004,0.007,0.007,0.001,0.000,0.409,0.025,0.051,0.343,0.012,0.103,0.009,0.001,0.002,0.000
TCGA-HZ-7920-01A,0.009,0.015,0.013,0.000,0.016,0.014,0.229,0.042,0.191,0.316,0.056,0.079,0.018,0.000,0.001,0.001
TCGA-3A-A9IL-01A,0.005,0.000,0.004,0.000,0.003,0.003,0.672,0.019,0.137,0.043,0.071,0.028,0.009,0.003,0.002,0.000
TCGA-3A-A9I7-01A,0.023,0.015,0.008,0.010,0.011,0.000,0.425,0.027,0.039,0.324,0.026,0.081,0.009,0.000,0.001,0.000
TCGA-3A-A9IC-01A,0.004,0.000,0.002,0.006,0.000,0.000,0.415,0.017,0.041,0.416,0.014,0.078,0.005,0.001,0.002,0.000
TCGA-IB-AAUQ-01A,0.012,0.000,0.006,0.000,0.000,0.000,0.465,0.002,0.061,0.337,0.041,0.067,0.007,0.000,0.000,0.000
TCGA-2J-AABO-01A,0.003,0.000,0.008,0.003,0.001,0.000,0.472,0.021,0.034,0.395,0.019,0.037,0.008,0.000,0.000,0.000
TCGA-XD-AAUH-01A,0.009,0.050,0.014,0.000,0.011,0.023,0.183,0.042,0.176,0.354,0.055,0.075,0.008,0.000,0.000,0.001
TCGA-HZ-8315-01A,0.012,0.000,0.018,0.004,0.002,0.000,0.393,0.038,0.050,0.363,0.005,0.105,0.008,0.000,0.000,0.000
TCGA-IB-7649-01A,0.014,0.000,0.018,0.000,0.002,0.004,0.345,0.041,0.083,0.326,0.005,0.138,0.020,0.001,0.000,0.001
TCGA-L1-A7W4-01A,0.002,0.000,0.001,0.003,0.000,0.000,0.716,0.000,0.025,0.204,0.025,0.022,0.001,0.000,0.001,0.000
TCGA-IB-7651-01A,0.028,0.000,0.011,0.023,0.000,0.000,0.383,0.019,0.030,0.324,0.001,0.171,0.008,0.000,0.000,0.000
TCGA-IB-7888-01A,0.016,0.031,0.022,0.001,0.003,0.006,0.204,0.045,0.099,0.415,0.028,0.116,0.007,0.000,0.006,0.001
TCGA-2L-AAQL-01A,0.001,0.000,0.002,0.004,0.001,0.000,0.532,0.027,0.046,0.257,0.025,0.095,0.006,0.003,0.001,0.000
TCGA-HZ-A4BK-01A,0.013,0.000,0.010,0.009,0.003,0.000,0.520,0.032,0.074,0.220,0.008,0.099,0.010,0.000,0.000,0.000
TCGA-HZ-7926-01A,0.005,0.020,0.008,0.002,0.007,0.001,0.617,0.026,0.062,0.198,0.004,0.040,0.010,0.000,0.000,0.000
TCGA-HZ-8001-01A,0.016,0.008,0.015,0.000,0.012,0.000,0.232,0.039,0.101,0.434,0.024,0.100,0.012,0.001,0.006,0.000
TCGA-3E-AAAZ-01A,0.007,0.000,0.002,0.001,0.002,0.000,0.562,0.014,0.043,0.251,0.072,0.040,0.004,0.000,0.000,0.000
TCGA-LB-A7SX-01A,0.042,0.000,0.002,0.009,0.002,0.000,0.715,0.018,0.028,0.140,0.007,0.031,0.004,0.000,0.002,0.000
TCGA-2L-AAQM-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.853,0.000,0.079,0.033,0.013,0.008,0.002,0.007,0.000,0.000
TCGA-RB-A7B8-01A,0.006,0.000,0.007,0.004,0.000,0.000,0.387,0.010,0.045,0.412,0.010,0.111,0.004,0.000,0.002,0.000
TCGA-HV-A5A4-01A,0.006,0.000,0.003,0.005,0.000,0.000,0.492,0.033,0.032,0.319,0.025,0.081,0.003,0.001,0.000,0.000
TCGA-IB-7889-01A,0.006,0.023,0.017,0.001,0.006,0.001,0.496,0.039,0.075,0.222,0.008,0.098,0.006,0.001,0.000,0.000
TCGA-2J-AABV-01A,0.018,0.000,0.001,0.001,0.003,0.000,0.794,0.006,0.036,0.108,0.009,0.021,0.002,0.001,0.001,0.000
TCGA-2J-AABP-01A,0.017,0.000,0.021,0.015,0.006,0.000,0.197,0.000,0.104,0.340,0.023,0.273,0.001,0.000,0.000,0.000
TCGA-FB-AAPU-01A,0.000,0.000,0.003,0.003,0.000,0.000,0.888,0.024,0.005,0.071,0.001,0.002,0.003,0.000,0.000,0.000
TCGA-F2-A44H-01A,0.006,0.000,0.002,0.000,0.000,0.000,0.321,0.017,0.038,0.437,0.012,0.156,0.007,0.001,0.001,0.000
TCGA-3A-A9IR-01A,0.003,0.000,0.002,0.000,0.012,0.000,0.827,0.000,0.091,0.002,0.046,0.012,0.003,0.000,0.001,0.000
TCGA-H8-A6C1-01A,0.017,0.012,0.009,0.002,0.000,0.000,0.577,0.054,0.042,0.224,0.008,0.046,0.005,0.000,0.004,0.000
TCGA-F2-6880-01A,0.040,0.000,0.000,0.000,0.000,0.000,0.837,0.004,0.045,0.045,0.012,0.015,0.000,0.001,0.001,0.000
TCGA-IB-AAUR-01A,0.013,0.174,0.049,0.001,0.043,0.014,0.096,0.099,0.125,0.290,0.033,0.052,0.008,0.000,0.002,0.001
TCGA-LB-A9Q5-01A,0.015,0.000,0.005,0.000,0.000,0.000,0.467,0.026,0.049,0.285,0.021,0.118,0.004,0.003,0.006,0.000
TCGA-YY-A8LH-01A,0.005,0.000,0.012,0.003,0.000,0.000,0.899,0.009,0.018,0.028,0.001,0.014,0.009,0.000,0.000,0.000
TCGA-FB-AAQ1-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.739,0.026,0.061,0.068,0.000,0.095,0.005,0.000,0.001,0.000
TCGA-2J-AABI-01A,0.009,0.022,0.019,0.010,0.000,0.000,0.651,0.025,0.012,0.213,0.002,0.032,0.001,0.000,0.003,0.000
TCGA-FB-AAPP-01A,0.004,0.000,0.001,0.008,0.000,0.000,0.969,0.000,0.009,0.007,0.000,0.001,0.001,0.000,0.000,0.000
TCGA-IB-A7M4-01A,0.011,0.007,0.012,0.004,0.011,0.000,0.736,0.017,0.021,0.132,0.006,0.038,0.002,0.000,0.000,0.000
TCGA-FB-AAPQ-01A,0.002,0.000,0.001,0.001,0.000,0.000,0.743,0.012,0.012,0.194,0.001,0.030,0.003,0.000,0.001,0.000
TCGA-XN-A8T5-01A,0.003,0.080,0.016,0.001,0.022,0.014,0.182,0.042,0.138,0.393,0.057,0.037,0.012,0.001,0.000,0.001
TCGA-S4-A8RP-01A,0.007,0.000,0.009,0.009,0.000,0.000,0.497,0.032,0.044,0.293,0.019,0.084,0.007,0.000,0.000,0.000
TCGA-HZ-A49I-01A,0.003,0.002,0.012,0.001,0.003,0.000,0.509,0.041,0.049,0.277,0.003,0.081,0.007,0.001,0.000,0.008
