,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-32-2616-01A,0.000,0.000,0.005,0.000,0.003,0.000,0.806,0.000,0.015,0.000,0.006,0.161,0.000,0.000,0.002,0.000
TCGA-32-1980-01A,0.001,0.000,0.007,0.001,0.011,0.000,0.537,0.001,0.087,0.021,0.025,0.301,0.001,0.003,0.003,0.000
TCGA-28-2514-01A,0.001,0.000,0.002,0.002,0.006,0.000,0.758,0.007,0.095,0.000,0.019,0.105,0.000,0.001,0.004,0.000
TCGA-06-0644-01A,0.001,0.000,0.017,0.000,0.000,0.000,0.551,0.000,0.045,0.194,0.000,0.189,0.002,0.000,0.001,0.000
TCGA-06-1804-01A,0.002,0.000,0.004,0.004,0.004,0.000,0.805,0.007,0.058,0.003,0.003,0.095,0.001,0.003,0.012,0.000
TCGA-41-2571-01A,0.000,0.000,0.000,0.001,0.002,0.000,0.864,0.001,0.023,0.000,0.004,0.097,0.000,0.004,0.003,0.000
TCGA-19-2619-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.814,0.002,0.073,0.002,0.019,0.081,0.000,0.000,0.005,0.000
TCGA-27-1837-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.733,0.005,0.064,0.005,0.009,0.177,0.000,0.002,0.002,0.000
TCGA-27-1832-01A,0.001,0.000,0.005,0.006,0.004,0.000,0.626,0.007,0.030,0.082,0.005,0.232,0.000,0.000,0.001,0.000
TCGA-06-0686-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.774,0.008,0.062,0.001,0.031,0.118,0.000,0.001,0.002,0.000
TCGA-06-5856-01A,0.000,0.000,0.002,0.001,0.001,0.000,0.747,0.001,0.061,0.006,0.018,0.162,0.000,0.000,0.001,0.000
TCGA-28-1753-01A,0.000,0.000,0.002,0.001,0.004,0.000,0.480,0.009,0.091,0.067,0.041,0.304,0.000,0.000,0.001,0.000
TCGA-28-5218-01A,0.001,0.000,0.026,0.003,0.007,0.000,0.146,0.000,0.088,0.568,0.012,0.145,0.000,0.000,0.002,0.000
TCGA-32-1970-01A,0.001,0.000,0.004,0.001,0.004,0.000,0.793,0.004,0.069,0.001,0.013,0.107,0.000,0.002,0.003,0.000
TCGA-28-5204-01A,0.000,0.000,0.005,0.001,0.001,0.000,0.757,0.001,0.080,0.003,0.015,0.136,0.000,0.000,0.001,0.000
TCGA-12-3653-01A,0.003,0.000,0.006,0.000,0.000,0.000,0.744,0.000,0.047,0.001,0.016,0.181,0.000,0.000,0.000,0.000
TCGA-06-0187-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.717,0.000,0.058,0.009,0.007,0.203,0.000,0.001,0.003,0.000
TCGA-19-2624-01A,0.000,0.000,0.000,0.009,0.000,0.000,0.869,0.004,0.056,0.001,0.013,0.044,0.000,0.000,0.002,0.000
TCGA-12-3652-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.904,0.000,0.025,0.001,0.023,0.044,0.000,0.000,0.001,0.000
TCGA-12-5299-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.772,0.000,0.039,0.008,0.011,0.165,0.000,0.000,0.001,0.000
TCGA-06-0749-01A,0.000,0.000,0.002,0.001,0.006,0.000,0.662,0.003,0.046,0.000,0.007,0.267,0.001,0.001,0.002,0.000
TCGA-06-0158-01A,0.000,0.000,0.001,0.000,0.005,0.000,0.690,0.004,0.069,0.002,0.016,0.208,0.000,0.001,0.003,0.000
TCGA-19-1390-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.871,0.001,0.028,0.001,0.009,0.080,0.000,0.000,0.005,0.000
TCGA-28-2510-01A,0.000,0.000,0.006,0.001,0.012,0.000,0.729,0.005,0.078,0.001,0.047,0.114,0.000,0.001,0.006,0.000
TCGA-32-2615-01A,0.000,0.000,0.004,0.000,0.005,0.000,0.699,0.002,0.037,0.044,0.008,0.196,0.000,0.000,0.004,0.000
TCGA-76-4929-01A,0.000,0.000,0.005,0.000,0.001,0.000,0.789,0.000,0.037,0.019,0.009,0.138,0.000,0.001,0.001,0.000
TCGA-06-0178-01A,0.000,0.000,0.001,0.001,0.001,0.000,0.803,0.000,0.022,0.001,0.009,0.158,0.000,0.004,0.001,0.000
TCGA-41-5651-01A,0.000,0.003,0.001,0.003,0.003,0.000,0.863,0.004,0.057,0.001,0.017,0.044,0.000,0.002,0.002,0.000
TCGA-14-2554-01A,0.000,0.000,0.003,0.000,0.001,0.000,0.725,0.002,0.054,0.003,0.010,0.200,0.000,0.000,0.001,0.000
TCGA-06-2559-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.770,0.001,0.062,0.001,0.025,0.134,0.000,0.000,0.003,0.000
TCGA-14-0787-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.758,0.002,0.042,0.003,0.006,0.184,0.000,0.000,0.002,0.000
TCGA-12-0618-01A,0.000,0.000,0.001,0.000,0.002,0.000,0.878,0.008,0.030,0.000,0.007,0.066,0.000,0.002,0.004,0.000
TCGA-14-1034-01A,0.001,0.000,0.007,0.000,0.000,0.000,0.669,0.000,0.053,0.030,0.000,0.238,0.000,0.000,0.001,0.000
TCGA-06-0743-01A,0.000,0.000,0.001,0.000,0.004,0.000,0.784,0.007,0.051,0.002,0.012,0.135,0.000,0.001,0.002,0.000
TCGA-16-1045-01B,0.000,0.000,0.011,0.000,0.000,0.000,0.459,0.000,0.075,0.054,0.019,0.381,0.000,0.000,0.001,0.000
TCGA-76-4927-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.635,0.000,0.088,0.037,0.037,0.197,0.000,0.000,0.001,0.000
TCGA-32-2638-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.577,0.000,0.080,0.029,0.034,0.275,0.000,0.000,0.001,0.000
