,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-4T-AA8H-01A,0.003,0.000,0.000,0.001,0.002,0.000,0.969,0.008,0.003,0.000,0.008,0.006,0.000,0.000,0.000,0.000
TCGA-AA-A00Q-01A,0.000,0.000,0.004,0.003,0.001,0.000,0.897,0.012,0.023,0.030,0.009,0.020,0.001,0.000,0.000,0.000
TCGA-AZ-4614-01A,0.000,0.000,0.002,0.006,0.001,0.000,0.969,0.000,0.008,0.002,0.004,0.007,0.001,0.000,0.000,0.000
TCGA-A6-2675-01A,0.007,0.001,0.009,0.000,0.000,0.000,0.689,0.010,0.043,0.148,0.017,0.071,0.003,0.001,0.000,0.000
TCGA-AA-A00U-01A,0.000,0.000,0.004,0.003,0.001,0.000,0.935,0.007,0.011,0.016,0.013,0.010,0.000,0.000,0.000,0.000
TCGA-A6-6781-01A,0.010,0.000,0.003,0.024,0.008,0.001,0.522,0.002,0.084,0.224,0.005,0.096,0.002,0.001,0.014,0.005
TCGA-CM-6169-01A,0.013,0.001,0.021,0.011,0.001,0.000,0.575,0.028,0.083,0.156,0.028,0.080,0.003,0.000,0.000,0.000
TCGA-AA-3516-01A,0.003,0.000,0.010,0.014,0.010,0.000,0.861,0.019,0.023,0.021,0.009,0.028,0.001,0.000,0.000,0.000
TCGA-AA-3552-01A,0.032,0.001,0.012,0.003,0.009,0.001,0.782,0.035,0.028,0.024,0.023,0.048,0.003,0.000,0.001,0.000
TCGA-D5-6931-01A,0.021,0.001,0.015,0.005,0.007,0.000,0.788,0.012,0.020,0.078,0.005,0.041,0.006,0.000,0.000,0.000
TCGA-SS-A7HO-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.922,0.001,0.016,0.023,0.025,0.009,0.001,0.000,0.000,0.000
TCGA-AZ-6605-01A,0.017,0.004,0.020,0.003,0.000,0.000,0.555,0.016,0.069,0.230,0.025,0.058,0.003,0.000,0.000,0.000
TCGA-CA-6717-01A,0.016,0.017,0.017,0.006,0.010,0.000,0.634,0.030,0.046,0.117,0.033,0.068,0.005,0.000,0.000,0.000
TCGA-NH-A8F7-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.966,0.002,0.006,0.000,0.016,0.009,0.000,0.000,0.000,0.000
