,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-32-2616-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.763,0.000,0.038,0.000,0.019,0.173,0.000,0.000,0.001,0.000
TCGA-32-1980-01A,0.003,0.000,0.012,0.000,0.013,0.000,0.556,0.001,0.093,0.012,0.040,0.261,0.001,0.007,0.000,0.000
TCGA-28-2514-01A,0.000,0.000,0.004,0.000,0.002,0.000,0.770,0.011,0.089,0.002,0.027,0.092,0.001,0.000,0.002,0.000
TCGA-06-0644-01A,0.000,0.000,0.014,0.000,0.003,0.000,0.535,0.000,0.048,0.196,0.001,0.200,0.002,0.000,0.001,0.000
TCGA-06-1804-01A,0.000,0.002,0.005,0.001,0.001,0.000,0.784,0.010,0.080,0.004,0.006,0.095,0.001,0.001,0.008,0.000
TCGA-41-2571-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.847,0.000,0.021,0.001,0.016,0.107,0.000,0.003,0.001,0.000
TCGA-19-2619-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.809,0.001,0.074,0.008,0.037,0.066,0.001,0.000,0.002,0.000
TCGA-27-1837-01A,0.000,0.000,0.007,0.000,0.000,0.000,0.714,0.007,0.085,0.010,0.024,0.151,0.000,0.000,0.000,0.000
TCGA-27-1832-01A,0.000,0.000,0.006,0.000,0.012,0.000,0.615,0.001,0.035,0.071,0.022,0.235,0.000,0.000,0.001,0.002
TCGA-06-0686-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.739,0.007,0.071,0.001,0.041,0.134,0.000,0.001,0.000,0.000
TCGA-06-5856-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.738,0.000,0.069,0.011,0.027,0.149,0.000,0.000,0.001,0.000
TCGA-28-1753-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.464,0.014,0.108,0.078,0.042,0.289,0.002,0.001,0.000,0.000
TCGA-28-5218-01A,0.001,0.000,0.020,0.002,0.008,0.000,0.126,0.000,0.093,0.577,0.015,0.157,0.000,0.000,0.001,0.000
TCGA-32-1970-01A,0.000,0.000,0.005,0.000,0.001,0.000,0.771,0.006,0.094,0.002,0.024,0.096,0.001,0.000,0.000,0.000
