,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-CV-5442-01A,0.000,0.000,0.000,0.002,0.001,0.000,0.986,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
TCGA-CR-7392-01A,0.040,0.008,0.034,0.002,0.021,0.001,0.456,0.027,0.092,0.194,0.040,0.057,0.007,0.001,0.012,0.010
TCGA-UF-A71A-01A,0.002,0.000,0.002,0.000,0.002,0.000,0.751,0.006,0.024,0.136,0.044,0.031,0.002,0.000,0.000,0.000
TCGA-CN-A642-01A,0.000,0.000,0.007,0.031,0.001,0.000,0.812,0.023,0.019,0.040,0.022,0.042,0.001,0.000,0.000,0.000
TCGA-CV-A45U-01A,0.003,0.000,0.018,0.012,0.007,0.000,0.879,0.006,0.008,0.044,0.008,0.012,0.002,0.000,0.000,0.000
TCGA-CN-6012-01A,0.030,0.000,0.015,0.002,0.013,0.000,0.767,0.016,0.039,0.059,0.012,0.042,0.001,0.000,0.003,0.001
TCGA-CV-A45W-01A,0.085,0.013,0.015,0.002,0.020,0.000,0.650,0.014,0.033,0.064,0.020,0.079,0.001,0.002,0.000,0.001
TCGA-CV-A6K0-01B,0.001,0.001,0.041,0.001,0.021,0.001,0.540,0.071,0.071,0.167,0.040,0.027,0.003,0.000,0.014,0.001
TCGA-QK-A6VB-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.917,0.002,0.009,0.046,0.012,0.011,0.000,0.000,0.000,0.000
TCGA-CV-6959-01A,0.007,0.001,0.011,0.007,0.006,0.000,0.704,0.021,0.081,0.051,0.045,0.043,0.004,0.001,0.001,0.015
TCGA-HD-7832-01A,0.000,0.000,0.010,0.020,0.002,0.000,0.874,0.002,0.019,0.024,0.008,0.037,0.002,0.000,0.001,0.000
TCGA-CV-7255-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.913,0.003,0.018,0.037,0.016,0.001,0.004,0.000,0.000,0.002
TCGA-CR-5243-01A,0.022,0.003,0.039,0.014,0.026,0.000,0.648,0.022,0.058,0.130,0.023,0.012,0.002,0.000,0.001,0.000
