,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-OR-A5LO-01A,0.004,0.000,0.001,0.000,0.000,0.000,0.853,0.002,0.016,0.011,0.095,0.016,0.001,0.000,0.000,0.000
TCGA-P6-A5OG-01A,0.000,0.000,0.008,0.014,0.010,0.000,0.270,0.000,0.169,0.120,0.231,0.153,0.002,0.000,0.001,0.022
TCGA-OR-A5J6-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.172,0.000,0.353,0.000,0.087,0.366,0.018,0.000,0.000,0.000
TCGA-OR-A5LT-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.916,0.000,0.009,0.000,0.047,0.027,0.000,0.000,0.000,0.000
TCGA-OR-A5JY-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.802,0.000,0.051,0.000,0.061,0.074,0.006,0.000,0.000,0.000
TCGA-OR-A5JV-01A,0.000,0.000,0.010,0.001,0.003,0.000,0.481,0.000,0.074,0.000,0.069,0.354,0.008,0.000,0.000,0.000
TCGA-OR-A5JT-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.771,0.000,0.072,0.000,0.100,0.056,0.001,0.000,0.000,0.000
TCGA-OR-A5KX-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.778,0.000,0.088,0.000,0.066,0.062,0.006,0.000,0.000,0.000
TCGA-OR-A5K3-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.846,0.000,0.019,0.000,0.027,0.107,0.000,0.000,0.000,0.000
TCGA-OR-A5JZ-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.785,0.001,0.078,0.000,0.056,0.061,0.016,0.000,0.000,0.000
TCGA-OR-A5LC-01A,0.000,0.000,0.001,0.001,0.000,0.000,0.700,0.000,0.053,0.032,0.178,0.034,0.002,0.000,0.000,0.000
TCGA-OR-A5LH-01A,0.000,0.000,0.003,0.001,0.017,0.000,0.719,0.000,0.089,0.000,0.048,0.117,0.005,0.001,0.000,0.000
TCGA-OR-A5LM-01A,0.003,0.000,0.004,0.000,0.001,0.000,0.828,0.000,0.034,0.000,0.066,0.061,0.003,0.000,0.000,0.000
TCGA-OR-A5J5-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.887,0.004,0.009,0.000,0.079,0.019,0.000,0.000,0.000,0.000
TCGA-P6-A5OF-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.795,0.000,0.030,0.051,0.071,0.048,0.003,0.000,0.000,0.000
