,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-55-8508-01A,0.132,0.013,0.027,0.007,0.002,0.000,0.001,0.043,0.096,0.015,0.043,0.000,0.001,0.012,0.001,0.607,0.607
TCGA-67-3771-01A,0.065,0.011,0.022,0.018,0.016,0.000,0.003,0.033,0.094,0.019,0.134,0.000,0.001,0.010,0.001,0.573,0.573
TCGA-55-A4DG-01A,0.053,0.042,0.008,0.009,0.023,0.003,0.018,0.041,0.060,0.018,0.063,0.000,0.001,0.009,0.001,0.651,0.651
TCGA-91-7771-01A,0.034,0.017,0.032,0.014,0.020,0.003,0.026,0.079,0.107,0.043,0.134,0.001,0.001,0.007,0.001,0.482,0.482
TCGA-91-6849-01A,0.090,0.013,0.015,0.001,0.013,0.000,0.018,0.049,0.042,0.010,0.115,0.000,0.000,0.007,0.000,0.626,0.626
TCGA-64-5781-01A,0.057,0.000,0.013,0.048,0.003,0.000,0.000,0.018,0.145,0.003,0.045,0.000,0.001,0.002,0.000,0.664,0.664
TCGA-44-6146-01B,0.021,0.007,0.015,0.007,0.012,0.022,0.022,0.131,0.151,0.039,0.017,0.026,0.001,0.026,0.002,0.500,0.500
TCGA-97-7552-01A,0.050,0.064,0.050,0.038,0.041,0.001,0.047,0.082,0.076,0.023,0.116,0.011,0.004,0.013,0.001,0.384,0.384
TCGA-80-5608-01A,0.022,0.000,0.013,0.013,0.002,0.000,0.009,0.033,0.028,0.021,0.050,0.000,0.000,0.007,0.000,0.800,0.800
TCGA-91-6829-01A,0.006,0.003,0.011,0.003,0.005,0.001,0.001,0.067,0.274,0.023,0.115,0.004,0.001,0.008,0.000,0.480,0.480
TCGA-49-AARE-01A,0.028,0.003,0.010,0.015,0.001,0.000,0.010,0.024,0.103,0.006,0.055,0.000,0.000,0.006,0.000,0.737,0.737
TCGA-97-A4M1-01A,0.008,0.000,0.008,0.001,0.009,0.001,0.044,0.135,0.054,0.039,0.118,0.010,0.005,0.010,0.001,0.556,0.556
TCGA-83-5908-01A,0.001,0.004,0.029,0.085,0.023,0.000,0.046,0.044,0.094,0.010,0.104,0.000,0.001,0.006,0.001,0.551,0.551
TCGA-97-8179-01A,0.000,0.000,0.008,0.012,0.002,0.000,0.015,0.079,0.048,0.041,0.081,0.000,0.000,0.009,0.000,0.705,0.705
TCGA-64-1680-01A,0.015,0.000,0.002,0.002,0.000,0.000,0.015,0.018,0.022,0.007,0.036,0.005,0.000,0.002,0.000,0.875,0.875
TCGA-73-4670-01A,0.031,0.000,0.001,0.006,0.000,0.000,0.000,0.018,0.095,0.009,0.059,0.000,0.000,0.005,0.000,0.775,0.775
TCGA-44-3396-01A,0.056,0.003,0.028,0.007,0.023,0.000,0.033,0.054,0.196,0.009,0.144,0.000,0.001,0.017,0.002,0.425,0.425
TCGA-80-5611-01A,0.003,0.000,0.022,0.015,0.002,0.000,0.001,0.009,0.033,0.000,0.251,0.000,0.000,0.006,0.000,0.659,0.659
TCGA-53-7624-01A,0.013,0.000,0.028,0.025,0.001,0.000,0.001,0.018,0.045,0.009,0.081,0.000,0.000,0.009,0.000,0.768,0.768
TCGA-91-6835-01A,0.007,0.063,0.049,0.018,0.064,0.002,0.057,0.065,0.108,0.024,0.164,0.004,0.001,0.015,0.001,0.358,0.358
TCGA-L9-A50W-01A,0.033,0.001,0.016,0.006,0.001,0.000,0.050,0.046,0.054,0.018,0.073,0.003,0.001,0.009,0.000,0.689,0.689
TCGA-86-7713-01A,0.023,0.000,0.006,0.003,0.006,0.000,0.001,0.036,0.018,0.027,0.033,0.000,0.000,0.014,0.000,0.830,0.830
TCGA-50-5044-01A,0.018,0.000,0.021,0.009,0.001,0.000,0.026,0.079,0.153,0.026,0.072,0.000,0.000,0.000,0.000,0.594,0.594
TCGA-97-7941-01A,0.006,0.010,0.021,0.003,0.006,0.001,0.032,0.084,0.083,0.037,0.076,0.008,0.001,0.006,0.001,0.627,0.627
TCGA-86-7714-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.079,0.033,0.064,0.003,0.090,0.006,0.000,0.013,0.000,0.711,0.711
TCGA-62-8402-01A,0.019,0.000,0.053,0.033,0.010,0.000,0.023,0.041,0.022,0.001,0.093,0.000,0.000,0.009,0.001,0.695,0.695
TCGA-78-7162-01A,0.022,0.008,0.025,0.002,0.014,0.001,0.026,0.137,0.048,0.070,0.074,0.006,0.003,0.007,0.001,0.557,0.557
TCGA-49-AAR0-01A,0.017,0.020,0.029,0.014,0.006,0.000,0.024,0.054,0.050,0.024,0.123,0.000,0.001,0.005,0.000,0.632,0.632
TCGA-35-4122-01A,0.036,0.001,0.025,0.021,0.008,0.000,0.008,0.017,0.084,0.006,0.244,0.001,0.003,0.000,0.002,0.543,0.543
TCGA-55-7726-01A,0.011,0.000,0.014,0.001,0.000,0.000,0.033,0.041,0.368,0.000,0.063,0.000,0.000,0.009,0.000,0.458,0.458
TCGA-62-A46Y-01A,0.011,0.002,0.019,0.003,0.013,0.000,0.039,0.031,0.019,0.015,0.147,0.000,0.001,0.010,0.000,0.689,0.689
TCGA-55-6980-01A,0.010,0.000,0.034,0.000,0.013,0.000,0.062,0.044,0.246,0.024,0.122,0.001,0.000,0.007,0.001,0.434,0.434
TCGA-05-4430-01A,0.015,0.001,0.023,0.001,0.014,0.000,0.039,0.062,0.195,0.026,0.120,0.001,0.001,0.007,0.001,0.494,0.494
TCGA-67-3772-01A,0.047,0.001,0.026,0.001,0.005,0.000,0.036,0.041,0.171,0.012,0.091,0.003,0.000,0.001,0.001,0.563,0.563
TCGA-MP-A4SY-01A,0.006,0.000,0.015,0.002,0.005,0.000,0.012,0.021,0.187,0.011,0.113,0.000,0.000,0.008,0.000,0.617,0.617
TCGA-78-7148-01A,0.013,0.000,0.017,0.007,0.009,0.000,0.008,0.038,0.039,0.015,0.056,0.000,0.000,0.003,0.000,0.793,0.793
TCGA-35-3615-01A,0.018,0.000,0.007,0.000,0.003,0.000,0.005,0.022,0.026,0.015,0.061,0.000,0.000,0.003,0.000,0.839,0.839
TCGA-55-A493-01A,0.015,0.014,0.028,0.047,0.028,0.000,0.054,0.026,0.084,0.015,0.110,0.000,0.001,0.005,0.001,0.569,0.569
TCGA-49-6744-01A,0.032,0.009,0.043,0.005,0.012,0.001,0.053,0.083,0.195,0.019,0.150,0.001,0.001,0.008,0.001,0.389,0.389
TCGA-49-4494-01A,0.011,0.000,0.016,0.007,0.005,0.000,0.019,0.015,0.030,0.004,0.078,0.000,0.000,0.000,0.000,0.814,0.814
