"","T Cells","Fibroblasts","Macrophages","Cancer Cells","B Cells","Endothelial Cells","Mast Cells","DC"
"TCGA.B6.A0IK.01A",0.00117725307217628,0.240339175203061,0.0266620747322709,0.412172128873232,0.000305869927653797,0.318069299012882,0.00127419917872418,0
"TCGA.BH.A1EW.01A",0,0.226285936300502,0.0203933146743539,0.14595426738976,0,0.607366481635384,0,0
"TCGA.A8.A090.01A",0,0.498458379845269,0.0681141014929631,0.12663038781825,0,0.30578338688692,0.00101374395659768,0
"TCGA.BH.A28Q.01A",0.00127887600265253,0.499262780335616,0.00587470689873741,0.207620143231186,1.16722423842459e-05,0.283677842712487,0.00204157938658584,0.000232399190350652
"TCGA.A8.A07L.01A",0,0.519451623229519,0.00389028618850139,0.216601082794471,0,0.259741966762587,0.000315041024920866,0
"TCGA.BH.A0AZ.01A",0,0.882262294262445,0.00846907960578771,0,0,0.109268626131768,0,0
"TCGA.A8.A076.01A",0,0.618637758005126,0.030910121533639,0.151987012585305,0,0.197905192609715,0.00055991526621509,0
"TCGA.D8.A1JI.01A",0,0.0895281372282457,0.0317965524964143,0.490651097044874,0,0.385821182490577,0.00220303073988922,0
"TCGA.GM.A2DC.01A",0,0.190403993579809,0.0276496584179651,0.472489947839903,0,0.309456400162322,0,0
"TCGA.A8.A09T.01A",0,0.527292040125696,0.0490176638414291,0.168814585283042,0,0.241190227213547,3.5254027272514e-05,0.0136502295090136
"TCGA.AC.A5XS.01A",0.00163796434930801,0.309200179905818,0.141841275362584,0.181033543059916,0.00122139431305368,0.363539026995394,0.000345294225622211,0.00118132178830345
"TCGA.A2.A0YJ.01A",0,0.156679527633564,0.0188163322612866,0.593346019496935,0,0.230930670059642,0.000227450548572121,0
"TCGA.A2.A0SW.01A",0.00326032901483511,0.467194460247103,0.0995231105663085,0.161076835292069,0,0.268302732810019,0.000308670883188799,0.000333861186476151
"TCGA.AR.A1AI.01A",0,0.0835763798916679,0.110038917682475,0.374254448311343,0,0.427504570502079,0,0.0046256836124342
"TCGA.BH.AB28.01A",0,0.398531966712866,0.0450416898616339,0.272515069098098,0,0.283886918295458,0,2.43560319449718e-05
"TCGA.E2.A1LA.01A",0.00325396285295321,0.408688450623883,0.133778209146787,0.270153388566304,0,0.183195633526588,0.000150896709468747,0.000779458574016331
"TCGA.A8.A09V.01A",0,0.650896893171836,0.00181949638120825,0.0944549840490937,0,0.251406468109376,0.000957702048327803,0.000464456240158489
"TCGA.WT.AB44.01A",0,0.539208704149003,0.0479125832713961,0.282195669096934,0,0.129606549091139,0.000511979402689175,0.000564514988838361
"TCGA.E9.A1R5.01A",0,0.728908732178664,0.0061028165301558,0.111113629433483,0,0.153295019640419,8.52548645459074e-05,0.000494547352732291
"TCGA.A2.A25B.01A",0.000171467706954715,0.489075403873266,0.0329588513592952,0.211637527067315,0,0.264875458862733,0.00128129113043523,0
"TCGA.AN.A03Y.01A",0,0.240734366150259,0.0320577442600051,0.559697356101411,0,0.167510533488325,0,0
"TCGA.LQ.A4E4.01A",0,0.323445083942026,0.00596235195940522,0.368484461490297,0,0.298657261360833,0.00345084124743947,0
"TCGA.A7.A0DC.01A",0,0.101285806648682,0,0.371590114016748,0,0.525168230869821,0.00195584846474868,0
"TCGA.OL.A97C.01A",0,0.690738435749397,0.00930422305806006,0.097720625235053,0,0.201455758879328,8.78836006790763e-06,0.000772168718094037
"TCGA.BH.A0DX.01A",0,0.684803409290459,0.0747752156411983,0.0124546399535198,0,0.227966735114823,0,0
"TCGA.AC.A4ZE.01A",0.00122871523657425,0.110936212971464,0.00343484735495244,0.356267064971568,0,0.525598577717671,0.00253458174776931,0
"TCGA.D8.A27I.01A",0,0.651258739195694,0.0297396459314992,0.0591951474982747,0,0.257468437057457,0,0.002338030317075
"TCGA.A8.A09X.01A",0.00300160951093397,0.36334795089142,0.102134817548506,0.228880861151312,0,0.29858139221259,0.000411395476776133,0.00364197320846229
"TCGA.OL.A6VR.01A",0,0.0560512051630475,0,0.682993485758309,0.00268794979270597,0.256666690355498,0.00160066893043948,0
"TCGA.A2.A0D3.01A",0.00216733417756705,0.192531540795725,0.0249906869255014,0.50009231471408,0.000570998071733031,0.263442275482591,0.000282983743583259,0.0159218660892196
"TCGA.S3.AA14.01A",0,0.690588409495918,0.00618799049183772,0.113217159691262,0,0.189453420480686,0.000378243245162888,0.000174776595133288
"TCGA.B6.A40C.01A",0,0.617029096116462,0.0279883807133642,0.119960403028016,0,0.233430932359187,0,0.00159118778297099
"TCGA.E9.A1RD.01A",0,0.449958042373016,0.0165593302495699,0.193278328802055,0,0.337576279805295,0.00228764315291385,0.000340375617150345
"TCGA.PL.A8LV.01A",0.00371694614534168,0.27794950834068,0.0456493451562311,0.368733335824255,0.000526085464602193,0.303215430180355,0.000209348888535061,0
"TCGA.A7.A6VX.01A",0,0.645737025267395,0.00689469234976823,0.191790171174416,0,0.155319390267323,0.000258720941097556,0
"TCGA.C8.A8HR.01A",0,0.639764697175356,0.0435944584233163,0.0087816577018346,0,0.306644249417731,2.54549835383163e-05,0.00118948229822331
"TCGA.EW.A1PB.01A",0.00486247722887388,0.0454505753623061,0.368252854729235,0.197925555024596,0,0.383508537654988,0,0
"TCGA.BH.A0DL.01A",0.00370024574584529,0.14786079378141,0.181567092037466,0.313442833999893,0,0.353038811963544,0.00039022247184137,0
"TCGA.GM.A2DF.01A",0,0.235743365594133,0.105850744053739,0.346553247987972,0,0.311852642364156,0,0
"TCGA.C8.A131.01A",0,0.500367075365491,0.0452117090133152,0.254270406721853,0,0.198316241912922,0,0.00183456698641846
"TCGA.B6.A409.01A",0.000874478604947909,0.186039470934569,0.0368251794660376,0.534680740970157,0.0010641330646853,0.239741242423479,0.000774754536123728,0
"TCGA.A2.A0SY.01A",0.00125480955961414,0.466271239951847,0.0273621840362401,0.251033441984367,7.7140658788542e-05,0.243148297986124,0.00184257332873363,0.00901031249428512
"TCGA.AO.A12A.01A",0,0.441868392623637,0.027105291568792,0.132200153351703,0,0.388033997650791,0.000443625905171374,0.010348538899905
"TCGA.A2.A0CY.01A",0,0.0534904168436675,0.00780592291957035,0.812969542820547,0,0.125734117416215,0,0
"TCGA.AN.A0G0.01A",0.000930948042877098,0.334824024124624,0.023592018710581,0.378597573490631,0.00107080210499171,0.260242266049323,0.000742367476972626,0
"TCGA.A2.A3XT.01A",0,0.17106461860452,0.155881716551421,0.369623258203706,0,0.303430406640352,0,0
"TCGA.AQ.A1H2.01A",0.000548758945052201,0.212209667021556,0.059543222049593,0.457986394090258,0.000311480597895055,0.267204487325622,0.00219598997002343,0
"TCGA.E2.A1L8.01A",0,0.548769586734662,0.0286429133285684,0.130623165140531,0,0.290685310670814,0.000628725889550833,0.000650298235873321
"TCGA.C8.A26V.01A",0.00149553908354413,0.34940444780721,0.0555142666036858,0.297453683411825,0,0.295127771519481,0.00020116081015212,0.000803130764102424
"TCGA.A8.A08B.01A",0,0.134534023356754,0.0360155599678828,0.5082989502409,0,0.320425130656129,0.000726335778334177,0
"TCGA.D8.A1XJ.01A",0,0.369435147414353,0.00802849447366753,0.43100189179116,0,0.191534466320819,0,0
"TCGA.AO.A0JC.01A",0.488746920302292,0.0414262038433282,0.0843375005082932,0.0121282172774687,0,0.321353288866399,0.00880434381302037,0.0432035253891987
"TCGA.AR.A0U0.01A",0,0.138879585020313,0.221961807073092,0.191117681785308,0,0.448040926121288,0,0
"TCGA.A7.A6VV.01A",0,0.726401555293716,0.0484138533764704,0.0286644740040216,0,0.195475470644038,0,0.0010446466817538
"TCGA.B6.A3ZX.01A",0.115290115973015,0.109823850367686,0.0620359411857987,0.218200729322062,0.0259513258455288,0.450887990342775,0,0.0178100469631339
"TCGA.AR.A24L.01A",0,0.677355456648378,0,0.0495702347567598,0,0.272889548344627,0.000184760250234765,0
"TCGA.EW.A1OW.01A",0,0.531767464628459,0.0200082889464724,0.0836585652695933,0,0.364494211193013,7.14699624623323e-05,0
"TCGA.EW.A1P3.01A",0,0.363952443669838,0.0215438112763941,0.343202005801951,0,0.265391801238893,0.00590993801292375,0
"TCGA.LL.A7T0.01A",0.00187155711574349,0.282613458194487,0.0476845342282924,0.486418328754917,0,0.180913128475672,0.000248092598974431,0.000250900631913324
"TCGA.B6.A0I8.01A",0,0.460519725741154,0.000271099135039076,0.246498438164008,0,0.291819753431681,0.000751686862842858,0.000139296665275628
"TCGA.BH.A0AV.01A",0,0.814581370057813,0.0138373281946479,0.0263547903002779,0,0.144788248239348,2.70031791753326e-05,0.00041126002873777
"TCGA.E2.A156.01A",0,0.0727426173005336,0.00125996694905406,0.529473486603156,0,0.392801481549597,0.00372244759765888,0
"TCGA.BH.A5IZ.01A",0,0.263524073459092,0.0375620198178196,0.43478021674606,0.000364610199186947,0.263664099592825,0.000104980185016643,0
"TCGA.BH.A1EN.01A",0,0.294877768871873,0.0155685877231731,0.440161733295181,0,0.249391910109773,0,0
"TCGA.A1.A0SN.01A",0,0.595262304646786,0.0510652073551977,0.124830599554729,0,0.224848744498114,0.000208184983556952,0.00378495896161614
"TCGA.E2.A150.01A",0.00257973383182001,0.31226606619217,0.0759516475455365,0.188996553793421,0,0.418031821517909,0.00019976478389892,0.00197441233524434
"TCGA.PL.A8LZ.01A",0.00381758906819966,0.350931725226888,0.0691467906407729,0.00017387969100463,0,0.57579787715249,0.000132138220644745,0
"TCGA.A2.A0CO.01A",0.00072122615468484,0.360604810500331,0.0630968256480719,0.0694067761763899,0,0.504258926318758,0.000794849454679169,0.00111658574708521
"TCGA.HN.A2NL.01A",0.107027805640775,0.0848443792498871,0.0231573325416386,0.573226843277487,0.0116601053258435,0.200083533964369,0,0
"TCGA.E2.A14X.01A",0.00434295757002581,0.149464750167332,0.0239400396337824,0.427961945545634,0.000484111535144616,0.393666292887574,0.000139902660507564,0
"TCGA.BH.A0B2.01A",0.00178632289345483,0.64115256244119,0.066219333740817,0.0488417742991084,0,0.241428659712174,0.000101807482822422,0.000469539430434274
"TCGA.A2.A4RX.01A",0,0.73014710087496,0.0176621226739072,0.018202685746237,0,0.233133886404972,0.000232496878672534,0.000621707421250881
"TCGA.E2.A572.01A",0,0.02466134280812,0.0115869755568614,0.609156918420435,0.078464824483439,0.275755027492657,0.000374911238487762,0
"TCGA.C8.A12V.01A",0.0562874106797419,0.111413371511938,0.229546230923365,0.0378985009560066,0.0185454672759851,0.546309018652964,0,0
"TCGA.BH.A0BQ.01A",0,0.662250345913655,0.0263374030212377,0.109777722850868,0,0.198120605625941,0.000212038806807397,0.00330188378149187
"TCGA.C8.A12T.01A",0,0.684354175052175,0.0177182610134149,0.195770018212542,0,0.101586724822647,0,0.000570820899221328
"TCGA.EW.A1OX.01A",0,0.0543266310007661,0,0.450614221935037,0,0.494290350354282,0.000553594021541137,0.000215202688373966
"TCGA.BH.A0BW.01A",0.00364580697086001,0.185921644971663,0.164933544983002,0.0222623836970991,0,0.621926884154478,1.92452381244749e-05,0.00129048998477389
"TCGA.A8.A084.01A",0,0.59348430622197,0.00359587660735168,0.203651223925757,0,0.19889268143143,0.000375911813491022,0
"TCGA.A2.A0SV.01A",0,0.571666614817295,0.0902065873127626,0.161157445337189,0,0.175784502497913,0.000167106157626454,0.00101774387721494
"TCGA.C8.A275.01A",0.00423688783792101,0.251901055258687,0.126806089371883,0.289805190521863,0.000245876226311554,0.325796434100922,0.00120846668241299,0
"TCGA.S3.A6ZH.01A",0.000841608148671644,0.169553856712506,0.0357271534908471,0.524466887707139,0,0.267901406409192,0.00150908753164468,0
"TCGA.D8.A1JD.01A",0,0.645858725024533,0.0667525687487353,0.143510858169164,0,0.142261559030222,9.51893619671517e-05,0.0015210996653786
"TCGA.A2.A0CV.01A",0.00084181235663814,0.473594951948338,0.0294529225943824,0.22124971763014,0,0.264819497359908,0.000876012936817766,0.00916508517377633
"TCGA.E2.A14V.01A",0,0.418271383206653,0.00379762435812044,0.43081205375109,0,0.14655667428646,0.000562264397676866,0
"TCGA.E2.A153.01A",0,0.767473578395492,0.0226257539033107,0.0303134943186933,0,0.179192068427684,0,0.000395104954819941
"TCGA.AR.A24R.01A",0.00210208485521237,0.387651563260877,0.0581490214508289,0.196274428498095,0.000507005121918115,0.353652661288627,0.000898213671408644,0.000765021853033223
"TCGA.AR.A1AV.01A",0,0.492562980660652,0.0157371889829731,0.170129790533152,0,0.320042670042141,0.00152736978108193,0
"TCGA.OL.A66H.01A",0.00345762134549543,0.220870111856899,0.0974391517321901,0.268673858190738,0.000391068787286579,0.407324408012087,0.0018437800753039,0
"TCGA.AR.A251.01A",0.00300925814957304,0.251354150693828,0.0225802536863609,0.218359068570413,6.48060217831806e-05,0.503040982016929,0.00159148086111358,0
"TCGA.AC.A7VB.01A",0,0.103949991130294,0.000339257717466947,0.501388182794624,0.00100872752913902,0.392341892085071,0.000971948743405266,0
"TCGA.A8.A08C.01A",0,0.355539867110552,0.0168909389885732,0.366299866577269,0,0.259903716593063,0.00068520396491519,0.000680406765627646
"TCGA.A2.A259.01A",0.00200185682280036,0.287079804559932,0.0152058006491483,0.279958916780263,0.0001421102471166,0.39889246274445,0.016719048196289,0
"TCGA.AO.A03P.01A",0,0.214499780361965,0.021900055315074,0.500894948077228,0.000889018802102481,0.26078451818863,0.00103167925500095,0
"TCGA.A7.A4SE.01A",0,0.709826061262972,0.00563418353244243,0.06269374117068,0,0.221745047254584,5.55229997600646e-06,9.54144793462944e-05
"TCGA.C8.A132.01A",0,0.645302918086704,0.028305396632598,0.0954008811588826,0,0.230561696686206,0,0.00042910743560857
"TCGA.B6.A0RS.01A",0.00351683597994728,0.279646937136573,0.114238774558038,0.393105705580814,0,0.208824837847098,0.000666908897528992,0
"TCGA.BH.A0BV.01A",0.000114435178576653,0.611321266893285,0.0643345538088412,0.0614795857868439,0,0.260808746459641,0.000494571079721038,0.00144684079309148
"TCGA.BH.A0B1.01A",0,0.485569368952929,0.000355427754315441,0.184303104937225,0,0.328937486101465,0.000827861655170435,6.75059889457163e-06
"TCGA.AN.A0FZ.01A",0,0.701617739546505,0.0154784240079141,0.0926846375068377,0,0.188979043646937,0,0.00124015529180632
"TCGA.EW.A1PC.01B",0,0.385885097917566,0.0178888359459847,0.364260938220026,0,0.23192219884754,4.29290688826728e-05,0
"TCGA.D8.A147.01A",0.00414766186735235,0.250707482292386,0.0341302318540662,0.349186839486605,0,0.361288837301511,0.000538947198079355,0
"TCGA.BH.A1FE.01A",0.00137247505070802,0.572261887187377,0.0273594805513994,0.0828217107975692,0,0.309432965671894,0.00568352949616498,0.00106795124488742
"TCGA.AN.A0XV.01A",0,0.452398339436124,0.0140903815245849,0.166709776443635,0,0.365153898284646,0.000446741946216805,0.00120086236479346
"TCGA.XX.A89A.01A",0,0.735803818766423,0.0535454427096545,0,0,0.209365572918368,0,0.00128516560555422
"TCGA.LL.A441.01A",0.00287178315077522,0.299638727306318,0.0858643943707479,0.161846656862667,6.07606559453458e-05,0.44790786547539,0.000631660760707063,0.00117815141744911
"TCGA.E2.A15O.01A",0.000252089192674575,0.211158477770523,0.0184092988249978,0.455913226028187,0,0.31092703101829,0.00333987716532796,0
"TCGA.C8.A12P.01A",0,0.65747949352658,0.036902096623477,0.133408969006556,0,0.171973381526084,0.000236059317302868,0
"TCGA.BH.A1F0.01A",0.00441975355366198,0.232717395187341,0.121998742642119,0.0225514368263865,0,0.617183036827908,0.00112963496258369,0
"TCGA.OL.A66K.01A",0,0.554734543717456,0.0158097034851418,0.229408924120457,0,0.19893054024151,0.000832129360363252,0.000284159075071322
"TCGA.BH.A0GY.01A",0,0.378183542679757,0.060670894321981,0.307053947662562,0,0.252297161845549,0.00143624255298927,0.000358210937161942
"TCGA.GM.A2DD.01A",0.00215395752777649,0.458501152363856,0.141167833163947,0.164095410529628,0,0.232382975739945,0.000109416020949297,0.00158925465389853
"TCGA.A1.A0SE.01A",0,0.638255187271519,0,0.158646691849247,0,0.201749382799554,0,0.00134873807968094
"TCGA.LL.A73Y.01A",0.00201691827057299,0.541738279773647,0.0220916669543288,0.127604461652425,0,0.305543172225949,0.00100550112307814,0
"TCGA.A2.A0CM.01A",0.00444143436611678,0.381589662456802,0.0967533459590257,0.172206256581386,0,0.34446407498598,0,0.000545225650689477
"TCGA.A8.A09G.01A",0,0.230596358030282,0.0654305406116088,0.30994087983834,0,0.39403222151977,0,0
"TCGA.E2.A14T.01A",0,0.287175988594602,0.0676465019246259,0.39469461335039,0,0.249717549174012,0.0007653469563705,0
"TCGA.E9.A1N8.01A",0.00147761285392178,0.167080925717989,0,0.546407750093249,0,0.284020438553717,0.000405356980102488,0.000607915801020808
"TCGA.AN.A0AT.01A",0,0.156846877295871,0.0214140796040138,0.551693609196727,0,0.270045433903388,0,0
"TCGA.A8.A08Z.01A",0,0.723604843212594,0.0480708418952316,0.0168730368083158,0,0.210397681384178,0.000507759101384076,0.000545837598296512
"TCGA.AR.A24N.01A",0,0.598035822772981,0.017621496683601,0.164757962682327,0.000404925131017735,0.217597018743488,0.00119268875343654,0.000390085233148669
"TCGA.BH.A0B6.01A",0.00623171644170049,0.363430840438006,0.126870339476965,0.0977927870037446,0.0360262763181089,0.311214590528846,0,0.0584334497926293
"TCGA.EW.A1PA.01A",0.00258730105477503,0.266684070193933,0.0105212563424302,0.25362121908546,0,0.465115009308901,0.00147114401450069,0
"TCGA.AR.A24Q.01A",0,0.55601622276299,0.0357624511908277,0.133039301953104,0,0.262807505809034,0.000637640321176504,0.0117368779628678
"TCGA.BH.A8FY.01A",0,0.019493041859421,0.0367215682329074,0.615333266202777,0,0.327586903359335,0.000865220345559672,0
"TCGA.E9.A2JS.01A",0,0.452354735741331,0.0226443979054448,0.343228016644773,0,0.181035106329364,0.000737743379087793,0
"TCGA.AN.A0AR.01A",0,0.120059483983629,0.0102508912826006,0.720689369334005,0,0.14898636606365,1.14856477814868e-05,2.40368833428853e-06
"TCGA.A2.A04U.01A",0,0.31425734388582,0.0160320079194315,0.519433856463479,0,0.15027679173127,0,0
"TCGA.A7.A56D.01A",0,0.652294146938095,0.0571635447493344,0.227289782077665,0,0.0632525262349063,0,0
"TCGA.B6.A0X4.01A",0,0.0577925812323436,0.000790423752987538,0.664641174205338,0.00102017823744605,0.275408970689521,0.000346671882364075,0
"TCGA.AQ.A7U7.01A",0,0.670707963360288,0.0627703756855796,0,0,0.264404165278619,0,0.00211749567551385
"TCGA.D8.A1XT.01A",0,0.706610134432385,0.0262301409467308,0.0337119256024121,0,0.233385377636344,6.24213821282402e-05,0
"TCGA.BH.A1FJ.01A",0,0.244922248777017,0.00117239336803845,0.3956530858921,0,0.357132027424109,0.00112024453873537,0
"TCGA.A2.A0ET.01A",0.00165511174178008,0.0369532764978807,0.0479852071749255,0.388675034405712,0,0.523448311073647,0.00128305910605465,0
"TCGA.AR.A0TR.01A",0,0.0226587359542618,0.00545259956140388,0.710977205520591,0,0.259871950388195,0.00103950857554862,0
"TCGA.A8.A095.01A",0,0.429262659214055,0.0323521556567404,0.218326702030571,0,0.317530180039595,0.00162994223209644,0.000898360826942804
"TCGA.A2.A25E.01A",0.00171930068433384,0.281633828500509,0.0181984810836997,0.357771903813269,0,0.339507324072552,0.00116916184563582,0
"TCGA.A8.A08S.01A",0.000460210558928027,0.406673086495803,0.0573459770879719,0.256067494912238,0,0.277996923259098,0.000659609589092833,0.000796698096868174
"TCGA.AR.A0TS.01A",0.00239783948093501,0.324268733014827,0.0803884012143319,0.0814241415615872,0.000323462831383896,0.509042543455604,0.000357720774432624,0.00179715766689878
"TCGA.BH.A0BR.01A",0,0.719398968657912,0.0348442563837551,0.01951770646233,0,0.225545935255142,0,0.000693133240860983
"TCGA.A8.A0A6.01A",0,0.205208035977302,0.11323437247836,0.194189419651208,0.00539255971222005,0.481278122651705,0.000697489529204899,0
"TCGA.B6.A401.01A",0.000389710239789877,0.470853916311639,0.0574251192247998,0.28166279978797,0,0.188555503996316,0.000367797698376959,0.000745152741107933
"TCGA.E2.A1B5.01A",0.174731527105573,0.128341441635321,0.116359239233114,0.12788094194891,0.0359254404359183,0.412658594170687,0.00388242104355534,0.000220394426922271
"TCGA.A7.A26I.01B",0,0.714612545914414,0.0213469411973413,0,0,0.263138469045468,0.000902043842776517,0
"TCGA.S3.AA15.01A",0,0.513885852696714,0.0975871903600689,0.0369322246773819,0,0.349141882918108,0.000338605481168076,0.00211424386655919
"TCGA.AR.A1AW.01A",0.0856700588122536,0.250185873609229,0.175818936829476,0.0296615408662289,0.0405909271304707,0.418072662752341,0,0
"TCGA.E9.A5FL.01A",0,0.36036634512196,0.150841022102175,0.332662305764068,0,0.156130327011798,0,0
"TCGA.A8.A092.01A",0,0.374003931635699,0.033335792494698,0.420968553114464,0,0.170864559398056,0.000827163357083078,0
"TCGA.D8.A13Z.01A",0.00136938900054428,0.506553615590827,0.0682904331819647,0.130480154050838,0,0.292844734256981,0.000461673918845427,0
"TCGA.AR.A24O.01A",0,0.616785696834412,0.0211083338861629,0.0406841477599304,0,0.319872065838686,0.00021105513705345,0.00133870054375535
"TCGA.AO.A0JD.01A",0.00255203139403492,0.090005474733323,0.0424328463024101,0.641291442443819,0,0.222802388313782,0.000915816812630761,0
"TCGA.BH.A0HF.01A",0,0.574164405850352,0.0404066339585386,0.135386351065526,0,0.248053695528538,0.000487327973654261,0.00150158562339075
"TCGA.PE.A5DD.01A",0,0.452121430938011,0.0241338877654115,0.142676004567298,0,0.379851474486621,0.000924216097022482,0.00029298614563555
"TCGA.AR.A0U2.01A",0,0.230559257526077,0.0551512522709334,0.242993591037718,0,0.471295899165271,0,0
"TCGA.AC.A3HN.01A",0,0.665570090580195,0.0297056665241486,0.0293641691648245,0,0.273296799083949,0,0.00206327464688243
"TCGA.AN.A0AL.01A",0.00275938027077921,0.569672366914036,0.0499647099271187,0.0700147951669869,0,0.307478027973684,0.000110719747395191,0
"TCGA.B6.A0RL.01A",0.000708724435997467,0.000395563853032443,0.00517554622567501,0.638465611090628,0.000836316010376247,0.354214608652757,0.000203629731533403,0
"TCGA.C8.A274.01A",0,0.236963601195025,0.023176855749819,0.459963391267343,0,0.278618046698636,0.00113996300397761,0.000138142085199288
"TCGA.A2.A0CP.01A",0,0.703700123529352,0.00838646227705871,0.14949766146503,0,0.137323920461492,0,0.00109183226706693
"TCGA.BH.A0H5.01A",0.182808110532618,0.179980381567199,0.12475032004769,0.0816660317949016,0.00781335641355735,0.364619829925331,0.00615257593099367,0.0522093937877102
"TCGA.A2.A0EW.01A",0,0.571239938727639,0.0287644381835257,0.0612950390225938,0,0.336203878226288,0.00211493307651605,0.000381772763437769
"TCGA.D8.A145.01A",0,0.520753187437104,0.00580689123099788,0.107140304536917,0,0.365074605018288,0.000698065816419448,0.000526945960273557
"TCGA.A7.A13G.01B",0,0.533412732361948,0.00939440470342181,0.0447825003472022,0.000112784075493189,0.409528210132335,0.000976950476851624,0.00179241790274845
"TCGA.AN.A0XS.01A",0,0.616996468788148,0.0545081721554516,0.0526032673393087,0,0.274341250884476,0.000389258328400375,0.00116158250421557
"TCGA.D8.A27V.01A",0,0.447283624304798,0.00581183329755156,0.249381579315963,0,0.29625661327603,0.000965287366958416,0.000301062438698825
"TCGA.D8.A27F.01A",0,0.521302664697246,0.00813273327288746,0.186810050694941,0,0.282809677193849,0.000814619111084917,0.000130255029991471
"TCGA.AN.A0AS.01A",0,0.74660474948254,0.0382680611474802,0.107652589600894,0,0.107474599769085,0,0
"TCGA.AO.A0J5.01A",0,0.858121274411425,0.00483952973155883,0.00182431223419325,0,0.133780837691747,0,0.00143404593107537
"TCGA.D8.A1Y0.01A",0.000910153262170648,0.342850974941285,0.0804773284479404,0.099875847011807,0,0.473096243435133,0.000699472255359807,0.00208998064630463
"TCGA.BH.A0EI.01A",0,0.783604426676555,0.00239041378036434,0.0482956357545128,0,0.165081910218604,0.000447885432742598,0.000179728137220575
"TCGA.BH.A0DI.01A",0,0.821981370162438,0.015082767220331,0.00234880568017046,0,0.159277493687897,0,0.00130956324916356
"TCGA.D8.A1XM.01A",0.00078745163328943,0.613172236197911,0.0632831789938401,0.0268393129779901,0,0.293847989657923,0,0.00206983053904682
"TCGA.BH.A0DZ.01A",0,0.65545742742898,0.0587399732590731,0.140167293034005,0,0.144705330428888,0.000141089565318005,0.000788886283735622
"TCGA.A8.A08H.01A",0,0.571184685251061,0.151947927578153,0,0,0.276867387170785,0,0
"TCGA.A2.A3Y0.01A",0,0.12095637852485,0.13364532495446,0.541410125403246,0,0.203773476674767,0,0.000214694442677021
"TCGA.BH.A0C1.01B",0.000366759087107735,0.572409589905177,0.0277426370093266,0.154827186802292,0,0.242379589570769,0.000580836385540519,0.00169340123978692
"TCGA.BH.A0EB.01A",0,0.511196180565075,0.0767978860902776,0.0674286754908344,0,0.311294579602742,0,0.0332826782510718
"TCGA.E2.A15T.01A",0.000282754098749489,0.117069273811248,0.00254575288767226,0.514290421202295,0.000183543934170071,0.364601316585077,0.00102693748078933,0
"TCGA.C8.A1HI.01A",0,0.300826821121479,0.0158963692355729,0.343727255001262,0,0.337562062956274,0.00198749168541267,0
"TCGA.A2.A0EM.01A",0,0.590600772202873,0.0252299982964574,0.14564503804501,0,0.237180196020905,0.000503545358302474,0.000840450076451752
"TCGA.3C.AALJ.01A",0.00300452725686803,0.469001696478179,0.0548827825494164,0.207506774932615,0,0.265026670735564,0.000162473501011837,0.00041507454634534
"TCGA.E9.A1RG.01A",0,0.388217242385061,0.0594851933047393,0.427512041350712,0,0.123931805962548,0,0.000853716996940227
"TCGA.A8.A0A7.01A",0.0027800804899301,0.51615085777524,0.181227039475074,0.0554300135559796,0.0219884787146014,0.2204669875659,0.000390603189835506,0.0015659392334384
"TCGA.E2.A1B0.01A",0.00128122936801902,0.443725707262307,0.0335264439860585,0.245932822526367,0,0.275330472468795,0.000203324388452555,0
"TCGA.BH.A28O.01A",0,0.608379894580125,0.00479113404909258,0.0856184929118082,0,0.299101547709135,0.000680974972435515,0.00142795577740421
"TCGA.B6.A0RE.01A",0,0.386424806048144,0.0272117823861525,0.433762587347908,0,0.152447450342901,0.000153373874894135,0
"TCGA.A7.A13F.01A",0,0.306414588236845,0.0356620680781971,0.335703252815274,0,0.321345808048391,0.000874282821292771,0
"TCGA.C8.A1HE.01A",0,0.300155154220464,0.018624867328807,0.373360449237135,0,0.307859529213594,0,0
"TCGA.BH.A1EY.01A",0,0.662315998473962,0.0762706342978534,0.067795659108568,0,0.19203043444143,0.000121913395327979,0.00146536028285892
"TCGA.AC.A3TN.01A",0,0.386694389967041,0.0158456007527415,0.423028247332226,2.05135718495969e-05,0.173871701165292,0.000501936404136848,3.76108067131195e-05
"TCGA.BH.A0DK.01A",0,0.466076530728602,0.0737316458708938,0.0813486063663722,0,0.376828942942018,0.000171777192600693,0.00184249689951268
"TCGA.A2.A04R.01A",0,0.44914247898753,0,0.338195695834619,0,0.212445658460251,0.000216166717599962,0
"TCGA.E2.A1B4.01A",0,0.372529441457039,0.0059288792179867,0.444108084482179,0,0.176571501425028,0.000721135347400056,0.000140958070366343
"TCGA.D8.A1XO.01A",0,0.722617242924693,0.0197529763728036,0.109592811373467,0,0.147567189907626,0.000257911462851591,0.000211867958559682
"TCGA.AN.A0FD.01A",0,0.715448805366378,0.0192968188132746,0.134650531560901,0,0.129248429709279,0.000347989310636877,0.00100742523953027
"TCGA.A8.A099.01A",0,0.404219761632391,0.0134770804294294,0.271765611820079,0,0.309329876760098,0.000755534735118908,0.000452134622883484
"TCGA.GM.A5PV.01A",0.000843932001620664,0.0357534872929124,0.0415928610364432,0.663414549330661,0.000237287339573367,0.256777977596291,0.00137990540249802,0
"TCGA.E9.A1R0.01A",0.00193313417656599,0.455289157103587,0.018017642761827,0.148465354180273,0,0.370999384794328,0.00490127700409698,0.000394049979321781
