,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-AG-3896-01A,0.013,0.000,0.006,0.002,0.000,0.000,0.820,0.016,0.048,0.039,0.021,0.034,0.000,0.000,0.000,0.000
TCGA-DC-4745-01A,0.001,0.000,0.007,0.001,0.000,0.000,0.882,0.010,0.041,0.011,0.026,0.021,0.000,0.000,0.000,0.000
TCGA-AH-6903-01A,0.004,0.000,0.006,0.000,0.000,0.000,0.942,0.009,0.007,0.004,0.014,0.012,0.001,0.000,0.000,0.000
TCGA-AG-3599-01A,0.005,0.000,0.008,0.013,0.000,0.000,0.877,0.020,0.014,0.013,0.010,0.036,0.002,0.000,0.000,0.000
TCGA-AG-3581-01A,0.015,0.000,0.008,0.006,0.000,0.000,0.840,0.014,0.031,0.031,0.013,0.037,0.001,0.000,0.003,0.000
TCGA-AG-3881-01A,0.009,0.000,0.004,0.004,0.000,0.000,0.722,0.014,0.048,0.078,0.039,0.077,0.000,0.000,0.004,0.001
TCGA-CL-5917-01A,0.000,0.000,0.001,0.004,0.000,0.000,0.868,0.002,0.021,0.060,0.030,0.011,0.001,0.000,0.001,0.000
TCGA-AG-3902-01A,0.014,0.000,0.012,0.031,0.001,0.000,0.812,0.029,0.016,0.012,0.012,0.058,0.002,0.000,0.002,0.000
TCGA-CI-6624-01C,0.017,0.000,0.015,0.005,0.001,0.000,0.757,0.021,0.039,0.066,0.014,0.054,0.008,0.000,0.003,0.000
TCGA-AF-2692-01A,0.007,0.000,0.004,0.003,0.000,0.000,0.869,0.019,0.018,0.041,0.017,0.014,0.004,0.000,0.003,0.000
TCGA-DC-6683-01A,0.000,0.001,0.004,0.004,0.000,0.000,0.875,0.000,0.012,0.045,0.010,0.048,0.002,0.000,0.000,0.000
TCGA-DC-6682-01A,0.000,0.001,0.002,0.017,0.000,0.000,0.928,0.010,0.015,0.002,0.010,0.014,0.000,0.000,0.000,0.000
TCGA-F5-6702-01A,0.005,0.000,0.008,0.004,0.000,0.000,0.465,0.007,0.046,0.349,0.031,0.077,0.006,0.000,0.000,0.000
TCGA-AF-4110-01A,0.056,0.000,0.009,0.009,0.000,0.000,0.708,0.020,0.043,0.092,0.015,0.040,0.003,0.000,0.003,0.000
TCGA-F5-6861-01A,0.000,0.000,0.004,0.009,0.000,0.000,0.882,0.006,0.020,0.033,0.019,0.027,0.000,0.000,0.000,0.000
TCGA-G5-6235-01A,0.000,0.004,0.002,0.006,0.000,0.000,0.962,0.004,0.009,0.000,0.003,0.005,0.002,0.000,0.000,0.000
TCGA-AG-3999-01A,0.000,0.000,0.002,0.002,0.000,0.000,0.890,0.007,0.018,0.039,0.016,0.022,0.001,0.000,0.001,0.000
TCGA-AG-A02N-01A,0.004,0.000,0.004,0.013,0.016,0.000,0.912,0.006,0.007,0.002,0.001,0.029,0.005,0.000,0.000,0.000
TCGA-AF-6136-01A,0.006,0.001,0.005,0.001,0.005,0.000,0.875,0.016,0.045,0.016,0.009,0.014,0.006,0.000,0.001,0.000
TCGA-AG-3580-01A,0.013,0.000,0.008,0.016,0.000,0.000,0.879,0.018,0.015,0.013,0.013,0.022,0.000,0.000,0.003,0.000
TCGA-DY-A1H8-01A,0.000,0.000,0.000,0.006,0.000,0.000,0.978,0.005,0.005,0.000,0.004,0.000,0.000,0.000,0.000,0.000
