,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-32-2616-01A,0.000,0.001,0.004,0.000,0.004,0.000,0.000,0.021,0.000,0.012,0.159,0.000,0.000,0.000,0.000,0.797,0.797
TCGA-32-1980-01A,0.000,0.004,0.007,0.000,0.010,0.000,0.001,0.077,0.020,0.032,0.253,0.004,0.002,0.000,0.000,0.592,0.592
TCGA-28-2514-01A,0.000,0.006,0.001,0.000,0.002,0.000,0.001,0.067,0.000,0.025,0.079,0.003,0.000,0.001,0.000,0.813,0.813
TCGA-06-0644-01A,0.000,0.001,0.015,0.000,0.002,0.000,0.000,0.054,0.179,0.000,0.176,0.002,0.000,0.000,0.000,0.571,0.571
TCGA-06-1804-01A,0.000,0.008,0.001,0.000,0.002,0.001,0.005,0.053,0.001,0.010,0.067,0.005,0.000,0.014,0.002,0.831,0.831
TCGA-41-2571-01A,0.000,0.003,0.001,0.000,0.002,0.000,0.002,0.018,0.000,0.002,0.091,0.002,0.001,0.000,0.000,0.877,0.877
TCGA-19-2619-01A,0.000,0.001,0.001,0.000,0.001,0.000,0.001,0.061,0.007,0.019,0.061,0.002,0.000,0.003,0.000,0.843,0.843
TCGA-27-1837-01A,0.000,0.001,0.002,0.000,0.000,0.000,0.005,0.048,0.012,0.002,0.146,0.002,0.000,0.000,0.000,0.781,0.781
TCGA-27-1832-01A,0.000,0.000,0.005,0.000,0.006,0.000,0.000,0.033,0.065,0.001,0.210,0.001,0.000,0.000,0.000,0.677,0.677
TCGA-06-0686-01A,0.000,0.003,0.004,0.000,0.001,0.000,0.005,0.051,0.002,0.021,0.122,0.001,0.000,0.000,0.000,0.790,0.790
TCGA-06-5856-01A,0.000,0.001,0.002,0.000,0.001,0.000,0.000,0.054,0.015,0.013,0.138,0.000,0.000,0.001,0.000,0.776,0.776
TCGA-28-1753-01A,0.000,0.003,0.003,0.000,0.003,0.000,0.014,0.077,0.060,0.020,0.268,0.002,0.000,0.000,0.000,0.549,0.549
TCGA-28-5218-01A,0.002,0.001,0.035,0.000,0.017,0.000,0.000,0.092,0.523,0.001,0.144,0.000,0.000,0.001,0.002,0.182,0.182
TCGA-32-1970-01A,0.000,0.006,0.001,0.000,0.003,0.000,0.000,0.049,0.000,0.006,0.079,0.002,0.000,0.000,0.000,0.851,0.851
