,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-KL-8325-01A,0.000,0.000,0.011,0.000,0.000,0.000,0.942,0.000,0.037,0.000,0.004,0.004,0.000,0.000,0.000,0.000
TCGA-KO-8411-01A,0.004,0.000,0.003,0.000,0.000,0.000,0.879,0.000,0.073,0.000,0.028,0.013,0.000,0.000,0.000,0.000
TCGA-KL-8331-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.941,0.000,0.017,0.000,0.012,0.025,0.000,0.000,0.001,0.000
TCGA-KO-8409-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.892,0.000,0.040,0.000,0.000,0.064,0.000,0.000,0.002,0.000
TCGA-KM-8439-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.809,0.000,0.056,0.000,0.013,0.113,0.003,0.001,0.002,0.000
TCGA-KN-8423-01A,0.001,0.001,0.006,0.000,0.000,0.000,0.817,0.000,0.062,0.000,0.046,0.064,0.000,0.001,0.000,0.000
TCGA-KL-8339-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.927,0.000,0.026,0.000,0.029,0.012,0.000,0.000,0.002,0.000
TCGA-KN-8434-01A,0.001,0.000,0.006,0.000,0.000,0.000,0.698,0.000,0.105,0.000,0.051,0.130,0.006,0.001,0.001,0.000
TCGA-KL-8342-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.805,0.000,0.089,0.000,0.006,0.094,0.000,0.002,0.000,0.000
TCGA-KN-8428-01A,0.025,0.000,0.008,0.003,0.000,0.000,0.854,0.000,0.015,0.001,0.041,0.051,0.001,0.000,0.001,0.000
TCGA-KO-8416-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.877,0.000,0.048,0.000,0.041,0.029,0.000,0.000,0.000,0.000
TCGA-KL-8344-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.470,0.000,0.240,0.000,0.190,0.096,0.000,0.000,0.000,0.000
TCGA-KM-8441-01A,0.006,0.000,0.002,0.000,0.000,0.000,0.675,0.000,0.112,0.000,0.043,0.158,0.001,0.000,0.001,0.000
TCGA-KM-8442-01A,0.000,0.001,0.003,0.000,0.000,0.000,0.887,0.000,0.043,0.000,0.005,0.058,0.001,0.000,0.001,0.000
TCGA-KL-8346-01A,0.001,0.001,0.004,0.000,0.000,0.000,0.943,0.000,0.023,0.000,0.022,0.000,0.004,0.000,0.001,0.000
TCGA-KL-8341-01A,0.001,0.000,0.006,0.000,0.000,0.000,0.951,0.000,0.016,0.000,0.020,0.005,0.000,0.000,0.001,0.000
TCGA-KL-8330-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.961,0.000,0.024,0.000,0.008,0.001,0.000,0.000,0.002,0.000
TCGA-KN-8431-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.886,0.000,0.091,0.000,0.008,0.010,0.000,0.000,0.002,0.000
TCGA-KO-8403-01A,0.001,0.000,0.006,0.000,0.000,0.000,0.715,0.000,0.086,0.000,0.027,0.163,0.001,0.000,0.000,0.000
TCGA-KO-8405-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.530,0.000,0.072,0.002,0.029,0.360,0.000,0.000,0.001,0.000
