,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-EL-A3D0-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.118,0.144,0.086,0.016,0.000,0.000,0.002,0.000,0.629,0.629
TCGA-J8-A4HY-01A,0.010,0.000,0.004,0.005,0.000,0.000,0.003,0.112,0.001,0.067,0.051,0.000,0.000,0.000,0.000,0.745,0.745
TCGA-L6-A4ET-01A,0.012,0.000,0.002,0.003,0.001,0.000,0.005,0.125,0.003,0.058,0.012,0.000,0.000,0.001,0.000,0.778,0.778
TCGA-DE-A4MC-01A,0.000,0.000,0.022,0.015,0.000,0.000,0.034,0.070,0.018,0.041,0.026,0.000,0.000,0.002,0.000,0.771,0.771
TCGA-ET-A25K-01A,0.007,0.000,0.008,0.002,0.001,0.001,0.001,0.238,0.051,0.103,0.031,0.006,0.000,0.003,0.000,0.547,0.547
TCGA-DJ-A3UU-01A,0.018,0.000,0.017,0.013,0.003,0.002,0.028,0.122,0.145,0.056,0.052,0.000,0.000,0.006,0.000,0.538,0.538
TCGA-EM-A1YA-01A,0.012,0.000,0.002,0.001,0.000,0.000,0.000,0.148,0.001,0.099,0.037,0.000,0.000,0.000,0.000,0.698,0.698
TCGA-CE-A483-01A,0.006,0.000,0.002,0.002,0.000,0.000,0.000,0.119,0.001,0.045,0.030,0.000,0.000,0.003,0.000,0.790,0.790
TCGA-DJ-A3VD-01A,0.039,0.060,0.041,0.018,0.003,0.000,0.075,0.095,0.182,0.018,0.091,0.000,0.001,0.009,0.000,0.370,0.370
TCGA-BJ-A28S-01A,0.010,0.000,0.000,0.000,0.001,0.000,0.000,0.179,0.000,0.117,0.015,0.000,0.000,0.003,0.000,0.673,0.673
TCGA-FY-A3R9-01A,0.021,0.000,0.001,0.000,0.000,0.000,0.000,0.123,0.002,0.093,0.014,0.000,0.000,0.000,0.000,0.746,0.746
TCGA-FY-A3R8-01A,0.000,0.000,0.014,0.002,0.000,0.000,0.017,0.085,0.050,0.028,0.088,0.001,0.000,0.002,0.000,0.713,0.713
TCGA-DJ-A3V2-01A,0.045,0.011,0.029,0.029,0.016,0.001,0.032,0.108,0.028,0.034,0.130,0.000,0.001,0.003,0.000,0.533,0.533
TCGA-ET-A25L-01A,0.000,0.000,0.020,0.000,0.000,0.001,0.020,0.088,0.192,0.032,0.057,0.002,0.000,0.003,0.000,0.584,0.584
TCGA-EL-A3D1-01A,0.014,0.000,0.010,0.001,0.003,0.001,0.020,0.124,0.061,0.060,0.050,0.003,0.000,0.000,0.000,0.653,0.653
TCGA-FY-A3I4-01A,0.009,0.000,0.013,0.005,0.003,0.001,0.020,0.186,0.180,0.062,0.069,0.000,0.000,0.005,0.000,0.446,0.446
TCGA-DJ-A3UV-01A,0.014,0.000,0.016,0.006,0.008,0.001,0.018,0.154,0.116,0.091,0.045,0.000,0.000,0.005,0.000,0.526,0.526
TCGA-BJ-A28T-01A,0.098,0.042,0.039,0.031,0.039,0.000,0.055,0.141,0.136,0.045,0.102,0.000,0.003,0.008,0.001,0.259,0.259
TCGA-EM-A3FQ-01A,0.010,0.010,0.031,0.006,0.014,0.000,0.076,0.062,0.112,0.026,0.073,0.000,0.000,0.004,0.000,0.576,0.576
TCGA-J8-A4HW-01A,0.009,0.000,0.006,0.000,0.000,0.000,0.000,0.153,0.045,0.061,0.022,0.002,0.000,0.004,0.000,0.695,0.695
