"","Monocytes","DC","Fibroblasts","Cancer Cells","CD4 T","NK","CD8 T"
"TCGA.HQ.A5NE.01A",0.219158650845921,0.0266904642679315,0.690617467939069,0,0,0,0.0635334169470792
"TCGA.FD.A5BT.01A",0.214843518752735,0.360574370370647,0.357752714332681,0,0.0668293965439369,0,0
"TCGA.DK.A3IQ.01A",0.0947581268263525,0,0.905241873173648,0,0,0,0
"TCGA.ZF.AA4X.01A",0.0951260553140647,0.154942744041753,0.257172370605165,0.342717146483278,0,0.119184017632499,0.0308576659232406
"TCGA.GD.A3OQ.01A",0.288325736506515,0.129077699362221,0.549203271794383,0,0,0,0.0333932923368809
"TCGA.ZF.AA51.01A",0.0913414282650716,0.135559384706851,0.167988079595426,0.3979329430989,0.106604573150797,0,0.100573591182955
"TCGA.FD.A3SS.01A",0.162707741415978,0,0.385687126676096,0.434658402839475,0,0,0.0169467290684514
"TCGA.DK.AA71.01A",0.0296863658725235,0.35581397550897,0.306662049198983,0.00102621443870563,0.286041165557578,0,0.020770229423241
"TCGA.4Z.AA83.01A",0.119883034844568,0.116065987251554,0.242306362835225,0.278310892057429,0.0650099618249853,0.0737566392524697,0.10466712193377
"TCGA.ZF.A9R4.01A",0.0356464410260385,0.221103595289501,0.158972593059524,0.041195577674631,0.280261669570547,0.0576888814877005,0.205131241892057
"TCGA.BT.A20P.01A",0.0738732768132868,0.284291954294844,0.287898220893431,0.221131624332849,0.0708803642700254,0,0.0619245593955631
"TCGA.HQ.A2OE.01A",0.0277488031757823,0.142265664237236,0.357617859922658,0.174375506411061,0,0.0644016575031846,0.233590508750078
"TCGA.R3.A69X.01A",0.299995158769698,0.0466194012217361,0.653385440008566,0,0,0,0
"TCGA.BT.A3PH.01A",0.103080133033432,0.183252148299275,0.501152000345256,0.208357294613645,0,0,0.00415842370839227
"TCGA.UY.A9PA.01A",0.147605125001306,0.258524429984819,0.375392916648975,0.0203481532486497,0.0023894768020274,0.0567181640443439,0.139021734269878
"TCGA.BL.A13J.01B",0.0538514870428141,0.207354246545423,0.697406216579955,0,0,0.0411747051847615,0.000213344647046094
"TCGA.CF.A3MI.01A",0.00676286199791289,0.0216381101918164,0.0176158677414914,0.51172211458175,0.44226104548703,0,0
"TCGA.XF.AAMW.01A",0.25479974772192,0.0323682218004502,0.493658977977535,0.0611220534800358,0,0,0.158050999020059
"TCGA.H4.A2HQ.01A",0.0647095052382975,0.138030431732023,0.414897171318731,0.0818199778041742,0,0.0975144083662083,0.203028505540565
"TCGA.HQ.A5ND.01A",0.179556805256043,0.0974064083041506,0.452978472360323,0,0,0,0.270058314079484
"TCGA.K4.A6FZ.01A",0.2735580485984,0.165109467813278,0.391259211611962,0.00636032630832208,0,0.0166832931311391,0.147029652536898
"TCGA.DK.A3IV.01A",0.136503948671574,0.14340603812972,0.203428325851207,0.159107954858227,0,0.332774421902718,0.0247793105865557
"TCGA.E7.A3X6.01A",0.197083685560824,0.214478658471522,0.325802435345983,0.0049863981437472,0.00211584470164659,0.0529908032066931,0.202542174569584
"TCGA.BT.A42F.01A",0.234719989487998,0.149206360502418,0.123645499993922,0.219033109023448,0.205851521478613,0,0.0675435195136001
"TCGA.UY.A8OB.01A",0.25097126025776,0.412921307844396,0.276125545545083,0,0,0,0.0599818863527617
"TCGA.DK.A1A3.01A",0.192567056103942,0.174485806560309,0.38960332612934,0.152982413441292,0.0576773100463049,0,0.0326840877188126
"TCGA.DK.AA6X.01A",0.164863595669831,0.103187986493839,0.271423615574643,0.256697793070065,0,0.203827009191623,0
"TCGA.G2.A3IE.01A",0.0193090623548921,0.0917117175446216,0.161649972841349,0.407390236324792,0.153319777271897,0.112818704857635,0.053800528804813
"TCGA.FD.A5BU.01A",0.363966616036442,0.149348012631386,0.486685371332172,0,0,0,0
"TCGA.C4.A0EZ.01A",0,0.441894814840675,0.370366679347977,0,0,0,0.187738505811348
"TCGA.FD.A3B3.01A",0.389980154065898,0.107647178651929,0.481450521720097,0,0,0,0.0209221455620761
"TCGA.FD.A5BZ.01A",0.0979869824238208,0,0.885569622944929,0.0164433946312506,0,0,0
"TCGA.C4.A0F7.01A",0.0518221428538443,0.0842303342394563,0.28671098378047,0.33513217160529,0,0,0.242104367520939
"TCGA.XF.AAMR.01A",0.28420640980695,0.0149424181908067,0.549826924071119,0.135811451819484,0,0.0152127961116396,0
"TCGA.XF.AAN7.01A",0.164378244048447,0.154142423397657,0.661434481720874,0,0,0,0.0200448508330219
