,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-V1-A9OF-01A,0.004,0.000,0.003,0.000,0.004,0.000,0.000,0.016,0.005,0.014,0.025,0.002,0.000,0.003,0.000,0.924,0.924
TCGA-ZG-A8QX-01A,0.010,0.000,0.004,0.000,0.004,0.000,0.003,0.013,0.041,0.081,0.014,0.001,0.000,0.001,0.000,0.827,0.827
TCGA-YL-A8SC-01A,0.008,0.000,0.010,0.007,0.017,0.000,0.001,0.024,0.042,0.019,0.034,0.001,0.000,0.005,0.000,0.832,0.832
TCGA-HC-7817-01B,0.019,0.000,0.013,0.002,0.018,0.000,0.015,0.057,0.157,0.048,0.042,0.001,0.000,0.004,0.000,0.623,0.623
TCGA-KC-A7F6-01A,0.006,0.000,0.002,0.000,0.010,0.000,0.003,0.046,0.046,0.037,0.010,0.000,0.000,0.002,0.000,0.836,0.836
TCGA-KK-A7B4-01A,0.010,0.000,0.013,0.003,0.013,0.000,0.009,0.018,0.059,0.014,0.017,0.000,0.000,0.002,0.000,0.842,0.842
TCGA-G9-6366-01A,0.022,0.000,0.001,0.000,0.005,0.000,0.000,0.017,0.013,0.032,0.008,0.000,0.000,0.001,0.000,0.901,0.901
TCGA-KK-A59X-01A,0.008,0.000,0.004,0.000,0.003,0.000,0.000,0.013,0.042,0.021,0.034,0.000,0.000,0.001,0.000,0.872,0.872
TCGA-HC-A6AN-01A,0.011,0.000,0.002,0.001,0.004,0.000,0.000,0.020,0.028,0.025,0.025,0.000,0.000,0.001,0.000,0.883,0.883
TCGA-G9-6498-01A,0.006,0.000,0.005,0.000,0.004,0.000,0.005,0.041,0.123,0.053,0.006,0.003,0.000,0.000,0.000,0.754,0.754
TCGA-J4-AATZ-01A,0.006,0.000,0.002,0.001,0.003,0.000,0.004,0.017,0.013,0.020,0.009,0.000,0.000,0.004,0.000,0.921,0.921
TCGA-EJ-7317-01A,0.008,0.000,0.000,0.000,0.001,0.000,0.000,0.019,0.017,0.029,0.009,0.000,0.000,0.001,0.000,0.917,0.917
TCGA-SU-A7E7-01A,0.009,0.000,0.007,0.001,0.017,0.000,0.010,0.044,0.055,0.043,0.016,0.001,0.000,0.007,0.000,0.791,0.791
TCGA-XJ-A83F-01A,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.031,0.037,0.012,0.000,0.000,0.000,0.000,0.878,0.878
TCGA-2A-AAYO-01A,0.014,0.012,0.021,0.000,0.005,0.000,0.006,0.033,0.089,0.044,0.033,0.006,0.000,0.002,0.000,0.734,0.734
TCGA-EJ-A46B-01A,0.006,0.000,0.004,0.000,0.004,0.000,0.002,0.029,0.025,0.055,0.010,0.001,0.000,0.003,0.000,0.860,0.860
