,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-BP-4766-01A,0.004,0.002,0.001,0.000,0.000,0.009,0.001,0.226,0.002,0.113,0.132,0.003,0.007,0.006,0.001,0.493,0.493
TCGA-A3-3352-01A,0.001,0.006,0.003,0.000,0.000,0.022,0.012,0.249,0.005,0.078,0.128,0.007,0.016,0.000,0.001,0.475,0.475
TCGA-G6-A8L7-01A,0.023,0.000,0.005,0.009,0.012,0.000,0.000,0.034,0.040,0.090,0.026,0.002,0.004,0.000,0.000,0.755,0.755
TCGA-A3-A6NN-01A,0.000,0.000,0.008,0.000,0.000,0.007,0.015,0.330,0.085,0.049,0.139,0.003,0.026,0.003,0.000,0.333,0.333
TCGA-T7-A92I-01A,0.015,0.000,0.005,0.000,0.013,0.000,0.007,0.056,0.022,0.021,0.207,0.001,0.000,0.000,0.000,0.651,0.651
TCGA-B0-5713-01A,0.000,0.006,0.003,0.008,0.005,0.000,0.004,0.337,0.019,0.112,0.095,0.002,0.009,0.001,0.001,0.398,0.398
TCGA-CZ-4860-01A,0.000,0.002,0.007,0.001,0.017,0.000,0.000,0.037,0.153,0.009,0.161,0.001,0.000,0.000,0.000,0.613,0.613
TCGA-A3-3351-01A,0.003,0.011,0.021,0.007,0.053,0.000,0.054,0.222,0.038,0.095,0.194,0.010,0.000,0.010,0.000,0.281,0.281
TCGA-B8-4148-01A,0.007,0.004,0.010,0.044,0.050,0.000,0.046,0.231,0.010,0.090,0.172,0.006,0.009,0.002,0.000,0.320,0.320
TCGA-BP-4345-01A,0.001,0.002,0.020,0.000,0.018,0.000,0.014,0.223,0.249,0.242,0.167,0.004,0.003,0.002,0.000,0.056,0.056
TCGA-BP-5010-01A,0.001,0.001,0.004,0.007,0.020,0.000,0.004,0.197,0.244,0.256,0.066,0.000,0.001,0.000,0.000,0.198,0.198
TCGA-BP-4325-01A,0.001,0.006,0.000,0.018,0.040,0.000,0.001,0.168,0.002,0.056,0.199,0.003,0.004,0.000,0.000,0.502,0.502
TCGA-B0-5102-01A,0.008,0.002,0.004,0.001,0.021,0.000,0.003,0.154,0.023,0.065,0.133,0.000,0.002,0.000,0.000,0.585,0.585
TCGA-BP-5185-01A,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.068,0.050,0.087,0.102,0.001,0.000,0.000,0.000,0.678,0.678
TCGA-CZ-5986-01A,0.000,0.009,0.001,0.001,0.000,0.010,0.032,0.224,0.024,0.088,0.114,0.008,0.005,0.002,0.000,0.482,0.482
TCGA-CW-5590-01A,0.000,0.001,0.010,0.006,0.004,0.005,0.006,0.227,0.071,0.106,0.133,0.003,0.005,0.000,0.000,0.422,0.422
TCGA-CJ-4904-01A,0.001,0.001,0.002,0.003,0.014,0.002,0.015,0.385,0.046,0.155,0.123,0.004,0.003,0.000,0.000,0.246,0.246
