,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-94-7943-01A,0.009,0.000,0.014,0.000,0.015,0.000,0.803,0.011,0.014,0.044,0.008,0.075,0.002,0.000,0.005,0.000
TCGA-68-8251-01A,0.009,0.012,0.031,0.012,0.016,0.000,0.651,0.014,0.031,0.165,0.001,0.054,0.002,0.000,0.002,0.000
TCGA-33-A5GW-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.928,0.005,0.023,0.003,0.005,0.017,0.000,0.000,0.015,0.000
TCGA-85-8070-01A,0.022,0.000,0.003,0.001,0.004,0.000,0.923,0.003,0.012,0.008,0.006,0.011,0.001,0.000,0.006,0.000
TCGA-85-8479-01A,0.000,0.000,0.001,0.000,0.008,0.000,0.918,0.006,0.030,0.006,0.009,0.005,0.001,0.000,0.014,0.000
TCGA-22-5482-01A,0.010,0.000,0.004,0.001,0.002,0.000,0.817,0.009,0.022,0.096,0.000,0.036,0.000,0.000,0.001,0.000
TCGA-21-1077-01A,0.044,0.001,0.011,0.000,0.003,0.000,0.720,0.015,0.025,0.103,0.010,0.062,0.002,0.000,0.002,0.001
TCGA-43-6773-01A,0.095,0.022,0.012,0.008,0.018,0.000,0.394,0.001,0.080,0.196,0.025,0.142,0.001,0.001,0.006,0.001
TCGA-34-8455-01A,0.016,0.000,0.009,0.001,0.006,0.000,0.703,0.000,0.062,0.137,0.016,0.035,0.002,0.001,0.011,0.000
TCGA-85-7950-01A,0.015,0.011,0.054,0.018,0.028,0.000,0.540,0.020,0.034,0.228,0.000,0.046,0.002,0.001,0.002,0.000
TCGA-60-2715-01A,0.017,0.001,0.024,0.008,0.009,0.000,0.342,0.052,0.101,0.239,0.031,0.147,0.008,0.001,0.017,0.002
TCGA-85-A5B5-01A,0.012,0.005,0.010,0.000,0.005,0.000,0.805,0.015,0.014,0.094,0.000,0.038,0.001,0.000,0.001,0.000
TCGA-33-4583-01A,0.002,0.000,0.003,0.028,0.001,0.000,0.904,0.000,0.009,0.008,0.002,0.035,0.000,0.000,0.006,0.000
TCGA-60-2725-01A,0.020,0.002,0.026,0.004,0.020,0.000,0.512,0.030,0.042,0.154,0.015,0.148,0.006,0.000,0.016,0.004
TCGA-85-8072-01A,0.020,0.005,0.006,0.010,0.011,0.000,0.719,0.012,0.033,0.051,0.002,0.115,0.001,0.002,0.014,0.000
TCGA-22-4601-01A,0.017,0.000,0.009,0.003,0.014,0.000,0.818,0.008,0.034,0.027,0.005,0.060,0.001,0.000,0.003,0.000
TCGA-66-2781-01A,0.046,0.000,0.008,0.001,0.010,0.000,0.730,0.007,0.019,0.131,0.006,0.029,0.003,0.001,0.010,0.000
TCGA-22-0940-01A,0.021,0.003,0.013,0.040,0.007,0.000,0.646,0.016,0.031,0.100,0.005,0.106,0.003,0.000,0.008,0.001
TCGA-43-6143-01A,0.017,0.000,0.011,0.011,0.006,0.000,0.774,0.010,0.033,0.077,0.021,0.030,0.002,0.001,0.007,0.000
TCGA-39-5021-01A,0.047,0.001,0.016,0.000,0.021,0.000,0.667,0.015,0.023,0.107,0.006,0.095,0.001,0.000,0.001,0.000
TCGA-22-1012-01A,0.017,0.001,0.010,0.001,0.014,0.000,0.797,0.012,0.020,0.063,0.010,0.044,0.002,0.000,0.005,0.002
TCGA-33-AASL-01A,0.006,0.000,0.005,0.016,0.001,0.000,0.918,0.006,0.011,0.004,0.000,0.024,0.001,0.000,0.007,0.001
TCGA-33-4533-01A,0.010,0.000,0.010,0.001,0.017,0.000,0.647,0.023,0.046,0.224,0.003,0.016,0.001,0.000,0.001,0.000
TCGA-43-6647-01A,0.034,0.000,0.023,0.000,0.010,0.000,0.355,0.019,0.032,0.447,0.000,0.076,0.003,0.000,0.002,0.000
TCGA-77-6845-01A,0.005,0.000,0.001,0.001,0.007,0.000,0.898,0.000,0.020,0.027,0.002,0.034,0.001,0.000,0.003,0.000
TCGA-56-8504-01A,0.002,0.000,0.013,0.012,0.014,0.000,0.764,0.001,0.029,0.072,0.005,0.075,0.000,0.001,0.011,0.000
TCGA-56-8629-01A,0.006,0.000,0.004,0.008,0.003,0.000,0.822,0.000,0.018,0.076,0.000,0.059,0.001,0.000,0.003,0.000
TCGA-63-A5MY-01A,0.007,0.000,0.000,0.000,0.007,0.000,0.918,0.001,0.015,0.015,0.003,0.006,0.001,0.000,0.025,0.001
TCGA-37-4130-01A,0.083,0.001,0.033,0.044,0.024,0.000,0.567,0.034,0.012,0.043,0.010,0.145,0.001,0.000,0.001,0.001
TCGA-22-1002-01A,0.020,0.010,0.013,0.002,0.014,0.000,0.507,0.014,0.106,0.205,0.038,0.044,0.004,0.002,0.019,0.002
TCGA-18-3410-01A,0.034,0.010,0.059,0.011,0.051,0.000,0.621,0.040,0.023,0.050,0.002,0.086,0.002,0.000,0.007,0.000
TCGA-39-5011-01A,0.003,0.005,0.013,0.052,0.007,0.000,0.667,0.008,0.019,0.027,0.001,0.191,0.000,0.000,0.006,0.000
TCGA-56-7580-01A,0.045,0.000,0.013,0.000,0.004,0.000,0.790,0.004,0.017,0.109,0.000,0.013,0.000,0.000,0.005,0.000
TCGA-98-8023-01A,0.048,0.001,0.037,0.014,0.018,0.000,0.561,0.016,0.034,0.161,0.001,0.104,0.004,0.000,0.003,0.000
TCGA-33-4586-01A,0.008,0.000,0.001,0.000,0.005,0.000,0.844,0.001,0.018,0.064,0.004,0.047,0.000,0.001,0.006,0.000
TCGA-58-8388-01A,0.011,0.001,0.022,0.018,0.018,0.000,0.540,0.032,0.046,0.202,0.018,0.083,0.004,0.000,0.004,0.001
TCGA-77-A5G3-01A,0.006,0.000,0.010,0.009,0.022,0.000,0.812,0.006,0.014,0.075,0.000,0.041,0.003,0.000,0.001,0.000
TCGA-85-8071-01A,0.007,0.000,0.010,0.026,0.002,0.000,0.836,0.010,0.020,0.057,0.010,0.010,0.002,0.007,0.004,0.000
TCGA-33-A4WN-01A,0.028,0.003,0.016,0.000,0.004,0.000,0.841,0.013,0.014,0.041,0.001,0.032,0.000,0.000,0.008,0.000
TCGA-77-7141-01A,0.010,0.001,0.010,0.000,0.010,0.000,0.836,0.004,0.050,0.022,0.008,0.043,0.003,0.000,0.001,0.000
TCGA-60-2716-01A,0.000,0.000,0.009,0.001,0.001,0.000,0.937,0.006,0.017,0.009,0.006,0.005,0.000,0.000,0.010,0.000
TCGA-85-7844-01A,0.024,0.000,0.007,0.017,0.003,0.000,0.620,0.015,0.052,0.177,0.012,0.062,0.006,0.001,0.002,0.000
TCGA-98-A53H-01A,0.026,0.034,0.023,0.009,0.012,0.000,0.348,0.056,0.110,0.241,0.042,0.074,0.007,0.002,0.013,0.002
TCGA-37-A5EM-01A,0.008,0.000,0.018,0.006,0.013,0.000,0.590,0.025,0.034,0.205,0.010,0.079,0.003,0.001,0.003,0.005
TCGA-63-A5MU-01A,0.011,0.000,0.003,0.007,0.002,0.000,0.868,0.004,0.022,0.050,0.002,0.010,0.004,0.000,0.017,0.000
TCGA-39-5016-01A,0.005,0.011,0.028,0.011,0.010,0.000,0.765,0.014,0.025,0.020,0.000,0.107,0.001,0.000,0.001,0.000
TCGA-33-4582-01A,0.006,0.000,0.005,0.001,0.009,0.000,0.890,0.002,0.003,0.035,0.000,0.045,0.000,0.000,0.002,0.000
TCGA-85-8666-01A,0.005,0.000,0.012,0.000,0.009,0.000,0.665,0.012,0.043,0.137,0.011,0.080,0.002,0.000,0.009,0.014
TCGA-66-2791-01A,0.040,0.007,0.024,0.013,0.018,0.000,0.581,0.007,0.023,0.122,0.005,0.148,0.004,0.001,0.006,0.001
TCGA-6A-AB49-01A,0.000,0.000,0.002,0.016,0.000,0.000,0.967,0.001,0.009,0.000,0.000,0.003,0.000,0.000,0.002,0.000
TCGA-66-2782-01A,0.028,0.001,0.020,0.009,0.007,0.000,0.695,0.002,0.026,0.096,0.010,0.094,0.002,0.001,0.010,0.001
TCGA-39-5036-01A,0.016,0.000,0.003,0.002,0.009,0.000,0.894,0.003,0.009,0.001,0.002,0.053,0.000,0.002,0.006,0.000
TCGA-NK-A5CX-01A,0.019,0.000,0.009,0.008,0.007,0.000,0.729,0.008,0.030,0.109,0.000,0.061,0.001,0.004,0.015,0.000
TCGA-77-8154-01A,0.012,0.001,0.003,0.000,0.011,0.000,0.783,0.003,0.030,0.126,0.003,0.017,0.002,0.000,0.008,0.000
TCGA-37-4132-01A,0.088,0.000,0.018,0.010,0.024,0.000,0.686,0.003,0.020,0.065,0.009,0.074,0.000,0.000,0.001,0.000
TCGA-98-8020-01A,0.017,0.000,0.010,0.007,0.004,0.000,0.642,0.011,0.070,0.171,0.007,0.056,0.000,0.001,0.003,0.000
TCGA-56-A5DS-01A,0.044,0.017,0.027,0.001,0.015,0.000,0.669,0.025,0.042,0.081,0.015,0.022,0.004,0.001,0.033,0.005
TCGA-60-2707-01A,0.009,0.000,0.004,0.001,0.002,0.000,0.650,0.005,0.038,0.186,0.002,0.062,0.001,0.001,0.030,0.007
TCGA-66-2734-01A,0.001,0.000,0.006,0.000,0.001,0.000,0.689,0.017,0.034,0.116,0.006,0.092,0.001,0.000,0.028,0.007
TCGA-66-2742-01A,0.029,0.004,0.007,0.000,0.007,0.000,0.756,0.003,0.044,0.059,0.010,0.051,0.003,0.001,0.026,0.000
TCGA-22-5481-01A,0.047,0.005,0.015,0.010,0.084,0.000,0.675,0.062,0.009,0.034,0.003,0.052,0.000,0.001,0.002,0.000
TCGA-21-5787-01A,0.024,0.000,0.028,0.063,0.003,0.000,0.673,0.000,0.052,0.071,0.010,0.072,0.000,0.000,0.001,0.000
TCGA-66-2783-01A,0.044,0.000,0.007,0.001,0.006,0.000,0.800,0.010,0.021,0.036,0.007,0.059,0.001,0.000,0.006,0.001
TCGA-92-8063-01A,0.005,0.000,0.012,0.007,0.006,0.000,0.719,0.001,0.030,0.111,0.010,0.085,0.001,0.000,0.011,0.001
TCGA-66-2757-01A,0.020,0.001,0.016,0.013,0.017,0.000,0.750,0.021,0.025,0.067,0.009,0.057,0.000,0.000,0.002,0.000
TCGA-39-5022-01A,0.111,0.003,0.022,0.026,0.019,0.000,0.424,0.033,0.037,0.142,0.012,0.165,0.001,0.001,0.003,0.001
TCGA-94-A5I6-01A,0.007,0.000,0.009,0.000,0.006,0.000,0.823,0.012,0.010,0.065,0.010,0.054,0.001,0.000,0.002,0.000
