,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-V1-A9OF-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.941,0.006,0.020,0.009,0.008,0.013,0.001,0.000,0.000,0.000
TCGA-ZG-A8QX-01A,0.005,0.004,0.005,0.000,0.001,0.001,0.846,0.007,0.018,0.018,0.072,0.010,0.012,0.000,0.000,0.000
TCGA-YL-A8SC-01A,0.006,0.000,0.006,0.004,0.004,0.000,0.853,0.010,0.033,0.040,0.012,0.028,0.003,0.000,0.000,0.000
TCGA-HC-7817-01B,0.009,0.000,0.005,0.000,0.002,0.000,0.703,0.021,0.068,0.119,0.037,0.031,0.004,0.000,0.000,0.000
TCGA-KC-A7F6-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.866,0.007,0.046,0.043,0.030,0.004,0.001,0.000,0.000,0.000
TCGA-KK-A7B4-01A,0.008,0.000,0.005,0.001,0.003,0.000,0.854,0.018,0.019,0.068,0.009,0.014,0.001,0.000,0.000,0.000
TCGA-G9-6366-01A,0.011,0.000,0.002,0.000,0.003,0.000,0.903,0.003,0.027,0.018,0.030,0.003,0.000,0.000,0.000,0.000
TCGA-KK-A59X-01A,0.004,0.000,0.003,0.000,0.000,0.000,0.895,0.002,0.023,0.034,0.016,0.021,0.001,0.000,0.000,0.000
TCGA-HC-A6AN-01A,0.002,0.000,0.001,0.000,0.002,0.000,0.896,0.003,0.030,0.028,0.018,0.017,0.003,0.001,0.001,0.000
TCGA-G9-6498-01A,0.000,0.000,0.010,0.000,0.005,0.000,0.715,0.018,0.070,0.122,0.052,0.004,0.003,0.000,0.000,0.000
TCGA-J4-AATZ-01A,0.003,0.000,0.002,0.001,0.000,0.000,0.942,0.007,0.019,0.001,0.017,0.006,0.000,0.000,0.000,0.000
