,loss,mae,root_mean_squared_error,val_loss,val_mae,val_root_mean_squared_error,epoch
0,0.06432506442070007,0.05170869082212448,0.1217242106795311,0.043788835406303406,0.034894466400146484,0.07956643402576447,0
1,0.022305915132164955,0.019205598160624504,0.03573128953576088,0.017074696719646454,0.015182875096797943,0.024667000398039818,1
2,0.016270125284790993,0.014150098897516727,0.02481866255402565,0.014244395308196545,0.012616506777703762,0.020779380574822426,2
3,0.014018584042787552,0.012163493782281876,0.02148471772670746,0.012493740767240524,0.011036357842385769,0.01834338903427124,3
4,0.012565389275550842,0.010884611867368221,0.01932637393474579,0.011424874886870384,0.010053531266748905,0.016932155936956406,4
5,0.011536254547536373,0.009982038289308548,0.01778637245297432,0.010235123336315155,0.009068376384675503,0.014920677058398724,5
6,0.010728996247053146,0.009279245510697365,0.01655806228518486,0.009745060466229916,0.008608277887105942,0.014309286139905453,6
7,0.010117407888174057,0.008746013976633549,0.015630684792995453,0.009597580879926682,0.008442218415439129,0.014236236922442913,7
8,0.009625522419810295,0.008313940837979317,0.014898533932864666,0.00876074843108654,0.007710201200097799,0.012980320490896702,8
9,0.00917739700525999,0.00792989507317543,0.014193563722074032,0.008488336578011513,0.007451187819242477,0.012653425335884094,9
10,0.008844487369060516,0.00763695826753974,0.013698052614927292,0.008006756193935871,0.007038909941911697,0.011894389055669308,10
11,0.008496853522956371,0.007339090574532747,0.01314897183328867,0.00774051807820797,0.0067918128333985806,0.011551670730113983,11
12,0.008256813511252403,0.0071276528760790825,0.012795734219253063,0.0073835100047290325,0.006489305756986141,0.010975724086165428,12
13,0.008001662790775299,0.006907792761921883,0.012397350743412971,0.007306439336389303,0.006394356954842806,0.010969485156238079,13
14,0.007788815535604954,0.006723809987306595,0.012067538686096668,0.007273573894053698,0.006383978296071291,0.010846622288227081,14
15,0.007592873182147741,0.0065552787855267525,0.011762584559619427,0.006960404105484486,0.006094914395362139,0.010436703450977802,15
16,0.007414062507450581,0.006403086241334677,0.011475693434476852,0.006956621538847685,0.006056397221982479,0.010575149208307266,16
17,0.007260664366185665,0.006271316669881344,0.01123589277267456,0.006726013962179422,0.005885711871087551,0.010102014057338238,17
18,0.007128375116735697,0.006156920455396175,0.011032113805413246,0.006599108222872019,0.005749786272644997,0.010012860409915447,18
19,0.0069569372572004795,0.006009106524288654,0.010764564387500286,0.006295489612966776,0.005511721130460501,0.0094436164945364,19
20,0.006854702718555927,0.005920721217989922,0.010605820454657078,0.0062472028657794,0.005467449780553579,0.009379789233207703,20
21,0.006749439053237438,0.005829886067658663,0.01044516172260046,0.006397240795195103,0.005585475359112024,0.009659179486334324,21
22,0.006609410047531128,0.00571106281131506,0.010217977687716484,0.006277763284742832,0.005470202304422855,0.00952220056205988,22
23,0.006553340703248978,0.005662582814693451,0.010132092982530594,0.006057651247829199,0.005265169311314821,0.009242630563676357,23
24,0.00644336175173521,0.005568422377109528,0.009958281181752682,0.00576394097879529,0.005031277891248465,0.00870792381465435,24
25,0.0063514686189591885,0.00548848370090127,0.009817373007535934,0.0057019758969545364,0.004975664895027876,0.008620007894933224,25
26,0.006277528125792742,0.0054249209351837635,0.009701277129352093,0.00590232340618968,0.005133181810379028,0.008991589769721031,26
27,0.006194494664669037,0.005353846587240696,0.009570974856615067,0.005705115385353565,0.004971758462488651,0.008650390431284904,27
28,0.006121174432337284,0.005289933644235134,0.009459289722144604,0.00559238251298666,0.0048734284937381744,0.008480503223836422,28
29,0.006058605387806892,0.00523614976555109,0.009361950680613518,0.00537518598139286,0.0046917893923819065,0.008120816200971603,29
30,0.005982415750622749,0.005170468706637621,0.009243215434253216,0.005368957296013832,0.004696933552622795,0.008068742230534554,30
31,0.005932750180363655,0.0051284064538776875,0.009162869304418564,0.005325282923877239,0.004648029804229736,0.008046376518905163,31
32,0.005863015539944172,0.005068235099315643,0.009054385125637054,0.005424519535154104,0.004726653452962637,0.008227372542023659,32
33,0.005817558616399765,0.005028560291975737,0.008987599052488804,0.005676484201103449,0.00492577301338315,0.008692645467817783,33
34,0.005774724762886763,0.004990238696336746,0.00892515666782856,0.0052657825872302055,0.004591271281242371,0.007975353859364986,34
35,0.005712402518838644,0.004938208963721991,0.008821630850434303,0.005239535588771105,0.004548563156276941,0.008017415180802345,35
36,0.0056499941274523735,0.00488473754376173,0.008723326027393341,0.004968876950442791,0.004330766852945089,0.0075332107953727245,36
37,0.005606086924672127,0.004846360068768263,0.008656490594148636,0.005589430220425129,0.00486629456281662,0.00849088840186596,37
38,0.005571533925831318,0.004817723762243986,0.00859961099922657,0.004902862012386322,0.004271953832358122,0.007437516935169697,38
39,0.005531559698283672,0.004782721865922213,0.008538756519556046,0.005236104130744934,0.004543306306004524,0.008018393069505692,39
40,0.00547086913138628,0.004730588756501675,0.008443746715784073,0.004887970630079508,0.004262267146259546,0.007401607930660248,40
41,0.005431524943560362,0.00469652796164155,0.008382883854210377,0.004771086387336254,0.0041557918302714825,0.0072435420006513596,41
42,0.00540865259245038,0.004676272161304951,0.008350612595677376,0.0049134655855596066,0.004271933808922768,0.007491502445191145,42
43,0.005358697380870581,0.004635408986359835,0.008262802846729755,0.0049671148881316185,0.004315459169447422,0.0075855618342757225,43
44,0.005338734015822411,0.0046155271120369434,0.008243164047598839,0.004745409358292818,0.004132467787712812,0.007208135444670916,44
45,0.00530448742210865,0.004586187656968832,0.008189124055206776,0.004889763426035643,0.004236710723489523,0.00751477899029851,45
46,0.005261815618723631,0.004549539647996426,0.008121143095195293,0.004742829594761133,0.004126185551285744,0.0072198654524981976,46
