,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BP-4766-01A,0.006,0.000,0.000,0.000,0.000,0.004,0.228,0.000,0.328,0.000,0.194,0.214,0.003,0.010,0.007,0.005
TCGA-A3-3352-01A,0.001,0.000,0.002,0.001,0.000,0.029,0.269,0.007,0.324,0.004,0.158,0.171,0.005,0.020,0.001,0.008
TCGA-G6-A8L7-01A,0.012,0.000,0.001,0.004,0.004,0.000,0.789,0.000,0.010,0.000,0.167,0.009,0.000,0.003,0.000,0.000
TCGA-A3-A6NN-01A,0.001,0.000,0.004,0.001,0.001,0.003,0.003,0.010,0.450,0.140,0.129,0.223,0.004,0.029,0.000,0.002
TCGA-T7-A92I-01A,0.005,0.000,0.001,0.001,0.006,0.000,0.459,0.009,0.124,0.032,0.055,0.306,0.004,0.000,0.000,0.000
TCGA-B0-5713-01A,0.000,0.000,0.001,0.012,0.008,0.000,0.000,0.001,0.597,0.002,0.221,0.134,0.004,0.011,0.000,0.009
TCGA-CZ-4860-01A,0.001,0.006,0.010,0.002,0.009,0.000,0.554,0.000,0.020,0.166,0.022,0.208,0.001,0.000,0.001,0.000
TCGA-A3-3351-01A,0.001,0.007,0.025,0.009,0.059,0.000,0.154,0.068,0.258,0.042,0.147,0.216,0.011,0.000,0.001,0.000
TCGA-B8-4148-01A,0.000,0.004,0.017,0.048,0.087,0.000,0.010,0.077,0.352,0.007,0.156,0.229,0.004,0.007,0.000,0.001
TCGA-BP-4345-01A,0.008,0.000,0.015,0.001,0.014,0.000,0.000,0.015,0.211,0.246,0.304,0.178,0.004,0.002,0.000,0.001
TCGA-BP-5010-01A,0.000,0.000,0.005,0.005,0.011,0.000,0.003,0.002,0.255,0.174,0.477,0.063,0.000,0.003,0.000,0.000
TCGA-BP-4325-01A,0.000,0.000,0.000,0.008,0.069,0.000,0.144,0.000,0.317,0.000,0.122,0.338,0.000,0.001,0.000,0.001
TCGA-B0-5102-01A,0.013,0.000,0.000,0.001,0.016,0.000,0.454,0.002,0.227,0.000,0.100,0.185,0.000,0.001,0.000,0.000
TCGA-BP-5185-01A,0.005,0.000,0.000,0.009,0.004,0.000,0.016,0.000,0.283,0.000,0.486,0.194,0.000,0.001,0.000,0.000
TCGA-CZ-5986-01A,0.000,0.012,0.000,0.004,0.001,0.000,0.009,0.033,0.426,0.043,0.215,0.237,0.009,0.011,0.000,0.000
TCGA-CW-5590-01A,0.000,0.001,0.020,0.021,0.003,0.000,0.047,0.004,0.365,0.124,0.237,0.165,0.003,0.009,0.000,0.000
TCGA-CJ-4904-01A,0.000,0.000,0.000,0.005,0.013,0.000,0.000,0.020,0.486,0.055,0.261,0.146,0.006,0.002,0.000,0.004
TCGA-BP-4987-01A,0.000,0.002,0.000,0.002,0.033,0.000,0.002,0.002,0.487,0.016,0.206,0.221,0.010,0.019,0.000,0.000
TCGA-B0-4849-01A,0.000,0.000,0.013,0.005,0.011,0.000,0.028,0.005,0.372,0.000,0.393,0.117,0.010,0.006,0.000,0.039
TCGA-BP-4329-01A,0.002,0.001,0.002,0.001,0.001,0.010,0.025,0.016,0.376,0.067,0.296,0.186,0.004,0.006,0.001,0.008
TCGA-A3-3328-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.894,0.000,0.045,0.000,0.024,0.033,0.000,0.005,0.000,0.000
TCGA-CJ-5672-01A,0.001,0.001,0.012,0.024,0.040,0.000,0.230,0.052,0.203,0.036,0.110,0.288,0.002,0.003,0.000,0.000
TCGA-B0-5104-01A,0.007,0.000,0.001,0.002,0.000,0.002,0.005,0.000,0.481,0.000,0.334,0.117,0.003,0.000,0.008,0.040
TCGA-CW-6097-01A,0.016,0.029,0.023,0.004,0.031,0.004,0.154,0.047,0.222,0.141,0.106,0.214,0.004,0.001,0.004,0.000
TCGA-B0-4700-01A,0.020,0.001,0.028,0.019,0.043,0.000,0.201,0.013,0.155,0.136,0.164,0.210,0.002,0.007,0.000,0.001
TCGA-B0-5095-01A,0.016,0.001,0.007,0.001,0.017,0.000,0.096,0.011,0.215,0.287,0.237,0.097,0.004,0.004,0.001,0.005
TCGA-B0-4810-01A,0.012,0.000,0.016,0.017,0.023,0.000,0.219,0.001,0.228,0.090,0.216,0.168,0.005,0.005,0.000,0.001
TCGA-CJ-4901-01A,0.037,0.002,0.026,0.036,0.057,0.000,0.255,0.011,0.158,0.057,0.102,0.245,0.001,0.012,0.000,0.001
TCGA-CJ-4643-01A,0.000,0.001,0.007,0.007,0.013,0.000,0.000,0.032,0.405,0.047,0.298,0.175,0.004,0.005,0.000,0.006
TCGA-B8-A54H-01A,0.000,0.000,0.001,0.007,0.044,0.000,0.064,0.001,0.537,0.047,0.165,0.128,0.003,0.002,0.000,0.001
