,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-AG-3896-01A,0.016,0.000,0.014,0.000,0.000,0.000,0.828,0.019,0.043,0.037,0.014,0.027,0.001,0.000,0.001,0.000
TCGA-DC-4745-01A,0.002,0.000,0.011,0.002,0.000,0.000,0.895,0.013,0.034,0.011,0.015,0.014,0.001,0.000,0.000,0.000
TCGA-AH-6903-01A,0.006,0.000,0.006,0.000,0.000,0.000,0.941,0.014,0.013,0.002,0.002,0.013,0.001,0.000,0.000,0.000
TCGA-AG-3599-01A,0.008,0.000,0.015,0.013,0.000,0.000,0.880,0.020,0.014,0.010,0.006,0.032,0.002,0.000,0.001,0.000
TCGA-AG-3581-01A,0.018,0.000,0.007,0.002,0.000,0.000,0.849,0.018,0.031,0.026,0.010,0.033,0.002,0.000,0.002,0.000
TCGA-AG-3881-01A,0.011,0.000,0.005,0.006,0.001,0.000,0.754,0.011,0.045,0.081,0.026,0.054,0.003,0.000,0.002,0.001
TCGA-CL-5917-01A,0.001,0.000,0.005,0.005,0.000,0.000,0.898,0.003,0.023,0.050,0.001,0.013,0.001,0.000,0.001,0.000
TCGA-AG-3902-01A,0.019,0.000,0.015,0.029,0.001,0.000,0.809,0.029,0.021,0.007,0.008,0.056,0.002,0.000,0.004,0.001
TCGA-CI-6624-01C,0.018,0.000,0.018,0.002,0.002,0.000,0.768,0.021,0.044,0.057,0.010,0.056,0.003,0.000,0.001,0.000
TCGA-AF-2692-01A,0.007,0.000,0.009,0.002,0.004,0.000,0.870,0.022,0.021,0.039,0.005,0.018,0.002,0.000,0.001,0.000
TCGA-DC-6683-01A,0.000,0.000,0.007,0.001,0.000,0.000,0.894,0.000,0.017,0.037,0.001,0.044,0.000,0.000,0.000,0.000
TCGA-DC-6682-01A,0.000,0.000,0.007,0.014,0.000,0.000,0.919,0.017,0.014,0.005,0.003,0.019,0.000,0.000,0.000,0.000
TCGA-F5-6702-01A,0.007,0.000,0.012,0.001,0.001,0.000,0.495,0.008,0.048,0.341,0.014,0.071,0.002,0.000,0.000,0.000
TCGA-AF-4110-01A,0.061,0.000,0.009,0.007,0.001,0.000,0.701,0.022,0.051,0.089,0.010,0.041,0.003,0.000,0.003,0.001
TCGA-F5-6861-01A,0.000,0.000,0.007,0.007,0.000,0.000,0.901,0.005,0.021,0.026,0.009,0.023,0.000,0.000,0.000,0.000
TCGA-G5-6235-01A,0.003,0.000,0.002,0.006,0.000,0.000,0.962,0.002,0.014,0.000,0.000,0.009,0.001,0.000,0.000,0.000
