,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-55-8508-01A,0.129,0.006,0.031,0.002,0.001,0.000,0.001,0.032,0.099,0.017,0.068,0.000,0.002,0.009,0.001,0.601,0.601
TCGA-67-3771-01A,0.041,0.009,0.024,0.005,0.013,0.000,0.012,0.027,0.082,0.022,0.171,0.001,0.000,0.014,0.001,0.576,0.576
TCGA-55-A4DG-01A,0.037,0.048,0.026,0.002,0.031,0.002,0.020,0.027,0.062,0.023,0.087,0.003,0.001,0.011,0.001,0.619,0.619
TCGA-91-7771-01A,0.021,0.018,0.045,0.006,0.017,0.000,0.026,0.057,0.092,0.043,0.145,0.004,0.000,0.001,0.002,0.523,0.523
TCGA-91-6849-01A,0.057,0.011,0.012,0.001,0.007,0.000,0.022,0.058,0.064,0.023,0.121,0.000,0.000,0.021,0.001,0.602,0.602
TCGA-64-5781-01A,0.038,0.000,0.018,0.040,0.000,0.000,0.001,0.019,0.161,0.011,0.049,0.000,0.001,0.007,0.001,0.653,0.653
TCGA-44-6146-01B,0.005,0.009,0.007,0.011,0.008,0.011,0.019,0.016,0.081,0.025,0.006,0.015,0.002,0.048,0.001,0.736,0.736
TCGA-97-7552-01A,0.029,0.051,0.043,0.018,0.025,0.000,0.039,0.078,0.072,0.024,0.114,0.009,0.002,0.029,0.001,0.467,0.467
TCGA-80-5608-01A,0.011,0.000,0.022,0.009,0.001,0.000,0.011,0.026,0.040,0.025,0.068,0.000,0.003,0.014,0.001,0.769,0.769
TCGA-91-6829-01A,0.000,0.000,0.015,0.006,0.004,0.000,0.001,0.049,0.265,0.023,0.102,0.008,0.000,0.004,0.000,0.522,0.522
