,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-CV-5442-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.976,0.013,0.006,0.000,0.000,0.001,0.000,0.000,0.002,0.001
TCGA-CR-7392-01A,0.050,0.002,0.047,0.002,0.021,0.000,0.443,0.036,0.114,0.180,0.025,0.059,0.005,0.000,0.014,0.002
TCGA-UF-A71A-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.773,0.005,0.041,0.101,0.032,0.042,0.002,0.000,0.001,0.000
TCGA-CN-A642-01A,0.000,0.000,0.005,0.040,0.000,0.000,0.815,0.011,0.050,0.020,0.007,0.048,0.001,0.000,0.002,0.000
TCGA-CV-A45U-01A,0.003,0.000,0.027,0.014,0.007,0.000,0.857,0.008,0.022,0.036,0.001,0.021,0.002,0.000,0.001,0.000
TCGA-CN-6012-01A,0.035,0.000,0.026,0.004,0.006,0.000,0.740,0.025,0.043,0.054,0.006,0.054,0.001,0.000,0.006,0.000
TCGA-CV-A45W-01A,0.097,0.006,0.025,0.002,0.014,0.000,0.625,0.020,0.040,0.063,0.020,0.080,0.003,0.001,0.002,0.001
TCGA-CV-A6K0-01B,0.003,0.001,0.046,0.000,0.026,0.000,0.540,0.087,0.076,0.140,0.031,0.034,0.003,0.000,0.013,0.001
TCGA-QK-A6VB-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.943,0.001,0.020,0.011,0.005,0.018,0.000,0.000,0.001,0.000
TCGA-CV-6959-01A,0.011,0.000,0.027,0.005,0.001,0.000,0.675,0.014,0.117,0.034,0.042,0.048,0.002,0.000,0.008,0.016
TCGA-HD-7832-01A,0.000,0.000,0.023,0.019,0.000,0.000,0.862,0.000,0.034,0.013,0.003,0.043,0.002,0.000,0.000,0.000
TCGA-CV-7255-01A,0.001,0.000,0.005,0.001,0.000,0.000,0.919,0.000,0.023,0.028,0.011,0.001,0.003,0.000,0.007,0.000
TCGA-CR-5243-01A,0.033,0.001,0.068,0.005,0.021,0.000,0.643,0.035,0.052,0.120,0.010,0.008,0.003,0.000,0.002,0.000
TCGA-P3-A6T5-01A,0.001,0.000,0.015,0.001,0.000,0.000,0.859,0.016,0.042,0.025,0.005,0.022,0.001,0.000,0.013,0.000
TCGA-CV-6952-01A,0.009,0.000,0.027,0.011,0.006,0.000,0.788,0.018,0.065,0.014,0.024,0.020,0.003,0.000,0.013,0.002
TCGA-D6-A6ES-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.918,0.011,0.019,0.000,0.002,0.025,0.000,0.000,0.018,0.002
TCGA-CN-5366-01A,0.002,0.000,0.013,0.016,0.004,0.000,0.743,0.002,0.079,0.073,0.018,0.041,0.001,0.000,0.005,0.000
TCGA-CQ-6223-01A,0.004,0.000,0.022,0.002,0.006,0.000,0.888,0.007,0.023,0.001,0.002,0.034,0.003,0.000,0.007,0.001
TCGA-F7-7848-01A,0.018,0.001,0.029,0.000,0.014,0.000,0.747,0.032,0.067,0.056,0.010,0.015,0.001,0.000,0.006,0.004
TCGA-CV-A6JM-01A,0.006,0.000,0.011,0.001,0.000,0.000,0.888,0.001,0.026,0.003,0.012,0.042,0.000,0.000,0.007,0.002
TCGA-CN-5359-01A,0.006,0.001,0.043,0.009,0.030,0.000,0.497,0.024,0.056,0.194,0.006,0.093,0.004,0.000,0.025,0.012
TCGA-P3-A5QA-01A,0.009,0.000,0.007,0.002,0.000,0.000,0.742,0.009,0.028,0.185,0.008,0.006,0.002,0.000,0.001,0.000
TCGA-CN-4734-01A,0.001,0.000,0.052,0.039,0.001,0.000,0.726,0.018,0.063,0.040,0.011,0.039,0.003,0.000,0.001,0.005
TCGA-CV-6441-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.958,0.008,0.006,0.004,0.017,0.005,0.000,0.000,0.001,0.000
TCGA-CV-A6JY-01A,0.007,0.000,0.010,0.000,0.001,0.000,0.892,0.007,0.060,0.001,0.008,0.005,0.004,0.000,0.006,0.000
TCGA-D6-6825-01A,0.003,0.000,0.068,0.016,0.036,0.000,0.610,0.031,0.078,0.059,0.009,0.073,0.003,0.000,0.011,0.001
TCGA-CR-5247-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.696,0.002,0.035,0.241,0.001,0.014,0.003,0.000,0.000,0.000
