Mixture,B Cells,Cancer Cells,Endothelial Cells,Fibroblasts,Macrophages,NK,T Cells,P-value,Correlation,RMSE
lymph_node_20,0.0193925804550524,0.980607419544948,0,0,0,0,0,0,0.330407867474926,0.948687807949268
lymph_node_25,0.332043078821139,0.152307757842882,0.108378771063868,0.0890432439613689,0.041639941581618,0.00792458583036353,0.26866262089876,0,0.531008642842673,0.848062258121456
lymph_node_26,0.0860217091092479,0.588641388354646,0.134680057011713,0.143579831577041,0.0470770139473525,0,0,0,0.299550613343942,0.960928728345539
lymph_node_28,0.208432613676034,0.289718969082783,0.174507224529692,0.323198420833614,0.00414277187787736,0,0,0,0.461713592264211,0.89330177787909
lymph_node_5,0.105057801662492,0.264540292431308,0.625043823744362,0.00535808216183762,0,0,0,0,0.5007895839845,0.950492085340711
primary_10,0.765199593415456,0.0393878027858233,0.0828695634769094,0.0959448099694584,0,0,0.0165982303523532,0,0.465422584132142,0.902026957725342
primary_12,0.171011056336018,0.00771785844262926,0,0,0.00267774081208629,0.329157893239866,0.4894354511694,0,0.740341742946179,0.6993073024253
primary_13,0.506987799032004,0.00621633392971384,0.0809026624874544,0,0.124835404346321,0,0.281057800204506,0,0.538118102730165,0.849776849453644
primary_16,0.113333988811197,0.0217158253917404,0.0528972048117547,0.0415238568269083,0.0342024590683808,0.218220070668794,0.518106594421225,0,0.66146212000055,0.767829144410053
primary_17,0.154688093488502,0.135102949667552,0,0.0189662565838898,0.00789186293154876,0.303720046795506,0.379630790533001,0,0.487837907981357,0.926457760702771
primary_18,0.167006487112692,0.0798948485071971,0.051368727047785,5.24044790671859e-05,0.0647764230259878,0.250298437855638,0.386602671971632,0,0.653821388345309,0.764876726173754
primary_20,0,0.921767132464007,0.0358065539314722,0.0424263136045206,0,0,0,0,0.329907256339699,0.947427228133947
primary_22,0.152232268720332,0.541081474719901,0.129157135427697,0.153988624351168,0.0184747831619505,0,0.00506571361895123,0,0.24359317348694,0.985960215506989
primary_23,0.0305931011818796,0.0321676076780044,0,0,0,0.624899239720657,0.312340051419459,0,0.702182612146006,0.802616077817178
primary_24,0.046635263491869,0.151500129057278,0.022440241090404,0.616828954251931,0.162595412108518,0,0,0,0.698461921539534,0.71571454313864
primary_25,0.191591975081415,0.194327472976874,0.0776698239008099,0.113811173816769,0.0253795580282598,0.102373107591912,0.29484688860396,0,0.471697394315702,0.887588050141342
primary_26,0.063275660657995,0.50826664097174,0.0918640066534946,0.280729909661891,0.00304802434252894,0,0.0528157577123505,0,0.383685636217644,0.927153100142603
primary_28,0.00247917087155209,0.282733037538948,0.416368762578566,0.298419029010934,0,0,0,0,0.334049720346205,1.04380254945519
primary_5,0.023886377342884,0.053644767637912,0.0361053408739058,0.23308334900307,0.501379385990195,0.0464516042123265,0.105449174939707,0,0.242555390944482,1.01727632579306
primary_6,0.0392587587047391,0.310088038760709,0.238105147629272,0.386395135800316,0.0261529191049643,0,0,0,0.516696149494832,0.867512175711542
primary_7,0.195132351491079,0.680891145155753,0,0.0518891409571554,0,0,0.0720873623960118,0.04,0.0860517660205627,1.03935794056405
primary_8,0.370797093370851,0,0.122867097960948,0.13369355088458,0.0437346107231888,0,0.328907647060431,0,0.338831690287992,0.98750849634201
