"","Monocytes","DC","Fibroblasts","Cancer Cells","CD4 T","NK","CD8 T"
"TCGA.OR.A5LO.01A",0,0.00776467498258629,0.107297625745483,0.317801677075053,0.0108669194974659,0.445190949948677,0.111078152750734
"TCGA.P6.A5OG.01A",0.23179328815209,0,0.446927584833594,0.139792565636453,0.00083605775226324,0.00161600385851355,0.179034499767085
"TCGA.OR.A5J6.01A",0.138495060105816,0.0769581125652325,0.280324695146852,0.405261202268834,0,0.0989609299132658,0
"TCGA.OR.A5LT.01A",0.0331515880691732,0.000734952659849054,0.26958345026027,0.583781155311999,0,0.112748853698709,0
"TCGA.OR.A5JY.01A",0.0709649781653559,0.0407857642904403,0.277881369604087,0.41797888892086,0.000233998944839785,0.192146148901328,8.85117308885307e-06
"TCGA.OR.A5JV.01A",0.227120204712056,0,0.126150445332358,0.411822322035405,0,0.232216318897639,0.00269070902254101
"TCGA.OR.A5JT.01A",0.0747747613294911,0,0.332046292243638,0.267993537797459,0,0.325185408629412,0
"TCGA.OR.A5KX.01A",0.0376480873726798,0.0470494286670557,0.191590745566733,0.209465328694652,0.160068937949325,0.285097043545486,0.0690804282040692
"TCGA.OR.A5K3.01A",0.063800595792496,0.00649436894055282,0.0352037499731968,0.894501285293754,0,0,0
"TCGA.OR.A5JZ.01A",0.0222884208232626,0.0109350163269782,0.360297602027445,0.07402210932122,0,0.515062368852986,0.0173944826481081
"TCGA.OR.A5LC.01A",0.0035540032335237,0.0617665468855725,0.298240382149886,0.227877114967317,0.208006505151361,0.120432873447017,0.0801225741653237
"TCGA.OR.A5LH.01A",0.128821795477743,0.024935333777345,0.191700839389151,0.29124599929879,0,0.360023469846391,0.00327256221058105
"TCGA.OR.A5LM.01A",0.0314205906118346,0.0197299116581884,0.14043042235756,0.386530116470478,0,0.32886850205127,0.0930204568506696
"TCGA.OR.A5J5.01A",0.0343339656913,0,0.0766025762387275,0.800285594663636,0,0.0480898795999029,0.0406879838064338
"TCGA.P6.A5OF.01A",0.0637065924753414,0.00392846992622083,0.44536196069242,0.226129576820993,0,0.222682901489025,0.0381904985959999
"TCGA.OR.A5LD.01A",0,0,0.0208223750735069,0.705585196535675,0.273592428390818,0,0
"TCGA.OR.A5L3.01A",0.00165664789242304,1.77451504851839e-05,0.00299015631431145,0.99533545064278,0,0,0
"TCGA.OR.A5LK.01A",0.133135156893056,0.0783328249750038,0.0465858288060521,0.721683947495462,0,0,0.0202622418304261
"TCGA.OR.A5LG.01A",0.0500274720519511,0.0998944130761471,0.201621232612165,0.412637935940189,0.0700618032778521,0.135291858553922,0.0304652844877738
"TCGA.OR.A5KO.01A",0.0232453299144811,0,0.415343562933859,0.234764482125779,0,0.280688350662718,0.0459582743631624
"TCGA.OR.A5JJ.01A",0.0169471566308656,0.0237363328206744,0.301426163530046,0.329352472203234,0,0.186918176855007,0.141619697960173
"TCGA.OR.A5JL.01A",0.0724226420891678,0,0.239174826493868,0.219463368235022,0,0.465318413754307,0.00362074942763562
"TCGA.OR.A5KV.01A",0.00310548252722932,0.214923006168039,0.3725296881754,0.000559525293292393,0.25672610062403,0.0247007432456512,0.127455453966358
"TCGA.OR.A5JE.01A",0.0348795480091958,0.174273379908013,0.384519498792283,0.100599648134637,0.182378360807827,0,0.123349564348043
"TCGA.PK.A5HB.01A",0.00350857277113945,0.279152267490213,0.394294737408549,0.129324609390074,0,0,0.193719812940025
"TCGA.OR.A5JM.01A",0.0286791406673193,0,0.812323549555462,0.00252605545188767,0,0.0739161669097023,0.0825550874156282
"TCGA.OR.A5JD.01A",0.215567928184236,0.00239204793760662,0.146860141063014,0.620922556341152,0,0.0142573264739919,0
"TCGA.OR.A5LN.01A",0.101556298223709,0.0231775910748082,0.068908536488395,0.768015554038129,0,0.0191637301371513,0.0191782900378075
"TCGA.OR.A5K6.01A",0.0209853544667432,0.0890939962271472,0.256975317847907,0.259927295730735,0.10407055271244,0.201367143502507,0.06758033951252
"TCGA.OR.A5JR.01A",0.131526652032509,0,0.258609537902127,0.431956595377874,0,0.175404324681627,0.00250289000586188
"TCGA.OR.A5L6.01A",0.0158930967084914,0.00278052228904155,0.111407899740738,0.821355916408944,0,0.0484155227579517,0.000147042094833301
"TCGA.OR.A5JI.01A",0.0869384330615128,0,0.106569486529017,0.802989747021694,0,0,0.00350233338777651
"TCGA.OR.A5J2.01A",0.0128323105351811,0.0154172865442496,0.318702003177383,0.431180979694238,0,0.221167272675009,0.000700147373939569
"TCGA.OR.A5LL.01A",0.0400328164060799,0.0747331602980239,0.398859836307426,0.27312489197455,0,0.21324929501392,0
"TCGA.OR.A5K1.01A",0.0672798283810248,0.0890534196954111,0.250198450945846,0.247918952815687,0,0.289294463189735,0.056254884972297
"TCGA.PK.A5HA.01A",0.0611047849628458,0.0738546227136808,0.16037101891246,0.360392238162968,0.0539127833032313,0.167217465063907,0.123147086880906
"TCGA.OR.A5LR.01A",0.0410976737287627,0,0.3281978545618,0.27990224738155,0,0.350802224327888,0
