"","Monocytes","DC","Fibroblasts","Cancer Cells","CD4 T","NK","CD8 T"
"TCGA.BP.4766.01A",0.23329138105983,0,0.341232458485191,0.136720388606497,0,0.288755771848481,0
"TCGA.A3.3352.01A",0.0818955435724895,0.234567399275401,0.235465976194234,0.00464305709526423,0.0127334148349156,0.351383392352557,0.07931121667514
"TCGA.G6.A8L7.01A",0.0984117356006332,0.0103903844671712,0.212281907114359,0.291409056103697,0.319384612597614,0,0.0681223041165257
"TCGA.A3.A6NN.01A",0.1344389593387,0.376798547894689,0.36136402103114,0,0.00191157938327845,0.0926331954402409,0.0328536969119523
"TCGA.T7.A92I.01A",0.215176903186795,0,0.408462733648146,0.067138131964762,0,0.308376085053455,0.000846146146841947
"TCGA.B0.5713.01A",0.152126074997862,0.0814160299839222,0.390410307053003,0.0246714432999711,0,0.295874445592877,0.0555016990723643
"TCGA.CZ.4860.01A",0.0053469812994646,0.583792279668102,0.192775099244642,0,0.218085639787792,0,0
"TCGA.A3.3351.01A",0.262734561272218,0.278092736418727,0.245740384963523,0,0,0.137080198963493,0.0763521183820397
"TCGA.B8.4148.01A",0.187103219478588,0.141977963638388,0.21547484776821,0,0,0.368856254665754,0.08658771444906
"TCGA.BP.4345.01A",0.266703919366324,0.0152754987559988,0.480915297533811,0,0,0.165396440527029,0.0717088438168379
"TCGA.BP.5010.01A",0.139869282074719,0.000203699720882329,0.261511739501633,0.379393436077683,0,0.174143899790304,0.0448779428347777
"TCGA.BP.4325.01A",0.134979344030414,0.00178116114016062,0.142344473107243,0.127755239511534,0,0.506466972338845,0.0866728098718034
"TCGA.B0.5102.01A",0.101519580585166,0.157732187598569,0.238337943251709,0.143835699583416,0.0573080623967537,0.173086132011506,0.128180394572882
"TCGA.BP.5185.01A",0.0282417062480587,0.0195050082718487,0.0719515066926523,0.481316360672307,0.398985418115133,0,0
"TCGA.CZ.5986.01A",0.189841903992585,0.387315412272881,0.338413031831594,0,0.00382754373296372,0.0611476448865164,0.0194544632834604
