"","Monocytes","DC","Fibroblasts","Cancer Cells","CD4 T","NK","CD8 T"
"TCGA.C8.A278.01A",0.273435334629111,0.158844345171735,0.479075709588267,0.0575717880963509,0,0.000287043184582888,0.0307857793299523
"TCGA.A7.A425.01A",0.125139893253338,0.350583846477803,0.515323218245552,0,0.000639556444237642,0.00159808447451505,0.00671540110455499
"TCGA.E2.A15H.01A",0.0849418721022364,0.181858642473,0.67055347049102,0.000475291279677852,0.00382632091195156,0.0358444062153432,0.0224999965267711
"TCGA.A8.A06N.01A",0.0379106536977968,0.152175458415794,0.322585749007933,0.0893467142731044,0.000460145833898812,0.394380329513653,0.00314094925782025
"TCGA.E2.A570.01A",0.14041630174486,0.0529044111952703,0.790533360110716,0,0,0.0112405320719874,0.00490539487716673
"TCGA.BH.A1FL.01A",0.041876816391855,0.419453909185474,0.468321726020719,0,0.0451773394239756,0,0.0251702089779763
"TCGA.E2.A56Z.01A",0.0259743944922537,0.112124591318851,0.322509539211397,0.126906158821167,0,0.26677472413216,0.145710592024171
"TCGA.E9.A1RI.01A",0.110439360679883,0.0932705557660703,0.793063178442459,0,0,0.00206248737157641,0.00116441774001099
"TCGA.BH.A0DP.01A",0.0775509133977746,0.417187723178352,0.385162529643246,0,0.093374333336966,0,0.0267245004436617
"TCGA.AR.A0U3.01A",0.088551320632352,0.184673387679294,0.443074201281482,0.0557681717977193,0.00260029051055337,0.220287269384615,0.00504535871398382
"TCGA.BH.A18L.01A",0.056818573891958,0.0971227094872365,0.296623047475513,0.155154871953191,0,0.268209154885162,0.12607164230694
"TCGA.A7.A3J1.01A",0.142143205960406,0.331235648660304,0.424312031518998,0,0,0.0978256340995764,0.00448347976071533
"TCGA.AC.A6IW.01A",0.235962212766852,0.546605924073812,0.139101440898372,0,0,0,0.0783304222609632
"TCGA.AC.A3YI.01A",0.0974890899138674,0.162917182955548,0.66418729153106,0.000830249254066313,0,0.0279732561272436,0.046602930218215
