"","Monocytes","DC","Fibroblasts","Cancer Cells","CD4 T","NK","CD8 T"
"TCGA.32.2616.01A",0.590969396768702,0,0.409030603231298,0,0,0,0
"TCGA.32.1980.01A",0.479810908134331,0.151789995767048,0.33696423957551,0.0169133047352052,0,0.0125377422224402,0.00198380956546534
"TCGA.28.2514.01A",0.341137735071616,0.0878873181120856,0.478902048118954,0,0,0.0864408989778255,0.00563199971951888
"TCGA.06.0644.01A",0.549454943560975,0.088473594242319,0.362071462196706,0,0,0,0
"TCGA.06.1804.01A",0.194577848711803,0.0019169069240134,0.42991911513633,0.120884359160112,0,0.252701770067741,0
"TCGA.41.2571.01A",0.293708162335222,0.26354655101249,0.280265999036039,0,0.00324831659927874,0.00555160204459406,0.153679368972376
"TCGA.19.2619.01A",0.388958278671882,0,0.60854596126275,0.000448115422329155,0,0.00204764464303811,0
"TCGA.27.1837.01A",0.273567990049986,0.00881256466003274,0.362667767073385,0.123786770748035,0,0.214880795052858,0.0162841124157029
"TCGA.27.1832.01A",0.451092009015269,0.131390923227837,0.402034345990009,0.00108267233696288,0,0.0126967037362872,0.00170334569363412
"TCGA.06.0686.01A",0.428681801698458,0.118199110555569,0.341349992593893,0.0143620107041075,0,0,0.0974070844479721
"TCGA.06.5856.01A",0.332605884461034,0.269912002401698,0.397482113137268,0,0,0,0
"TCGA.28.1753.01A",0.60893527657937,0.0114936620775344,0.355223344193475,0,0,0.0243477171496204,0
"TCGA.28.5218.01A",0.258453391783301,0.178107729675338,0.562895882926292,0,0,0,0.000542995615068391
"TCGA.32.1970.01A",0.179181250776189,0.00135324444710426,0.366738409983103,0.0771699764049881,0,0.375557118388616,0
"TCGA.28.5204.01A",0.240205386506262,0.298189245611048,0.46160536788269,0,0,0,0
"TCGA.12.3653.01A",0.212655099165051,0.464566165764697,0.322778735070252,0,0,0,0
"TCGA.06.0187.01A",0.493150501970772,0.0194295230683147,0.481065556243512,0.000385405999722578,0,0.00408880346206973,0.00188020925560941
"TCGA.19.2624.01A",0.244746882793669,0,0.401607813534675,0.0817983456196839,0,0.259388503407821,0.0124584546441515
"TCGA.12.3652.01A",0.0757919585890139,0.60067021114533,0.30019534285935,0,0.0233424874063062,0,0
"TCGA.12.5299.01A",0.262396271163264,0.364991903305868,0.371902884891933,0,0.000708940638934839,0,0
"TCGA.06.0749.01A",0.349957251450713,0.227825434877379,0.220667386347419,0.116050442145539,0,0.0420894993354532,0.0434099858434964
"TCGA.06.0158.01A",0.401174281688821,0.0761961917075354,0.377035266589507,0.027007752003771,0,0.118586508010366,0
"TCGA.19.1390.01A",0.291980206657635,0,0.241458614567617,0.181648581203819,0,0.28491259757093,0
"TCGA.28.2510.01A",0.232705533614331,0.00157998953333606,0.376742261139901,0.24770446647818,0,0.141267749234253,0
"TCGA.32.2615.01A",0.318883625757458,0.188605774339115,0.432100576923807,0,0.00157124016997573,0.0482930773678949,0.0105457054417496
"TCGA.76.4929.01A",0.422499320713093,0.0620044292187851,0.512889612313059,0.00118608733296227,0,0.00142055042209999,0
"TCGA.06.0178.01A",0.106663756946995,0.466970335407392,0.100055441859013,0,0.326310465786601,0,0
"TCGA.41.5651.01A",0.0923094310746741,0.445371759770132,0.373686285507074,0,0.0869346809287419,0,0.00169784271937824
"TCGA.14.2554.01A",0.248016044214435,0.430968520633368,0.321010572737705,0,4.86241449140832e-06,0,0
"TCGA.06.2559.01A",0.402181003541406,0.116944697866625,0.477120284211695,0,0,0.00143030121613304,0.00232371316414187
"TCGA.14.0787.01A",0.418876970717973,0.119204346540786,0.402492046062281,0.00868159983061081,0,0.00704424452350647,0.0437007923248426
"TCGA.12.0618.01A",0.311030607757108,0.246273276841946,0.423788593653897,0,0,0.00137334609711177,0.0175341756499379
"TCGA.14.1034.01A",0.54591251749015,0.0655697231366384,0.388517759373212,0,0,0,0
"TCGA.06.0743.01A",0.200357374330835,0.0483076141808116,0.286293495978161,0.313662389716852,0,0.151379125793341,0
"TCGA.16.1045.01B",0.583118080416273,0.0936643294423445,0.305920915305067,0.000355308972223805,0,0.0169413658640923,0
"TCGA.76.4927.01A",0.434990076009397,0.223091330481641,0.341918593508962,0,0,0,0
"TCGA.32.2638.01A",0.388515400282668,0.31008416230281,0.300057248519912,0,0,0.0013431888946098,0
"TCGA.14.1825.01A",0.328867684450436,0.27102623983804,0.368243470732536,0,0,0,0.0318626049789878
"TCGA.32.2632.01A",0.362993686126217,0.341950343024927,0.284088719408083,0,0,0,0.0109672514407727
"TCGA.14.1823.01A",0.206261333859528,0.41991295471472,0.295231384710926,0,0.0770773875077591,0,0.00151693920706701
"TCGA.12.3650.01A",0.1865304581237,0.566598259699753,0.246871282176546,0,0,0,0
"TCGA.06.0211.01A",0.480950652125713,0.177451283277146,0.341598064597141,0,0,0,0
"TCGA.06.0238.01A",0.258481163865117,0.218637916403472,0.177257921179082,0.169220461131435,0,0,0.176402537420894
"TCGA.06.0184.01A",0.536920946996775,0.130369086341426,0.298659051482303,0.0103307618629089,0.00142513260991168,0.000292820208778737,0.0220022004978968
"TCGA.76.4925.01A",0.366177258526307,0.145588102324632,0.472316563500418,0,0.00136428918117823,0,0.0145537864674648
"TCGA.12.0616.01A",0.203967229470361,0.376724250243656,0.276195777483781,0,0,0,0.143112742802202
"TCGA.26.5132.01A",0.294655026281099,0.0877134429550002,0.449557176580712,0,0,0.0955712703342397,0.0725030838489489
"TCGA.02.0055.01A",0.28932458458818,0.33974024089441,0.37093517451741,0,0,0,0
"TCGA.06.0132.01A",0.548470463998871,0.136570534389163,0.281996653204755,0.015185756416427,0,0.00501578847842938,0.0127608035123546
"TCGA.02.2486.01A",0.566400302216826,0.254133356402869,0.178827243208328,0,0.000639098171976654,0,0
"TCGA.19.1787.01B",0.429588361313076,0.0595555353666078,0.428688326271503,0.0536547803594177,0,0,0.0285129966893951
"TCGA.06.0211.01B",0.309747907847709,0.321335104547565,0.368916987604726,0,0,0,0
