"","Monocytes","DC","Fibroblasts","Cancer Cells","CD4 T","NK","CD8 T"
"TCGA.EL.A3D0.01A",0.0181051840103655,0.0995015031503424,0.338122761745815,0.277124996686975,0.152858840789699,0.114286713616804,0
"TCGA.J8.A4HY.01A",0.0379935099258278,0.215440538114748,0.243553179502849,0.204294833646769,0,0.198484472468771,0.100233466341035
"TCGA.L6.A4ET.01A",0.0140226432673217,0.474178664336733,0.317672934924536,0,0.193632059098265,0.000493698373143241,0
"TCGA.DE.A4MC.01A",0.0777163311888315,0.133133438415995,0.182971821757418,0.22479939555313,0,0.265732451336308,0.115646561748318
"TCGA.ET.A25K.01A",0.0724238202134605,0.19115185112067,0.539122149630928,0.0618446961285903,0,0.135457482906351,0
"TCGA.DJ.A3UU.01A",0.0453149111367627,0.49705609617182,0.399470108490558,0,0.000839660063041351,0.0556635233026882,0.00165570083512917
"TCGA.EM.A1YA.01A",0.00735838566809043,0.166125002255569,0.225935206630519,0.399553011783997,0,0.188159234702708,0.0128691589591176
"TCGA.CE.A483.01A",0.0206595780523772,0.170419811179503,0.258116772943987,0.191521127244754,0.213201592045626,0.137601190020298,0.00847992851345402
"TCGA.DJ.A3VD.01A",0.222278795847356,0.335770482270053,0.3771803992004,0.00022594661018459,0,0.0436126092094114,0.0209317668625946
"TCGA.BJ.A28S.01A",0.00390418218880081,0.247900691537567,0.286956688496033,0.069279824391733,0.135673174630864,0.215157337156425,0.0411281015985777
"TCGA.FY.A3R9.01A",0,0.0819627381513546,0.195460091685261,0.544518286035874,0.000617340690831191,0.140580370957407,0.0368611724792716
"TCGA.FY.A3R8.01A",0.092063989909932,0.176752670364054,0.281120217317902,0.15353112889691,0,0.253140945110157,0.0433910484010453
"TCGA.DJ.A3V2.01A",0.121502703636555,0.536244786136357,0.236489130798578,0,0.00112452285762246,0,0.104638856570888
"TCGA.ET.A25L.01A",0.148242848425776,0.0883748726997918,0.378502978720001,0.274789397135351,0,0.11008990301908,0
"TCGA.EL.A3D1.01A",0.043472570293241,0.420183652321543,0.292618383612001,0,0.243725393773215,0,0
"TCGA.FY.A3I4.01A",0.0871089339765917,0.301865041021906,0.448127842719819,0.125976674717026,0,0.0369215075646571,0
"TCGA.DJ.A3UV.01A",0.128325312286603,0.292674107650854,0.469992027053288,0,0,0.0877302823787429,0.021278270630512
"TCGA.BJ.A28T.01A",0.187219332606962,0.311531028086103,0.203133120755258,0,0,0.180031701396933,0.118084817154744
"TCGA.EM.A3FQ.01A",0.217102812865189,0.377992225032877,0.356645382940636,0,0.00144310559010921,0.00153543167692845,0.0452810418942605
"TCGA.J8.A4HW.01A",0.0271633278772192,0.324157429693085,0.575937945010462,0,0.00405860497976766,0.0666217302324519,0.0020609622070147
"TCGA.MK.A4N6.01A",0.195572896123508,0.0866774355186047,0.451617058084722,0.0977555258967444,0.00261242033115015,0.13091552806432,0.0348491359809506
"TCGA.DJ.A3V8.01A",0.0817900853960591,0.161015598144945,0.252710688996343,0.202582188206254,0.259865051547374,0,0.0420363877090245
"TCGA.DJ.A1QI.01A",0.0583756991691007,0.424605469362277,0.516143567709138,0,0,0.000875263759484527,0
"TCGA.EL.A3H8.01A",0.00954324344377884,0.408396625635564,0.466393489597311,0,0.107132780747779,0.00853386057556638,0
"TCGA.EM.A3O3.01A",0.208418868261894,0.234252105552128,0.251454403881937,0.144644039749701,0.0947361974245462,0.0163852429569508,0.0501091421728431
"TCGA.IM.A3U3.01A",0.0844805310556849,0.314292032980545,0.253043084517574,0.13070954392384,0,0.14881670455647,0.0686581029658854
"TCGA.BJ.A191.01A",0,0.553505555996108,0.208799348228196,0,0.237695095775695,0,0
"TCGA.E8.A3X7.01A",0.027814267214357,0.171615957483749,0.18830226718338,0.213891682380484,0.324178670132968,0.00479103951404777,0.0694061160910139
"TCGA.FY.A3YR.01A",0.0742088115309866,0.128604625331291,0.253673906370645,0.403019500389001,0,0.11038748384395,0.0301056725341258
"TCGA.KS.A41I.01A",0.0620128556491807,0.0432200593988993,0.0610166986837747,0.782153784276327,0.0515966019918178,0,0
"TCGA.EL.A3CS.01A",0.0039455117174649,0.241848289711764,0.300648750157351,0.211223088875527,0.162093717077929,0.0245324793833084,0.0557081630766561
"TCGA.EL.A3GU.01A",0.0690754284041218,0.124929557209717,0.422956137717531,0.322707257916611,0,0.0603316187520203,0
"TCGA.EM.A1CU.01A",0.0368243995972235,0.318843194399773,0.465652739303422,0,0.176883081626892,0.00179658507268938,0
"TCGA.H2.A26U.01A",0.248430841430578,0.183753359108576,0.262197083444233,0.105171028707554,0,0.148349007809602,0.0520986794994571
"TCGA.DJ.A2PT.01A",0.24594218306333,0.258794462037465,0.330133651655782,0.0147638821013805,0.116329163902863,0,0.034036657239179
"TCGA.DJ.A3V6.01A",0.0946514804527319,0.15410039945064,0.297139915064326,0.12986154801136,0,0.24552692313585,0.0787197338850924
"TCGA.DJ.A2Q7.01A",0.0621808774112287,0.506667649711313,0.419881856478305,0,0,0.00277672831570383,0.00849288808344968
"TCGA.ET.A3BV.01A",0.0644601115411946,0.0660205532883533,0.868325107327482,0,0,0,0.00119422784297049
"TCGA.EL.A3ZL.01A",0.000172031418069387,0.0707384244207447,0.200534556220413,0.384404229481506,0.18495608953032,0.159194668928946,0
