"","Monocytes","DC","Fibroblasts","Cancer Cells","CD4 T","NK","CD8 T"
"TCGA.C5.A7UI.01A",0.0965809857345107,0.607967741548941,0.157924014613519,0,0.083506241520398,0,0.0540210165826309
"TCGA.C5.A902.01A",0.0661368971451223,0.545629435149505,0.1589798067989,0,0,0.00448565985109147,0.224768201055382
"TCGA.DS.A1OB.01A",0.205633119460874,0.276084778245733,0.334542361126397,0,0,0,0.183739741166997
"TCGA.Q1.A6DW.01A",0.0697664948883726,0.262046114305895,0.525659811067209,0,0,0.0703995921019078,0.0721279876366147
"TCGA.EK.A2R7.01A",0.149563159785729,0.205539513322183,0.296617749021961,0.111716874275245,0.002229042472233,0.00543460358913488,0.228899057533514
"TCGA.C5.A7X8.01A",0.156155998126414,0.0226798405778972,0.467832713820295,0.284932463448168,0,0,0.0683989840272262
"TCGA.Q1.A5R3.01A",0.044524030082241,0.476005976567053,0.187199153103511,0,0.292270840247196,0,0
"TCGA.C5.A7X5.01A",0.151382695582058,0.361095717046572,0.48752158737137,0,0,0,0
"TCGA.ZJ.A8QR.01A",0.09949210680045,0.0335049261841455,0.427067639374082,0.198637413820099,0,0.00649982834425188,0.234798085476972
"TCGA.HM.A3JK.01A",0.0601185705094952,0.407341210089742,0.386427023326132,0,0.0991859355391955,0,0.0469272605354355
"TCGA.EA.A556.01A",0.0357869035644849,0.195562966326983,0.496880798089853,0.174350829562616,0,0.0666871337921156,0.0307313686639469
"TCGA.VS.A9V4.01A",0.0449043086295591,0.249970531019671,0.267012056255911,0.0412516640968481,0.300903443893668,0,0.0959579961043434
"TCGA.IR.A3L7.01A",0.000655652814178508,0.0884687253280876,0.317627174174174,0.112409293776847,0,0.323714608561972,0.157124545344742
"TCGA.EK.A2RL.01A",0.100508275462288,0.537725502022089,0.353676879251522,0,0,0,0.00808934326410055
"TCGA.VS.A94X.01A",0.273855413730467,0.320400358668768,0.404690125686103,0,0,0,0.00105410191466207
"TCGA.VS.A9V3.01A",0.172433921362296,0.409393854587866,0.3624999614055,0,0,0.0025079179715487,0.0531643446727887
"TCGA.EK.A2RO.01A",0.0801024497958159,0.319194524363904,0.565888585354049,0,0,0,0.0348144404862311
"TCGA.JW.A5VJ.01A",0.163402144874956,0.0981428998880413,0.284308373864595,0.178363648691454,0.0850155351621264,0,0.190767397518827
"TCGA.MA.AA42.01A",0.210126242296176,0.527281141640768,0.11432342230264,0,0,0,0.148269193760416
"TCGA.C5.A1MK.01A",0.158611375281585,0.168180759173067,0.552089220912302,0,0,0,0.121118644633045
"TCGA.UC.A7PG.01A",0.101657475954571,0.148532845638812,0.3866019436563,0,0.318312801475702,0,0.0448949332746152
"TCGA.VS.A9UH.01A",0.409371869652507,0.260980477093835,0.329647653253658,0,0,0,0
"TCGA.4J.AA1J.01A",0.199579492802149,0.120992418473693,0.624193655613091,0,0,0.00407218111572079,0.0511622519953461
"TCGA.C5.A1ME.01A",0.0458727722123138,0.608509055317923,0.171540688025148,0,0.174077484444615,0,0
"TCGA.C5.A8YR.01A",0.282200908810712,0.159547329168136,0.330946182442858,0.145384193702943,0,0,0.0819213858753502
"TCGA.EA.A5FO.01A",0.0565714431062259,0.334326712030335,0.357145366750917,0,0,0,0.251956478112523
"TCGA.MA.AA3Z.01A",0.152588358775162,0.33495709640048,0.249369746171067,0,0,0.107687200357725,0.155397598295565
"TCGA.C5.A8XJ.01A",0.149551012406089,0.0517203385671695,0.521265178848912,0.043166643936729,0,0.229188518124999,0.00510830811610107
