"","cellFractions.B.Cells","cellFractions.DC","cellFractions.Endothelial.Cells","cellFractions.Fibroblasts","cellFractions.Macrophages","cellFractions.Mast.Cells","cellFractions.T.Cells","cellFractions.otherCells"
"TCGA.KL.8325.01A",1.27276161639377e-09,0.0899663499423972,0.0720355830456709,0.00136703733004613,0.00597282034105479,1.27048086701794e-05,1.8956477101021e-10,0.830645503069834
"TCGA.KO.8411.01A",2.48415202676327e-08,0.0156720230192746,0.144039353983676,0.000635180984665258,0.00427519204585229,2.82602520091916e-05,4.01691410947479e-07,0.835349563181591
"TCGA.KL.8331.01A",2.72380899157425e-08,0.0519163227868004,0.0471840803876419,0.00223389855282763,0.00356395451084052,0.000103020285528958,9.65113620490881e-08,0.894998599726909
"TCGA.KO.8409.01A",3.05498311690508e-05,0.00597272947610207,0.0494836422399749,0.000466023696837329,0.00373612523215543,2.83708255416721e-06,0.000968645684720137,0.939339446756487
"TCGA.KM.8439.01A",1.41122944241826e-08,0.0275544949961798,0.0566387482406271,0.0025279853985889,0.00884376839481655,0.000119780249156662,0.000405532156604297,0.903909676451732
"TCGA.KN.8423.01A",1.2170250140812e-08,0.0497899201906611,0.114735338270635,0.00130267802844554,0.00697782431655091,6.58826080971168e-06,0.000917187677828839,0.826270451084819
"TCGA.KL.8339.01A",7.55216494274791e-09,0.0933088499329114,0.141509360605921,0.00170395605399806,0.00731750942375467,8.07316830580138e-05,6.55048963680805e-08,0.756079519243296
"TCGA.KN.8434.01A",4.83808968645917e-10,0.0733780476449125,0.145082662868801,0.00237078389633749,0.014618342661803,0.000232662379136939,5.67562898338711e-09,0.764317494389571
"TCGA.KL.8342.01A",2.99485274624136e-10,0.0464659876249644,0.115972840258093,0.00200869933515195,0.0103802656882479,3.29880046731082e-05,0.00339727735256618,0.821741941436818
"TCGA.KN.8428.01A",2.17945559173647e-08,0.233031311642624,0.0709893733410985,0.0115853790089908,0.0110972581346839,6.77651647006657e-05,1.48241761177627e-07,0.673228742671585
"TCGA.KO.8416.01A",2.06481414677069e-07,0.021374110689912,0.0645064558067415,0.00123296554690438,0.00533742221421433,4.1308757834761e-05,2.78368580848057e-09,0.907507527719292
"TCGA.KL.8344.01A",3.78509156991376e-09,0.05011304196805,0.352879957806284,0.0060469664338509,0.00958503517971149,3.85096542267353e-05,1.18404429697584e-07,0.581336366768356
"TCGA.KM.8441.01A",1.47333555049444e-08,0.0211482852175766,0.0695134438861745,0.00802540716123447,0.0179530188255878,0.000110664345082702,1.46727339485871e-07,0.883249019103649
"TCGA.KM.8442.01A",2.08154066600758e-08,0.0583915274050332,0.0668539247960169,0.00545650940110372,0.00815013739387801,4.03985026365171e-06,2.67353513365282e-07,0.861143572984784
"TCGA.KL.8346.01A",1.67992527211362e-08,0.055960023811219,0.0526133659585571,0.00157718295018534,0.00179228729628689,1.84860678719785e-05,6.00027257198778e-08,0.888038577113901
"TCGA.KL.8341.01A",4.27033038438642e-08,0.0581035516873708,0.0602312233117235,0.000952162654625905,0.00244751385787565,1.5574582091402e-05,9.9347579891548e-10,0.878249930209533
"TCGA.KL.8330.01A",1.18156923581371e-08,0.0322127654429107,0.0425210861828214,0.00123426388999612,0.00249159487702203,1.40071662987621e-05,1.03437357776451e-08,0.921526260281523
"TCGA.KN.8431.01A",4.15814153628813e-08,0.0257085122081694,0.113095984851438,1.19584177295136e-07,0.00238774622761312,1.56242437898548e-05,0.000394668471964313,0.858397302831432
"TCGA.KO.8403.01A",5.21467043133631e-09,0.0312187662873545,0.0756249988973009,0.00141815826101513,0.0130636136824246,0.000104145333153477,2.62123526798134e-06,0.878567691088813
"TCGA.KO.8405.01A",8.44961816116714e-09,0.158607150455853,0.0893759668845633,0.0165646769856019,0.0286758921108466,3.03989875439853e-05,0.00127179757272209,0.705474108553251
"TCGA.KN.8435.01A",1.45929811507546e-09,0.0425226275573583,0.0755855667698171,0.00303788632067622,0.00313070072758681,1.94957817635273e-05,3.85316837507062e-09,0.875703717530332
"TCGA.KN.8419.01A",2.65823571233253e-09,0.0459931507387685,0.127140611945613,0.00153934225369358,0.00584122322215672,1.18309511492603e-05,0.00293387997904487,0.816539958251338
"TCGA.KL.8337.01A",1.67881735407803e-08,0.0200078919962745,0.0612299732340964,0.00133797192844447,0.00171881749600904,3.08342198720642e-06,1.13897327509226e-09,0.915702243996041
"TCGA.KL.8332.01A",0.000367764852194473,0.0479968110072486,0.219496212201706,0.00033166861491852,0.00668440530533024,1.37363365681248e-07,2.38428291474291e-08,0.725122976812408
"TCGA.KO.8413.01A",1.09216958633146e-07,0.0571200476051062,0.150564971809278,0.00408551671289544,0.0197646654065991,0.000206261027898662,0.00235665795793243,0.765901770263332
"TCGA.KM.8443.01A",3.81376626551579e-09,0.0404541035175438,0.0438710263079698,0.000281261938926156,0.00174548142881696,8.30720696006377e-06,3.20067806368168e-08,0.913639783779236
"TCGA.KL.8333.01A",0.0183260704568404,0.047973075990973,0.284866765244867,0.0150305952787575,0.0144772014257032,2.13538933333342e-05,0.0043940817148816,0.614910855994644
"TCGA.KL.8334.01A",2.94793424224451e-09,0.0634236594776097,0.07959583479127,0.00422330903201878,0.0133050862547511,8.64158794250975e-05,9.28343529105252e-08,0.839365598782638
"TCGA.KN.8427.01A",1.65396868258062e-09,0.657720429580109,0.141089171145172,0.0414867449280301,0.054687326824499,0.000161403170946668,6.35098621834895e-08,0.104854859187413
"TCGA.KL.8338.01A",3.82364150575824e-09,0.0581765682893966,0.0583546819138592,0.00224099295416864,0.00493252954704157,9.21572610774651e-05,0.000611483182843334,0.875591583027972
"TCGA.KN.8432.01A",3.20672117507197e-08,0.0292231372747198,0.166972582077905,0.00204911030679763,0.00831753344239894,2.7010407602967e-06,0.00364532536056398,0.789789578429643
"TCGA.KO.8410.01A",2.01276339089913e-08,0.0611709023859505,0.0852419196139885,0.00239187493106991,0.00902265488574583,6.62989135827355e-06,0.00120416149630646,0.840961836667947
"TCGA.KN.8437.01A",2.96069256740175e-07,0.0196402013343507,0.0533457523847608,0.00344000946928652,0.00930649681388995,1.42692137800896e-05,1.14300082565994e-06,0.91425183171385
"TCGA.KN.8430.01A",0.000463047278035213,0.0451210821187395,0.131461988629708,0.00423148656392937,0.0110379096113245,5.06879008109837e-05,0.00232475930228637,0.805309038595166
"TCGA.KM.8477.01A",1.36768059592078e-09,0.0263321361478662,0.0560609916125812,0.00249444582492508,0.0038880208066506,0.000128638125341367,4.87614527289252e-10,0.911095765627341
"TCGA.KO.8414.01A",9.50508672973385e-08,0.0118597878125365,0.0624920735422201,0.00104920235481418,0.00784917984810867,1.18112176582732e-05,0.00541685829686451,0.91132099187693
"TCGA.KL.8323.01A",6.90358933491564e-08,0.110982351698287,0.0861701164266525,0.00208718717544967,0.00558094415819936,2.98034056883861e-05,4.46574561015111e-08,0.795149483442373
"TCGA.KL.8328.01A",6.45584947691787e-13,0.0411350887628834,0.0409909602894758,0.000925027958567364,0.0021408058260805,1.60803000148559e-05,1.59149721436708e-08,0.91479202094736
"TCGA.KN.8426.01A",1.9220326894629e-09,0.0265298232749135,0.0673707914670454,0.000702764859152921,0.0102710086528835,4.37888421416737e-05,0.000612301271193313,0.894469519710637
"TCGA.KL.8336.01A",1.5987983942201e-08,0.205185947790176,0.112465862862607,0.00269747461933982,0.0207754387051298,1.36209460039792e-05,8.76952702355946e-09,0.658861630319232
"TCGA.KL.8329.01A",3.01430665435918e-08,0.110274646002857,0.0659421108235807,0.00444915166277238,0.0204889825899925,0.000215492957792232,0.00282285175243271,0.795806734067506
"TCGA.KN.8429.01A",1.43517218216687e-08,0.050862222443515,0.11012697570426,0.00228261490536472,0.0088753368200145,1.55163137432739e-05,0.00174161576597378,0.826095703695407
"TCGA.KL.8326.01A",4.91287315564134e-09,0.0308868187696367,0.0513306526196409,0.000847797673229279,0.0011665924670294,1.92535244555128e-09,7.41968201310331e-08,0.915768057435418
"TCGA.KN.8425.01A",4.11057661408341e-07,0.0457333837991261,0.0807536898620799,0.00176986426023996,0.0154382692705968,1.34233538723633e-05,6.9120529918742e-09,0.856290951484371
"TCGA.KL.8327.01A",0.000135676405994264,0.0021212535481946,0.0511736433218386,0.000220170237609595,0.00156397105487881,1.71375074762212e-06,3.42303151940325e-05,0.944749341365543
"TCGA.KL.8343.01A",5.103701521865e-08,0.077391949418333,0.0971198410757417,0.00419612766964731,0.00655561511770569,3.02377848331547e-05,2.61599080393362e-09,0.814706175280733
"TCGA.KL.8324.01A",2.89547992599834e-08,0.0276246035541625,0.102342787676001,0.00167494023521655,0.00239458847055948,1.46600584869025e-05,0.000420089137919327,0.865528301912855
"TCGA.KN.8433.01A",2.45460235802935e-09,0.0205346880569501,0.0813200586407588,0.00390097863517522,0.00958047006530095,4.09571293699275e-05,1.51563389117558e-08,0.884622829861504
"TCGA.KO.8417.01A",2.48391758336336e-08,0.0247854059075254,0.104779214916112,0.0012715350281696,0.00224850523161976,6.56113035402154e-05,4.98291253426186e-05,0.866799873648515
