sample_id,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-AN-A0FD-01A,BRCA,simu_bulk_2ds_ref,0.008,0.001,0.013,0.008,0.003,0.001,0.587,0.005,0.031,0.293,0.004,0.042,0.002,0,0,0
TCGA-A8-A099-01A,BRCA,simu_bulk_2ds_ref,0,0.003,0.01,0,0.013,0,0.715,0.015,0.043,0.14,0.001,0.054,0.006,0,0,0
TCGA-GM-A5PV-01A,BRCA,simu_bulk_2ds_ref,0.003,0,0.005,0,0.018,0,0.801,0.032,0.041,0.018,0.029,0.052,0.001,0,0,0
TCGA-E9-A1R0-01A,BRCA,simu_bulk_2ds_ref,0.012,0.009,0.015,0,0.017,0.002,0.547,0.034,0.079,0.2,0.036,0.037,0.01,0,0.001,0
TCGA-OL-A5RV-01A,BRCA,simu_bulk_2ds_ref,0.006,0.006,0.009,0,0.008,0.006,0.684,0.023,0.064,0.124,0.031,0.026,0.008,0,0.005,0
TCGA-D8-A27P-01A,BRCA,simu_bulk_2ds_ref,0.005,0.001,0.005,0,0.002,0.002,0.706,0.018,0.036,0.155,0.024,0.038,0.007,0,0,0
TCGA-GM-A3XN-01A,BRCA,simu_bulk_2ds_ref,0.009,0.002,0.015,0,0.018,0.006,0.423,0.035,0.099,0.289,0.039,0.062,0.002,0,0.001,0
TCGA-A7-A0DC-01B,BRCA,simu_bulk_2ds_ref,0.003,0.01,0,0.006,0.003,0.019,0.711,0.01,0.078,0.069,0.048,0.01,0.026,0,0.007,0
TCGA-E9-A5FK-01A,BRCA,simu_bulk_2ds_ref,0.018,0.032,0.04,0,0.056,0.011,0.451,0.073,0.105,0.114,0.031,0.062,0.002,0.004,0,0
TCGA-E9-A1RC-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0,0,0.003,0,0.794,0,0.025,0.141,0,0.032,0.003,0,0,0
TCGA-A8-A0A1-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.038,0,0.029,0.001,0.473,0.039,0.046,0.182,0.017,0.165,0.007,0,0.001,0
TCGA-A7-A5ZX-01A,BRCA,simu_bulk_2ds_ref,0.004,0.001,0.006,0,0.005,0.003,0.542,0.018,0.057,0.306,0.012,0.038,0.01,0,0,0
TCGA-OL-A5DA-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.007,0,0.033,0,0.726,0.029,0.036,0.128,0.003,0.031,0.005,0,0,0
TCGA-BH-A0BC-01A,BRCA,simu_bulk_2ds_ref,0.011,0.002,0.033,0,0.012,0.001,0.537,0.026,0.067,0.156,0.029,0.123,0.003,0,0,0
TCGA-AN-A0FN-01A,BRCA,simu_bulk_2ds_ref,0.009,0.025,0.036,0,0.043,0.002,0.127,0.051,0.143,0.43,0.036,0.091,0.007,0,0,0
TCGA-AR-A0TV-01A,BRCA,simu_bulk_2ds_ref,0.032,0.001,0.014,0.016,0.034,0,0.739,0.005,0.019,0.047,0.007,0.082,0,0,0.004,0
TCGA-E9-A226-01A,BRCA,simu_bulk_2ds_ref,0.001,0.003,0.011,0,0.001,0.001,0.637,0.001,0.028,0.285,0,0.023,0.005,0,0.002,0
TCGA-A2-A0D0-01A,BRCA,simu_bulk_2ds_ref,0,0,0.006,0.014,0.019,0,0.851,0.026,0.016,0.038,0,0.03,0,0,0,0.001
TCGA-AN-A0XU-01A,BRCA,simu_bulk_2ds_ref,0.019,0.002,0.004,0.037,0.015,0,0.738,0.022,0.024,0.085,0.001,0.052,0.001,0,0,0
TCGA-AC-A23E-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.01,0,0,0.001,0.466,0.001,0.039,0.375,0,0.101,0.006,0,0,0
TCGA-D8-A3Z6-01A,BRCA,simu_bulk_2ds_ref,0.012,0.002,0.005,0,0.005,0.001,0.621,0.008,0.051,0.197,0.032,0.063,0.005,0,0,0
TCGA-OL-A66P-01A,BRCA,simu_bulk_2ds_ref,0.102,0.001,0.021,0.014,0.033,0,0.496,0.013,0.021,0.121,0.009,0.162,0.002,0.004,0.001,0
TCGA-A1-A0SK-01A,BRCA,simu_bulk_2ds_ref,0,0.011,0.003,0.001,0.001,0,0.931,0.002,0.024,0.024,0.001,0.001,0.002,0,0,0
TCGA-A8-A0A9-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.003,0.003,0.015,0.001,0.74,0.007,0.021,0.13,0,0.076,0.003,0,0,0
TCGA-C8-A8HQ-01A,BRCA,simu_bulk_2ds_ref,0.016,0.004,0.012,0.011,0.021,0,0.562,0.012,0.034,0.222,0.018,0.086,0.002,0,0,0
TCGA-GI-A2C8-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0.007,0,0.009,0,0.428,0.002,0.074,0.274,0.031,0.147,0.005,0,0.019,0.001
TCGA-B6-A408-01A,BRCA,simu_bulk_2ds_ref,0.026,0.001,0.032,0,0.025,0,0.574,0.02,0.058,0.153,0.009,0.097,0.004,0,0.001,0
TCGA-AR-A24X-01A,BRCA,simu_bulk_2ds_ref,0.001,0.015,0.021,0,0.013,0.005,0.659,0.014,0.044,0.188,0.017,0.021,0.002,0,0.001,0
TCGA-D8-A13Y-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.001,0.002,0.01,0,0.892,0.003,0.021,0.036,0.016,0.015,0.002,0,0,0
TCGA-D8-A1XA-01A,BRCA,simu_bulk_2ds_ref,0.011,0.001,0.003,0,0.007,0.002,0.725,0.01,0.033,0.126,0.001,0.072,0.008,0,0.001,0
TCGA-D8-A27E-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.005,0,0.012,0,0.81,0.011,0.033,0.052,0.024,0.05,0.001,0,0,0
TCGA-D8-A1XV-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0,0,0,0.001,0.914,0.001,0.029,0.021,0.002,0.019,0.011,0,0,0
TCGA-A2-A25F-01A,BRCA,simu_bulk_2ds_ref,0.01,0.043,0.089,0.004,0.064,0.024,0.153,0.101,0.096,0.177,0.028,0.203,0.003,0,0.007,0
TCGA-S3-A6ZF-01A,BRCA,simu_bulk_2ds_ref,0.011,0.01,0.016,0.002,0.023,0.001,0.656,0.033,0.059,0.098,0.02,0.067,0.005,0,0.001,0
TCGA-C8-A26X-01A,BRCA,simu_bulk_2ds_ref,0.082,0.002,0.036,0.003,0.026,0,0.469,0.015,0.044,0.14,0.016,0.159,0.002,0,0.005,0
TCGA-C8-A27A-01A,BRCA,simu_bulk_2ds_ref,0.005,0.008,0.008,0.002,0.003,0.001,0.822,0,0.036,0.051,0.05,0.008,0.005,0,0.001,0
TCGA-BH-A1EX-01A,BRCA,simu_bulk_2ds_ref,0.001,0.008,0.018,0,0.019,0.001,0.555,0.008,0.042,0.211,0.009,0.113,0.004,0,0.013,0
TCGA-BH-A0W5-01A,BRCA,simu_bulk_2ds_ref,0.012,0.069,0.041,0,0.021,0.061,0.414,0.054,0.065,0.187,0.017,0.051,0.007,0,0.001,0
TCGA-AR-A24M-01A,BRCA,simu_bulk_2ds_ref,0.003,0.004,0.008,0,0,0.001,0.596,0.011,0.074,0.211,0.019,0.062,0.012,0,0,0
TCGA-JL-A3YX-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.001,0.002,0.006,0.001,0.793,0.011,0.03,0.102,0.022,0.023,0.007,0,0,0
TCGA-A8-A0A4-01A,BRCA,simu_bulk_2ds_ref,0.009,0.001,0.002,0.007,0.002,0.001,0.631,0.012,0.068,0.161,0.059,0.04,0.007,0,0,0
TCGA-E9-A3HO-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.007,0.007,0.013,0,0.803,0.011,0.042,0.044,0.038,0.032,0,0,0,0
TCGA-EW-A2FV-01A,BRCA,simu_bulk_2ds_ref,0.011,0.002,0.007,0.014,0.023,0.001,0.608,0.024,0.122,0.086,0.031,0.068,0.003,0,0.001,0
TCGA-BH-A0EA-01A,BRCA,simu_bulk_2ds_ref,0.005,0.002,0.01,0,0.009,0.003,0.481,0.03,0.114,0.215,0.069,0.052,0.006,0,0.005,0
TCGA-AO-A0JB-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.001,0,0.002,0.84,0.004,0.015,0.068,0.024,0.047,0,0,0,0
TCGA-A8-A06P-01A,BRCA,simu_bulk_2ds_ref,0.014,0.01,0.005,0,0.006,0.001,0.529,0.014,0.051,0.27,0.021,0.073,0.006,0,0,0
TCGA-E9-A1NG-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.02,0,0.001,0.001,0.324,0.018,0.089,0.417,0.005,0.118,0.006,0,0.001,0
TCGA-BH-A18T-01A,BRCA,simu_bulk_2ds_ref,0,0,0.009,0.003,0.005,0,0.873,0.008,0.022,0.046,0,0.032,0.001,0,0,0
TCGA-E2-A15R-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0,0,0.005,0,0.894,0.008,0.025,0.053,0,0.008,0.004,0,0,0
TCGA-AO-A0JJ-01A,BRCA,simu_bulk_2ds_ref,0.033,0.005,0.027,0.001,0.027,0.001,0.418,0.048,0.095,0.23,0.018,0.087,0.008,0,0,0
TCGA-E2-A15L-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.004,0,0,0.001,0.618,0.003,0.037,0.276,0.001,0.052,0.006,0,0,0
TCGA-AR-A1AJ-01A,BRCA,simu_bulk_2ds_ref,0.01,0.029,0.067,0.01,0.034,0.002,0.379,0.097,0.083,0.112,0.024,0.129,0.005,0,0.016,0.001
TCGA-BH-A0BA-01A,BRCA,simu_bulk_2ds_ref,0.024,0.003,0.014,0,0.014,0.002,0.606,0.024,0.102,0.133,0.025,0.039,0.013,0,0.001,0
TCGA-AN-A04D-01A,BRCA,simu_bulk_2ds_ref,0,0,0.002,0,0.004,0,0.902,0.001,0.032,0.028,0.019,0.009,0.001,0,0,0
TCGA-BH-A0AU-01A,BRCA,simu_bulk_2ds_ref,0.015,0.002,0.014,0,0.027,0.002,0.615,0.02,0.032,0.218,0.005,0.042,0.006,0,0,0
TCGA-A2-A25D-01A,BRCA,simu_bulk_2ds_ref,0.004,0.01,0.031,0.01,0.026,0.001,0.627,0.034,0.083,0.051,0.036,0.084,0.001,0,0,0
TCGA-AO-A126-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.012,0.001,0.015,0,0.568,0.009,0.039,0.283,0.025,0.039,0.009,0,0,0
TCGA-A8-A09Q-01A,BRCA,simu_bulk_2ds_ref,0.017,0.01,0.024,0.001,0.019,0.001,0.645,0.004,0.034,0.096,0.006,0.137,0.005,0,0,0
TCGA-EW-A1J1-01A,BRCA,simu_bulk_2ds_ref,0.013,0.004,0.008,0.002,0.034,0.001,0.714,0.036,0.042,0.042,0.027,0.076,0.001,0,0,0
TCGA-E2-A15D-01A,BRCA,simu_bulk_2ds_ref,0.001,0.004,0.009,0,0.013,0.003,0.617,0.023,0.093,0.17,0.032,0.026,0.006,0,0.004,0
TCGA-LL-A5YO-01A,BRCA,simu_bulk_2ds_ref,0.041,0.056,0.061,0.009,0.04,0.001,0.451,0.073,0.025,0.083,0.006,0.139,0.003,0.005,0.007,0
TCGA-LL-A5YL-01A,BRCA,simu_bulk_2ds_ref,0.005,0.006,0.014,0.007,0.014,0,0.685,0.021,0.02,0.152,0.008,0.065,0.003,0,0,0
TCGA-A8-A08X-01A,BRCA,simu_bulk_2ds_ref,0.09,0.002,0.012,0.001,0.017,0.001,0.53,0.017,0.023,0.215,0.001,0.088,0.003,0,0,0
TCGA-A2-A0EN-01A,BRCA,simu_bulk_2ds_ref,0.001,0.01,0.043,0,0.028,0.015,0.322,0.067,0.096,0.272,0.025,0.102,0.004,0,0.015,0.001
TCGA-AR-A2LR-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0,0,0.008,0.001,0.654,0.016,0.074,0.194,0.018,0.028,0.004,0,0,0
TCGA-B6-A1KN-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0.007,0.009,0,0.001,0.742,0.01,0.078,0.101,0.026,0.018,0.002,0,0.002,0
TCGA-A7-A6VY-01A,BRCA,simu_bulk_2ds_ref,0.03,0.001,0.032,0.002,0.022,0,0.609,0.023,0.026,0.128,0.001,0.111,0.002,0,0.013,0
TCGA-C8-A1HL-01A,BRCA,simu_bulk_2ds_ref,0.002,0,0.005,0,0.001,0,0.689,0,0.094,0.096,0.027,0.083,0.001,0,0,0
TCGA-B6-A0WV-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0,0.001,0.004,0.001,0.893,0.006,0.017,0.057,0.009,0.009,0.001,0,0,0
TCGA-E2-A159-01A,BRCA,simu_bulk_2ds_ref,0.02,0.001,0.037,0.012,0.029,0.001,0.614,0.021,0.041,0.084,0.013,0.1,0.002,0,0.024,0.001
TCGA-AR-A1AT-01A,BRCA,simu_bulk_2ds_ref,0.008,0.001,0.034,0.002,0.036,0,0.592,0.032,0.051,0.097,0.019,0.118,0.001,0,0.008,0.001
TCGA-BH-A6R8-01A,BRCA,simu_bulk_2ds_ref,0.008,0.002,0.008,0.007,0.02,0,0.745,0.008,0.023,0.069,0.012,0.093,0.004,0,0.001,0
TCGA-D8-A1Y1-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.01,0.002,0.003,0,0.588,0.001,0.025,0.262,0,0.105,0.002,0,0,0
TCGA-BH-A0EE-01A,BRCA,simu_bulk_2ds_ref,0,0,0.005,0.016,0,0,0.934,0.012,0.013,0,0.005,0.01,0,0,0.004,0
TCGA-AC-A3OD-01B,BRCA,simu_bulk_2ds_ref,0.016,0.02,0.009,0.041,0.057,0.084,0.415,0.069,0.046,0.139,0.022,0.07,0.01,0,0.001,0
TCGA-BH-A0HB-01A,BRCA,simu_bulk_2ds_ref,0.002,0.001,0.013,0.006,0.026,0,0.745,0.021,0.017,0.09,0.006,0.072,0.001,0,0,0
TCGA-A2-A1FW-01A,BRCA,simu_bulk_2ds_ref,0.006,0.001,0.007,0.003,0.004,0.001,0.835,0.006,0.028,0.076,0.005,0.026,0.002,0,0.001,0
TCGA-E2-A14Z-01A,BRCA,simu_bulk_2ds_ref,0.006,0.002,0.04,0,0.028,0.002,0.559,0.086,0.038,0.12,0.024,0.09,0.005,0,0,0
TCGA-EW-A1PF-01A,BRCA,simu_bulk_2ds_ref,0.013,0.006,0.014,0,0.014,0.001,0.53,0.028,0.08,0.22,0.025,0.062,0.004,0,0,0
TCGA-BH-A1FU-01A,BRCA,simu_bulk_2ds_ref,0.009,0.013,0.022,0,0.011,0.004,0.496,0.035,0.097,0.235,0.029,0.043,0.004,0,0.001,0
TCGA-A8-A07C-01A,BRCA,simu_bulk_2ds_ref,0.011,0.013,0.012,0.018,0.02,0,0.728,0.02,0.059,0.071,0,0.046,0.002,0,0,0
TCGA-E9-A5UO-01A,BRCA,simu_bulk_2ds_ref,0.013,0,0.003,0.002,0.001,0,0.862,0,0.034,0,0.068,0.016,0,0,0,0
TCGA-S3-AA11-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.001,0,0.01,0.002,0.818,0.012,0.023,0.098,0.006,0.022,0.006,0,0,0
TCGA-BH-A0C0-01A,BRCA,simu_bulk_2ds_ref,0.017,0.001,0.04,0.023,0.043,0,0.587,0.05,0.019,0.043,0.014,0.143,0.003,0,0.014,0.002
TCGA-E2-A14R-01A,BRCA,simu_bulk_2ds_ref,0.032,0.001,0.011,0.01,0.018,0,0.778,0.014,0.04,0.037,0.001,0.059,0,0,0.001,0
TCGA-AC-A62Y-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.005,0.001,0.01,0,0.616,0.01,0.063,0.113,0.027,0.148,0.005,0,0,0
TCGA-B6-A0WX-01A,BRCA,simu_bulk_2ds_ref,0.008,0.014,0.02,0,0.011,0.003,0.512,0.037,0.043,0.311,0.014,0.025,0.002,0,0,0
TCGA-A8-A091-01A,BRCA,simu_bulk_2ds_ref,0.008,0.001,0.002,0.001,0.026,0.001,0.685,0.02,0.074,0.106,0.02,0.046,0.009,0,0.001,0
TCGA-A7-A0DA-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.006,0,0.005,0,0.694,0.011,0.033,0.218,0,0.028,0.002,0,0.003,0
TCGA-AN-A0XR-01A,BRCA,simu_bulk_2ds_ref,0.001,0,0.002,0.006,0.001,0.001,0.796,0.019,0.018,0.107,0.001,0.041,0.005,0,0,0
TCGA-BH-A0H0-01A,BRCA,simu_bulk_2ds_ref,0.015,0,0.003,0.001,0.007,0.001,0.849,0.013,0.028,0.007,0.018,0.046,0.011,0,0,0
TCGA-D8-A1X9-01A,BRCA,simu_bulk_2ds_ref,0.001,0.005,0.012,0.005,0.016,0,0.663,0.001,0.046,0.15,0.004,0.095,0.001,0,0,0
TCGA-LL-A5YN-01A,BRCA,simu_bulk_2ds_ref,0.012,0.045,0.051,0.001,0.038,0.015,0.583,0.077,0.017,0.086,0.009,0.062,0.003,0,0,0
TCGA-B6-A0WW-01A,BRCA,simu_bulk_2ds_ref,0,0,0.007,0.003,0.002,0,0.732,0,0.034,0.151,0.04,0.028,0.001,0,0,0
TCGA-BH-A1FH-01A,BRCA,simu_bulk_2ds_ref,0.008,0.002,0.012,0,0.009,0.002,0.375,0.019,0.125,0.373,0.03,0.036,0.009,0,0.001,0
TCGA-S3-A6ZG-01A,BRCA,simu_bulk_2ds_ref,0.009,0.003,0.008,0.001,0.027,0.002,0.717,0.018,0.027,0.072,0.023,0.083,0.01,0,0,0
TCGA-EW-A1P8-01A,BRCA,simu_bulk_2ds_ref,0,0,0.021,0,0.011,0,0.711,0.048,0.018,0.07,0.001,0.115,0.004,0,0,0
TCGA-A7-A3IZ-01A,BRCA,simu_bulk_2ds_ref,0.001,0,0.003,0.003,0.006,0,0.805,0.006,0.056,0.044,0.019,0.043,0.013,0,0,0
TCGA-OL-A66I-01A,BRCA,simu_bulk_2ds_ref,0.004,0,0.051,0.023,0.065,0,0.434,0.096,0.026,0.192,0.001,0.106,0.002,0,0,0
TCGA-LL-A5YM-01A,BRCA,simu_bulk_2ds_ref,0.008,0,0.008,0.002,0.006,0,0.767,0,0.038,0.084,0.019,0.066,0.002,0,0,0
TCGA-BH-A0DD-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.004,0.009,0.018,0.001,0.829,0.007,0.018,0.079,0.001,0.029,0.003,0,0,0
TCGA-C8-A3M8-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.003,0,0.006,0,0.732,0.006,0.084,0.093,0.039,0.034,0,0,0,0
TCGA-A8-A08G-01A,BRCA,simu_bulk_2ds_ref,0.007,0.002,0.011,0.001,0.018,0.001,0.71,0.007,0.045,0.108,0.011,0.074,0.004,0,0.001,0
TCGA-AR-A2LK-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0.007,0.001,0.005,0.001,0.726,0.004,0.027,0.134,0.007,0.078,0.006,0,0,0
TCGA-LD-A9QF-01A,BRCA,simu_bulk_2ds_ref,0.016,0.008,0.033,0.003,0.034,0.001,0.388,0.041,0.065,0.199,0.016,0.177,0.005,0,0.013,0.001
TCGA-BH-A1F2-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.003,0,0.003,0,0.576,0,0.082,0.243,0.029,0.05,0.005,0,0.006,0
TCGA-AR-A0TT-01A,BRCA,simu_bulk_2ds_ref,0.031,0.034,0.075,0.001,0.053,0.002,0.389,0.043,0.048,0.139,0.012,0.154,0.003,0,0.016,0
TCGA-AC-A23C-01A,BRCA,simu_bulk_2ds_ref,0.011,0.003,0.019,0,0.019,0.001,0.61,0.022,0.036,0.156,0.015,0.1,0.006,0,0.002,0
TCGA-A1-A0SF-01A,BRCA,simu_bulk_2ds_ref,0.012,0.001,0.019,0.001,0.035,0.003,0.612,0.045,0.045,0.167,0.023,0.031,0.008,0,0,0
TCGA-A2-A1G4-01A,BRCA,simu_bulk_2ds_ref,0.005,0.01,0.002,0.001,0.002,0.001,0.843,0.002,0.045,0.034,0.023,0.03,0.001,0,0.001,0
TCGA-BH-A0AW-01A,BRCA,simu_bulk_2ds_ref,0.011,0,0.043,0.005,0.033,0.001,0.575,0.042,0.04,0.119,0.012,0.117,0,0,0,0
TCGA-B6-A0IA-01A,BRCA,simu_bulk_2ds_ref,0,0,0.002,0.001,0,0,0.94,0.009,0.026,0.002,0,0.015,0.006,0,0,0
TCGA-C8-A130-01A,BRCA,simu_bulk_2ds_ref,0.005,0.001,0.001,0.002,0.026,0,0.714,0.006,0.037,0.118,0.041,0.041,0.008,0,0,0
TCGA-BH-A0W3-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.004,0,0.005,0.001,0.816,0.01,0.032,0.046,0.002,0.078,0.006,0,0,0
TCGA-E2-A10C-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.015,0.007,0.032,0,0.728,0.014,0.025,0.075,0.008,0.089,0.004,0,0,0
TCGA-AN-A04A-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.007,0.002,0.003,0,0.624,0.007,0.029,0.295,0.005,0.025,0.002,0,0,0
TCGA-E9-A227-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.027,0,0.032,0.003,0.549,0.05,0.058,0.168,0.033,0.072,0.004,0,0,0
TCGA-AO-A0JG-01A,BRCA,simu_bulk_2ds_ref,0.009,0.013,0.034,0.001,0.056,0.002,0.517,0.038,0.112,0.135,0.033,0.047,0.004,0,0,0
TCGA-A2-A1G1-01A,BRCA,simu_bulk_2ds_ref,0.005,0.009,0.044,0.002,0.004,0.001,0.647,0.019,0.049,0.11,0.009,0.096,0.004,0,0,0
TCGA-AR-A24U-01A,BRCA,simu_bulk_2ds_ref,0.028,0.013,0.04,0,0.017,0.003,0.53,0.031,0.054,0.131,0.023,0.111,0.007,0,0.01,0
TCGA-AC-A2FG-01A,BRCA,simu_bulk_2ds_ref,0.016,0.001,0.008,0,0.008,0.002,0.591,0.028,0.103,0.152,0.029,0.05,0.012,0,0,0
TCGA-A8-A06R-01A,BRCA,simu_bulk_2ds_ref,0.033,0.001,0.018,0.002,0.013,0.002,0.56,0.004,0.053,0.229,0.013,0.068,0.002,0,0.001,0
TCGA-AR-A0U4-01A,BRCA,simu_bulk_2ds_ref,0.002,0,0.03,0,0.011,0,0.561,0.072,0.036,0.08,0,0.19,0.001,0,0.013,0.002
TCGA-A8-A09M-01A,BRCA,simu_bulk_2ds_ref,0.022,0.002,0.01,0.003,0.03,0,0.704,0.015,0.018,0.089,0.008,0.098,0.001,0,0.001,0
TCGA-D8-A27N-01A,BRCA,simu_bulk_2ds_ref,0.005,0.003,0.008,0,0.019,0,0.571,0.002,0.04,0.192,0.001,0.152,0.004,0,0,0
TCGA-E2-A1L9-01A,BRCA,simu_bulk_2ds_ref,0,0.007,0.012,0,0.008,0.001,0.465,0.005,0.049,0.34,0.017,0.083,0.003,0,0.008,0.001
TCGA-BH-A5J0-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.027,0,0.025,0,0.51,0.037,0.035,0.185,0.018,0.155,0.004,0,0,0
TCGA-BH-A0HX-01A,BRCA,simu_bulk_2ds_ref,0.006,0.001,0.012,0,0.014,0.001,0.656,0.007,0.065,0.158,0.041,0.03,0.004,0,0.006,0
TCGA-E9-A22H-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.008,0.003,0.025,0.001,0.724,0.013,0.075,0.045,0.035,0.062,0.006,0,0,0
TCGA-A7-A5ZV-01A,BRCA,simu_bulk_2ds_ref,0,0,0.007,0,0.007,0,0.656,0.012,0.018,0.23,0,0.068,0,0,0,0
TCGA-OL-A66O-01A,BRCA,simu_bulk_2ds_ref,0.01,0,0.003,0.002,0.001,0.001,0.842,0.003,0.017,0.109,0.001,0.006,0.004,0,0,0
TCGA-D8-A1JA-01A,BRCA,simu_bulk_2ds_ref,0.002,0.009,0.005,0.001,0.004,0,0.705,0,0.035,0.161,0.001,0.058,0.002,0,0.018,0
TCGA-AC-A2FM-01A,BRCA,simu_bulk_2ds_ref,0.001,0,0.007,0,0.015,0,0.771,0.01,0.096,0.04,0.032,0.023,0.006,0,0.001,0
TCGA-D8-A4Z1-01A,BRCA,simu_bulk_2ds_ref,0.011,0.008,0.011,0,0.019,0.005,0.509,0.023,0.127,0.191,0.045,0.037,0.013,0,0.001,0
TCGA-E2-A2P5-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.008,0.006,0.015,0,0.716,0.01,0.04,0.132,0.03,0.036,0.006,0,0,0
TCGA-OL-A5RX-01A,BRCA,simu_bulk_2ds_ref,0.009,0.01,0.013,0,0.011,0.005,0.613,0.039,0.082,0.155,0.026,0.023,0.006,0,0.007,0
TCGA-A7-A13H-01A,BRCA,simu_bulk_2ds_ref,0.009,0.001,0.017,0,0.028,0.001,0.464,0.057,0.063,0.166,0.034,0.149,0.008,0,0.001,0
TCGA-B6-A40B-01A,BRCA,simu_bulk_2ds_ref,0.006,0.001,0.005,0.001,0.003,0.001,0.641,0.029,0.03,0.22,0.002,0.049,0.01,0,0,0
TCGA-GM-A3XG-01A,BRCA,simu_bulk_2ds_ref,0,0,0.01,0,0.005,0.001,0.747,0.019,0.053,0.095,0.058,0.01,0.001,0,0,0
TCGA-E2-A109-01A,BRCA,simu_bulk_2ds_ref,0.007,0.001,0.015,0.002,0.025,0.001,0.75,0.006,0.046,0.104,0.017,0.022,0.004,0,0,0
TCGA-D8-A1JF-01A,BRCA,simu_bulk_2ds_ref,0.027,0.003,0.007,0,0.014,0,0.674,0.011,0.017,0.143,0.001,0.088,0.007,0,0.007,0.001
TCGA-E9-A1RA-01A,BRCA,simu_bulk_2ds_ref,0.001,0.01,0.009,0.003,0.008,0.002,0.72,0.028,0.036,0.134,0.015,0.032,0.003,0,0,0
TCGA-BH-A0DO-01B,BRCA,simu_bulk_2ds_ref,0.009,0.012,0.002,0,0.003,0.012,0.66,0.012,0.063,0.175,0.021,0.02,0.008,0,0.004,0
TCGA-A2-A4S0-01A,BRCA,simu_bulk_2ds_ref,0.006,0.003,0.003,0,0.004,0.002,0.846,0.001,0.044,0.015,0.037,0.039,0,0,0,0
TCGA-A8-A07J-01A,BRCA,simu_bulk_2ds_ref,0.001,0.003,0.011,0,0.011,0.001,0.389,0.04,0.077,0.26,0.018,0.179,0.01,0,0.001,0
TCGA-AN-A0AJ-01A,BRCA,simu_bulk_2ds_ref,0.001,0.003,0.022,0.015,0.037,0,0.717,0.006,0.011,0.095,0.001,0.093,0.001,0,0,0
TCGA-AO-A12G-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.004,0,0.01,0,0.652,0.012,0.06,0.167,0.021,0.067,0.004,0,0,0
TCGA-AR-A2LM-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0.01,0,0.024,0.004,0.463,0.044,0.069,0.306,0.005,0.058,0.014,0,0.001,0
TCGA-AR-A256-01A,BRCA,simu_bulk_2ds_ref,0,0,0.008,0,0.001,0,0.827,0.033,0.027,0.059,0,0.042,0.002,0,0,0
TCGA-BH-A0DE-01A,BRCA,simu_bulk_2ds_ref,0.002,0.001,0.01,0,0.02,0,0.482,0.028,0.148,0.173,0.038,0.092,0.004,0,0.002,0
TCGA-A2-A0T1-01A,BRCA,simu_bulk_2ds_ref,0.027,0.001,0.034,0,0.049,0,0.483,0.024,0.066,0.168,0.012,0.134,0,0,0,0
TCGA-BH-A18U-01A,BRCA,simu_bulk_2ds_ref,0.006,0.005,0.011,0.002,0.003,0,0.735,0,0.014,0.128,0.016,0.067,0.005,0,0.006,0.001
TCGA-AR-A5QM-01A,BRCA,simu_bulk_2ds_ref,0.019,0.001,0.008,0.001,0.016,0.001,0.515,0.023,0.071,0.182,0.047,0.097,0.019,0,0,0
