,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-CV-5442-01A,0.000,0.000,0.003,0.009,0.000,0.000,0.947,0.009,0.011,0.000,0.000,0.000,0.000,0.000,0.016,0.005
TCGA-CR-7392-01A,0.050,0.001,0.036,0.001,0.025,0.000,0.455,0.034,0.102,0.202,0.024,0.047,0.005,0.000,0.017,0.002
TCGA-UF-A71A-01A,0.002,0.000,0.002,0.001,0.004,0.000,0.767,0.008,0.032,0.126,0.021,0.031,0.004,0.000,0.003,0.000
TCGA-CN-A642-01A,0.000,0.000,0.007,0.043,0.001,0.000,0.802,0.019,0.036,0.048,0.003,0.037,0.000,0.002,0.001,0.000
TCGA-CV-A45U-01A,0.005,0.000,0.023,0.020,0.009,0.000,0.853,0.011,0.019,0.035,0.001,0.013,0.005,0.000,0.005,0.000
TCGA-CN-6012-01A,0.033,0.000,0.020,0.003,0.010,0.000,0.742,0.019,0.049,0.055,0.001,0.050,0.001,0.000,0.017,0.000
TCGA-CV-A45W-01A,0.094,0.007,0.019,0.007,0.018,0.000,0.623,0.013,0.041,0.066,0.013,0.090,0.002,0.001,0.004,0.001
TCGA-CV-A6K0-01B,0.002,0.000,0.042,0.001,0.028,0.000,0.530,0.089,0.082,0.151,0.022,0.029,0.003,0.001,0.020,0.001
TCGA-QK-A6VB-01A,0.001,0.000,0.005,0.000,0.000,0.000,0.898,0.000,0.022,0.039,0.006,0.010,0.000,0.000,0.016,0.000
TCGA-CV-6959-01A,0.008,0.000,0.015,0.002,0.003,0.000,0.712,0.019,0.101,0.046,0.024,0.035,0.001,0.003,0.009,0.020
TCGA-HD-7832-01A,0.000,0.000,0.020,0.031,0.001,0.000,0.872,0.000,0.035,0.006,0.001,0.027,0.000,0.001,0.004,0.000
TCGA-CV-7255-01A,0.000,0.000,0.004,0.002,0.001,0.000,0.923,0.003,0.031,0.020,0.001,0.004,0.003,0.000,0.007,0.001
TCGA-CR-5243-01A,0.035,0.000,0.035,0.013,0.030,0.000,0.636,0.037,0.060,0.115,0.012,0.019,0.001,0.001,0.006,0.000
TCGA-P3-A6T5-01A,0.002,0.000,0.009,0.006,0.000,0.000,0.824,0.019,0.032,0.075,0.001,0.013,0.002,0.002,0.016,0.000
TCGA-CV-6952-01A,0.006,0.000,0.017,0.011,0.005,0.000,0.817,0.026,0.056,0.010,0.007,0.016,0.003,0.002,0.021,0.003
TCGA-D6-A6ES-01A,0.000,0.000,0.005,0.003,0.000,0.000,0.936,0.012,0.018,0.000,0.000,0.015,0.003,0.000,0.007,0.000
TCGA-CN-5366-01A,0.002,0.000,0.006,0.015,0.007,0.000,0.737,0.001,0.064,0.116,0.008,0.036,0.001,0.001,0.006,0.000
TCGA-CQ-6223-01A,0.003,0.000,0.013,0.005,0.010,0.000,0.867,0.008,0.027,0.001,0.000,0.027,0.003,0.000,0.035,0.000
TCGA-F7-7848-01A,0.015,0.001,0.025,0.000,0.017,0.000,0.731,0.031,0.063,0.060,0.006,0.022,0.001,0.000,0.021,0.007
TCGA-CV-A6JM-01A,0.009,0.000,0.005,0.006,0.001,0.000,0.920,0.001,0.016,0.002,0.006,0.029,0.001,0.000,0.002,0.002
TCGA-CN-5359-01A,0.003,0.000,0.033,0.006,0.034,0.000,0.509,0.028,0.058,0.191,0.004,0.077,0.004,0.001,0.037,0.013
TCGA-P3-A5QA-01A,0.002,0.000,0.007,0.006,0.000,0.000,0.702,0.012,0.038,0.219,0.005,0.007,0.000,0.001,0.001,0.000
TCGA-CN-4734-01A,0.001,0.000,0.025,0.052,0.002,0.000,0.753,0.028,0.056,0.050,0.001,0.026,0.002,0.000,0.004,0.000
TCGA-CV-6441-01A,0.000,0.000,0.003,0.003,0.000,0.000,0.910,0.014,0.013,0.032,0.007,0.010,0.000,0.000,0.007,0.000
TCGA-CV-A6JY-01A,0.004,0.000,0.009,0.000,0.004,0.006,0.876,0.007,0.048,0.001,0.001,0.007,0.005,0.000,0.030,0.002
TCGA-D6-6825-01A,0.002,0.000,0.052,0.038,0.026,0.000,0.625,0.041,0.078,0.054,0.003,0.052,0.004,0.000,0.021,0.002
TCGA-CR-5247-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.722,0.001,0.026,0.232,0.000,0.013,0.000,0.000,0.001,0.000
TCGA-CV-7410-01A,0.011,0.131,0.066,0.017,0.028,0.025,0.386,0.058,0.111,0.091,0.017,0.035,0.003,0.001,0.020,0.001
TCGA-CV-7091-01A,0.001,0.000,0.021,0.007,0.004,0.000,0.793,0.024,0.042,0.078,0.000,0.016,0.002,0.000,0.012,0.000
TCGA-BA-5153-01A,0.027,0.002,0.037,0.078,0.020,0.000,0.657,0.043,0.065,0.033,0.000,0.033,0.002,0.000,0.003,0.000
TCGA-CV-7428-01A,0.000,0.000,0.017,0.023,0.012,0.000,0.766,0.029,0.053,0.033,0.010,0.032,0.000,0.003,0.021,0.001
TCGA-CX-7086-01A,0.003,0.000,0.019,0.006,0.007,0.000,0.854,0.018,0.043,0.003,0.002,0.009,0.001,0.001,0.020,0.015
TCGA-CN-5364-01A,0.000,0.000,0.017,0.015,0.000,0.000,0.776,0.023,0.052,0.048,0.007,0.046,0.000,0.000,0.014,0.000
TCGA-BA-A6DB-01A,0.005,0.000,0.039,0.002,0.037,0.000,0.608,0.062,0.058,0.102,0.020,0.034,0.004,0.001,0.021,0.006
TCGA-CQ-5325-01A,0.060,0.000,0.041,0.041,0.017,0.000,0.484,0.059,0.070,0.109,0.024,0.066,0.004,0.003,0.014,0.008
TCGA-CN-4731-01A,0.003,0.000,0.005,0.005,0.000,0.000,0.720,0.029,0.026,0.183,0.000,0.020,0.002,0.001,0.005,0.000
TCGA-CV-7427-01A,0.000,0.000,0.044,0.037,0.004,0.000,0.714,0.053,0.075,0.001,0.000,0.038,0.000,0.007,0.026,0.000
TCGA-CR-6467-01A,0.032,0.044,0.037,0.038,0.053,0.000,0.633,0.053,0.043,0.031,0.001,0.027,0.001,0.000,0.005,0.000
TCGA-CV-7183-01A,0.000,0.000,0.005,0.001,0.000,0.000,0.903,0.004,0.040,0.016,0.001,0.003,0.004,0.000,0.013,0.010
TCGA-CV-A6JN-01A,0.000,0.000,0.007,0.013,0.000,0.000,0.906,0.021,0.034,0.000,0.000,0.009,0.002,0.000,0.006,0.000
TCGA-D6-A6EN-01A,0.000,0.000,0.024,0.042,0.007,0.000,0.822,0.023,0.026,0.001,0.000,0.049,0.001,0.003,0.002,0.000
TCGA-CQ-A4C7-01A,0.000,0.000,0.013,0.004,0.002,0.000,0.690,0.005,0.060,0.184,0.017,0.020,0.000,0.001,0.004,0.000
TCGA-CV-5435-01A,0.001,0.000,0.008,0.000,0.002,0.000,0.829,0.012,0.028,0.101,0.000,0.018,0.000,0.000,0.000,0.000
TCGA-CR-7370-01A,0.009,0.000,0.015,0.006,0.004,0.000,0.751,0.009,0.047,0.107,0.006,0.042,0.001,0.000,0.001,0.000
TCGA-CN-4722-01A,0.011,0.000,0.015,0.000,0.009,0.001,0.725,0.012,0.093,0.071,0.018,0.011,0.003,0.000,0.016,0.013
TCGA-F7-8489-01A,0.010,0.000,0.026,0.026,0.006,0.000,0.706,0.056,0.077,0.048,0.000,0.035,0.001,0.001,0.008,0.000
TCGA-CV-A6K2-01A,0.000,0.000,0.006,0.016,0.000,0.000,0.840,0.001,0.031,0.061,0.000,0.025,0.000,0.000,0.019,0.000
TCGA-HD-8634-01A,0.000,0.000,0.015,0.006,0.003,0.000,0.874,0.019,0.043,0.001,0.001,0.004,0.002,0.000,0.019,0.012
TCGA-CN-6994-01A,0.000,0.000,0.016,0.002,0.004,0.000,0.746,0.017,0.024,0.138,0.000,0.045,0.001,0.000,0.007,0.000
