,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-C5-A7UI-01A,0.045,0.000,0.056,0.022,0.011,0.000,0.014,0.021,0.004,0.015,0.036,0.000,0.000,0.000,0.000,0.775,0.775
TCGA-C5-A902-01A,0.000,0.000,0.004,0.146,0.001,0.000,0.012,0.031,0.000,0.011,0.020,0.000,0.009,0.002,0.000,0.764,0.764
TCGA-DS-A1OB-01A,0.003,0.000,0.016,0.002,0.000,0.000,0.000,0.009,0.008,0.002,0.088,0.000,0.000,0.000,0.000,0.872,0.872
TCGA-Q1-A6DW-01A,0.000,0.000,0.006,0.038,0.001,0.000,0.022,0.044,0.015,0.017,0.006,0.000,0.000,0.008,0.000,0.843,0.843
TCGA-EK-A2R7-01A,0.025,0.000,0.034,0.035,0.005,0.000,0.023,0.027,0.030,0.004,0.028,0.000,0.000,0.002,0.000,0.786,0.786
TCGA-C5-A7X8-01A,0.048,0.000,0.019,0.010,0.011,0.000,0.013,0.055,0.211,0.020,0.021,0.000,0.000,0.001,0.000,0.589,0.589
TCGA-Q1-A5R3-01A,0.006,0.000,0.019,0.003,0.015,0.000,0.018,0.013,0.009,0.003,0.014,0.000,0.000,0.001,0.000,0.898,0.898
TCGA-C5-A7X5-01A,0.000,0.000,0.006,0.000,0.002,0.000,0.000,0.015,0.017,0.001,0.015,0.000,0.000,0.003,0.000,0.940,0.940
TCGA-ZJ-A8QR-01A,0.007,0.000,0.003,0.009,0.001,0.000,0.008,0.030,0.005,0.014,0.010,0.000,0.000,0.018,0.005,0.892,0.892
TCGA-HM-A3JK-01A,0.010,0.000,0.028,0.003,0.009,0.000,0.043,0.050,0.287,0.027,0.036,0.000,0.000,0.002,0.000,0.505,0.505
TCGA-EA-A556-01A,0.004,0.001,0.009,0.010,0.009,0.000,0.003,0.037,0.117,0.022,0.016,0.000,0.000,0.005,0.000,0.767,0.767
TCGA-VS-A9V4-01A,0.004,0.000,0.000,0.015,0.000,0.001,0.001,0.013,0.005,0.013,0.005,0.000,0.000,0.008,0.001,0.932,0.932
TCGA-IR-A3L7-01A,0.000,0.000,0.001,0.014,0.000,0.000,0.001,0.020,0.034,0.011,0.006,0.000,0.000,0.005,0.000,0.908,0.908
TCGA-EK-A2RL-01A,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.016,0.018,0.000,0.007,0.000,0.000,0.003,0.000,0.928,0.928
TCGA-VS-A94X-01A,0.000,0.000,0.014,0.013,0.004,0.000,0.004,0.009,0.002,0.005,0.022,0.000,0.000,0.009,0.000,0.918,0.918
TCGA-VS-A9V3-01A,0.004,0.000,0.033,0.055,0.005,0.000,0.010,0.039,0.015,0.015,0.046,0.000,0.000,0.014,0.000,0.762,0.762
TCGA-EK-A2RO-01A,0.000,0.000,0.001,0.008,0.001,0.000,0.004,0.015,0.113,0.013,0.012,0.000,0.000,0.000,0.000,0.833,0.833
TCGA-JW-A5VJ-01A,0.005,0.000,0.007,0.012,0.012,0.000,0.006,0.023,0.012,0.010,0.029,0.000,0.000,0.002,0.000,0.881,0.881
TCGA-MA-AA42-01A,0.027,0.000,0.106,0.053,0.057,0.000,0.060,0.011,0.007,0.000,0.140,0.000,0.000,0.003,0.000,0.533,0.533
TCGA-C5-A1MK-01A,0.000,0.000,0.024,0.009,0.006,0.000,0.002,0.025,0.106,0.013,0.041,0.000,0.000,0.010,0.008,0.755,0.755
TCGA-UC-A7PG-01A,0.000,0.000,0.006,0.004,0.011,0.002,0.009,0.025,0.033,0.012,0.007,0.000,0.000,0.014,0.005,0.871,0.871
TCGA-VS-A9UH-01A,0.031,0.000,0.058,0.053,0.015,0.000,0.004,0.031,0.059,0.011,0.164,0.000,0.000,0.004,0.001,0.566,0.566
TCGA-4J-AA1J-01A,0.000,0.000,0.019,0.008,0.002,0.000,0.008,0.042,0.075,0.037,0.012,0.000,0.000,0.015,0.001,0.779,0.779
TCGA-C5-A1ME-01A,0.012,0.000,0.013,0.003,0.017,0.000,0.022,0.020,0.013,0.001,0.018,0.000,0.000,0.000,0.000,0.881,0.881
TCGA-C5-A8YR-01A,0.000,0.000,0.007,0.073,0.001,0.000,0.000,0.021,0.005,0.019,0.110,0.000,0.000,0.005,0.000,0.757,0.757
TCGA-EA-A5FO-01A,0.000,0.000,0.003,0.009,0.000,0.000,0.001,0.012,0.000,0.001,0.000,0.000,0.000,0.003,0.000,0.970,0.970
