,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-C5-A7UI-01A,0.042,0.000,0.061,0.069,0.013,0.000,0.002,0.007,0.007,0.011,0.017,0.001,0.000,0.001,0.001,0.769,0.769
TCGA-C5-A902-01A,0.000,0.000,0.011,0.132,0.000,0.000,0.012,0.031,0.000,0.005,0.018,0.000,0.007,0.000,0.000,0.782,0.782
TCGA-DS-A1OB-01A,0.000,0.000,0.022,0.003,0.000,0.000,0.002,0.034,0.011,0.003,0.058,0.001,0.000,0.000,0.000,0.867,0.867
TCGA-Q1-A6DW-01A,0.000,0.000,0.001,0.047,0.000,0.000,0.020,0.068,0.013,0.008,0.002,0.001,0.000,0.000,0.000,0.840,0.840
TCGA-EK-A2R7-01A,0.024,0.000,0.018,0.032,0.000,0.000,0.018,0.021,0.033,0.004,0.023,0.001,0.000,0.000,0.000,0.826,0.826
TCGA-C5-A7X8-01A,0.044,0.000,0.010,0.016,0.005,0.000,0.014,0.040,0.210,0.006,0.020,0.003,0.000,0.000,0.000,0.631,0.631
TCGA-Q1-A5R3-01A,0.001,0.000,0.016,0.018,0.016,0.000,0.002,0.004,0.005,0.000,0.008,0.010,0.000,0.000,0.000,0.918,0.918
TCGA-C5-A7X5-01A,0.000,0.000,0.004,0.004,0.000,0.000,0.000,0.037,0.022,0.000,0.006,0.001,0.000,0.000,0.000,0.926,0.926
TCGA-ZJ-A8QR-01A,0.007,0.000,0.000,0.017,0.000,0.000,0.003,0.057,0.006,0.004,0.007,0.004,0.000,0.001,0.000,0.893,0.893
TCGA-HM-A3JK-01A,0.011,0.000,0.025,0.005,0.005,0.000,0.033,0.073,0.220,0.019,0.040,0.003,0.000,0.001,0.000,0.564,0.564
TCGA-EA-A556-01A,0.002,0.000,0.005,0.012,0.007,0.000,0.002,0.012,0.121,0.010,0.011,0.002,0.000,0.000,0.000,0.815,0.815
TCGA-VS-A9V4-01A,0.004,0.000,0.000,0.009,0.000,0.000,0.004,0.011,0.000,0.014,0.004,0.002,0.000,0.004,0.003,0.945,0.945
TCGA-IR-A3L7-01A,0.000,0.000,0.000,0.018,0.000,0.000,0.006,0.004,0.035,0.002,0.003,0.000,0.000,0.000,0.000,0.932,0.932
TCGA-EK-A2RL-01A,0.000,0.000,0.000,0.017,0.000,0.000,0.005,0.016,0.020,0.000,0.003,0.000,0.000,0.000,0.000,0.938,0.938
TCGA-VS-A94X-01A,0.001,0.000,0.006,0.028,0.000,0.000,0.002,0.016,0.005,0.000,0.016,0.007,0.000,0.000,0.000,0.919,0.919
TCGA-VS-A9V3-01A,0.004,0.000,0.033,0.045,0.002,0.000,0.012,0.052,0.012,0.009,0.043,0.003,0.000,0.001,0.000,0.785,0.785
TCGA-EK-A2RO-01A,0.000,0.000,0.001,0.011,0.001,0.000,0.004,0.037,0.086,0.008,0.009,0.000,0.000,0.000,0.000,0.841,0.841
TCGA-JW-A5VJ-01A,0.004,0.000,0.002,0.021,0.013,0.000,0.001,0.032,0.011,0.002,0.026,0.001,0.000,0.001,0.000,0.887,0.887
TCGA-MA-AA42-01A,0.018,0.001,0.044,0.046,0.055,0.000,0.043,0.024,0.002,0.000,0.173,0.003,0.000,0.002,0.001,0.589,0.589
TCGA-C5-A1MK-01A,0.000,0.000,0.019,0.022,0.002,0.000,0.001,0.056,0.086,0.006,0.033,0.005,0.000,0.003,0.007,0.762,0.762
TCGA-UC-A7PG-01A,0.000,0.000,0.012,0.006,0.022,0.000,0.007,0.038,0.036,0.008,0.005,0.001,0.000,0.001,0.001,0.862,0.862
TCGA-VS-A9UH-01A,0.027,0.000,0.044,0.049,0.035,0.000,0.010,0.056,0.068,0.007,0.122,0.004,0.000,0.001,0.001,0.577,0.577
