,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-KL-8325-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.027,0.000,0.008,0.027,0.000,0.000,0.000,0.000,0.936,0.936
TCGA-KO-8411-01A,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.069,0.000,0.022,0.029,0.000,0.000,0.000,0.000,0.875,0.875
TCGA-KL-8331-01A,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.020,0.000,0.021,0.018,0.000,0.000,0.000,0.000,0.938,0.938
TCGA-KO-8409-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.025,0.012,0.000,0.000,0.000,0.000,0.926,0.926
TCGA-KM-8439-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.045,0.000,0.022,0.076,0.001,0.001,0.001,0.000,0.852,0.852
TCGA-KN-8423-01A,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.063,0.000,0.038,0.067,0.000,0.001,0.000,0.000,0.828,0.828
TCGA-KL-8339-01A,0.005,0.000,0.001,0.000,0.000,0.000,0.000,0.026,0.000,0.023,0.029,0.000,0.000,0.000,0.000,0.916,0.916
TCGA-KN-8434-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.128,0.000,0.050,0.114,0.003,0.001,0.000,0.000,0.702,0.702
TCGA-KL-8342-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.001,0.130,0.000,0.020,0.074,0.000,0.001,0.000,0.000,0.772,0.772
TCGA-KN-8428-01A,0.014,0.000,0.002,0.000,0.000,0.000,0.000,0.015,0.000,0.057,0.035,0.000,0.000,0.000,0.000,0.875,0.875
TCGA-KO-8416-01A,0.004,0.000,0.001,0.000,0.000,0.000,0.000,0.047,0.000,0.037,0.040,0.000,0.000,0.000,0.000,0.871,0.871
TCGA-KL-8344-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.261,0.000,0.170,0.047,0.000,0.000,0.000,0.001,0.519,0.519
TCGA-KM-8441-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.132,0.000,0.052,0.112,0.000,0.000,0.000,0.000,0.702,0.702
TCGA-KM-8442-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.045,0.000,0.023,0.042,0.000,0.000,0.000,0.000,0.888,0.888
TCGA-KL-8346-01A,0.007,0.000,0.001,0.000,0.000,0.000,0.000,0.014,0.000,0.024,0.003,0.000,0.000,0.000,0.000,0.950,0.950
TCGA-KL-8341-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.025,0.000,0.014,0.019,0.000,0.000,0.000,0.000,0.939,0.939
TCGA-KL-8330-01A,0.005,0.000,0.001,0.000,0.000,0.000,0.000,0.020,0.000,0.016,0.012,0.000,0.000,0.000,0.000,0.946,0.946
TCGA-KN-8431-01A,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.040,0.026,0.000,0.000,0.000,0.000,0.814,0.814
TCGA-KO-8403-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.110,0.000,0.023,0.099,0.000,0.000,0.000,0.000,0.766,0.766
TCGA-KO-8405-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.082,0.011,0.035,0.285,0.000,0.001,0.000,0.000,0.582,0.582
TCGA-KN-8435-01A,0.004,0.000,0.001,0.000,0.000,0.000,0.000,0.048,0.000,0.022,0.035,0.000,0.000,0.000,0.000,0.890,0.890
TCGA-KN-8419-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.116,0.000,0.025,0.064,0.000,0.000,0.000,0.001,0.791,0.791
TCGA-KL-8337-01A,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.019,0.014,0.000,0.000,0.000,0.000,0.926,0.926
TCGA-KL-8332-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.245,0.000,0.039,0.049,0.000,0.000,0.000,0.001,0.663,0.663
TCGA-KO-8413-01A,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.131,0.000,0.062,0.135,0.000,0.001,0.000,0.000,0.666,0.666
TCGA-KM-8443-01A,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.033,0.006,0.000,0.000,0.000,0.000,0.932,0.932
TCGA-KL-8333-01A,0.015,0.014,0.005,0.000,0.000,0.000,0.000,0.229,0.028,0.114,0.120,0.001,0.001,0.004,0.000,0.466,0.466
TCGA-KL-8334-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.063,0.000,0.029,0.093,0.000,0.001,0.000,0.000,0.811,0.811
TCGA-KN-8427-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.038,0.177,0.013,0.030,0.000,0.000,0.003,0.000,0.734,0.734
TCGA-KL-8338-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.033,0.000,0.030,0.033,0.000,0.000,0.000,0.000,0.900,0.900
TCGA-KN-8432-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.094,0.000,0.039,0.059,0.000,0.006,0.000,0.000,0.801,0.801
TCGA-KO-8410-01A,0.001,0.001,0.002,0.000,0.000,0.000,0.000,0.103,0.000,0.037,0.077,0.000,0.000,0.000,0.000,0.779,0.779
TCGA-KN-8437-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.089,0.000,0.026,0.095,0.000,0.000,0.002,0.000,0.786,0.786
TCGA-KN-8430-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.126,0.000,0.036,0.098,0.000,0.000,0.000,0.000,0.737,0.737
TCGA-KM-8477-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.062,0.000,0.033,0.053,0.000,0.000,0.000,0.000,0.849,0.849
TCGA-KO-8414-01A,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.023,0.042,0.000,0.005,0.000,0.000,0.883,0.883
TCGA-KL-8323-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.062,0.000,0.008,0.039,0.000,0.000,0.000,0.000,0.888,0.888
TCGA-KL-8328-01A,0.020,0.000,0.001,0.000,0.000,0.000,0.000,0.014,0.000,0.026,0.014,0.000,0.000,0.000,0.000,0.925,0.925
TCGA-KN-8426-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.001,0.051,0.000,0.021,0.057,0.000,0.001,0.000,0.000,0.868,0.868
TCGA-KL-8336-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.065,0.000,0.027,0.103,0.000,0.000,0.000,0.000,0.803,0.803
TCGA-KL-8329-01A,0.001,0.000,0.004,0.000,0.000,0.000,0.000,0.045,0.000,0.030,0.143,0.000,0.000,0.000,0.000,0.776,0.776
TCGA-KN-8429-01A,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.000,0.034,0.069,0.000,0.001,0.000,0.000,0.810,0.810
TCGA-KL-8326-01A,0.011,0.000,0.001,0.000,0.000,0.000,0.000,0.021,0.000,0.037,0.003,0.000,0.000,0.000,0.000,0.926,0.926
TCGA-KN-8425-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.069,0.000,0.014,0.151,0.000,0.001,0.000,0.000,0.763,0.763
TCGA-KL-8327-01A,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.044,0.011,0.000,0.000,0.000,0.000,0.886,0.886
TCGA-KL-8343-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.077,0.000,0.045,0.052,0.000,0.000,0.000,0.000,0.823,0.823
TCGA-KL-8324-01A,0.004,0.000,0.001,0.000,0.000,0.000,0.000,0.061,0.000,0.038,0.026,0.000,0.001,0.000,0.000,0.868,0.868
TCGA-KN-8433-01A,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.059,0.000,0.045,0.112,0.000,0.000,0.000,0.000,0.779,0.779
TCGA-KO-8417-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.000,0.029,0.016,0.000,0.000,0.000,0.000,0.897,0.897
TCGA-KM-8639-01A,0.005,0.000,0.002,0.000,0.000,0.000,0.000,0.056,0.000,0.016,0.091,0.009,0.000,0.004,0.000,0.817,0.817
TCGA-KL-8340-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.074,0.000,0.075,0.043,0.000,0.000,0.000,0.000,0.804,0.804
TCGA-KO-8404-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.025,0.392,0.000,0.344,0.000,0.002,0.001,0.000,0.234,0.234
TCGA-KM-8440-01A,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.029,0.000,0.017,0.019,0.000,0.000,0.000,0.000,0.930,0.930
TCGA-KN-8436-01A,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.067,0.004,0.000,0.000,0.000,0.000,0.890,0.890
TCGA-KN-8424-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.089,0.000,0.009,0.127,0.001,0.000,0.000,0.000,0.770,0.770
TCGA-KO-8406-01A,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.036,0.039,0.000,0.000,0.000,0.000,0.852,0.852
TCGA-KM-8438-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.181,0.000,0.040,0.028,0.000,0.000,0.000,0.000,0.747,0.747
TCGA-KN-8418-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.030,0.025,0.000,0.000,0.000,0.000,0.895,0.895
TCGA-KL-8335-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.036,0.018,0.000,0.000,0.000,0.000,0.927,0.927
TCGA-KL-8345-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.057,0.000,0.043,0.032,0.000,0.000,0.000,0.000,0.865,0.865
TCGA-KO-8407-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.153,0.000,0.030,0.063,0.000,0.001,0.000,0.000,0.751,0.751
TCGA-KN-8421-01A,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.026,0.006,0.000,0.000,0.000,0.000,0.945,0.945
TCGA-KO-8415-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.028,0.000,0.015,0.084,0.000,0.001,0.000,0.000,0.870,0.870
TCGA-KM-8476-01A,0.008,0.000,0.001,0.000,0.000,0.000,0.000,0.052,0.000,0.043,0.025,0.000,0.000,0.000,0.000,0.870,0.870
TCGA-KO-8408-01A,0.007,0.000,0.001,0.000,0.000,0.000,0.000,0.045,0.000,0.070,0.029,0.000,0.000,0.000,0.000,0.849,0.849
