,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-HQ-A5NE-01A,0.001,0.000,0.016,0.000,0.000,0.000,0.797,0.010,0.062,0.059,0.019,0.021,0.010,0.000,0.005,0.000
TCGA-FD-A5BT-01A,0.013,0.001,0.027,0.023,0.004,0.000,0.289,0.020,0.030,0.372,0.020,0.186,0.002,0.009,0.005,0.000
TCGA-DK-A3IQ-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.202,0.003,0.058,0.627,0.046,0.049,0.010,0.000,0.000,0.000
TCGA-ZF-AA4X-01A,0.000,0.000,0.000,0.005,0.000,0.000,0.959,0.017,0.010,0.000,0.008,0.000,0.000,0.000,0.000,0.000
TCGA-GD-A3OQ-01A,0.000,0.000,0.009,0.000,0.000,0.000,0.944,0.003,0.010,0.017,0.001,0.011,0.005,0.000,0.001,0.000
TCGA-ZF-AA51-01A,0.034,0.000,0.037,0.008,0.000,0.000,0.705,0.018,0.043,0.060,0.013,0.071,0.003,0.000,0.003,0.006
TCGA-FD-A3SS-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.926,0.001,0.015,0.013,0.025,0.015,0.001,0.000,0.002,0.000
TCGA-DK-AA71-01A,0.000,0.000,0.003,0.005,0.000,0.000,0.935,0.000,0.022,0.006,0.011,0.017,0.000,0.000,0.000,0.000
TCGA-4Z-AA83-01A,0.001,0.000,0.002,0.001,0.000,0.000,0.847,0.022,0.026,0.003,0.071,0.024,0.002,0.000,0.000,0.000
TCGA-ZF-A9R4-01A,0.001,0.000,0.000,0.027,0.000,0.000,0.916,0.000,0.011,0.000,0.010,0.034,0.000,0.001,0.000,0.000
TCGA-BT-A20P-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.000,0.016,0.000,0.024,0.002,0.000,0.000,0.000,0.000
TCGA-HQ-A2OE-01A,0.001,0.000,0.004,0.000,0.000,0.000,0.944,0.009,0.023,0.000,0.008,0.008,0.001,0.000,0.001,0.000
TCGA-R3-A69X-01A,0.009,0.004,0.041,0.003,0.003,0.000,0.585,0.029,0.075,0.093,0.062,0.088,0.006,0.000,0.001,0.000
TCGA-BT-A3PH-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.906,0.000,0.040,0.008,0.019,0.024,0.002,0.000,0.000,0.000
TCGA-UY-A9PA-01A,0.000,0.000,0.001,0.028,0.000,0.000,0.899,0.032,0.014,0.000,0.003,0.016,0.006,0.000,0.000,0.000
TCGA-BL-A13J-01B,0.008,0.004,0.018,0.038,0.005,0.000,0.726,0.005,0.011,0.141,0.021,0.014,0.006,0.000,0.003,0.000
TCGA-CF-A3MI-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.904,0.013,0.031,0.000,0.048,0.003,0.001,0.000,0.001,0.000
TCGA-XF-AAMW-01A,0.008,0.000,0.034,0.000,0.000,0.000,0.762,0.013,0.043,0.085,0.000,0.052,0.002,0.000,0.000,0.000
TCGA-H4-A2HQ-01A,0.007,0.000,0.001,0.000,0.000,0.000,0.944,0.000,0.021,0.002,0.006,0.017,0.000,0.000,0.000,0.000
TCGA-HQ-A5ND-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.967,0.000,0.013,0.002,0.013,0.000,0.000,0.000,0.000,0.000
TCGA-K4-A6FZ-01A,0.001,0.000,0.021,0.002,0.000,0.000,0.856,0.021,0.049,0.003,0.006,0.029,0.005,0.000,0.005,0.001
TCGA-DK-A3IV-01A,0.002,0.023,0.072,0.021,0.002,0.000,0.769,0.048,0.012,0.003,0.011,0.036,0.000,0.000,0.001,0.000
TCGA-E7-A3X6-01A,0.004,0.000,0.021,0.031,0.000,0.000,0.803,0.002,0.058,0.013,0.018,0.047,0.001,0.000,0.001,0.000
TCGA-BT-A42F-01A,0.061,0.000,0.015,0.014,0.004,0.000,0.755,0.027,0.035,0.001,0.015,0.063,0.001,0.000,0.006,0.002
TCGA-UY-A8OB-01A,0.000,0.000,0.015,0.017,0.000,0.000,0.922,0.000,0.000,0.003,0.005,0.036,0.002,0.000,0.000,0.000
TCGA-DK-A1A3-01A,0.014,0.000,0.011,0.005,0.000,0.000,0.741,0.011,0.031,0.087,0.010,0.083,0.005,0.000,0.000,0.000
TCGA-DK-AA6X-01A,0.001,0.003,0.032,0.002,0.002,0.000,0.756,0.049,0.047,0.026,0.017,0.059,0.002,0.000,0.003,0.000
TCGA-G2-A3IE-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.948,0.000,0.008,0.002,0.013,0.025,0.002,0.000,0.000,0.000
TCGA-FD-A5BU-01A,0.008,0.005,0.024,0.001,0.000,0.000,0.673,0.020,0.078,0.093,0.030,0.061,0.003,0.000,0.005,0.000
TCGA-C4-A0EZ-01A,0.000,0.000,0.009,0.002,0.001,0.000,0.892,0.001,0.050,0.000,0.037,0.006,0.001,0.000,0.001,0.000
TCGA-FD-A3B3-01A,0.023,0.001,0.034,0.039,0.002,0.000,0.531,0.017,0.083,0.143,0.039,0.070,0.003,0.000,0.005,0.010
TCGA-FD-A5BZ-01A,0.012,0.000,0.016,0.000,0.000,0.000,0.495,0.001,0.043,0.359,0.025,0.041,0.008,0.000,0.000,0.000
TCGA-C4-A0F7-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.870,0.000,0.092,0.009,0.024,0.001,0.001,0.000,0.000,0.000
TCGA-XF-AAMR-01A,0.001,0.000,0.007,0.000,0.000,0.000,0.509,0.011,0.098,0.109,0.162,0.087,0.016,0.000,0.001,0.000
TCGA-XF-AAN7-01A,0.001,0.000,0.009,0.006,0.000,0.000,0.546,0.000,0.127,0.117,0.159,0.031,0.002,0.001,0.000,0.000
TCGA-UY-A8OD-01A,0.006,0.001,0.016,0.007,0.000,0.000,0.649,0.012,0.033,0.134,0.068,0.067,0.006,0.000,0.000,0.000
