,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-EL-A3D0-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.099,0.135,0.040,0.010,0.000,0.001,0.000,0.000,0.712,0.712
TCGA-J8-A4HY-01A,0.002,0.000,0.003,0.000,0.000,0.000,0.002,0.089,0.002,0.036,0.047,0.000,0.001,0.000,0.000,0.817,0.817
TCGA-L6-A4ET-01A,0.002,0.000,0.001,0.000,0.001,0.000,0.001,0.093,0.008,0.024,0.006,0.000,0.002,0.002,0.000,0.858,0.858
TCGA-DE-A4MC-01A,0.000,0.000,0.024,0.004,0.000,0.000,0.046,0.065,0.014,0.007,0.019,0.000,0.000,0.000,0.000,0.821,0.821
TCGA-ET-A25K-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.198,0.063,0.054,0.024,0.004,0.000,0.004,0.000,0.648,0.648
TCGA-DJ-A3UU-01A,0.018,0.004,0.017,0.001,0.005,0.000,0.022,0.119,0.124,0.034,0.060,0.000,0.001,0.003,0.000,0.591,0.591
TCGA-EM-A1YA-01A,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.081,0.036,0.000,0.001,0.001,0.000,0.722,0.722
TCGA-CE-A483-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.110,0.001,0.014,0.025,0.000,0.001,0.000,0.000,0.848,0.848
TCGA-DJ-A3VD-01A,0.033,0.069,0.052,0.002,0.014,0.000,0.063,0.101,0.162,0.015,0.102,0.000,0.001,0.009,0.001,0.375,0.375
TCGA-BJ-A28S-01A,0.008,0.000,0.000,0.000,0.001,0.000,0.000,0.157,0.002,0.078,0.018,0.000,0.004,0.005,0.000,0.726,0.726
TCGA-FY-A3R9-01A,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.000,0.052,0.003,0.000,0.000,0.000,0.000,0.823,0.823
TCGA-FY-A3R8-01A,0.000,0.000,0.010,0.000,0.000,0.000,0.016,0.088,0.057,0.009,0.097,0.001,0.000,0.000,0.000,0.723,0.723
TCGA-DJ-A3V2-01A,0.045,0.027,0.029,0.015,0.026,0.000,0.020,0.103,0.049,0.016,0.151,0.000,0.003,0.001,0.001,0.514,0.514
TCGA-ET-A25L-01A,0.000,0.000,0.014,0.000,0.000,0.000,0.016,0.091,0.186,0.011,0.051,0.002,0.000,0.000,0.000,0.627,0.627
TCGA-EL-A3D1-01A,0.009,0.000,0.008,0.000,0.001,0.000,0.008,0.121,0.068,0.027,0.045,0.000,0.000,0.000,0.000,0.712,0.712
TCGA-FY-A3I4-01A,0.004,0.000,0.015,0.000,0.003,0.000,0.009,0.175,0.164,0.050,0.073,0.000,0.002,0.002,0.000,0.504,0.504
TCGA-DJ-A3UV-01A,0.010,0.000,0.010,0.000,0.007,0.000,0.011,0.141,0.104,0.063,0.054,0.000,0.004,0.002,0.000,0.592,0.592
TCGA-BJ-A28T-01A,0.089,0.046,0.047,0.005,0.057,0.001,0.051,0.128,0.122,0.039,0.128,0.000,0.005,0.009,0.001,0.272,0.272
TCGA-EM-A3FQ-01A,0.005,0.023,0.033,0.001,0.015,0.000,0.066,0.070,0.104,0.016,0.083,0.000,0.001,0.002,0.000,0.582,0.582
TCGA-J8-A4HW-01A,0.003,0.000,0.003,0.000,0.000,0.000,0.000,0.153,0.053,0.022,0.020,0.001,0.002,0.003,0.000,0.740,0.740
TCGA-MK-A4N6-01A,0.000,0.000,0.010,0.002,0.000,0.000,0.003,0.055,0.056,0.012,0.092,0.000,0.000,0.001,0.000,0.769,0.769
TCGA-DJ-A3V8-01A,0.005,0.000,0.003,0.000,0.000,0.000,0.006,0.063,0.028,0.015,0.033,0.000,0.000,0.000,0.000,0.847,0.847
TCGA-DJ-A1QI-01A,0.009,0.000,0.006,0.000,0.001,0.000,0.010,0.099,0.094,0.020,0.055,0.000,0.000,0.000,0.000,0.706,0.706
TCGA-EL-A3H8-01A,0.001,0.000,0.005,0.000,0.000,0.000,0.004,0.117,0.074,0.017,0.020,0.001,0.001,0.001,0.000,0.758,0.758
TCGA-EM-A3O3-01A,0.029,0.009,0.023,0.000,0.005,0.000,0.033,0.009,0.062,0.000,0.095,0.000,0.000,0.000,0.000,0.734,0.734
TCGA-IM-A3U3-01A,0.006,0.000,0.012,0.000,0.000,0.000,0.019,0.084,0.046,0.025,0.058,0.000,0.000,0.000,0.000,0.750,0.750
TCGA-BJ-A191-01A,0.044,0.003,0.007,0.009,0.009,0.000,0.000,0.086,0.013,0.023,0.022,0.000,0.007,0.002,0.000,0.772,0.772
TCGA-E8-A3X7-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.010,0.065,0.106,0.007,0.021,0.000,0.000,0.000,0.000,0.785,0.785
