,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-HQ-A5NE-01A,0.001,0.000,0.012,0.001,0.001,0.000,0.778,0.014,0.061,0.088,0.007,0.024,0.005,0.000,0.006,0.000
TCGA-FD-A5BT-01A,0.012,0.002,0.022,0.028,0.012,0.000,0.284,0.011,0.044,0.422,0.009,0.146,0.003,0.001,0.002,0.001
TCGA-DK-A3IQ-01A,0.008,0.000,0.007,0.000,0.000,0.000,0.174,0.003,0.050,0.650,0.048,0.053,0.006,0.000,0.001,0.000
TCGA-ZF-AA4X-01A,0.004,0.000,0.008,0.010,0.000,0.000,0.916,0.026,0.008,0.000,0.003,0.017,0.000,0.000,0.007,0.000
TCGA-GD-A3OQ-01A,0.000,0.000,0.016,0.001,0.000,0.000,0.910,0.002,0.016,0.040,0.000,0.010,0.004,0.000,0.001,0.000
TCGA-ZF-AA51-01A,0.039,0.000,0.050,0.005,0.000,0.000,0.659,0.029,0.039,0.087,0.003,0.077,0.004,0.000,0.003,0.002
TCGA-FD-A3SS-01A,0.002,0.000,0.001,0.008,0.000,0.000,0.918,0.001,0.015,0.015,0.016,0.015,0.001,0.000,0.007,0.000
TCGA-DK-AA71-01A,0.000,0.000,0.014,0.008,0.001,0.000,0.922,0.001,0.021,0.011,0.003,0.015,0.001,0.000,0.003,0.000
TCGA-4Z-AA83-01A,0.001,0.000,0.010,0.003,0.000,0.000,0.856,0.016,0.029,0.014,0.030,0.035,0.007,0.000,0.000,0.000
TCGA-ZF-A9R4-01A,0.000,0.000,0.004,0.036,0.000,0.000,0.900,0.000,0.024,0.000,0.000,0.033,0.000,0.001,0.001,0.000
TCGA-BT-A20P-01A,0.002,0.000,0.001,0.003,0.000,0.000,0.907,0.000,0.023,0.004,0.026,0.030,0.003,0.000,0.001,0.000
TCGA-HQ-A2OE-01A,0.007,0.000,0.014,0.000,0.000,0.000,0.932,0.007,0.014,0.001,0.007,0.010,0.005,0.000,0.001,0.002
TCGA-R3-A69X-01A,0.014,0.005,0.037,0.001,0.003,0.000,0.564,0.034,0.068,0.116,0.062,0.088,0.003,0.000,0.003,0.001
TCGA-BT-A3PH-01A,0.008,0.000,0.001,0.003,0.000,0.000,0.912,0.000,0.030,0.010,0.008,0.020,0.002,0.000,0.005,0.000
TCGA-UY-A9PA-01A,0.000,0.000,0.008,0.030,0.000,0.000,0.847,0.037,0.035,0.000,0.000,0.038,0.002,0.001,0.001,0.000
TCGA-BL-A13J-01B,0.015,0.005,0.021,0.026,0.000,0.009,0.681,0.009,0.045,0.117,0.033,0.018,0.009,0.000,0.010,0.003
TCGA-CF-A3MI-01A,0.000,0.000,0.001,0.001,0.000,0.000,0.911,0.011,0.067,0.000,0.004,0.004,0.003,0.000,0.000,0.000
TCGA-XF-AAMW-01A,0.002,0.000,0.034,0.000,0.000,0.000,0.748,0.019,0.040,0.114,0.000,0.041,0.000,0.000,0.000,0.000
TCGA-H4-A2HQ-01A,0.016,0.000,0.012,0.003,0.000,0.000,0.924,0.000,0.025,0.004,0.003,0.011,0.000,0.000,0.002,0.000
TCGA-HQ-A5ND-01A,0.000,0.000,0.020,0.009,0.000,0.000,0.928,0.000,0.018,0.002,0.011,0.009,0.000,0.000,0.001,0.000
TCGA-K4-A6FZ-01A,0.001,0.000,0.016,0.007,0.001,0.000,0.834,0.028,0.055,0.005,0.000,0.034,0.006,0.000,0.013,0.000
TCGA-DK-A3IV-01A,0.010,0.016,0.072,0.017,0.009,0.000,0.756,0.038,0.015,0.002,0.005,0.055,0.001,0.000,0.005,0.000
TCGA-E7-A3X6-01A,0.000,0.000,0.044,0.024,0.000,0.000,0.819,0.001,0.048,0.015,0.007,0.035,0.000,0.001,0.004,0.000
TCGA-BT-A42F-01A,0.053,0.000,0.023,0.015,0.003,0.000,0.769,0.016,0.038,0.001,0.010,0.060,0.002,0.002,0.006,0.001
TCGA-UY-A8OB-01A,0.000,0.000,0.025,0.022,0.000,0.000,0.920,0.000,0.006,0.000,0.000,0.026,0.001,0.000,0.000,0.000
TCGA-DK-A1A3-01A,0.017,0.000,0.017,0.002,0.001,0.000,0.727,0.015,0.034,0.091,0.010,0.082,0.003,0.000,0.000,0.000
TCGA-DK-AA6X-01A,0.001,0.001,0.028,0.000,0.012,0.000,0.734,0.057,0.040,0.041,0.008,0.072,0.001,0.000,0.005,0.000
TCGA-G2-A3IE-01A,0.015,0.000,0.015,0.001,0.000,0.000,0.902,0.000,0.016,0.010,0.000,0.039,0.001,0.000,0.000,0.000
TCGA-FD-A5BU-01A,0.007,0.002,0.020,0.003,0.000,0.000,0.659,0.023,0.049,0.136,0.042,0.048,0.001,0.001,0.008,0.001
TCGA-C4-A0EZ-01A,0.001,0.000,0.010,0.005,0.002,0.000,0.894,0.007,0.044,0.005,0.022,0.004,0.001,0.000,0.003,0.000
TCGA-FD-A3B3-01A,0.021,0.000,0.033,0.044,0.006,0.000,0.532,0.017,0.065,0.169,0.037,0.057,0.003,0.001,0.011,0.004
TCGA-FD-A5BZ-01A,0.016,0.000,0.018,0.000,0.000,0.000,0.482,0.004,0.041,0.356,0.031,0.040,0.009,0.000,0.000,0.000
TCGA-C4-A0F7-01A,0.000,0.001,0.012,0.000,0.000,0.000,0.846,0.002,0.083,0.029,0.014,0.001,0.000,0.000,0.009,0.003
TCGA-XF-AAMR-01A,0.006,0.000,0.015,0.000,0.000,0.000,0.465,0.016,0.087,0.175,0.133,0.091,0.008,0.001,0.003,0.000
TCGA-XF-AAN7-01A,0.001,0.000,0.019,0.002,0.001,0.000,0.459,0.005,0.138,0.228,0.127,0.020,0.000,0.000,0.000,0.000
TCGA-UY-A8OD-01A,0.006,0.001,0.016,0.008,0.001,0.000,0.616,0.005,0.039,0.155,0.062,0.085,0.003,0.000,0.002,0.000
TCGA-FD-A3SP-01A,0.009,0.000,0.020,0.005,0.018,0.000,0.287,0.030,0.048,0.443,0.011,0.123,0.003,0.001,0.002,0.001
TCGA-DK-A2HX-01A,0.007,0.000,0.013,0.000,0.000,0.000,0.579,0.006,0.049,0.255,0.032,0.054,0.003,0.000,0.000,0.000
TCGA-CF-A8HX-01A,0.000,0.000,0.001,0.002,0.000,0.000,0.969,0.000,0.011,0.001,0.000,0.010,0.004,0.000,0.002,0.000
TCGA-E7-A85H-01A,0.008,0.000,0.034,0.012,0.003,0.000,0.811,0.008,0.015,0.052,0.005,0.049,0.000,0.002,0.000,0.000
TCGA-ZF-A9RL-01A,0.000,0.000,0.001,0.011,0.000,0.000,0.941,0.002,0.022,0.000,0.000,0.014,0.006,0.000,0.002,0.000
TCGA-UY-A9PB-01A,0.030,0.000,0.027,0.050,0.002,0.000,0.502,0.007,0.041,0.203,0.006,0.128,0.002,0.000,0.002,0.000
TCGA-GV-A3JV-01A,0.009,0.000,0.037,0.003,0.001,0.000,0.760,0.014,0.044,0.066,0.016,0.044,0.004,0.001,0.000,0.000
TCGA-GD-A6C6-01A,0.005,0.000,0.001,0.009,0.000,0.000,0.931,0.000,0.014,0.001,0.006,0.028,0.002,0.000,0.001,0.000
TCGA-XF-A9SW-01A,0.009,0.004,0.011,0.006,0.000,0.000,0.207,0.018,0.107,0.340,0.230,0.053,0.009,0.000,0.004,0.001
TCGA-GV-A3QI-01A,0.027,0.000,0.003,0.008,0.003,0.000,0.878,0.000,0.051,0.000,0.018,0.009,0.000,0.000,0.001,0.000
TCGA-UY-A9PE-01A,0.017,0.000,0.005,0.003,0.000,0.000,0.849,0.002,0.017,0.063,0.023,0.016,0.003,0.000,0.001,0.000
TCGA-E7-A97P-01A,0.000,0.000,0.016,0.073,0.004,0.000,0.701,0.004,0.060,0.090,0.009,0.038,0.000,0.001,0.003,0.000
TCGA-G2-AA3D-01A,0.011,0.001,0.011,0.008,0.000,0.000,0.921,0.006,0.018,0.000,0.003,0.007,0.002,0.000,0.012,0.000
TCGA-BL-A3JM-01A,0.007,0.000,0.005,0.014,0.009,0.000,0.822,0.007,0.023,0.085,0.007,0.019,0.000,0.000,0.001,0.000
TCGA-GV-A3JZ-01A,0.007,0.000,0.003,0.011,0.001,0.000,0.849,0.000,0.024,0.052,0.005,0.046,0.001,0.000,0.000,0.000
TCGA-ZF-A9R5-01A,0.010,0.000,0.028,0.000,0.000,0.004,0.910,0.003,0.031,0.002,0.000,0.010,0.000,0.000,0.000,0.000
TCGA-UY-A9PH-01A,0.023,0.000,0.041,0.022,0.003,0.000,0.657,0.042,0.047,0.060,0.004,0.095,0.000,0.002,0.002,0.000
TCGA-E7-A7XN-01A,0.000,0.000,0.019,0.108,0.002,0.000,0.756,0.006,0.035,0.000,0.000,0.058,0.000,0.007,0.009,0.000
TCGA-XF-A9T8-01A,0.000,0.000,0.008,0.035,0.003,0.000,0.670,0.000,0.058,0.061,0.014,0.117,0.000,0.001,0.031,0.000
TCGA-DK-A3X1-01A,0.000,0.000,0.016,0.000,0.000,0.000,0.892,0.000,0.026,0.023,0.019,0.024,0.000,0.000,0.000,0.000
TCGA-E5-A4TZ-01A,0.001,0.001,0.010,0.005,0.001,0.000,0.908,0.007,0.017,0.000,0.002,0.013,0.005,0.000,0.031,0.000
TCGA-XF-AAN3-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.796,0.024,0.009,0.087,0.002,0.073,0.000,0.000,0.003,0.000
TCGA-E7-A7DV-01A,0.000,0.000,0.029,0.004,0.007,0.000,0.444,0.000,0.028,0.045,0.003,0.437,0.000,0.000,0.002,0.000
TCGA-BT-A20O-01A,0.024,0.016,0.028,0.083,0.094,0.000,0.225,0.002,0.049,0.108,0.013,0.349,0.004,0.000,0.004,0.001
TCGA-XF-AAMY-01A,0.005,0.000,0.012,0.005,0.000,0.002,0.705,0.010,0.050,0.125,0.024,0.052,0.006,0.000,0.003,0.001
TCGA-BT-A20V-01A,0.001,0.000,0.013,0.021,0.001,0.000,0.919,0.017,0.006,0.004,0.000,0.015,0.001,0.000,0.002,0.000
TCGA-GC-A3BM-01A,0.000,0.000,0.017,0.000,0.003,0.000,0.904,0.007,0.047,0.004,0.006,0.010,0.000,0.000,0.001,0.000
TCGA-K4-A4AB-01B,0.000,0.000,0.018,0.000,0.000,0.000,0.711,0.020,0.031,0.155,0.020,0.044,0.000,0.000,0.000,0.000
TCGA-FD-A5C0-01A,0.005,0.000,0.013,0.006,0.001,0.000,0.803,0.012,0.025,0.049,0.036,0.024,0.008,0.000,0.016,0.000
TCGA-G2-A2EK-01A,0.005,0.017,0.033,0.000,0.000,0.002,0.816,0.008,0.024,0.040,0.029,0.016,0.005,0.000,0.003,0.000
TCGA-CF-A1HR-01A,0.017,0.000,0.008,0.006,0.001,0.000,0.803,0.024,0.047,0.028,0.016,0.045,0.002,0.000,0.002,0.000
TCGA-GC-A3RD-01A,0.001,0.000,0.009,0.007,0.000,0.000,0.907,0.001,0.023,0.007,0.003,0.031,0.005,0.000,0.005,0.000
TCGA-E7-A5KE-01A,0.005,0.000,0.003,0.001,0.000,0.000,0.963,0.000,0.015,0.000,0.007,0.003,0.000,0.000,0.003,0.000
TCGA-ZF-A9R9-01A,0.021,0.000,0.009,0.000,0.000,0.000,0.510,0.001,0.014,0.368,0.016,0.058,0.002,0.000,0.000,0.000
TCGA-DK-A1AB-01A,0.007,0.000,0.017,0.001,0.001,0.000,0.597,0.019,0.026,0.232,0.013,0.065,0.004,0.005,0.013,0.000
TCGA-GU-A42R-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.925,0.000,0.050,0.002,0.004,0.004,0.002,0.000,0.005,0.000
TCGA-E7-A5KF-01A,0.000,0.000,0.024,0.000,0.000,0.000,0.955,0.001,0.014,0.000,0.000,0.004,0.002,0.000,0.000,0.000
TCGA-ZF-AA54-01A,0.002,0.000,0.055,0.002,0.001,0.000,0.337,0.007,0.103,0.189,0.019,0.282,0.002,0.000,0.000,0.000
TCGA-CF-A3MF-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.961,0.000,0.022,0.000,0.001,0.000,0.016,0.000,0.000,0.000
TCGA-E7-A6ME-01A,0.017,0.002,0.014,0.022,0.024,0.000,0.813,0.011,0.026,0.003,0.009,0.052,0.002,0.001,0.003,0.000
TCGA-DK-AA6M-01A,0.002,0.000,0.016,0.015,0.000,0.000,0.734,0.045,0.034,0.065,0.006,0.073,0.003,0.003,0.003,0.000
TCGA-CF-A47W-01A,0.000,0.000,0.008,0.004,0.000,0.000,0.908,0.000,0.064,0.000,0.002,0.009,0.004,0.000,0.001,0.000
TCGA-XF-A9ST-01A,0.034,0.000,0.001,0.006,0.000,0.000,0.895,0.000,0.031,0.003,0.022,0.005,0.000,0.000,0.001,0.000
TCGA-FD-A3SN-01A,0.007,0.000,0.000,0.017,0.000,0.000,0.799,0.000,0.026,0.094,0.006,0.047,0.001,0.000,0.001,0.000
TCGA-FD-A3B6-01A,0.001,0.000,0.017,0.054,0.006,0.000,0.759,0.000,0.029,0.030,0.000,0.099,0.001,0.001,0.001,0.000
TCGA-ZF-A9R7-01A,0.018,0.004,0.035,0.096,0.011,0.000,0.668,0.057,0.029,0.004,0.003,0.061,0.003,0.002,0.007,0.000
TCGA-BT-A3PK-01A,0.001,0.000,0.018,0.006,0.000,0.000,0.721,0.008,0.064,0.086,0.035,0.035,0.002,0.000,0.022,0.001
