,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
length_of_dx,0.14405889633421282,0.03872824528816188,0.4525623124883584,0.4155352751963093,0.2994206182019595,0.01808448547778968,0.3297727454923196,0.15399704467630956,0.23176722166667024,0.07203134046027593,0.4737206838778163,-0.19510545230151216,0.0642704261296691,0.22494214193105733,0.0413327876885994
length_of_dy,0.04461404644576036,0.029258593122996973,0.10631902968105579,-0.30736115808718206,-0.0075427810671641615,0.09229612900837181,0.23359762359341346,0.2917984120686813,0.3597781265773454,0.3502938914749581,0.03258793085746364,0.6718249462269889,0.017965611084112473,-0.19518816579679663,0.010547339823288638
