,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-IB-AAUW-01A,0.019,0.016,0.013,0.007,0.008,0.000,0.445,0.037,0.136,0.210,0.028,0.065,0.012,0.001,0.003,0.001
TCGA-LB-A8F3-01A,0.006,0.000,0.004,0.000,0.000,0.000,0.730,0.005,0.054,0.165,0.004,0.024,0.002,0.000,0.005,0.000
TCGA-HV-A5A5-01A,0.009,0.000,0.031,0.000,0.001,0.000,0.461,0.025,0.084,0.258,0.010,0.117,0.003,0.000,0.001,0.000
TCGA-US-A77E-01A,0.000,0.000,0.011,0.000,0.000,0.000,0.559,0.000,0.026,0.348,0.001,0.053,0.001,0.000,0.000,0.000
TCGA-3A-A9IX-01A,0.013,0.021,0.033,0.000,0.020,0.000,0.316,0.069,0.074,0.361,0.007,0.073,0.009,0.000,0.001,0.001
TCGA-HZ-A4BH-01A,0.003,0.015,0.032,0.000,0.011,0.000,0.383,0.034,0.128,0.281,0.024,0.083,0.005,0.000,0.001,0.001
TCGA-HZ-A49G-01A,0.010,0.000,0.025,0.000,0.008,0.000,0.392,0.044,0.054,0.286,0.001,0.169,0.008,0.000,0.001,0.001
TCGA-IB-8126-01A,0.022,0.015,0.020,0.001,0.034,0.002,0.307,0.040,0.120,0.328,0.016,0.081,0.008,0.001,0.004,0.001
TCGA-FB-A5VM-01A,0.004,0.001,0.019,0.000,0.004,0.000,0.530,0.042,0.090,0.209,0.023,0.071,0.003,0.000,0.004,0.000
TCGA-HV-AA8V-01A,0.010,0.000,0.013,0.000,0.000,0.000,0.312,0.010,0.032,0.493,0.002,0.121,0.005,0.001,0.001,0.000
TCGA-IB-7891-01A,0.024,0.000,0.037,0.000,0.011,0.000,0.367,0.065,0.050,0.301,0.004,0.131,0.007,0.000,0.001,0.001
TCGA-FB-A545-01A,0.004,0.000,0.004,0.000,0.000,0.000,0.662,0.004,0.057,0.256,0.001,0.005,0.007,0.000,0.000,0.000
TCGA-FB-A7DR-01A,0.005,0.000,0.013,0.000,0.002,0.000,0.370,0.019,0.088,0.319,0.086,0.081,0.011,0.002,0.003,0.000
TCGA-3A-A9IN-01A,0.021,0.000,0.005,0.000,0.005,0.000,0.369,0.025,0.253,0.121,0.157,0.034,0.004,0.002,0.003,0.000
TCGA-IB-AAUN-01A,0.015,0.000,0.017,0.006,0.000,0.000,0.618,0.033,0.044,0.207,0.002,0.050,0.006,0.000,0.000,0.000
TCGA-Q3-AA2A-01A,0.001,0.000,0.009,0.000,0.000,0.000,0.662,0.007,0.045,0.132,0.031,0.109,0.004,0.000,0.000,0.000
TCGA-IB-A5SO-01A,0.015,0.028,0.019,0.000,0.011,0.000,0.301,0.028,0.103,0.374,0.003,0.112,0.005,0.000,0.000,0.001
TCGA-M8-A5N4-01A,0.000,0.000,0.005,0.001,0.000,0.000,0.495,0.001,0.044,0.276,0.002,0.166,0.002,0.000,0.007,0.000
TCGA-2L-AAQI-01A,0.011,0.000,0.009,0.000,0.000,0.000,0.701,0.012,0.040,0.152,0.001,0.066,0.007,0.000,0.000,0.000
TCGA-HV-A7OP-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.962,0.000,0.009,0.005,0.001,0.016,0.001,0.000,0.002,0.000
TCGA-HZ-A8P1-01A,0.000,0.000,0.002,0.001,0.000,0.000,0.825,0.016,0.023,0.100,0.003,0.026,0.002,0.000,0.000,0.000
TCGA-IB-AAUV-01A,0.004,0.026,0.013,0.001,0.031,0.000,0.026,0.027,0.086,0.603,0.022,0.150,0.006,0.001,0.005,0.000
