,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-A2-A0SY-01A,55.550,611.543,63.013,12.690,25.087,169.823,379.492,166.051,5.410,145.737,30.776,8.433,1386.965
TCGA-AO-A12A-01A,12.090,455.692,46.425,19.241,15.679,152.826,174.181,18.716,1.999,304.225,33.561,5.401,1482.363
TCGA-A2-A0CY-01A,7.915,27.828,1.952,5.488,1.000,39.665,42.670,1.418,1.000,71.767,2.215,1.000,1330.376
TCGA-AN-A0G0-01A,26.705,306.404,25.168,3.143,2.974,83.605,241.408,15.058,3.693,80.473,19.602,7.781,1385.319
TCGA-A2-A3XT-01A,9.035,198.530,83.118,8.388,16.868,76.191,693.405,10.604,37.561,99.820,34.157,7.314,491.931
TCGA-AQ-A1H2-01A,6.007,284.291,34.970,6.358,3.649,46.883,386.638,34.266,1.894,140.553,12.091,16.465,3109.577
TCGA-E2-A1L8-01A,16.327,588.313,29.233,7.347,5.384,83.110,69.930,6.759,1.000,175.452,17.985,1.742,1152.585
TCGA-C8-A26V-01A,9.665,391.888,32.573,6.198,2.743,80.206,225.972,1.875,1.072,97.831,28.247,1.615,1561.637
TCGA-A8-A08B-01A,24.594,145.461,24.814,9.059,5.753,30.455,194.668,18.177,1.541,245.268,43.978,8.070,2367.745
TCGA-D8-A1XJ-01A,7.400,335.218,25.551,1.000,2.462,66.692,188.133,7.675,1.000,134.749,2.390,7.012,1815.790
TCGA-AO-A0JC-01A,539.039,159.116,370.175,180.353,148.968,217.239,352.052,111.016,12.843,66.479,311.352,3.529,459.090
TCGA-AR-A0U0-01A,51.985,124.712,83.359,38.854,9.456,92.144,700.175,10.595,7.842,68.500,181.774,4.836,457.396
TCGA-A7-A6VV-01A,17.276,570.996,60.912,4.812,10.493,114.321,368.162,5.492,4.659,631.771,16.066,3.636,1197.513
TCGA-B6-A3ZX-01A,281.869,185.333,152.055,69.039,68.184,116.823,357.225,11.362,6.076,120.186,139.407,3.249,908.071
TCGA-AR-A24L-01A,8.324,793.126,23.140,6.344,3.930,147.846,143.804,26.562,1.000,275.007,8.067,1.879,1496.996
TCGA-EW-A1OW-01A,21.982,686.998,32.940,5.087,4.939,141.950,197.341,2.487,7.655,240.812,38.061,4.908,746.796
TCGA-EW-A1P3-01A,10.882,319.274,16.207,4.169,5.379,81.761,95.723,104.165,1.000,187.857,12.779,6.250,4163.508
TCGA-LL-A7T0-01A,32.783,301.031,33.737,14.941,7.195,79.787,382.522,9.099,1.364,214.285,46.058,5.575,6459.383
TCGA-B6-A0I8-01A,13.100,383.957,11.124,2.304,2.108,103.885,102.348,14.011,1.000,139.795,5.958,7.748,4821.493
TCGA-BH-A0AV-01A,18.011,2104.368,42.133,2.264,4.429,118.247,130.044,8.078,10.783,430.286,14.284,2.830,734.137
TCGA-E2-A156-01A,4.689,101.251,24.815,1.000,3.845,90.422,143.705,45.708,1.410,68.414,2.707,13.282,2037.167
TCGA-BH-A5IZ-01A,7.870,372.578,30.820,4.917,4.737,80.556,185.784,2.088,9.261,122.810,16.649,5.478,1360.152
TCGA-BH-A1EN-01A,18.747,179.016,20.500,2.363,2.806,107.743,170.965,8.888,1.000,110.133,4.045,1.636,1269.979
TCGA-A1-A0SN-01A,23.196,937.982,80.520,28.086,12.996,113.100,268.830,56.542,1.000,153.490,37.776,4.463,1389.861
TCGA-E2-A150-01A,8.007,388.445,51.014,6.621,19.199,130.712,246.167,3.200,2.913,470.514,17.738,2.944,787.576
TCGA-PL-A8LZ-01A,29.328,309.738,91.538,28.217,18.972,334.550,722.671,4.207,10.439,197.391,164.516,5.934,744.245
TCGA-A2-A0CO-01A,49.196,735.739,85.681,26.054,24.982,535.544,495.253,60.389,8.736,266.628,72.622,10.837,754.487
TCGA-HN-A2NL-01A,37.942,106.972,36.572,26.344,13.236,75.775,378.162,10.002,2.796,33.170,67.124,1.370,371.690
TCGA-E2-A14X-01A,96.047,266.833,58.673,18.609,17.187,114.878,120.666,2.001,1.680,141.172,46.932,2.074,904.834
TCGA-BH-A0B2-01A,31.100,1056.454,116.703,36.936,19.626,169.462,785.354,50.848,6.338,250.847,46.607,16.390,1015.906
TCGA-A2-A4RX-01A,50.087,891.720,58.028,16.590,19.757,149.527,159.282,23.340,2.566,613.413,29.148,2.181,280.914
TCGA-E2-A572-01A,19.333,46.725,5.564,72.588,1.392,69.408,140.103,6.750,1.000,194.039,13.926,3.970,4058.473
TCGA-C8-A12V-01A,100.527,210.496,210.635,108.902,39.844,126.922,1495.927,2.783,6.166,198.547,367.517,9.138,560.258
TCGA-BH-A0BQ-01A,21.494,895.645,56.799,19.834,18.472,148.257,216.437,96.691,3.655,356.956,42.138,2.895,1577.980
TCGA-C8-A12T-01A,15.528,884.378,32.854,6.488,3.823,87.084,274.939,167.744,1.974,452.552,19.406,1.853,2701.113
TCGA-EW-A1OX-01A,21.371,53.548,5.243,1.032,1.000,80.455,40.064,3.993,1.000,95.133,2.636,1.000,1088.761
TCGA-BH-A0BW-01A,25.647,216.047,106.089,10.816,12.242,76.471,802.454,2.454,7.680,343.581,92.462,5.500,942.490
TCGA-A8-A084-01A,7.865,618.871,11.540,1.000,2.410,62.358,74.813,5.703,1.015,199.497,5.194,134.233,1798.386
TCGA-A2-A0SV-01A,9.403,830.478,57.837,3.212,5.991,66.966,425.439,34.924,3.850,271.168,9.490,10.058,2251.873
TCGA-C8-A275-01A,51.998,320.376,73.750,21.089,20.477,100.801,632.545,18.888,2.827,88.210,98.999,5.849,1347.631
TCGA-S3-A6ZH-01A,9.662,242.581,21.371,10.085,9.715,86.824,191.882,37.360,2.670,67.418,23.848,5.515,2779.771
TCGA-D8-A1JD-01A,20.330,953.384,82.384,5.252,10.112,64.013,446.765,99.618,1.787,282.105,10.260,10.217,1658.418
TCGA-A2-A0CV-01A,16.085,654.470,38.287,23.208,17.324,100.501,163.017,10.219,1.563,245.432,39.443,4.869,893.030
TCGA-E2-A14V-01A,4.335,416.633,14.700,4.010,3.542,55.943,54.997,85.367,1.000,238.156,7.030,4.350,1735.781
TCGA-E2-A153-01A,12.227,1633.371,34.199,1.204,4.997,190.272,279.702,67.984,2.749,435.580,10.968,2.582,2583.406
TCGA-AR-A24R-01A,14.976,458.502,48.551,11.695,13.944,53.226,247.371,13.117,2.961,218.475,27.796,9.628,2620.611
TCGA-AR-A1AV-01A,7.035,396.174,23.486,1.741,4.448,117.716,151.510,19.028,1.768,185.005,5.208,4.811,1525.547
TCGA-OL-A66H-01A,48.943,264.462,88.950,8.399,13.888,158.493,1079.845,28.231,8.050,131.958,33.078,11.503,1250.312
TCGA-AR-A251-01A,21.380,271.919,41.867,30.002,12.557,76.903,205.343,106.824,4.885,213.531,16.100,3.904,1050.471
TCGA-AC-A7VB-01A,9.275,68.185,6.718,11.057,1.388,144.507,71.301,7.658,1.514,90.192,3.602,5.927,3756.003
TCGA-A8-A08C-01A,8.082,188.288,23.010,5.352,3.939,82.426,115.807,6.158,1.000,113.673,10.279,1.918,765.929
TCGA-A2-A259-01A,25.066,403.823,63.029,6.624,28.795,143.417,162.295,214.158,20.617,273.948,15.042,10.302,1140.379
TCGA-AO-A03P-01A,7.034,151.418,17.310,2.316,2.985,84.201,127.722,17.196,1.000,85.901,6.048,1.233,1942.141
TCGA-A7-A4SE-01A,12.867,1018.675,36.928,4.017,16.918,170.061,257.575,4.039,4.669,1096.835,11.516,3.968,2246.233
TCGA-C8-A132-01A,40.335,779.035,81.083,40.332,30.005,131.973,234.398,11.849,4.740,267.737,104.422,6.154,2943.218
TCGA-B6-A0RS-01A,13.111,334.134,38.607,19.892,8.419,81.217,407.739,18.739,1.684,170.866,36.310,3.351,1811.150
TCGA-BH-A0BV-01A,12.994,424.922,68.648,22.033,8.583,110.187,387.139,108.236,1.252,161.889,30.449,11.624,888.773
TCGA-BH-A0B1-01A,9.345,799.528,18.322,6.287,6.020,155.200,99.571,50.643,1.000,141.427,11.155,7.595,2124.108
TCGA-AN-A0FZ-01A,4.559,216.304,8.801,1.038,1.346,135.994,91.390,1.000,1.000,154.621,2.319,66.078,2423.228
TCGA-EW-A1PC-01B,8.112,392.621,12.017,12.407,1.635,44.761,170.103,3.242,1.000,248.059,4.208,15.492,1470.046
TCGA-D8-A147-01A,12.868,257.362,79.315,17.578,19.326,39.667,330.030,5.847,8.874,309.424,31.699,4.971,1024.305
TCGA-BH-A1FE-01A,27.487,1346.447,118.891,36.017,45.782,104.758,204.112,77.985,4.353,186.431,88.546,2.769,938.641
TCGA-AN-A0XV-01A,22.205,830.223,31.692,10.520,14.570,190.374,98.887,52.876,3.111,183.943,33.977,1.495,1617.258
TCGA-XX-A89A-01A,52.006,1396.130,107.365,13.516,14.652,229.472,696.120,8.529,4.658,273.741,36.898,10.949,686.456
TCGA-LL-A441-01A,238.801,455.215,125.945,31.674,76.189,168.945,233.802,19.154,6.717,442.974,142.568,4.338,358.713
TCGA-E2-A15O-01A,6.409,160.851,27.280,6.754,6.492,74.122,106.615,47.491,3.339,121.270,8.761,12.172,1472.813
TCGA-C8-A12P-01A,16.023,682.954,31.472,5.064,4.896,84.977,308.754,4.006,1.000,244.859,16.433,3.264,1604.882
TCGA-BH-A1F0-01A,88.945,725.589,153.737,38.743,38.898,235.496,955.493,15.334,32.186,205.476,89.055,7.928,746.072
TCGA-OL-A66K-01A,16.756,833.354,20.823,7.410,6.753,123.208,162.614,42.699,1.000,217.854,10.857,6.800,1482.862
TCGA-BH-A0GY-01A,10.619,705.083,41.946,7.758,8.168,69.380,158.349,67.173,8.747,170.160,13.564,43.159,4308.900
TCGA-GM-A2DD-01A,17.920,576.333,104.340,19.781,22.307,132.125,491.251,49.422,3.061,216.591,84.925,3.568,2624.571
TCGA-A1-A0SE-01A,13.450,721.496,28.150,14.114,8.942,131.700,82.889,71.785,1.310,239.939,14.848,13.399,1559.917
TCGA-LL-A73Y-01A,33.500,848.755,70.306,12.590,32.919,199.697,121.393,9.842,3.524,366.164,30.676,2.007,1373.786
TCGA-A2-A0CM-01A,28.353,425.254,72.782,39.891,12.970,108.883,589.438,1.783,10.903,109.192,142.169,4.316,1021.968
TCGA-A8-A09G-01A,36.897,158.195,62.780,13.861,13.740,124.977,348.599,9.733,3.223,75.916,54.963,3.527,1128.644
TCGA-E2-A14T-01A,10.033,142.639,37.508,4.855,4.670,60.424,262.464,11.538,4.064,93.706,11.428,20.634,1874.509
TCGA-E9-A1N8-01A,4.643,169.327,14.405,4.773,1.797,48.966,132.944,8.184,1.888,108.254,12.047,2.788,1081.215
TCGA-AN-A0AT-01A,19.567,297.543,34.431,10.892,5.846,39.802,184.562,82.705,3.856,170.475,41.185,1.471,829.095
TCGA-A8-A08Z-01A,9.056,1245.669,86.469,5.819,10.618,99.258,534.502,57.230,7.788,423.574,15.341,12.599,1327.591
TCGA-AR-A24N-01A,22.358,615.074,24.784,5.306,3.963,56.793,106.415,8.944,1.000,161.848,8.861,1.730,2440.224
TCGA-BH-A0B6-01A,139.051,672.817,101.671,93.864,84.458,186.228,799.971,71.471,25.406,100.418,392.920,5.709,1037.657
TCGA-EW-A1PA-01A,24.730,224.267,25.447,9.927,9.962,112.603,79.655,65.018,2.226,164.079,18.091,21.445,879.170
TCGA-AR-A24Q-01A,38.078,608.396,64.581,23.728,13.236,113.115,229.495,17.708,3.017,1099.485,47.271,1.348,876.104
TCGA-BH-A8FY-01A,20.944,59.730,25.201,1.000,3.671,126.718,326.456,6.720,1.000,75.532,4.225,9.159,2338.289
TCGA-E9-A2JS-01A,6.999,316.575,20.045,5.518,3.498,57.320,177.779,82.215,1.000,157.652,11.273,3.364,2134.127
TCGA-AN-A0AR-01A,6.074,99.743,11.743,1.515,3.810,41.440,81.667,1.150,1.000,55.140,4.758,1.165,709.856
TCGA-A2-A04U-01A,27.372,171.976,8.248,3.696,1.000,84.326,151.593,1.833,1.000,355.290,6.385,1.000,715.154
TCGA-A7-A56D-01A,45.382,841.604,17.943,1.964,1.442,78.734,318.777,69.852,4.290,957.503,26.097,1.130,2904.018
TCGA-B6-A0X4-01A,16.901,76.356,6.460,1.000,1.574,57.410,56.422,2.475,1.000,78.362,1.000,1.249,1480.583
TCGA-AQ-A7U7-01A,134.778,1329.397,157.064,96.704,50.908,273.301,789.164,79.356,9.879,431.164,177.857,19.618,1607.099
TCGA-D8-A1XT-01A,7.406,793.102,42.143,4.804,9.105,140.605,330.884,2.915,10.567,279.223,14.217,40.664,1046.113
TCGA-BH-A1FJ-01A,7.623,241.482,16.540,3.032,1.829,88.905,97.568,20.452,1.000,134.433,3.023,2.159,1813.524
TCGA-A2-A0ET-01A,6.512,58.505,38.727,14.836,8.402,90.830,275.916,1.920,1.631,42.039,16.143,10.045,2158.019
TCGA-AR-A0TR-01A,23.060,29.193,29.068,7.692,9.225,78.928,130.514,22.954,1.000,80.370,16.143,16.637,2291.658
TCGA-A8-A095-01A,10.470,476.487,38.195,8.817,12.822,151.682,224.677,60.530,1.370,203.595,23.623,23.339,1251.298
TCGA-A2-A25E-01A,49.779,188.858,30.162,6.008,8.204,68.851,167.646,9.340,1.422,140.358,13.139,2.400,2306.645
TCGA-A8-A08S-01A,8.708,237.004,23.592,3.838,5.160,71.632,143.552,9.978,1.985,135.571,8.682,9.140,5728.951
TCGA-AR-A0TS-01A,138.974,243.724,215.822,32.291,69.287,136.066,479.990,4.620,11.551,314.306,69.463,19.935,956.689
TCGA-BH-A0BR-01A,10.943,1118.770,61.712,8.459,8.742,160.533,352.493,48.637,3.140,268.221,23.191,3.692,1953.793
TCGA-A8-A0A6-01A,61.780,267.266,94.756,54.572,28.089,147.966,473.278,16.601,2.558,197.459,100.857,18.585,1253.107
TCGA-B6-A401-01A,24.459,553.027,45.306,9.656,10.122,88.957,164.584,31.746,2.709,281.120,29.280,11.211,3176.178
TCGA-E2-A1B5-01A,104.534,186.262,141.727,55.481,34.385,203.444,208.815,41.415,2.888,122.485,81.926,2.554,331.756
TCGA-A7-A26I-01B,13.803,1023.271,70.375,4.818,7.751,76.864,333.726,11.329,4.329,524.674,3.997,11.638,538.376
TCGA-S3-AA15-01A,613.129,1415.551,125.046,31.912,49.430,240.823,632.165,65.765,18.561,370.142,158.353,9.871,613.182
TCGA-AR-A1AW-01A,311.993,572.847,302.455,98.481,79.445,109.349,944.761,3.885,11.768,102.181,257.511,16.113,714.427
TCGA-E9-A5FL-01A,11.867,343.521,10.778,1.182,7.214,53.529,193.004,11.035,1.556,207.534,10.438,1.000,1626.958
TCGA-A8-A092-01A,9.725,385.191,36.528,3.573,5.029,59.965,248.532,18.063,1.295,198.274,10.884,6.081,3027.908
TCGA-D8-A13Z-01A,15.658,538.559,73.981,9.298,15.596,130.198,396.372,11.885,3.891,224.873,25.062,7.073,1867.121
TCGA-AR-A24O-01A,19.081,961.039,69.606,19.252,19.912,208.513,273.819,46.524,3.050,267.157,34.708,7.383,1031.398
TCGA-AO-A0JD-01A,5.435,115.687,30.067,8.858,9.581,55.360,244.610,16.551,1.593,42.001,22.942,17.625,1267.251
TCGA-BH-A0HF-01A,19.209,555.702,57.328,8.616,17.765,200.475,396.770,115.680,3.019,247.921,27.862,14.086,1547.427
TCGA-PE-A5DD-01A,24.767,449.319,38.965,21.567,4.362,237.942,179.307,135.571,1.000,241.272,39.279,14.128,1656.820
TCGA-AR-A0U2-01A,20.186,294.502,79.496,34.451,11.238,101.009,314.133,12.550,2.370,57.524,50.022,3.109,1871.538
TCGA-AC-A3HN-01A,41.599,1836.565,76.598,18.261,18.536,305.263,456.284,128.309,4.673,339.910,61.950,19.116,506.125
TCGA-AN-A0AL-01A,73.237,456.896,53.445,5.436,11.909,203.249,322.163,27.527,2.624,202.444,29.253,2.070,908.026
TCGA-B6-A0RL-01A,5.995,12.279,5.904,6.423,1.000,13.851,35.362,1.000,1.063,5.852,3.208,2.679,5058.629
TCGA-C8-A274-01A,5.230,234.664,14.652,2.453,3.298,50.582,93.289,6.573,1.000,118.233,3.935,34.808,1715.734
TCGA-A2-A0CP-01A,16.453,974.860,20.419,4.999,3.479,135.589,129.610,181.609,1.000,495.907,13.115,4.626,2307.151
TCGA-BH-A0H5-01A,193.030,486.144,318.934,162.580,107.487,132.776,919.659,112.530,13.805,142.958,346.832,14.512,1379.694
TCGA-A2-A0EW-01A,16.682,1166.492,74.435,22.537,18.306,301.520,277.234,68.375,2.143,277.832,37.370,15.276,1917.007
TCGA-D8-A145-01A,77.130,828.397,48.187,10.811,17.091,223.414,199.565,163.113,2.353,229.994,29.435,22.807,1085.944
TCGA-A7-A13G-01B,25.016,348.754,58.479,4.367,17.710,99.052,127.363,6.938,3.241,118.746,8.013,29.969,220.082
TCGA-AN-A0XS-01A,87.842,812.087,50.834,23.261,12.880,162.207,404.171,51.370,4.004,349.130,54.572,30.766,2573.001
TCGA-D8-A27V-01A,6.861,558.485,32.027,8.169,13.207,141.384,141.803,8.452,1.857,105.708,16.040,1.985,1485.273
TCGA-D8-A27F-01A,12.035,706.476,51.866,1.850,5.022,77.974,161.542,18.225,19.770,556.860,47.089,3.581,663.979
TCGA-AN-A0AS-01A,13.480,1221.051,32.604,3.856,3.543,69.630,258.717,47.348,2.996,287.652,10.216,8.949,1110.733
TCGA-AO-A0J5-01A,49.933,1177.299,31.843,5.695,6.946,144.571,170.317,57.448,1.172,286.485,7.877,5.750,750.185
TCGA-D8-A1Y0-01A,19.446,655.644,79.051,25.466,31.750,171.486,255.794,55.544,7.816,154.760,54.880,12.508,1964.179
TCGA-BH-A0EI-01A,10.302,1584.909,17.301,1.740,3.787,103.657,107.579,74.589,1.000,258.077,4.190,5.828,2266.769
TCGA-BH-A0DI-01A,31.475,2592.158,56.730,9.016,13.965,197.690,404.873,116.148,1.828,459.144,53.065,4.645,948.996
TCGA-D8-A1XM-01A,16.512,1129.945,90.939,22.396,27.719,125.628,477.995,131.103,7.956,218.992,43.379,8.244,2859.380
TCGA-BH-A0DZ-01A,23.161,796.769,41.135,8.624,6.477,116.615,452.745,23.961,2.073,287.706,37.972,1.450,1860.698
TCGA-A8-A08H-01A,14.579,691.168,164.390,10.991,60.625,443.692,711.901,40.446,28.107,293.370,83.158,45.289,259.062
TCGA-A2-A3Y0-01A,22.411,184.394,38.102,22.186,7.128,82.732,505.628,12.112,2.282,44.510,99.308,17.240,887.286
TCGA-BH-A0C1-01B,10.639,1430.573,69.548,26.820,11.858,151.069,242.711,63.614,1.241,201.268,51.436,8.066,1478.463
TCGA-BH-A0EB-01A,26.288,896.946,79.402,13.639,16.381,149.770,516.857,31.782,1.847,235.760,44.320,15.968,1169.579
TCGA-E2-A15T-01A,12.496,133.843,17.289,5.049,4.890,87.562,71.427,5.581,1.263,100.235,4.888,3.095,2203.046
TCGA-C8-A1HI-01A,30.596,276.370,15.698,4.761,6.193,47.690,152.225,30.983,1.000,308.848,12.290,1.865,2027.560
TCGA-A2-A0EM-01A,6.186,476.270,34.370,4.021,7.331,126.846,181.014,47.608,1.147,322.702,12.051,7.205,988.467
TCGA-3C-AALJ-01A,19.822,301.894,60.108,20.959,7.952,139.355,273.293,6.197,1.777,220.719,41.517,4.944,2625.350
TCGA-E9-A1RG-01A,14.479,447.545,26.203,11.040,7.227,78.160,241.110,80.931,2.193,342.703,27.451,6.398,6017.427
TCGA-A8-A0A7-01A,193.379,628.890,169.096,122.502,40.175,109.487,1072.368,19.510,5.203,226.955,311.453,6.764,2345.116
TCGA-E2-A1B0-01A,23.063,706.454,57.353,18.361,8.012,131.865,254.900,5.693,3.153,258.670,28.784,2.510,876.766
TCGA-BH-A28O-01A,31.854,1056.876,57.063,17.437,10.269,217.347,154.374,29.812,1.000,596.407,23.257,6.420,1198.641
TCGA-B6-A0RE-01A,16.979,294.188,16.035,2.698,1.443,46.559,195.504,5.991,1.000,244.269,7.790,2.003,1222.177
TCGA-A7-A13F-01A,8.379,315.224,25.730,1.835,3.608,139.124,172.986,27.447,1.000,339.775,4.429,6.319,2519.349
TCGA-C8-A1HE-01A,11.393,380.511,30.829,5.611,8.500,102.535,216.681,5.714,1.000,133.327,11.832,18.802,1366.820
TCGA-BH-A1EY-01A,11.188,968.231,104.009,10.712,32.060,69.894,497.062,65.340,4.472,136.185,41.555,6.324,693.984
TCGA-AC-A3TN-01A,9.085,517.575,11.989,3.895,2.787,106.858,157.453,101.275,1.000,204.726,20.388,44.592,3260.755
TCGA-BH-A0DK-01A,74.948,346.046,104.393,32.827,19.298,227.650,488.607,55.023,4.066,179.374,52.481,2.473,1204.826
TCGA-A2-A04R-01A,11.544,247.116,8.288,2.417,1.171,86.515,52.555,68.516,1.000,208.588,3.634,3.248,2248.283
TCGA-E2-A1B4-01A,5.237,446.424,11.221,1.544,1.735,77.768,78.711,83.088,1.000,212.699,9.516,30.182,2698.051
TCGA-D8-A1XO-01A,11.399,1193.524,60.207,13.270,11.805,82.039,250.279,30.703,1.000,203.493,27.308,45.115,1450.481
TCGA-AN-A0FD-01A,16.844,539.608,21.868,8.377,2.377,105.887,269.028,34.568,1.394,391.845,27.950,8.608,1178.145
TCGA-A8-A099-01A,18.628,249.376,51.256,3.902,4.828,100.176,206.622,6.147,1.028,130.501,5.869,2.603,1715.836
TCGA-GM-A5PV-01A,8.689,64.512,27.523,9.816,9.785,75.492,230.121,34.592,1.042,178.208,21.076,6.183,3004.466
TCGA-E9-A1R0-01A,34.051,493.352,38.822,12.433,16.466,232.419,203.823,86.322,3.019,285.177,48.053,2.238,1401.377
TCGA-OL-A5RV-01A,24.996,487.117,33.057,8.698,15.824,122.552,181.388,74.407,1.000,344.904,13.567,16.559,3053.155
TCGA-D8-A27P-01A,11.895,374.584,32.159,3.735,8.292,85.173,124.998,36.453,1.000,370.129,10.214,4.954,1678.399
TCGA-GM-A3XN-01A,31.653,743.082,48.875,14.271,11.021,235.008,297.629,34.880,1.785,346.836,33.922,43.631,1350.011
TCGA-A7-A0DC-01B,28.413,161.597,44.935,4.196,8.531,136.919,86.326,60.705,3.554,138.031,5.399,87.453,908.432
TCGA-E9-A5FK-01A,84.285,421.109,72.374,44.914,32.837,299.387,472.826,128.212,5.197,340.938,229.784,7.033,1534.300
TCGA-E9-A1RC-01A,8.592,446.925,15.175,1.000,1.631,56.783,54.104,13.603,1.000,147.511,1.820,2.004,1761.371
TCGA-A8-A0A1-01A,7.210,614.935,126.796,15.581,21.680,109.024,606.960,60.540,9.576,162.711,37.007,7.463,1963.468
TCGA-A7-A5ZX-01A,15.471,1174.676,19.545,4.598,7.618,109.711,166.076,142.211,1.000,454.197,7.325,10.558,1872.316
TCGA-OL-A5DA-01A,12.287,549.354,21.397,20.376,5.261,83.896,242.929,112.260,1.000,172.246,53.287,91.694,1869.094
TCGA-BH-A0BC-01A,18.655,442.565,87.986,14.773,11.057,284.986,589.161,20.301,1.288,239.629,41.186,6.451,848.559
TCGA-AN-A0FN-01A,53.846,2326.540,82.828,23.652,24.989,311.767,300.850,112.325,4.547,555.046,73.959,7.291,674.602
TCGA-AR-A0TV-01A,34.512,104.554,67.248,21.526,11.495,73.244,368.001,3.519,8.752,180.469,50.862,5.290,1455.313
TCGA-E9-A226-01A,10.905,752.135,27.195,1.000,2.154,42.110,82.811,30.439,1.713,262.760,3.145,2.544,1156.964
TCGA-A2-A0D0-01A,4.821,96.867,29.816,14.719,4.866,27.290,265.334,1.000,7.048,255.868,101.141,2.925,857.442
TCGA-AN-A0XU-01A,33.951,326.647,37.052,34.483,15.705,53.729,275.512,3.622,3.602,116.826,62.762,2.632,1264.893
TCGA-AC-A23E-01A,9.971,1345.836,53.928,1.651,6.246,119.874,405.212,37.648,1.705,466.775,4.987,22.233,1430.434
TCGA-D8-A3Z6-01A,42.933,410.148,16.269,2.561,3.862,184.383,174.660,48.396,1.000,189.369,9.347,5.468,2832.396
TCGA-OL-A66P-01A,418.725,463.561,66.152,50.806,20.391,122.416,1222.403,103.051,3.781,194.991,482.938,4.505,2561.238
TCGA-A1-A0SK-01A,6.424,85.383,6.969,8.876,4.958,57.987,64.520,1.000,1.000,51.512,3.013,1.712,731.299
TCGA-A8-A0A9-01A,16.756,457.869,28.675,7.855,4.484,58.096,216.637,28.608,2.061,181.649,19.678,3.804,2659.951
TCGA-C8-A8HQ-01A,46.176,979.785,46.385,17.671,10.979,118.078,447.037,19.247,1.635,266.488,51.318,5.290,2685.202
TCGA-GI-A2C8-01A,8.445,904.897,61.900,10.002,9.851,170.896,400.546,50.085,2.469,177.406,17.610,101.783,420.242
TCGA-B6-A408-01A,76.369,707.768,66.510,12.587,11.918,95.924,619.407,44.990,7.859,226.261,49.994,14.129,1968.674
TCGA-AR-A24X-01A,17.585,526.193,30.336,12.601,9.086,80.758,125.591,10.688,1.204,191.494,16.644,12.510,1334.873
TCGA-D8-A13Y-01A,4.465,202.522,9.712,39.760,2.157,55.662,82.866,1.013,1.000,87.553,1.639,1.229,848.137
TCGA-D8-A1XA-01A,9.169,342.573,38.715,2.737,5.916,45.935,177.444,110.928,1.815,120.064,11.827,25.556,2186.348
TCGA-D8-A27E-01A,10.897,144.641,33.589,6.533,9.456,65.272,274.632,17.466,2.251,74.451,15.663,4.121,1257.290
TCGA-D8-A1XV-01A,17.563,69.915,15.811,1.000,3.094,52.638,96.357,2.724,1.000,40.715,2.430,2.610,1173.101
TCGA-A2-A25F-01A,78.447,1177.080,458.839,91.450,87.329,186.103,1362.458,12.884,22.087,309.888,218.665,11.750,167.165
TCGA-S3-A6ZF-01A,29.191,477.347,53.111,13.599,14.874,94.256,226.226,49.539,2.581,243.278,34.983,5.440,2046.991
TCGA-C8-A26X-01A,122.870,412.565,62.740,23.817,16.089,172.139,475.363,12.621,2.403,151.487,106.083,2.790,984.804
TCGA-C8-A27A-01A,14.557,58.423,18.381,11.227,2.665,64.988,203.578,1.919,1.000,95.253,5.492,14.828,1495.865
TCGA-BH-A1EX-01A,11.719,756.398,62.491,7.726,10.083,61.176,263.311,7.465,2.036,151.698,18.485,16.855,876.521
TCGA-BH-A0W5-01A,154.099,940.401,183.762,20.752,49.267,128.180,210.697,102.358,2.482,262.980,54.339,5.846,818.380
TCGA-AR-A24M-01A,9.420,769.462,32.017,2.243,7.452,85.098,188.300,43.740,1.000,265.487,6.945,13.640,1299.857
TCGA-JL-A3YX-01A,25.677,428.869,11.718,4.360,4.395,95.683,98.647,181.852,1.709,195.868,8.413,3.258,4973.225
TCGA-A8-A0A4-01A,65.563,526.932,22.732,5.827,5.953,210.613,170.757,39.684,1.277,1205.862,18.281,6.494,2247.721
TCGA-E9-A3HO-01A,8.407,116.584,21.285,9.109,6.721,131.512,156.847,23.461,1.991,85.623,42.559,36.988,595.798
TCGA-EW-A2FV-01A,18.960,351.315,50.643,15.125,15.766,180.469,283.134,21.146,4.709,154.159,46.109,2.084,3706.021
TCGA-BH-A0EA-01A,13.354,745.198,42.021,9.555,15.693,250.212,191.704,22.204,2.073,561.311,17.015,9.346,742.976
TCGA-AO-A0JB-01A,10.127,81.290,7.617,2.077,1.109,62.793,101.698,7.692,1.000,138.995,6.403,1.000,604.783
TCGA-A8-A06P-01A,16.892,800.583,36.638,3.452,7.272,127.635,255.087,111.910,1.747,365.574,11.907,5.199,3749.666
TCGA-E9-A1NG-01A,10.628,1380.179,87.116,3.039,10.809,167.621,652.156,35.054,6.595,565.989,8.243,7.995,2363.456
TCGA-BH-A18T-01A,6.518,171.570,22.621,7.974,3.171,79.964,198.147,3.098,1.675,94.200,19.693,1.562,1057.097
