"","cellFractions.B.Cells","cellFractions.Endothelial.Cells","cellFractions.Fibroblasts","cellFractions.Macrophages","cellFractions.NK","cellFractions.T.Cells","cellFractions.otherCells"
"TCGA.AG.3896.01A",0.0168859763471157,0.0570362401391058,0.0507366591796936,0.0191926530065498,2.55297371375753e-08,0.0118521605881043,0.844296285209694
"TCGA.DC.4745.01A",0.00841287541261258,0.0477506111108569,0.0490760370207143,0.00989383757041876,3.56507787518163e-10,0.0132913826745155,0.871575255854374
"TCGA.AH.6903.01A",0.00359016008957389,0.0209243202011904,0.0195948274888939,0.00534333887495833,6.95015782791818e-10,0.00763139435961201,0.942915958290756
"TCGA.AG.3599.01A",0.00353766573392781,0.0166787757346507,0.0211585676792443,0.0248245462420972,0.00521515919340637,0.0157605983985881,0.912824687018086
"TCGA.AG.3581.01A",0.0117495106701657,0.0601472001631723,0.0330525652362305,0.0196538125506023,4.97277593794118e-08,0.0209705187634553,0.854426342888615
"TCGA.AG.3881.01A",1.9090966414704e-07,0.312192520598725,0.107013551474887,0.047404049080653,3.54764567013748e-09,0.0348996019128336,0.498490082475591
"TCGA.CL.5917.01A",5.69760655383416e-09,0.0154446589961945,0.0723266948582134,0.00526339293310399,1.39524618778987e-09,0.00359124459035318,0.903374001529282
"TCGA.AG.3902.01A",0.0170512076201634,0.0202634219520505,0.0130153250458969,0.045550062814271,0.0152809563330385,0.0248227189694157,0.864016307265164
"TCGA.CI.6624.01C",0.0173219503404353,0.0513532318360667,0.0618303254470498,0.0148068842027079,2.01096639125559e-09,0.0233620207640041,0.83132558539877
"TCGA.AF.2692.01A",0.0010559554725382,0.0330219796319919,0.0488904518051767,0.00772635866949416,3.49909944004189e-09,0.0107566920258446,0.898548558895855
"TCGA.DC.6683.01A",6.18132845149758e-09,0.00332201349256381,0.0753902801851271,0.010561854981538,3.19234889383671e-09,0.00211372202626998,0.908612119940824
"TCGA.DC.6682.01A",0.00287648423084287,0.0189991039309423,0.016863713514345,0.00535724253083652,3.73147122026262e-09,0.0105870733682932,0.945316378693269
"TCGA.F5.6702.01A",6.57959028385936e-08,9.91734532150697e-06,0.566599802974861,0.0222324659397167,1.21301623832788e-07,9.90811010887292e-08,0.411157527561473
"TCGA.AF.4110.01A",0.165109911365958,0.0631915649474955,0.0787480775131052,0.0215511641386135,2.62708078371758e-10,0.0134324782993723,0.657966803472748
"TCGA.F5.6861.01A",0.000622018645438035,0.0632238757765045,0.0521096038783906,0.00890417203693838,2.0191145965003e-08,0.0140865483830618,0.861053761088521
"TCGA.G5.6235.01A",0.000408636254511785,0.0122333205647701,0.00632906864682895,0.00455727825113368,1.82217926178684e-08,0.00788178385321713,0.968589894207746
"TCGA.AG.3999.01A",0.000320370135155384,0.0411068386108213,0.0471633621303836,0.0111978036699036,4.34076292987516e-09,0.011445446321393,0.88876617479158
"TCGA.AG.A02N.01A",0.000554745695911721,0.00754787485625742,0.00775315960240856,0.0124533062553275,0.0108468439113235,0.00777904962207814,0.953065020056693
"TCGA.AF.6136.01A",0.0198333158240221,0.0455028549902087,0.0315150573948632,0.00668953852154596,2.07369988988972e-09,0.0067521906388586,0.889707040556801
"TCGA.AG.3580.01A",0.00706081730975882,0.0164680697818935,0.0221970950899217,0.0133728520416703,0.000226495133322233,0.0262643884155255,0.914410282227908
"TCGA.DY.A1H8.01A",9.04697399293672e-09,0.0125225101903811,0.00132906312558284,0.00305710750668244,1.34880931300629e-08,0.00791992914415594,0.97517136749813
"TCGA.AG.A032.01A",0.0029685789540807,0.0215844072063932,0.0272186458702697,0.00800294798350334,1.39916834550039e-08,0.00967954443576306,0.930545861558306
"TCGA.EI.6512.01A",1.23475856679447e-08,0.0107806793020435,0.0387620626981465,0.0152791898312265,0.000109241468123664,0.000917172933209201,0.934151641419665
"TCGA.AG.3575.01A",4.18429682007196e-07,0.00011997076331166,0.246748921865904,0.0227222921292688,6.7948869021745e-05,8.67496526380364e-07,0.730339580446286
"TCGA.AF.6672.01A",0.0153233129715515,0.0175445895584081,0.02176042430792,0.00423484430818592,7.48872712033698e-09,0.0113516088559288,0.929785212509279
"TCGA.EI.6514.01A",0.0012190807407061,0.132449153968346,0.0683675221580261,0.0103091267726545,4.83118411267167e-09,0.0306266664200567,0.757028445109026
"TCGA.AH.6644.01A",5.25204760141636e-09,0.00637855389062548,0.137417462771148,0.0127610887665954,1.04755155046558e-05,0.00158138388577289,0.841851029918306
"TCGA.AF.6655.01A",5.39435880693363e-09,7.22074592631397e-08,0.186220798850106,0.00821219766750356,6.75989752239719e-08,2.81742437258275e-05,0.805538684037871
"TCGA.AF.A56K.01A",0.0131454208445109,0.047055333117612,0.0688621414213291,0.0101077866765723,1.28121348789466e-08,0.00725039335459664,0.853578911773244
"TCGA.G5.6641.01A",0.00326012317059809,0.0147317029873896,0.00414110111470012,0.00251301910198145,9.23104531309655e-09,0.00380904050732518,0.97154500388696
"TCGA.DY.A1DG.01A",3.84258861801417e-08,0.0212582317742082,0.00493660470327479,0.00507058186771683,1.89541675132072e-08,0.00976111497955032,0.958973409295196
"TCGA.AG.4001.01A",1.01899715499147e-08,0.0457514825125744,0.183114870333034,0.027843159498906,8.00175618856427e-08,0.00275675338693762,0.740533644061014
"TCGA.AG.A026.01A",0.0242464085152468,0.219837229126544,0.0654996664249911,0.00242805373590914,1.96233826735656e-08,0.0551805229376544,0.632808099636271
"TCGA.EI.7004.01A",3.49767984943063e-07,0.36910528002379,0.429973702191092,0.0307171487530762,5.914047011265e-07,1.87581202104055e-07,0.170202740278153
"TCGA.AG.3878.01A",0.00469626838072479,0.0974678160886237,0.0763454743030352,0.0393113635268382,1.20218521287498e-07,0.0271050773283644,0.755073880153892
"TCGA.AG.3611.01A",0.0136872850087003,0.0103741067059023,0.0151598488618295,0.0132229350794904,1.07285977348696e-09,0.0144169860180385,0.933138837253179
"TCGA.AF.3400.01A",4.45363014779709e-08,0.0159820423465437,0.302709861635633,0.051980144371255,7.6268552562326e-07,6.7746179401815e-07,0.629326466962947
"TCGA.G5.6572.01A",6.67078152242545e-08,2.7897548332882e-07,0.18471799886657,0.00820681963066002,3.08470900123195e-08,3.11343460939956e-06,0.807071691537772
"TCGA.AG.3574.01A",4.26603099411872e-09,0.0493830275221618,0.0303715056241832,0.0207936635930144,4.76218003213083e-06,0.0100890309166311,0.889358005897946
"TCGA.AG.3605.01A",0.0111802518975607,0.0202759705125851,0.0140574243037556,0.0154922194343062,4.49522420647537e-08,0.013412194390852,0.925581894508698
"TCGA.AG.3731.01A",0.0336220964132828,0.0479822270680171,0.180003310009742,0.037871856130746,0.00420245320330226,0.00187504062857389,0.694443016546336
"TCGA.AG.A01J.01A",0.00407761897427633,0.0168648268381109,0.00695229534082868,0.00474479180643268,0.000234350627174556,0.0134058791863488,0.953720237226828
"TCGA.AG.A01N.01A",0.00760591103237382,0.0483957456083207,0.0204453091178604,0.00386632341808359,1.28645959835537e-09,0.0112613318569351,0.908425377679967
"TCGA.DT.5265.01A",2.01258285674326e-07,0.182764127400385,0.263841203419271,0.0231141138254619,2.19408510035915e-06,0.0332276989178191,0.497050461093677
"TCGA.AG.A00Y.01A",0.0178712865676022,0.0190215434825926,0.00408509125423158,0.0104264511911252,0.00172794783743849,0.0104793678743742,0.936388311792636
"TCGA.AH.6547.01A",0.155061393847085,0.00933926117571592,0.0879811031784331,0.0271481001672661,5.34742732230726e-08,0.0200921621370558,0.700377926020171
"TCGA.AH.6549.01A",7.60137545899838e-08,0.079967192663468,0.058982335148654,0.0222479673398008,8.14098632960063e-09,0.00937145108945129,0.829430969603885
"TCGA.AF.A56L.01A",0.00842544089612205,0.0272837083879038,0.0589572056704275,0.00805770956722974,1.2610576562884e-08,0.00901590126226218,0.888260021605478
"TCGA.AG.A036.01A",0.00539783978587371,0.0115704856666986,0.0460875248480168,0.00869633323672875,0.00107479713619481,0.0103135938862841,0.916859425440203
"TCGA.DC.4749.01A",0.0140487824676638,0.00144048415153954,0.0563369878626661,0.00547381530508646,1.03157028166755e-08,0.00700106238421126,0.91569885751313
"TCGA.AF.2687.01A",2.24834187108364e-07,0.0433392391310638,0.392489353446301,0.0507390334055678,4.2528831753723e-08,0.00381594932869348,0.509616157325355
"TCGA.AG.3883.01A",1.47493427865123e-07,0.140440195919573,0.108010442638409,0.0293968450589104,2.702655600981e-08,0.030475503932803,0.69167683793032
"TCGA.CL.4957.01A",0.00818014202621219,0.0315222470032546,0.0384159733821362,0.00406063149486628,2.39152342359325e-09,0.00551514860021657,0.912305855101791
"TCGA.AG.A01Y.01A",0.0654981553634378,0.0313247405801358,0.0522608192113573,0.023271492119017,3.88579169673347e-07,0.0178449751389327,0.80979942900795
"TCGA.AG.3890.01A",0.0768303275922659,0.0353932125635728,0.0292139562878505,0.0171409115254551,4.07994884290447e-11,0.0203976114056252,0.821023980584431
"TCGA.AG.A011.01A",0.0103298842864084,0.0181734203586076,0.0208634225977723,0.009315305673153,5.227574233363e-10,0.00944649566804819,0.931871470893253
"TCGA.AG.3592.01A",0.0158880390272741,0.0332988430408859,0.0262231008279302,0.0113901112841036,1.8404470726295e-08,0.015357058180772,0.897842829234563
"TCGA.AG.3892.01A",0.0371782919785256,0.0034870882860527,0.0275566687639798,0.0266334968768355,0.0160919618953102,0.0175155005520563,0.87153699164724
"TCGA.AF.A56N.01A",0.00130802836429947,0.0419624837520111,0.0800849338283438,0.0121345153472784,9.33793654021824e-09,0.0124092847186385,0.852100744651492
"TCGA.EI.6513.01A",0.00527228119772583,0.0425893971437426,0.0514441361247404,0.0108840126438745,1.08715280599373e-09,0.0171081383521207,0.872702033450643
"TCGA.EI.6882.01A",0.026726891787218,0.0245728505683805,0.034731902278138,0.0169330647841482,0.00364162623657693,0.0042286420127473,0.889165022332791
"TCGA.F5.6812.01A",0.0263146097025138,0.202928163813097,0.151704481968112,0.0121478321651524,2.40013070024825e-08,0.0524889561489214,0.554415932200897
"TCGA.AG.3726.01A",2.49204210726284e-08,0.114946282443135,0.0072099696504554,0.0141397264723456,1.33796737177312e-05,0.00794631959154389,0.855744297248381
"TCGA.EI.6917.01A",3.63331159270603e-08,0.0253264306402892,0.186938342315768,0.0829579821108603,0.000106052155011812,0.00778414733170869,0.696887009113246
"TCGA.AG.A02X.01A",0.00551270640853864,0.0139599691697135,0.00335542079841067,0.00611337949200996,1.4474558923309e-08,0.00749584332530812,0.96356266633146
"TCGA.AG.A015.01A",1.79638376520343e-08,0.0145814712161041,0.0118978721470862,0.00513229896717321,5.94845074417393e-08,0.00686252783591907,0.961525752385372
"TCGA.AF.2693.01A",0.0376405150962336,0.0428312760522213,0.0371277308275096,0.012813348105619,3.50114440435019e-09,0.0156381137526845,0.853949012664588
"TCGA.AG.4022.01A",8.38408420842616e-05,0.00986756644994489,0.140572871810347,0.02222039179414,5.75043952828764e-08,0.0109617403134346,0.816293531285654
"TCGA.AG.A008.01A",6.10241208143339e-06,0.0233369962768833,0.00119784741282996,0.00804369320148535,8.39783383566543e-10,0.0119021987228585,0.955513161134078
"TCGA.AG.3582.01A",0.0110794272673347,0.0402601259556122,0.0530131960956622,0.0163500430474375,1.19520414151523e-08,0.0178376308602541,0.861459564821658
"TCGA.G5.6233.01A",0.00205875757659977,0.0536334622160719,0.0256773803768912,0.0133359518682986,1.69076587314017e-08,0.00219489223179705,0.903099538822683
"TCGA.AG.3742.01A",7.76572732773323e-09,0.0150056129906763,0.0622194500106135,0.00991508937490411,3.15971650192788e-09,2.35154060529294e-07,0.912859601544302
"TCGA.EI.6509.01A",1.81885007222751e-07,0.0141365126551811,0.0606209446247125,0.00960716916542413,1.25477271049302e-08,3.11636833150683e-07,0.915634867485115
"TCGA.AG.3602.01A",8.4629770591212e-05,2.749813137428e-09,0.116005673505589,0.0147543974455094,1.30122640728701e-07,1.79970381747484e-08,0.869155148408819
"TCGA.EI.6506.01A",0.0407382223979749,0.0601724517987406,0.0152662625317351,0.0169517380734601,2.70169339654177e-08,0.0166601195289276,0.850211178652228
"TCGA.CI.6622.01A",0.00420691602387306,0.0309528161963985,0.0225235631024243,0.00756739545888325,8.92183196408541e-10,0.0040697459756649,0.930679562350573
"TCGA.AG.3901.01A",0.00555014987761427,0.132149123183846,0.248024076476735,0.0397943388003289,1.1158858002401e-08,0.0379281597448075,0.53655414075781
"TCGA.AG.3894.01A",1.49094458629836e-07,0.0362894558258534,0.0362357546239771,0.015338896714981,5.87014709621972e-08,0.00869552776333669,0.903440157275922
