"","cellFractions.B.Cells","cellFractions.Endothelial.Cells","cellFractions.Fibroblasts","cellFractions.Macrophages","cellFractions.NK","cellFractions.T.Cells","cellFractions.otherCells"
"TCGA.KL.8325.01A",8.22323201925566e-10,0.0401750302269542,4.24170229325602e-06,0.0073884257732316,9.99044761456742e-06,1.00481166106312e-07,0.952422210546417
"TCGA.KO.8411.01A",2.58877704510435e-05,0.073189907833778,2.6803385147841e-09,0.00407691362969572,1.19601037136818e-10,1.69534579923721e-08,0.922707271012678
"TCGA.KL.8331.01A",9.20758019864893e-08,0.028620719172589,0.000647417589120526,0.00447487161477143,1.78046867635508e-06,0.000293063535307293,0.965962055543733
"TCGA.KO.8409.01A",1.7282599483372e-08,0.0187367183913128,7.60659391958799e-09,0.00425792142072417,0.00159739999571563,3.11655561307888e-08,0.975407904137498
"TCGA.KM.8439.01A",2.89147488330855e-08,0.0225493252848021,1.62387691785714e-09,0.0105807373558348,0.00068182068770994,1.40296666267734e-06,0.966186683166365
"TCGA.KN.8423.01A",7.59395929563301e-09,0.0506248034958363,7.90953101175422e-10,0.00802729464767861,0.00035935148602381,3.56337053789978e-09,0.940988538422178
"TCGA.KL.8339.01A",1.37142969507663e-09,0.0840967234393431,6.86591528628359e-09,0.00823432353344365,1.90137944602945e-05,4.50490552053888e-08,0.907649885946353
"TCGA.KN.8434.01A",1.22181676866266e-09,0.0687517990085743,1.08391960030499e-09,0.0169008908250264,9.1882379107489e-10,2.69344751354608e-07,0.914347037597088
"TCGA.KL.8342.01A",2.14186558616481e-09,0.0618578165710881,2.71165744048074e-09,0.0120661160100362,0.00335892098967058,2.13558681255746e-09,0.922717139440095
"TCGA.KN.8428.01A",1.14623180000507e-08,0.060593637847436,0.0203812684268606,0.014472486656111,5.55279357392214e-09,0.0148768753528512,0.889675714701629
"TCGA.KO.8416.01A",1.51837161463842e-09,0.0295149304564584,2.69304364364067e-09,0.00608546826633734,7.78738315461434e-08,9.45594719113865e-09,0.96439950973601
"TCGA.KL.8344.01A",2.50166600115702e-09,0.186125045152288,3.58364474391001e-05,0.00952924539726025,8.45429174620996e-06,4.34001931970486e-08,0.804301372809407
"TCGA.KM.8441.01A",6.86998982901678e-07,0.0390815982039351,0.00691796014863277,0.0211266830777351,7.61543368769615e-05,8.01098682571475e-09,0.93279690922285
"TCGA.KM.8442.01A",1.10164393842283e-05,0.0489541570003451,0.0101904166648587,0.00952387267377798,1.26361580008237e-09,1.0464527078625e-07,0.931320431312747
"TCGA.KL.8346.01A",7.07147284196825e-08,0.0281185666685493,1.59834087480968e-08,0.00249563290606117,5.64836920877019e-07,5.88900250593954e-07,0.969384559990081
"TCGA.KL.8341.01A",1.06031714912853e-08,0.0325073982868648,6.4843434703093e-09,0.00311383412565468,8.83888023852681e-08,2.38281082302431e-08,0.964378638283055
"TCGA.KL.8330.01A",2.57402486885192e-09,0.0272442968761802,1.01071676401525e-07,0.00295843695369669,2.55059993254497e-09,5.91690574876278e-08,0.969797100804764
"TCGA.KN.8431.01A",2.87758542587795e-08,0.0397253740315748,2.1033026940408e-09,0.00265223333488506,3.20471186997898e-08,1.04310906104059e-06,0.957621286598203
"TCGA.KO.8403.01A",1.01153410144091e-08,0.0331643104683271,1.8293875402942e-06,0.0150745755989785,2.00719584790634e-08,1.03429481204845e-08,0.951759244014907
"TCGA.KO.8405.01A",6.23126163374583e-09,0.049322580401667,0.0252221640376377,0.0340178019160795,5.11517501071442e-08,0.00921677443414229,0.882220621827462
"TCGA.KN.8435.01A",1.29857526088098e-09,0.0499641313660969,1.24065150852979e-05,0.00349355355692039,1.13556899635462e-08,1.82642700780618e-08,0.946529877643362
"TCGA.KN.8419.01A",7.96925349223431e-10,0.0626442557936811,1.52205915436887e-11,0.00651174578438698,3.8906458134883e-07,4.90768957700531e-09,0.930843603637515
"TCGA.KL.8337.01A",1.29925603043928e-07,0.0275776938304052,3.69957505660726e-05,0.00201281226044146,6.52393622837678e-09,5.8743826538416e-10,0.97037236112161
"TCGA.KL.8332.01A",8.11713983279178e-06,0.0869694245530168,1.66533272238614e-08,0.00730627364351913,1.47283727919975e-05,2.04552216906763e-09,0.90570143759199
"TCGA.KO.8413.01A",5.49283570681657e-11,0.0717519039229835,1.29163679792523e-09,0.0229994516554866,0.00228920201742658,7.93924705266292e-08,0.902959361665068
"TCGA.KM.8443.01A",6.90522357078304e-09,0.0196148182982867,6.39721087006765e-10,0.00223273399552873,3.6904083092515e-08,3.08175145432331e-08,0.978152372439642
"TCGA.KL.8333.01A",0.0154735380566068,0.147939649823953,0.00358208621125369,0.0153481592782583,0.00124376638845406,7.25292446615733e-09,0.81641279298855
"TCGA.KL.8334.01A",1.71250287824198e-09,0.0647435237821816,1.90799039343772e-08,0.0154144368215748,5.96263605424536e-07,0.00102009861030212,0.918821323729929
"TCGA.KN.8427.01A",1.52153379826787e-07,0.134662154493267,0.0579160689155875,0.0711389642366077,1.12809860402933e-07,0.0536431268058709,0.682639420585427
"TCGA.KL.8338.01A",1.18324414040677e-07,0.0380830059571116,2.74342832400394e-09,0.00603786240460036,6.40066328092787e-08,0.00366276950947018,0.952216177054343
"TCGA.KN.8432.01A",9.43751842923376e-06,0.081873665029463,2.04401043730171e-09,0.008714037272994,0.0025598560335291,4.75821778930693e-09,0.906842997343356
"TCGA.KO.8410.01A",1.72238626975685e-09,0.0448342642909275,1.16791816218138e-07,0.010740258534135,0.00133716192589436,1.82609812658992e-08,0.943088178473859
"TCGA.KN.8437.01A",1.92791100974614e-09,0.0232543167691158,5.0396756534281e-05,0.0108146222116302,4.79192483759585e-09,9.03406817690683e-08,0.965880567202202
"TCGA.KN.8430.01A",1.67630616427623e-09,0.0768338390211739,7.04440187827675e-11,0.012397208364247,0.00106333746928834,8.38423419495043e-09,0.909705605014306
"TCGA.KM.8477.01A",1.01025122105594e-08,0.0336604400433162,2.42402500178709e-05,0.00450796252305362,1.38044040355407e-08,1.02240517119946e-08,0.961807323052644
"TCGA.KO.8414.01A",9.69450509704579e-09,0.0307030625807221,1.86322610473141e-10,0.00883360759157983,0.00782275902192484,9.32124952324969e-07,0.952639628799993
"TCGA.KL.8323.01A",2.04042216741302e-08,0.0460930878231292,4.80826922696999e-10,0.00732060395504092,1.28871808251893e-08,1.16273120314881e-06,0.946585111718397
"TCGA.KL.8328.01A",3.02986587504575e-08,0.0215495927864223,5.1174747043883e-07,0.0027520666557819,9.45112130322211e-06,2.76947595040074e-08,0.975688319695604
"TCGA.KN.8426.01A",6.96518439787562e-07,0.0291486317811142,1.1977518843108e-09,0.0118520633101737,0.000581641621956884,1.99424066953062e-09,0.958416963576323
"TCGA.KL.8336.01A",1.01075033253764e-08,0.0545660791924096,5.92793158194255e-08,0.0258925623927254,1.41955958230505e-05,2.36916005179317e-09,0.919527091063063
"TCGA.KL.8329.01A",5.54882133511208e-08,0.0383821559926611,8.26758534555147e-10,0.0249362391412774,0.00320284280205287,0.00272316258651612,0.930755543162521
"TCGA.KN.8429.01A",1.51150604958665e-08,0.0644101236909801,6.12993596561653e-10,0.0100447220600193,0.000993371180688853,2.77404738631271e-06,0.924548993292871
"TCGA.KL.8326.01A",1.83250855774486e-09,0.0227360874229918,8.9221943508505e-10,0.00151923382654267,4.32667699061427e-08,1.97201511561622e-08,0.975744613038816
"TCGA.KN.8425.01A",1.97379772893598e-08,0.0329614730552641,1.09748279706602e-09,0.0181075191960263,5.32735413439303e-09,3.44448371614177e-07,0.948930637137524
"TCGA.KL.8327.01A",7.23891599734605e-09,0.019322591289549,3.01125438837042e-09,0.00171693497400685,6.44694231476379e-09,2.25587303008187e-05,0.978937898309031
"TCGA.KL.8343.01A",1.85265246724575e-09,0.0526405753888377,4.03803053780877e-09,0.00810878926301099,1.42139590092965e-08,2.3625314617711e-08,0.939250591618195
"TCGA.KL.8324.01A",1.26237083322521e-08,0.0472873861124488,4.86051759353492e-09,0.00293245605495767,0.000488075586221436,7.59775454808962e-08,0.949291988784601
"TCGA.KN.8433.01A",2.17094443167238e-08,0.0470318712031859,4.1556793529507e-05,0.0108147545002999,7.76082339326168e-08,6.10021463077575e-08,0.94211165718316
"TCGA.KO.8417.01A",2.73720428105735e-08,0.0439959805887454,5.90385540981281e-09,0.00250558022462045,5.43062590888566e-10,1.65630922715598e-05,0.953481842275402
"TCGA.KM.8639.01A",1.58042121449979e-08,0.027018063992988,0.000881410834834948,0.0144600521119037,0.00257522065861469,0.00245578193019778,0.952609454667249
"TCGA.KL.8340.01A",5.21180742573748e-08,0.0657179979652403,0.000738922263700378,0.00695604643569213,2.0680127046398e-09,0.0031095466509863,0.923477432498294
"TCGA.KO.8404.01A",1.17296124973913e-07,0.303233071247166,0.230587700116762,0.46391200629334,3.21807029778424e-08,0.00226692433076962,1.4853513369651e-07
"TCGA.KM.8440.01A",4.95421322055898e-07,0.0178939852953438,0.00206471039690665,0.00391107535740275,1.07841805277423e-08,3.55470387484973e-08,0.976129687197806
"TCGA.KN.8436.01A",8.24590100221252e-09,0.0317846341555806,2.20799653080358e-10,0.00289609173067115,2.20729859121513e-09,1.25994658958471e-08,0.965319250840283
"TCGA.KN.8424.01A",4.74148060596489e-08,0.0619634866020374,1.47198246272485e-06,0.0208837772226345,7.7034242624911e-08,1.80903806024384e-08,0.917151121653436
"TCGA.KO.8406.01A",1.02211825911601e-08,0.0380804300161069,2.85420449485179e-08,0.00695669651486992,4.13483098354484e-06,6.75506203812051e-09,0.95495869311975
"TCGA.KM.8438.01A",1.07298214889361e-10,0.0510944102792884,4.75110194229421e-11,0.00428511018669564,6.60879711586806e-09,1.48265129105729e-07,0.94462032450528
"TCGA.KN.8418.01A",1.68766010872518e-08,0.0450386151930512,2.17856491462662e-09,0.0040460514741648,2.07485407681198e-05,1.90182728371282e-05,0.950875547464013
"TCGA.KL.8335.01A",1.81163897276677e-08,0.0183866973163968,0.0185990986126975,0.00418396746741347,0.000194333490901797,8.73265274898788e-09,0.958635876263548
"TCGA.KL.8345.01A",1.15576223378098e-09,0.0575126447464198,1.30836082278878e-09,0.00649301854455603,4.43557265346212e-09,7.82645653636108e-08,0.935994251544763
"TCGA.KO.8407.01A",3.94229755087038e-10,0.0532426617614168,1.43865502286088e-09,0.00772449979933072,0.00256911391833544,2.09681858884216e-06,0.936461625869443
"TCGA.KN.8421.01A",2.79521098782473e-08,0.0135184209210718,0.000299641595124754,0.0042574337871357,4.67807741452003e-06,0.00104587505565188,0.980873922611492
"TCGA.KO.8415.01A",6.92578163305712e-06,0.0365885899534207,1.66336008895228e-08,0.0209848873007414,0.000741509357260035,1.28812959621532e-08,0.941678058092048
"TCGA.KM.8476.01A",5.56632869095525e-08,0.0292168570634166,1.10178187079843e-09,0.00266721184670372,4.54285653074879e-05,0.000181177863183538,0.96788926789632
