,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-OR-A5LO-01A,0.001,0.000,0.000,0.000,0.002,0.000,0.867,0.001,0.041,0.002,0.067,0.016,0.001,0.000,0.001,0.000
TCGA-P6-A5OG-01A,0.001,0.000,0.000,0.004,0.018,0.000,0.295,0.000,0.206,0.016,0.225,0.203,0.000,0.000,0.021,0.010
TCGA-OR-A5J6-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.462,0.000,0.177,0.000,0.035,0.316,0.008,0.000,0.000,0.000
TCGA-OR-A5LT-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.938,0.000,0.001,0.000,0.002,0.058,0.000,0.000,0.000,0.000
TCGA-OR-A5JY-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.791,0.000,0.064,0.003,0.031,0.100,0.005,0.000,0.003,0.000
TCGA-OR-A5JV-01A,0.000,0.000,0.006,0.000,0.012,0.000,0.443,0.001,0.068,0.000,0.037,0.421,0.005,0.000,0.005,0.000
TCGA-OR-A5JT-01A,0.000,0.000,0.003,0.000,0.001,0.000,0.762,0.000,0.096,0.000,0.046,0.091,0.000,0.000,0.000,0.000
TCGA-OR-A5KX-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.792,0.000,0.090,0.001,0.026,0.089,0.001,0.000,0.000,0.000
TCGA-OR-A5K3-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.777,0.000,0.025,0.000,0.012,0.180,0.001,0.000,0.003,0.000
TCGA-OR-A5JZ-01A,0.000,0.000,0.006,0.000,0.001,0.000,0.775,0.001,0.091,0.000,0.004,0.109,0.013,0.000,0.000,0.000
TCGA-OR-A5LC-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.704,0.000,0.115,0.020,0.124,0.036,0.000,0.000,0.000,0.000
TCGA-OR-A5LH-01A,0.000,0.001,0.004,0.000,0.014,0.000,0.714,0.000,0.088,0.000,0.028,0.143,0.007,0.000,0.001,0.000
TCGA-OR-A5LM-01A,0.000,0.000,0.005,0.000,0.001,0.000,0.802,0.001,0.052,0.000,0.038,0.088,0.010,0.000,0.002,0.000
TCGA-OR-A5J5-01A,0.001,0.000,0.000,0.000,0.014,0.000,0.865,0.009,0.029,0.000,0.050,0.033,0.000,0.000,0.001,0.000
TCGA-P6-A5OF-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.780,0.001,0.077,0.043,0.033,0.062,0.001,0.000,0.000,0.000
TCGA-OR-A5LD-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.871,0.005,0.005,0.000,0.073,0.042,0.000,0.000,0.003,0.000
TCGA-OR-A5L3-01A,0.001,0.000,0.000,0.000,0.000,0.001,0.697,0.000,0.009,0.000,0.051,0.239,0.000,0.000,0.002,0.000
TCGA-OR-A5LK-01A,0.023,0.000,0.000,0.000,0.025,0.000,0.373,0.036,0.074,0.000,0.006,0.426,0.029,0.000,0.007,0.000
TCGA-OR-A5LG-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.730,0.000,0.064,0.019,0.032,0.154,0.000,0.000,0.000,0.000
TCGA-OR-A5KO-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.858,0.000,0.060,0.005,0.043,0.029,0.000,0.000,0.000,0.000
TCGA-OR-A5JJ-01A,0.005,0.000,0.004,0.000,0.014,0.000,0.865,0.002,0.041,0.007,0.031,0.031,0.001,0.000,0.000,0.000
TCGA-OR-A5JL-01A,0.004,0.000,0.006,0.000,0.008,0.000,0.733,0.000,0.092,0.000,0.034,0.114,0.007,0.000,0.002,0.000
TCGA-OR-A5KV-01A,0.000,0.000,0.000,0.000,0.014,0.000,0.901,0.005,0.037,0.002,0.012,0.026,0.004,0.000,0.000,0.000
TCGA-OR-A5JE-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.801,0.000,0.069,0.011,0.019,0.097,0.000,0.000,0.000,0.000
TCGA-PK-A5HB-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.763,0.000,0.101,0.000,0.111,0.025,0.000,0.000,0.000,0.000
TCGA-OR-A5JM-01A,0.000,0.000,0.000,0.000,0.012,0.000,0.918,0.000,0.034,0.009,0.007,0.017,0.003,0.000,0.000,0.000
TCGA-OR-A5JD-01A,0.000,0.000,0.002,0.000,0.028,0.000,0.574,0.002,0.057,0.000,0.042,0.291,0.001,0.000,0.002,0.000
TCGA-OR-A5LN-01A,0.000,0.000,0.000,0.000,0.018,0.000,0.310,0.000,0.131,0.000,0.009,0.511,0.003,0.000,0.017,0.000
TCGA-OR-A5K6-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.804,0.000,0.060,0.000,0.017,0.116,0.000,0.000,0.000,0.000
TCGA-OR-A5JR-01A,0.000,0.000,0.002,0.000,0.012,0.000,0.734,0.006,0.074,0.000,0.041,0.128,0.001,0.000,0.000,0.000
TCGA-OR-A5L6-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.509,0.000,0.137,0.000,0.092,0.258,0.004,0.000,0.000,0.000
TCGA-OR-A5JI-01A,0.000,0.000,0.000,0.000,0.013,0.000,0.525,0.001,0.163,0.016,0.105,0.175,0.000,0.000,0.000,0.000
TCGA-OR-A5J2-01A,0.018,0.000,0.005,0.000,0.008,0.000,0.729,0.001,0.178,0.004,0.004,0.052,0.001,0.000,0.000,0.000
TCGA-OR-A5LL-01A,0.000,0.000,0.002,0.000,0.004,0.000,0.818,0.000,0.063,0.003,0.017,0.090,0.001,0.000,0.002,0.000
TCGA-OR-A5K1-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.620,0.000,0.166,0.000,0.112,0.091,0.010,0.000,0.000,0.000
TCGA-PK-A5HA-01A,0.000,0.000,0.000,0.000,0.003,0.000,0.497,0.000,0.125,0.000,0.064,0.308,0.000,0.000,0.001,0.000
TCGA-OR-A5LR-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.727,0.007,0.093,0.017,0.063,0.071,0.021,0.000,0.000,0.000
TCGA-OR-A5JX-01A,0.000,0.000,0.001,0.000,0.005,0.000,0.720,0.016,0.104,0.000,0.105,0.048,0.000,0.000,0.000,0.000
TCGA-OU-A5PI-01A,0.000,0.000,0.003,0.000,0.017,0.000,0.813,0.008,0.055,0.039,0.017,0.049,0.001,0.000,0.000,0.000
TCGA-OR-A5JA-01A,0.000,0.000,0.005,0.000,0.001,0.000,0.822,0.000,0.038,0.008,0.065,0.053,0.008,0.000,0.000,0.000
TCGA-OR-A5KY-01A,0.000,0.000,0.000,0.000,0.009,0.000,0.820,0.002,0.050,0.004,0.014,0.101,0.000,0.000,0.000,0.000
