,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-V1-A9OF-01A,0.001,0.000,0.006,0.000,0.000,0.000,0.933,0.007,0.018,0.008,0.011,0.015,0.001,0.000,0.000,0.000
TCGA-ZG-A8QX-01A,0.006,0.002,0.005,0.000,0.006,0.000,0.831,0.009,0.017,0.019,0.093,0.009,0.000,0.000,0.001,0.000
TCGA-YL-A8SC-01A,0.005,0.000,0.011,0.010,0.005,0.000,0.838,0.015,0.032,0.031,0.017,0.033,0.002,0.000,0.000,0.000
TCGA-HC-7817-01B,0.008,0.000,0.012,0.006,0.002,0.000,0.711,0.030,0.072,0.083,0.038,0.038,0.001,0.000,0.000,0.000
TCGA-KC-A7F6-01A,0.002,0.000,0.004,0.003,0.003,0.000,0.850,0.010,0.048,0.034,0.035,0.008,0.001,0.000,0.000,0.000
TCGA-KK-A7B4-01A,0.007,0.000,0.012,0.007,0.002,0.000,0.861,0.021,0.017,0.041,0.011,0.020,0.000,0.000,0.000,0.000
TCGA-G9-6366-01A,0.013,0.000,0.005,0.000,0.002,0.000,0.895,0.004,0.021,0.010,0.046,0.003,0.000,0.000,0.000,0.000
TCGA-KK-A59X-01A,0.004,0.000,0.005,0.000,0.000,0.000,0.899,0.006,0.025,0.019,0.016,0.025,0.000,0.000,0.000,0.000
TCGA-HC-A6AN-01A,0.003,0.000,0.004,0.000,0.001,0.000,0.890,0.004,0.027,0.020,0.029,0.020,0.000,0.001,0.001,0.000
TCGA-G9-6498-01A,0.004,0.000,0.013,0.000,0.009,0.000,0.781,0.020,0.063,0.051,0.053,0.002,0.002,0.000,0.001,0.000
TCGA-J4-AATZ-01A,0.002,0.000,0.007,0.001,0.000,0.000,0.936,0.009,0.014,0.001,0.024,0.004,0.000,0.000,0.000,0.000
TCGA-EJ-7317-01A,0.003,0.000,0.001,0.000,0.000,0.000,0.910,0.005,0.032,0.011,0.032,0.006,0.000,0.000,0.000,0.000
TCGA-SU-A7E7-01A,0.004,0.000,0.008,0.000,0.009,0.000,0.823,0.018,0.039,0.039,0.046,0.012,0.001,0.000,0.001,0.000
TCGA-XJ-A83F-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.886,0.001,0.036,0.016,0.047,0.011,0.000,0.000,0.000,0.000
TCGA-2A-AAYO-01A,0.006,0.016,0.021,0.001,0.007,0.000,0.761,0.019,0.041,0.042,0.053,0.026,0.006,0.000,0.002,0.000
TCGA-EJ-A46B-01A,0.002,0.000,0.004,0.000,0.000,0.000,0.864,0.009,0.031,0.021,0.061,0.006,0.001,0.000,0.001,0.000
TCGA-QU-A6IN-01A,0.003,0.000,0.001,0.003,0.000,0.000,0.945,0.002,0.015,0.001,0.024,0.003,0.000,0.000,0.002,0.000
TCGA-KK-A59Z-01A,0.004,0.000,0.002,0.000,0.006,0.000,0.791,0.017,0.054,0.040,0.063,0.021,0.002,0.000,0.001,0.000
TCGA-XK-AAJT-01A,0.005,0.000,0.005,0.000,0.004,0.000,0.744,0.015,0.062,0.036,0.109,0.017,0.001,0.000,0.001,0.000
TCGA-EJ-7125-01A,0.000,0.000,0.002,0.001,0.006,0.000,0.833,0.010,0.047,0.023,0.055,0.020,0.002,0.000,0.000,0.000
TCGA-J9-A52C-01A,0.001,0.000,0.010,0.000,0.015,0.000,0.607,0.025,0.095,0.102,0.108,0.031,0.005,0.000,0.001,0.000
TCGA-YL-A8HL-01A,0.002,0.000,0.003,0.000,0.000,0.000,0.932,0.004,0.032,0.002,0.017,0.008,0.000,0.000,0.000,0.000
TCGA-ZG-A9LZ-01A,0.003,0.000,0.010,0.003,0.000,0.000,0.879,0.019,0.025,0.021,0.023,0.015,0.000,0.000,0.000,0.000
TCGA-J9-A8CP-01A,0.005,0.000,0.005,0.000,0.000,0.000,0.754,0.007,0.100,0.040,0.035,0.006,0.048,0.000,0.000,0.000
TCGA-FC-A6HD-01A,0.001,0.000,0.001,0.000,0.000,0.000,0.955,0.005,0.013,0.000,0.019,0.004,0.000,0.000,0.001,0.000
TCGA-G9-6351-01A,0.006,0.000,0.005,0.000,0.001,0.000,0.889,0.008,0.021,0.036,0.032,0.001,0.000,0.000,0.000,0.000
TCGA-EJ-5532-01A,0.003,0.000,0.007,0.000,0.002,0.000,0.862,0.008,0.035,0.046,0.031,0.004,0.001,0.000,0.001,0.000
TCGA-EJ-5525-01A,0.000,0.002,0.007,0.000,0.000,0.000,0.730,0.010,0.061,0.159,0.017,0.012,0.000,0.000,0.000,0.000
TCGA-ZG-A9L9-01A,0.000,0.000,0.018,0.000,0.002,0.000,0.646,0.032,0.044,0.127,0.084,0.044,0.002,0.000,0.001,0.000
TCGA-EJ-A65F-01A,0.001,0.000,0.003,0.006,0.003,0.000,0.797,0.013,0.072,0.040,0.047,0.015,0.003,0.000,0.000,0.000
