,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-SY-A9G5-01A,23.589,1273.825,43.451,27.337,6.670,65.422,522.970,57.686,8.766,376.619,125.576,3.414,2893.775
TCGA-XF-AAMX-01A,8.010,322.920,10.847,1.000,1.177,99.080,154.909,2.497,1.000,98.485,4.298,1.820,2514.138
TCGA-ZF-AA58-01A,18.698,452.490,104.696,32.355,16.623,81.815,2773.932,12.022,14.154,599.563,301.545,8.819,400.916
TCGA-XF-AAMG-01A,6.845,239.004,17.957,6.491,2.695,103.332,154.844,2.482,2.161,156.600,11.388,2.392,649.323
TCGA-DK-AA74-01A,17.857,1890.879,77.430,22.161,16.649,172.455,2357.564,76.769,3.900,1485.495,198.020,10.310,1651.607
TCGA-ZF-AA4T-01A,4.459,46.023,2.095,1.000,1.000,34.726,7.120,3.618,1.000,24.911,1.053,1.000,1946.480
TCGA-FD-A5BV-01A,2.701,131.705,3.178,1.609,1.527,76.840,25.667,8.634,1.000,48.725,1.716,1.000,1734.356
TCGA-YF-AA3L-01A,3.542,87.149,5.862,1.000,3.242,98.835,66.401,10.918,1.000,81.281,2.102,1.000,2858.255
TCGA-FJ-A871-01A,13.883,239.769,35.683,1.088,2.657,34.240,31.321,3.432,1.000,374.904,3.763,1.000,315.337
TCGA-FD-A6TF-01A,16.247,578.043,17.786,4.325,4.346,174.248,251.179,67.881,5.612,821.326,14.078,7.796,2755.764
TCGA-ZF-A9RN-01A,13.000,6.752,20.519,307.947,3.534,62.425,200.739,9.781,3.426,43.811,134.133,1.000,1398.208
TCGA-GV-A3QF-01A,7.558,15.124,2.632,1.000,1.000,91.246,9.505,1.588,2.295,36.128,3.366,20.531,2906.169
TCGA-FD-A3N5-01A,3.834,44.518,23.461,4.677,2.470,45.721,79.946,3.806,1.527,124.491,28.727,16.836,897.300
TCGA-XF-A8HG-01A,1.992,22.981,1.989,1.000,1.000,9.327,21.320,1.884,1.000,9.515,1.000,1.000,1124.585
TCGA-XF-A9SM-01A,16.043,544.955,99.417,57.536,17.361,94.514,2111.221,5.586,3.096,341.932,267.748,9.717,2672.466
TCGA-XF-AAME-01A,85.877,2273.241,97.338,10.727,50.475,250.474,752.531,79.080,21.435,1132.082,55.457,18.800,858.873
TCGA-GC-A3YS-01A,10.099,1216.745,34.630,2.315,4.017,78.401,425.015,25.892,1.666,339.750,23.416,2.860,528.911
TCGA-HQ-A2OF-01A,6.768,38.324,8.782,4.341,126.232,86.243,23.610,1.377,1.000,358.946,1.978,1.000,2196.012
TCGA-FD-A5BX-01A,15.173,175.147,147.566,2.097,8.405,201.259,649.474,53.721,5.228,1127.762,36.852,1.194,138.808
TCGA-CU-A3KJ-01A,2.685,78.746,16.354,8.029,2.052,20.858,105.193,2.336,1.769,65.957,13.698,19.612,119.082
TCGA-G2-A2ES-01A,5.267,266.452,24.179,5.335,3.213,83.660,328.919,14.890,6.443,114.784,33.152,2.674,1086.422
TCGA-FD-A6TI-01A,2.266,158.077,12.248,4.823,2.856,59.039,108.575,23.056,1.000,123.168,7.316,14.648,3745.145
TCGA-XF-A9SL-01A,66.134,874.663,69.883,7.832,41.510,221.601,398.525,368.963,16.423,3054.935,32.400,4.752,1606.573
TCGA-E5-A2PC-01A,3.878,308.670,7.293,4.660,1.715,32.048,88.146,1.562,1.000,59.666,20.727,1.000,2146.361
TCGA-FD-A3B7-01A,62.440,1131.332,104.935,65.672,12.127,258.479,1048.265,78.781,12.045,368.760,254.381,13.905,798.307
TCGA-BT-A3PJ-01A,9.151,220.834,32.757,10.300,5.645,62.043,403.880,1.878,2.275,67.111,39.966,1.750,1147.562
TCGA-ZF-A9R1-01A,14.649,207.801,15.084,7.159,5.470,34.435,29.245,11.167,1.000,465.261,5.061,1.000,3455.881
TCGA-ZF-AA5H-01A,19.627,213.180,55.322,9.168,5.559,39.061,455.656,5.646,1.918,78.151,57.912,1.455,3813.823
TCGA-BT-A2LA-01A,11.672,177.073,3.982,16.650,1.000,99.463,47.614,1.000,1.123,55.933,5.144,1.017,86.169
TCGA-XF-A9T4-01A,7.511,1540.813,24.180,6.876,5.243,74.245,112.534,6.283,1.131,143.145,27.283,2.999,2459.389
TCGA-GV-A3JW-01A,5.139,89.197,3.121,1.081,1.000,71.196,15.991,5.313,1.000,52.314,3.003,1.000,1353.238
TCGA-ZF-A9RM-01A,4.438,14.687,12.558,2.314,1.000,42.376,3.657,1.000,1.000,35.130,3.195,1.000,2000.433
TCGA-KQ-A41P-01A,5.890,139.841,11.260,2.463,8.757,75.513,172.755,18.419,2.577,183.925,11.462,1.172,1026.120
TCGA-DK-A3IK-01A,12.874,226.646,4.979,1.459,1.345,39.464,22.537,11.918,1.019,160.104,8.681,1.000,2167.242
TCGA-CU-A0YN-01A,23.247,657.343,62.741,10.099,7.641,94.979,203.791,18.615,2.265,61.295,24.797,42.063,736.486
TCGA-4Z-AA7W-01A,44.666,109.184,30.159,54.487,8.746,35.745,862.360,4.319,3.838,175.335,458.686,1.959,3203.201
TCGA-CF-A9FL-01A,9.445,317.940,5.152,4.702,1.169,56.357,48.140,3.298,1.000,119.641,3.939,1.000,2645.467
TCGA-E7-A7PW-01A,4.304,24.036,2.004,2.620,1.126,23.482,25.324,1.794,1.000,27.244,10.108,4.708,1037.151
TCGA-FD-A6TA-01A,59.277,824.465,33.326,8.066,9.178,88.007,358.982,15.183,2.530,274.751,27.811,2.663,4280.973
TCGA-FD-A43S-01A,133.560,1434.255,57.335,28.441,26.597,224.977,648.590,205.186,7.474,857.694,135.366,4.408,2057.475
TCGA-K4-A4AC-01A,6.442,55.130,27.386,2.594,2.785,25.970,498.560,18.353,6.660,85.451,21.594,2.095,696.914
TCGA-2F-A9KW-01A,4.875,153.932,19.604,1.000,2.572,422.565,129.153,4.845,3.832,132.771,6.054,56.189,3867.518
TCGA-4Z-AA81-01A,8.891,62.882,14.154,21.232,1.184,28.054,135.501,2.164,1.000,13.803,116.301,1.000,4841.612
TCGA-E7-A97Q-01A,8.096,434.283,10.684,17.495,2.483,68.563,156.850,17.370,1.000,163.597,22.310,9.586,1193.632
TCGA-ZF-AA53-01A,18.473,802.432,43.040,10.276,7.795,69.984,838.348,11.867,2.844,633.676,66.294,5.077,1092.722
TCGA-CU-A0YR-01A,16.412,281.645,35.592,4.473,10.169,161.101,421.928,6.300,1.168,95.248,37.872,2.570,2120.075
TCGA-4Z-AA7Y-01A,1.944,508.023,5.725,1.000,3.189,124.112,16.006,3.660,1.000,27.632,1.184,1.000,3794.724
TCGA-XF-AAMJ-01A,26.460,2471.432,19.297,3.141,2.142,90.769,137.770,29.589,5.072,491.236,19.980,4.289,500.567
TCGA-G2-AA3B-01A,12.505,14.730,4.286,3.266,1.000,20.822,37.271,5.421,1.000,132.567,14.450,1.000,1994.832
TCGA-MV-A51V-01A,4.578,83.198,3.316,1.242,1.000,124.068,13.297,8.791,1.000,55.170,1.000,3.915,3197.399
TCGA-E7-A6MD-01A,30.184,455.970,32.733,7.768,14.502,85.876,141.322,69.829,5.397,209.516,24.626,1.927,1723.854
TCGA-K4-A3WU-01B,80.105,264.867,47.440,19.912,25.804,112.820,191.657,44.610,3.922,1082.326,30.408,15.098,1745.268
TCGA-FD-A3SL-01A,7.704,499.902,19.347,4.294,5.803,194.103,371.605,55.741,1.151,897.509,11.513,1.823,1939.707
TCGA-BT-A42E-01A,9.317,52.396,25.457,13.506,4.576,27.642,625.361,1.000,1.000,70.296,73.178,2.045,1123.296
TCGA-ZF-A9R0-01A,3.307,51.759,5.802,2.023,2.524,18.514,69.425,3.027,1.000,294.342,9.286,1.000,2628.304
TCGA-DK-AA6R-01A,4.976,170.610,12.920,4.394,2.717,52.934,52.108,4.597,1.964,105.449,27.746,1.162,2088.622
TCGA-CF-A9FH-01A,3.845,203.862,5.658,1.885,1.000,52.545,17.809,1.000,1.000,34.010,2.137,1.463,4941.840
TCGA-KQ-A41N-01A,2.629,53.051,2.443,1.000,1.000,58.477,8.872,6.499,1.000,388.043,1.691,1.000,1689.944
TCGA-5N-A9KI-01A,10.629,505.977,12.904,2.364,4.467,53.773,262.537,24.925,2.697,269.277,11.897,2.641,4385.737
TCGA-GD-A2C5-01A,5.770,364.690,7.561,1.000,1.677,105.581,57.123,24.976,1.945,175.484,3.981,4.712,1584.515
TCGA-ZF-AA52-01A,20.467,888.437,22.610,4.123,18.981,60.229,271.061,40.909,12.297,538.167,34.279,15.550,2023.516
TCGA-E7-A541-01A,13.881,108.405,20.438,30.337,9.895,94.606,395.978,27.450,2.074,53.910,122.363,5.020,1762.588
TCGA-ZF-AA5P-01A,42.089,624.508,12.585,4.179,6.680,190.256,157.579,78.646,10.537,3878.997,21.591,2.255,1330.378
TCGA-ZF-AA4W-01A,4.792,54.382,2.599,1.230,1.000,36.538,24.940,1.163,1.000,27.137,20.020,7.138,928.947
TCGA-ZF-A9RE-01A,3.978,32.814,3.340,1.395,1.000,31.766,24.789,1.000,1.000,18.165,5.456,3.110,2737.169
TCGA-DK-A1AD-01A,8.316,317.038,7.780,4.170,3.084,30.711,75.207,4.981,1.000,192.234,11.587,1.012,2406.456
TCGA-GU-A42Q-01A,4.673,230.141,6.055,1.045,1.968,18.423,37.169,5.164,1.000,52.742,8.180,1.000,1587.910
TCGA-CF-A5UA-01A,6.257,261.142,11.179,1.144,3.154,74.236,57.447,2.433,1.000,53.918,6.555,1.000,4553.309
TCGA-BT-A20W-01A,14.922,181.697,26.613,9.436,7.841,170.386,89.703,26.003,2.079,82.183,33.799,1.291,2138.964
TCGA-DK-A1A7-01A,8.366,57.812,3.385,1.369,1.659,30.439,11.140,10.293,1.000,20.266,3.229,1.000,1097.580
TCGA-CF-A9FM-01A,2.634,153.844,20.628,1.917,3.755,60.359,51.864,1.033,1.930,35.630,7.283,5.240,2507.368
TCGA-XF-A9T3-01A,23.920,351.488,29.228,6.540,10.513,146.851,297.538,44.575,4.088,968.654,42.651,1.954,1985.451
TCGA-E7-A519-01A,12.750,104.522,24.340,2.061,3.835,104.415,78.762,8.969,6.116,191.800,33.948,3.195,3227.168
TCGA-C4-A0F1-01A,7.516,170.359,9.134,1.066,2.166,51.594,76.326,6.714,2.308,54.116,9.272,2.330,79.930
TCGA-E5-A4U1-01A,8.024,29.205,2.061,1.000,1.000,42.800,5.822,15.310,1.000,30.050,3.366,2.403,2590.366
TCGA-FD-A3NA-01A,7.063,359.937,21.108,8.531,2.386,59.267,232.605,22.220,2.488,175.792,28.671,5.144,2402.468
TCGA-KQ-A41O-01A,5.363,5.343,3.247,9.102,1.000,13.628,1.580,1.000,1.000,34.121,1.000,1.000,3199.422
TCGA-CF-A47V-01A,4.109,134.272,15.465,1.644,4.014,221.712,21.397,11.841,1.051,79.931,8.549,1.000,2214.148
TCGA-FT-A61P-01A,8.877,541.886,32.122,7.121,11.938,96.453,551.075,21.310,6.160,622.127,64.400,3.084,4042.469
TCGA-BT-A20J-01A,30.745,67.242,57.796,20.562,7.600,71.608,540.162,3.512,5.538,103.158,76.300,2.449,1070.574
TCGA-FD-A5BR-01A,60.595,353.892,29.983,2.189,11.442,83.323,177.717,45.666,5.214,325.831,11.606,4.275,2049.937
TCGA-ZF-AA56-01A,34.401,334.629,39.939,2.853,8.813,141.315,314.237,132.291,9.765,139.825,16.660,14.898,2496.002
TCGA-XF-AAML-01A,12.689,35.080,10.896,5.128,2.014,26.394,60.680,1.885,1.228,19.839,21.812,3.996,1549.939
TCGA-DK-A6B5-01A,16.139,236.901,16.519,7.009,8.730,35.995,223.920,11.707,1.880,98.410,11.173,1.276,4759.847
TCGA-DK-AA6Q-01A,8.508,62.155,20.926,35.517,4.314,34.545,365.977,187.406,1.000,93.685,86.082,1.478,1443.327
TCGA-ZF-AA4U-01A,3.065,241.514,3.623,2.538,1.000,56.418,28.027,2.705,1.000,12.823,1.749,1.000,2416.174
TCGA-K4-A6MB-01A,6.779,740.968,12.113,1.209,1.918,61.777,92.647,12.796,1.052,236.900,3.816,8.972,1769.318
TCGA-4Z-AA82-01A,10.903,348.041,18.514,1.000,16.946,35.390,98.734,39.779,1.352,235.168,8.082,1.339,1625.926
TCGA-FD-A3B5-01A,7.256,282.657,18.700,3.188,1.000,42.173,84.277,4.785,1.067,85.634,4.092,4.371,1236.363
TCGA-CU-A3QU-01A,3.674,13.367,3.114,1.000,1.000,64.994,16.364,6.237,1.491,15.126,3.822,1.273,1846.151
TCGA-GV-A3QK-01B,6.056,58.709,13.954,5.683,5.021,60.016,52.790,13.438,1.000,9.464,14.912,1.144,2148.523
TCGA-DK-A6AW-01A,4.160,22.782,4.052,1.744,1.000,203.133,40.129,3.324,1.000,124.971,9.492,40.517,2377.866
TCGA-FD-A3N6-01A,5.360,59.639,7.815,9.806,1.720,37.152,97.734,8.003,1.000,22.277,33.783,1.000,183.923
TCGA-G2-A3IB-01A,6.314,131.568,11.392,1.271,1.000,19.644,68.139,1.110,1.000,42.203,5.382,1.000,1827.155
TCGA-BL-A5ZZ-01A,13.468,460.283,40.865,16.471,7.035,367.151,557.743,21.623,10.191,399.780,34.403,8.356,282.395
TCGA-XF-A8HF-01A,4.231,272.590,12.611,1.000,2.133,50.703,117.655,13.524,1.000,196.208,8.548,3.506,2235.402
TCGA-XF-AAN1-01A,5.724,103.471,6.909,1.932,2.714,97.793,33.201,2.713,1.000,72.867,7.077,1.323,2056.352
TCGA-DK-A2I6-01A,3.466,108.222,41.235,1.657,1.000,58.071,72.180,5.773,1.000,187.615,6.495,1.000,610.167
TCGA-XF-A9SY-01A,66.495,641.031,98.038,28.147,10.253,54.419,1116.127,11.885,20.078,301.066,159.580,6.612,938.906
TCGA-K4-A3WV-01A,2.994,127.326,2.483,2.050,1.000,21.533,29.705,7.037,1.000,44.415,1.046,3.961,2559.399
TCGA-FD-A6TE-01A,7.676,28.167,5.759,3.878,1.000,34.744,50.566,1.000,1.000,29.709,18.751,6.482,2560.996
TCGA-GU-AATQ-01A,5.152,183.524,11.961,2.254,2.955,57.304,175.418,8.216,1.000,149.744,12.913,1.000,3452.377
TCGA-PQ-A6FN-01A,34.101,172.068,7.663,3.330,4.547,97.734,137.228,21.000,2.357,320.257,31.256,1.310,1370.273
TCGA-CF-A47X-01A,2.415,57.680,5.190,1.000,1.036,65.729,11.139,3.091,1.000,16.862,1.263,1.000,1705.162
TCGA-ZF-A9RC-01A,10.078,736.421,4.152,1.000,1.000,40.891,64.379,33.048,1.874,444.469,4.423,1.527,2542.018
TCGA-E7-A4IJ-01A,10.976,106.717,7.303,9.184,1.220,107.379,87.506,2.556,1.000,57.815,57.303,1.000,2218.375
TCGA-DK-A1AG-01A,9.529,281.081,10.141,6.268,1.000,74.099,65.799,3.966,1.823,45.665,21.641,9.674,1913.673
TCGA-4Z-AA7S-01A,5.021,125.023,4.711,1.000,2.538,94.399,20.229,10.493,1.000,55.980,2.651,4.784,3133.792
TCGA-DK-A1A6-01A,6.165,106.948,22.098,23.259,2.006,44.910,393.835,1.000,3.995,58.416,110.251,4.269,4379.846
TCGA-XF-AAMZ-01A,25.170,101.116,17.095,1.776,7.201,68.409,108.621,12.966,1.808,110.134,6.680,1.817,2130.743
TCGA-CF-A3MG-01A,2.241,166.810,3.031,1.000,1.000,55.530,5.681,1.000,1.000,20.247,1.000,5.085,4603.564
TCGA-K4-AAQO-01A,18.045,385.843,30.738,5.063,15.921,92.419,208.138,115.528,8.545,2677.695,18.803,1.814,1444.395
TCGA-FD-A3SM-01A,10.231,753.010,9.643,1.000,1.525,74.986,78.693,19.875,1.240,192.742,4.518,1.463,3459.614
TCGA-YC-A89H-01A,9.098,301.279,14.512,2.372,4.643,28.869,287.216,1.691,1.030,306.175,20.147,1.146,2770.053
TCGA-GU-AATO-01A,45.599,218.878,21.631,8.104,4.098,29.331,455.038,26.738,1.636,237.846,54.180,106.506,5212.537
TCGA-DK-A6B6-01A,18.529,19.175,8.343,2.690,1.648,17.977,116.442,4.962,1.000,6.600,32.301,1.331,1393.566
TCGA-XF-A9SJ-01A,20.141,202.377,24.520,15.158,5.675,106.388,445.713,25.179,2.944,191.231,123.094,1.918,3086.849
TCGA-XF-A8HH-01A,5.080,382.534,13.681,1.539,3.508,66.923,133.731,16.620,1.305,328.540,4.940,1.251,3363.003
TCGA-XF-A9SZ-01A,9.651,969.606,26.294,2.019,1.557,155.827,459.092,53.634,5.248,518.862,25.078,9.722,4033.255
TCGA-G2-A2EC-01A,22.332,695.267,68.828,4.237,6.559,103.128,91.821,43.078,1.000,306.684,17.608,1.000,1261.359
TCGA-FJ-A3ZF-01A,2.876,39.447,2.216,1.000,1.000,62.800,5.958,3.396,1.000,17.448,3.419,1.000,1532.352
TCGA-XF-A9SH-01A,6.400,100.600,19.359,1.000,4.036,39.658,50.170,8.811,1.000,59.522,2.019,1.000,709.811
TCGA-G2-A2EL-01A,4.581,11.328,1.979,1.898,1.000,59.751,43.926,1.000,1.000,23.017,8.598,1.000,368.425
TCGA-GU-A763-01A,10.945,65.237,7.966,1.993,1.000,16.103,29.601,1.000,1.000,27.435,4.852,1.000,3844.333
TCGA-FD-A6TB-01A,90.939,426.081,54.166,31.382,27.938,115.460,666.143,29.264,6.835,412.637,116.566,5.157,2086.742
TCGA-DK-A1AA-01A,3.802,295.468,23.254,1.000,2.791,78.311,47.531,18.270,1.000,46.055,6.034,1.265,2963.966
TCGA-DK-A3IS-01A,8.460,206.934,3.542,5.083,1.384,67.401,43.155,3.729,1.000,37.968,12.550,1.860,3154.822
TCGA-DK-A3WY-01A,950.213,358.771,147.373,36.862,156.190,166.612,511.869,59.293,8.994,543.180,120.680,3.914,385.441
TCGA-UY-A78L-01A,4.861,635.752,9.632,1.131,1.513,42.049,82.529,3.902,2.193,126.007,6.167,63.371,2302.919
TCGA-FD-A3SO-01A,10.679,775.344,34.043,3.595,4.946,110.208,484.737,11.263,4.448,175.150,29.142,5.103,96.771
TCGA-4Z-AA86-01A,29.989,938.603,107.037,38.829,7.758,84.006,945.081,44.982,18.452,255.790,113.320,3.591,1406.383
TCGA-G2-A2EO-01A,44.365,964.100,30.388,22.421,5.233,91.215,1087.732,40.878,2.625,288.642,86.467,1.658,4444.628
TCGA-XF-A9T6-01A,7.770,51.151,17.818,4.539,3.126,62.247,250.239,17.730,1.326,162.680,11.469,1.564,3144.496
TCGA-GV-A40G-01A,7.612,41.606,3.807,1.000,1.000,175.301,15.237,3.370,1.187,63.924,4.555,1.375,3458.757
TCGA-XF-A9T0-01A,61.120,340.420,20.836,6.110,4.780,89.385,262.674,11.512,3.464,283.450,22.036,2.546,2272.830
TCGA-GV-A6ZA-01A,12.474,86.762,11.475,8.310,2.268,65.636,92.107,10.769,1.236,29.365,42.226,1.002,2682.654
TCGA-DK-A3IN-01A,21.038,678.298,45.826,8.877,15.342,89.928,824.183,16.492,1.881,436.404,35.740,8.152,1796.321
TCGA-K4-A5RI-01A,7.537,397.312,11.329,1.665,6.745,44.301,199.115,75.514,1.000,239.031,23.132,2.345,2481.217
TCGA-GC-A3I6-01A,6.739,403.082,27.671,5.245,3.547,51.810,361.253,28.740,1.000,103.049,40.887,2.382,1009.354
TCGA-DK-A6B1-01A,4.863,102.928,8.897,6.221,2.049,171.074,27.150,10.849,2.858,62.724,2.871,1.000,1906.904
TCGA-XF-A9SV-01A,6.734,535.005,7.398,1.826,1.228,57.335,134.340,27.693,1.000,228.510,5.732,10.963,3082.272
TCGA-XF-AAN2-01A,6.395,100.964,24.602,14.175,1.974,44.301,306.302,3.283,1.907,43.272,85.982,2.332,6062.360
TCGA-DK-A2I1-01A,39.261,798.800,20.462,3.392,5.942,102.411,334.358,32.810,3.528,442.745,14.701,1.638,1088.085
TCGA-4Z-AA87-01A,23.730,90.104,11.684,7.865,4.767,23.752,366.227,1.728,1.801,54.441,67.538,1.562,3916.604
TCGA-GC-A3WC-01A,39.635,199.223,55.570,22.555,21.804,56.300,614.848,45.024,1.910,264.783,84.328,3.070,304.398
TCGA-FJ-A3ZE-01A,8.265,30.009,1.129,1.000,1.000,13.967,7.809,1.000,1.000,35.714,3.729,38.946,2474.797
TCGA-CF-A7I0-01A,4.009,202.618,14.477,3.764,5.085,146.239,41.927,15.954,1.130,156.648,12.376,1.727,1080.008
TCGA-GC-A3RB-01A,8.857,541.799,11.834,2.609,3.515,38.592,231.459,1.000,1.000,29.313,10.356,1.000,1691.168
TCGA-FD-A6TH-01A,10.084,505.059,14.232,2.648,3.252,94.452,268.269,4.279,2.037,126.693,18.354,12.920,3166.902
TCGA-XF-AAN4-01A,13.012,525.270,60.835,11.606,22.655,169.964,795.283,158.808,31.231,4148.783,75.822,7.355,238.212
TCGA-CF-A5U8-01A,3.655,99.736,9.316,2.228,1.000,61.847,7.935,1.000,1.000,66.135,5.944,2.235,2798.242
TCGA-E7-A8O8-01A,3.299,57.508,4.314,1.000,1.000,66.018,33.854,2.361,1.000,33.105,8.153,1.000,1885.548
TCGA-BT-A20Q-01A,37.262,1172.904,31.244,10.967,5.873,71.297,261.398,22.188,2.273,331.788,22.349,2.448,2597.554
TCGA-4Z-AA7O-01A,18.863,239.599,13.819,9.774,3.689,71.662,95.783,20.110,1.000,67.521,42.173,3.240,2233.432
TCGA-FD-A62O-01A,6.399,293.550,4.710,1.000,1.000,59.665,21.073,20.595,1.050,92.723,3.558,3.570,2390.222
TCGA-DK-A6AV-01A,12.764,262.542,9.725,3.716,4.312,98.944,92.107,4.368,1.000,74.570,18.146,1.000,2082.237
TCGA-XF-A9SK-01A,27.010,1253.725,44.539,5.268,4.594,45.378,359.138,40.882,14.440,370.330,20.864,5.954,1873.061
TCGA-FD-A43Y-01A,8.683,462.049,14.844,5.586,3.329,29.020,307.209,7.399,1.200,114.962,26.248,1.178,788.666
TCGA-FD-A5BY-01A,6.667,863.085,20.740,2.723,5.199,56.821,274.229,122.476,2.110,309.168,23.550,4.904,3030.659
TCGA-CU-A3YL-01A,8.447,187.016,8.795,5.772,2.166,140.459,45.290,9.893,1.000,95.237,17.205,1.161,2366.966
TCGA-2F-A9KT-01A,10.957,431.693,5.309,1.984,1.347,74.417,53.788,5.128,1.711,78.497,5.836,14.792,2761.932
TCGA-BT-A2LB-01A,15.735,736.841,21.626,6.472,3.378,65.159,181.110,25.516,3.232,319.494,22.786,11.305,2247.516
TCGA-5N-A9KM-01A,8.447,548.550,22.840,9.170,1.166,23.655,154.529,7.785,1.199,140.249,19.498,16.845,2138.828
TCGA-DK-A3IT-01A,35.380,425.647,17.755,2.845,5.738,74.801,168.813,37.525,2.730,382.828,12.515,2.387,2546.030
TCGA-KQ-A41Q-01A,4.120,95.072,3.257,1.000,1.000,24.452,12.007,3.787,1.182,59.922,1.225,1.000,2452.954
TCGA-2F-A9KQ-01A,2.687,260.849,5.755,1.000,1.000,95.814,21.186,3.123,1.186,54.888,1.741,1.000,1974.324
TCGA-PQ-A6FI-01A,8.272,52.134,10.676,5.731,1.577,39.550,149.605,5.058,1.128,65.071,37.108,1.146,805.145
TCGA-DK-A2I2-01A,3.337,318.043,72.097,4.183,17.609,75.624,584.407,23.420,8.022,97.666,20.286,21.493,1777.276
TCGA-DK-A1AF-01A,24.096,1836.038,64.087,17.201,17.171,370.952,422.505,46.274,17.314,253.436,83.257,12.733,1913.891
TCGA-KQ-A41R-01A,1.489,32.509,3.716,1.000,1.000,103.152,20.162,20.977,1.000,47.739,2.293,1.151,2417.070
TCGA-GC-A3OO-01A,7.689,324.881,19.602,1.263,5.140,124.100,138.367,51.239,4.640,938.402,12.210,3.503,1641.128
TCGA-DK-A3WX-01A,12.710,397.210,38.806,12.804,4.438,114.154,208.569,16.840,2.113,136.734,56.795,103.991,518.635
TCGA-DK-AA6P-01A,6.526,78.209,5.181,1.000,1.082,57.474,34.722,12.894,1.000,26.789,3.140,1.000,1042.382
TCGA-4Z-AA7M-01A,6.869,137.958,4.519,2.569,1.237,31.544,46.373,4.113,1.188,130.858,3.326,1.762,2271.304
TCGA-UY-A78P-01A,15.566,248.968,39.270,16.268,13.118,91.292,571.244,96.602,15.859,105.639,70.154,9.912,3554.260
TCGA-4Z-AA84-01A,8.952,151.762,4.325,3.187,1.000,40.206,76.391,2.102,1.000,34.682,6.900,1.000,1676.180
TCGA-E7-A677-01A,5.368,291.934,12.663,3.123,3.721,90.100,55.491,88.325,1.000,111.312,13.365,1.205,2558.322
TCGA-CF-A3MH-01A,4.051,119.266,8.463,1.000,1.359,43.241,16.354,3.235,1.000,34.546,1.996,2.478,3958.448
TCGA-UY-A8OC-01A,18.182,608.712,9.406,1.000,3.851,125.175,107.142,8.863,1.521,414.196,5.796,1.015,5178.205
TCGA-K4-A83P-01A,248.299,954.307,101.162,22.856,55.546,110.200,630.408,121.882,15.098,814.172,73.725,8.312,1103.982
TCGA-E7-A8O7-01A,15.036,175.863,17.064,3.342,9.264,69.959,82.256,4.255,1.406,39.469,16.774,5.059,2211.669
TCGA-CF-A47T-01A,5.283,134.194,2.925,1.000,1.000,53.439,5.363,2.290,1.000,71.762,1.894,1.000,2060.173
TCGA-BL-A13I-01B,9.981,602.579,203.229,15.946,50.816,133.881,1479.174,42.554,10.067,144.622,27.579,21.110,19.666
TCGA-E7-A6MF-01A,3.522,78.464,27.874,3.201,4.659,62.057,36.487,1.303,1.000,19.454,6.817,1.845,1913.557
TCGA-CU-A0YO-01A,5.043,191.181,24.258,2.661,7.865,66.366,153.079,24.094,1.851,509.082,13.500,1.630,1269.205
TCGA-S5-A6DX-01A,65.508,266.351,23.586,10.816,8.154,161.152,938.300,31.595,2.234,403.394,77.791,2.701,4434.524
TCGA-G2-A2EF-01A,8.911,309.694,53.390,25.637,11.532,27.328,704.288,1.853,3.202,159.423,192.620,3.495,276.100
TCGA-XF-A9T5-01A,45.918,159.193,88.133,30.853,19.248,63.342,946.179,7.611,2.242,99.718,163.501,3.253,1086.846
TCGA-BT-A20R-01A,4.642,1124.126,19.777,4.296,2.890,118.872,316.005,31.508,5.114,359.298,11.447,2.911,2249.767
TCGA-UY-A9PF-01A,6.654,107.960,10.645,2.599,2.754,68.128,74.467,25.443,1.025,252.951,7.536,1.025,1725.964
TCGA-CF-A47S-01A,2.665,53.658,6.815,1.000,1.511,42.157,22.013,1.009,1.000,51.185,6.854,1.000,2393.751
TCGA-4Z-AA89-01A,5.196,69.377,5.705,2.744,1.003,32.261,47.885,1.598,1.000,8.489,7.370,1.000,3215.348
TCGA-UY-A78M-01A,15.418,628.975,4.527,1.000,1.000,31.370,71.255,8.141,1.000,366.517,3.940,1.635,1638.328
TCGA-DK-AA77-01A,4.872,270.109,16.445,12.926,1.859,81.004,138.657,4.066,1.000,36.861,26.061,1.543,3410.300
TCGA-FD-A6TD-01A,31.237,649.653,47.735,11.713,12.369,100.631,960.692,30.282,9.441,135.398,64.266,7.601,2523.596
TCGA-DK-AA6U-01A,5.277,53.649,4.455,2.525,2.113,38.744,25.444,10.059,1.000,56.325,7.956,2.205,2090.843
TCGA-GU-A767-01A,5.707,251.764,6.621,1.109,2.768,222.534,73.007,40.050,2.367,1038.130,5.572,1.712,3152.074
TCGA-DK-A1AE-01A,13.706,105.062,5.571,1.897,1.465,40.633,44.749,1.273,1.000,72.370,18.012,1.000,919.167
TCGA-ZF-AA4V-01A,6.894,451.918,16.462,14.209,1.414,38.101,279.630,7.821,1.000,94.728,76.462,1.000,4907.737
TCGA-DK-A1AC-01A,17.849,310.186,33.056,25.179,8.024,54.588,547.867,1.000,3.101,72.822,109.934,2.373,3161.977
