,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BC-A10Z-01A,0.000,0.000,0.009,0.000,0.000,0.000,0.895,0.000,0.081,0.000,0.012,0.002,0.000,0.000,0.001,0.000
TCGA-DD-AAEK-01A,0.012,0.005,0.061,0.005,0.008,0.000,0.104,0.021,0.262,0.020,0.090,0.408,0.000,0.000,0.002,0.000
TCGA-G3-A3CK-01A,0.000,0.000,0.024,0.000,0.000,0.000,0.557,0.000,0.161,0.000,0.102,0.155,0.000,0.000,0.000,0.000
TCGA-DD-A1EJ-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.824,0.000,0.038,0.004,0.022,0.108,0.000,0.000,0.000,0.000
TCGA-DD-AACU-01A,0.000,0.000,0.007,0.000,0.000,0.000,0.855,0.000,0.074,0.020,0.014,0.030,0.000,0.000,0.000,0.000
TCGA-ZS-A9CE-01A,0.000,0.000,0.012,0.000,0.000,0.000,0.853,0.000,0.096,0.004,0.007,0.026,0.000,0.000,0.001,0.000
TCGA-2Y-A9H2-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.905,0.031,0.037,0.001,0.003,0.017,0.000,0.001,0.001,0.000
TCGA-CC-5261-01A,0.005,0.016,0.012,0.004,0.000,0.003,0.594,0.015,0.105,0.165,0.030,0.047,0.004,0.000,0.002,0.000
TCGA-DD-AADP-01A,0.000,0.000,0.021,0.000,0.000,0.000,0.643,0.000,0.251,0.021,0.048,0.016,0.000,0.000,0.000,0.000
TCGA-2Y-A9H4-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.822,0.000,0.099,0.001,0.037,0.032,0.000,0.003,0.001,0.000
TCGA-DD-A1EA-01A,0.053,0.000,0.050,0.011,0.000,0.000,0.074,0.000,0.276,0.000,0.001,0.530,0.001,0.000,0.004,0.000
TCGA-CC-A3MC-01A,0.000,0.000,0.003,0.004,0.000,0.000,0.813,0.000,0.084,0.019,0.055,0.021,0.000,0.000,0.000,0.000
