,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BC-A10Z-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.908,0.000,0.024,0.000,0.062,0.003,0.000,0.000,0.000,0.000
TCGA-DD-AAEK-01A,0.027,0.009,0.033,0.000,0.008,0.012,0.594,0.016,0.058,0.073,0.071,0.098,0.000,0.000,0.000,0.000
TCGA-G3-A3CK-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.830,0.000,0.022,0.000,0.084,0.060,0.000,0.002,0.000,0.000
TCGA-DD-A1EJ-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.769,0.000,0.023,0.000,0.055,0.151,0.000,0.000,0.000,0.000
TCGA-DD-AACU-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.911,0.000,0.032,0.000,0.054,0.001,0.000,0.000,0.000,0.000
TCGA-ZS-A9CE-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.955,0.000,0.005,0.000,0.038,0.001,0.000,0.000,0.000,0.000
TCGA-2Y-A9H2-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.920,0.035,0.015,0.000,0.022,0.006,0.000,0.000,0.000,0.000
TCGA-CC-5261-01A,0.010,0.023,0.014,0.004,0.000,0.005,0.589,0.017,0.070,0.189,0.034,0.038,0.002,0.000,0.003,0.000
TCGA-DD-AADP-01A,0.004,0.000,0.003,0.000,0.000,0.000,0.872,0.000,0.059,0.000,0.062,0.000,0.000,0.000,0.000,0.000
TCGA-2Y-A9H4-01A,0.000,0.000,0.001,0.001,0.000,0.000,0.833,0.002,0.060,0.000,0.065,0.038,0.000,0.001,0.000,0.000
TCGA-DD-A1EA-01A,0.037,0.000,0.002,0.000,0.000,0.000,0.813,0.000,0.020,0.000,0.001,0.124,0.000,0.002,0.000,0.000
TCGA-CC-A3MC-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.028,0.000,0.122,0.016,0.000,0.000,0.000,0.000
TCGA-FV-A2QR-01A,0.012,0.000,0.000,0.000,0.000,0.000,0.812,0.000,0.016,0.000,0.104,0.054,0.001,0.000,0.000,0.000
TCGA-EP-A26S-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.922,0.000,0.016,0.000,0.045,0.016,0.000,0.001,0.000,0.000
TCGA-K7-AAU7-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.867,0.002,0.012,0.064,0.018,0.028,0.002,0.000,0.001,0.000
TCGA-G3-A25T-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.906,0.002,0.022,0.000,0.022,0.043,0.001,0.002,0.000,0.000
TCGA-DD-AADB-01A,0.021,0.011,0.019,0.002,0.000,0.000,0.800,0.005,0.027,0.006,0.052,0.056,0.001,0.000,0.000,0.000
TCGA-UB-A7MA-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.921,0.000,0.016,0.006,0.050,0.005,0.000,0.000,0.000,0.000
TCGA-DD-AAD0-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.915,0.000,0.016,0.000,0.016,0.052,0.000,0.000,0.000,0.000
TCGA-BC-4072-01B,0.012,0.000,0.016,0.010,0.003,0.000,0.788,0.015,0.032,0.038,0.037,0.046,0.000,0.000,0.000,0.000
TCGA-DD-AACD-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.837,0.000,0.014,0.000,0.085,0.064,0.000,0.000,0.000,0.000
TCGA-DD-A3A5-01A,0.000,0.000,0.001,0.002,0.000,0.000,0.765,0.000,0.041,0.000,0.187,0.002,0.000,0.000,0.000,0.000
TCGA-ZP-A9D1-01A,0.002,0.000,0.010,0.000,0.000,0.001,0.812,0.000,0.047,0.000,0.124,0.001,0.000,0.000,0.003,0.000
TCGA-ZP-A9D0-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.865,0.000,0.033,0.000,0.097,0.005,0.000,0.000,0.000,0.000
TCGA-CC-A7IK-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.856,0.000,0.038,0.000,0.052,0.053,0.000,0.000,0.000,0.000
TCGA-WQ-AB4B-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.820,0.000,0.021,0.000,0.111,0.047,0.000,0.000,0.000,0.000
TCGA-FV-A4ZQ-01A,0.080,0.000,0.026,0.017,0.027,0.000,0.621,0.001,0.010,0.015,0.007,0.189,0.003,0.000,0.000,0.003
TCGA-G3-A25S-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.894,0.000,0.008,0.000,0.038,0.060,0.000,0.000,0.001,0.000
TCGA-NI-A4U2-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.888,0.000,0.033,0.000,0.075,0.001,0.000,0.000,0.000,0.000
TCGA-RC-A7SK-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.869,0.000,0.032,0.000,0.098,0.000,0.000,0.000,0.000,0.000
TCGA-DD-AADS-01A,0.000,0.000,0.003,0.004,0.000,0.000,0.842,0.001,0.034,0.000,0.022,0.093,0.000,0.001,0.000,0.000
TCGA-DD-A73F-01A,0.037,0.000,0.019,0.049,0.011,0.000,0.447,0.000,0.036,0.000,0.130,0.269,0.001,0.001,0.000,0.000
TCGA-DD-A11C-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.724,0.000,0.084,0.000,0.169,0.021,0.000,0.000,0.000,0.000
TCGA-FV-A23B-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.901,0.009,0.061,0.000,0.013,0.015,0.000,0.000,0.000,0.000
TCGA-DD-AADD-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.824,0.000,0.023,0.000,0.039,0.115,0.000,0.000,0.000,0.000
TCGA-DD-AACO-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.809,0.000,0.033,0.000,0.071,0.085,0.000,0.000,0.000,0.000
TCGA-RC-A6M3-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.941,0.000,0.008,0.000,0.036,0.015,0.000,0.000,0.000,0.000
TCGA-DD-AAED-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.986,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000
TCGA-BC-A10X-01A,0.002,0.000,0.000,0.000,0.000,0.001,0.811,0.000,0.057,0.000,0.049,0.074,0.001,0.001,0.004,0.001
TCGA-DD-AAVP-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.815,0.000,0.032,0.000,0.095,0.055,0.000,0.000,0.000,0.000
TCGA-MI-A75C-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.947,0.000,0.004,0.000,0.034,0.011,0.000,0.000,0.004,0.000
TCGA-DD-A39W-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.777,0.000,0.115,0.000,0.038,0.053,0.000,0.004,0.000,0.011
TCGA-DD-A4NA-01A,0.008,0.000,0.003,0.000,0.001,0.000,0.863,0.000,0.021,0.001,0.033,0.061,0.000,0.005,0.003,0.000
TCGA-DD-AAVY-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.931,0.000,0.036,0.000,0.032,0.001,0.000,0.000,0.000,0.000
TCGA-DD-A1EC-01A,0.025,0.000,0.015,0.012,0.036,0.000,0.697,0.010,0.030,0.001,0.055,0.082,0.000,0.033,0.000,0.002
TCGA-5C-AAPD-01A,0.081,0.001,0.015,0.007,0.001,0.000,0.600,0.033,0.011,0.063,0.048,0.139,0.001,0.001,0.000,0.000
TCGA-BC-4073-01B,0.042,0.000,0.021,0.008,0.010,0.000,0.722,0.004,0.026,0.055,0.016,0.095,0.001,0.000,0.000,0.000
TCGA-WQ-A9G7-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.943,0.000,0.002,0.000,0.004,0.050,0.000,0.000,0.000,0.000
TCGA-CC-A7II-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.878,0.000,0.008,0.053,0.028,0.031,0.001,0.000,0.000,0.000
TCGA-CC-A8HS-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.829,0.006,0.060,0.000,0.082,0.023,0.000,0.000,0.000,0.000
TCGA-DD-AAEA-01A,0.000,0.000,0.006,0.000,0.004,0.000,0.814,0.007,0.046,0.000,0.023,0.099,0.001,0.000,0.000,0.000
TCGA-DD-A4ND-01A,0.013,0.000,0.012,0.007,0.002,0.000,0.576,0.002,0.062,0.076,0.128,0.120,0.001,0.000,0.000,0.000
TCGA-ZP-A9D2-01A,0.017,0.009,0.003,0.000,0.000,0.000,0.750,0.001,0.035,0.131,0.013,0.041,0.000,0.000,0.000,0.000
