,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-55-8508-01A,0.123,0.002,0.018,0.002,0.002,0.000,0.601,0.000,0.044,0.109,0.011,0.067,0.000,0.002,0.018,0.001
TCGA-67-3771-01A,0.059,0.001,0.015,0.005,0.014,0.000,0.578,0.003,0.030,0.078,0.015,0.191,0.001,0.000,0.008,0.001
TCGA-55-A4DG-01A,0.062,0.043,0.010,0.001,0.033,0.000,0.616,0.011,0.027,0.068,0.010,0.102,0.002,0.000,0.013,0.001
TCGA-91-7771-01A,0.034,0.013,0.025,0.008,0.019,0.001,0.484,0.025,0.080,0.103,0.028,0.171,0.002,0.000,0.006,0.001
TCGA-91-6849-01A,0.064,0.006,0.004,0.000,0.008,0.000,0.632,0.005,0.066,0.049,0.007,0.142,0.000,0.000,0.014,0.001
TCGA-64-5781-01A,0.044,0.000,0.010,0.042,0.001,0.000,0.683,0.000,0.022,0.143,0.004,0.046,0.001,0.000,0.002,0.000
TCGA-44-6146-01B,0.007,0.007,0.009,0.020,0.005,0.007,0.588,0.030,0.107,0.122,0.054,0.008,0.030,0.000,0.004,0.000
TCGA-97-7552-01A,0.053,0.048,0.028,0.037,0.023,0.000,0.431,0.048,0.081,0.084,0.018,0.131,0.011,0.000,0.007,0.001
TCGA-80-5608-01A,0.018,0.000,0.009,0.006,0.001,0.000,0.793,0.002,0.031,0.032,0.016,0.077,0.000,0.001,0.014,0.000
TCGA-91-6829-01A,0.009,0.000,0.004,0.007,0.008,0.001,0.482,0.000,0.065,0.296,0.024,0.092,0.008,0.000,0.003,0.000
TCGA-49-AARE-01A,0.019,0.004,0.007,0.013,0.001,0.000,0.771,0.007,0.014,0.068,0.006,0.079,0.000,0.000,0.011,0.001
TCGA-97-A4M1-01A,0.006,0.000,0.007,0.001,0.011,0.000,0.540,0.062,0.123,0.056,0.019,0.152,0.010,0.004,0.006,0.001
TCGA-83-5908-01A,0.002,0.001,0.020,0.113,0.015,0.000,0.577,0.045,0.046,0.086,0.006,0.084,0.004,0.000,0.001,0.000
TCGA-97-8179-01A,0.001,0.000,0.004,0.004,0.002,0.000,0.692,0.018,0.077,0.053,0.027,0.115,0.001,0.000,0.007,0.000
TCGA-64-1680-01A,0.016,0.000,0.002,0.004,0.000,0.000,0.825,0.013,0.016,0.033,0.003,0.077,0.004,0.000,0.006,0.000
TCGA-73-4670-01A,0.021,0.000,0.003,0.002,0.000,0.000,0.787,0.000,0.021,0.098,0.009,0.052,0.000,0.000,0.006,0.000
TCGA-44-3396-01A,0.050,0.001,0.019,0.003,0.020,0.000,0.481,0.024,0.045,0.176,0.009,0.146,0.004,0.000,0.021,0.002
TCGA-80-5611-01A,0.011,0.000,0.024,0.010,0.009,0.000,0.652,0.003,0.007,0.023,0.001,0.257,0.002,0.000,0.001,0.000
TCGA-53-7624-01A,0.015,0.000,0.033,0.016,0.003,0.000,0.763,0.004,0.017,0.045,0.006,0.093,0.000,0.000,0.002,0.000
TCGA-91-6835-01A,0.011,0.048,0.027,0.026,0.044,0.001,0.405,0.049,0.057,0.101,0.017,0.199,0.005,0.000,0.010,0.001
TCGA-L9-A50W-01A,0.021,0.000,0.011,0.003,0.001,0.000,0.677,0.045,0.039,0.063,0.006,0.114,0.006,0.000,0.013,0.001
TCGA-86-7713-01A,0.021,0.000,0.008,0.002,0.002,0.000,0.841,0.001,0.037,0.018,0.034,0.025,0.001,0.000,0.010,0.000
TCGA-50-5044-01A,0.021,0.000,0.026,0.009,0.002,0.000,0.598,0.022,0.090,0.148,0.016,0.064,0.001,0.001,0.001,0.000
TCGA-97-7941-01A,0.003,0.003,0.013,0.001,0.007,0.000,0.621,0.027,0.075,0.101,0.019,0.116,0.007,0.000,0.006,0.001
TCGA-86-7714-01A,0.000,0.000,0.005,0.003,0.000,0.000,0.675,0.078,0.022,0.083,0.000,0.120,0.004,0.000,0.010,0.000
TCGA-62-8402-01A,0.018,0.000,0.058,0.043,0.014,0.000,0.680,0.013,0.036,0.026,0.002,0.100,0.001,0.001,0.007,0.000
TCGA-78-7162-01A,0.022,0.006,0.016,0.001,0.012,0.000,0.572,0.022,0.134,0.072,0.038,0.092,0.005,0.003,0.005,0.001
TCGA-49-AAR0-01A,0.015,0.008,0.017,0.011,0.005,0.000,0.612,0.022,0.049,0.045,0.019,0.187,0.002,0.000,0.007,0.001
TCGA-35-4122-01A,0.036,0.002,0.018,0.013,0.009,0.000,0.579,0.014,0.018,0.064,0.002,0.237,0.005,0.001,0.002,0.001
TCGA-55-7726-01A,0.014,0.000,0.012,0.000,0.001,0.000,0.498,0.030,0.042,0.351,0.000,0.047,0.003,0.000,0.001,0.000
TCGA-62-A46Y-01A,0.013,0.001,0.011,0.005,0.015,0.000,0.656,0.050,0.035,0.020,0.010,0.175,0.002,0.000,0.006,0.001
TCGA-55-6980-01A,0.008,0.000,0.024,0.000,0.018,0.000,0.431,0.092,0.053,0.195,0.016,0.151,0.003,0.000,0.005,0.002
TCGA-05-4430-01A,0.015,0.000,0.013,0.001,0.009,0.000,0.527,0.048,0.083,0.157,0.023,0.110,0.007,0.000,0.005,0.001
TCGA-67-3772-01A,0.050,0.000,0.015,0.000,0.004,0.000,0.555,0.052,0.039,0.144,0.008,0.124,0.004,0.000,0.003,0.001
TCGA-MP-A4SY-01A,0.006,0.000,0.008,0.001,0.008,0.000,0.653,0.010,0.019,0.141,0.003,0.144,0.004,0.000,0.003,0.000
TCGA-78-7148-01A,0.010,0.000,0.011,0.004,0.006,0.000,0.766,0.002,0.042,0.065,0.012,0.076,0.000,0.000,0.004,0.000
TCGA-35-3615-01A,0.018,0.000,0.004,0.000,0.001,0.000,0.810,0.001,0.024,0.028,0.008,0.098,0.001,0.000,0.006,0.001
