,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-94-7943-01A,0.007,0.000,0.021,0.001,0.020,0.000,0.009,0.023,0.045,0.010,0.072,0.002,0.000,0.005,0.000,0.785,0.785
TCGA-68-8251-01A,0.005,0.010,0.023,0.023,0.003,0.000,0.015,0.043,0.178,0.001,0.075,0.000,0.001,0.008,0.000,0.615,0.615
TCGA-33-A5GW-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.035,0.004,0.001,0.011,0.000,0.000,0.002,0.000,0.947,0.947
TCGA-85-8070-01A,0.021,0.000,0.002,0.005,0.000,0.000,0.000,0.013,0.012,0.001,0.010,0.000,0.000,0.005,0.000,0.930,0.930
TCGA-85-8479-01A,0.000,0.000,0.002,0.000,0.004,0.000,0.005,0.040,0.015,0.006,0.004,0.000,0.000,0.005,0.000,0.918,0.918
TCGA-22-5482-01A,0.002,0.000,0.007,0.005,0.001,0.000,0.006,0.024,0.108,0.000,0.033,0.000,0.001,0.001,0.000,0.811,0.811
TCGA-21-1077-01A,0.037,0.000,0.020,0.001,0.002,0.000,0.013,0.039,0.119,0.005,0.069,0.003,0.000,0.007,0.001,0.685,0.685
TCGA-43-6773-01A,0.119,0.021,0.026,0.021,0.024,0.000,0.004,0.089,0.204,0.032,0.113,0.001,0.001,0.007,0.001,0.337,0.337
TCGA-34-8455-01A,0.014,0.000,0.012,0.011,0.001,0.000,0.000,0.066,0.141,0.018,0.030,0.000,0.000,0.012,0.000,0.695,0.695
TCGA-85-7950-01A,0.003,0.009,0.087,0.027,0.029,0.000,0.014,0.059,0.217,0.003,0.054,0.001,0.001,0.012,0.001,0.483,0.483
TCGA-60-2715-01A,0.014,0.001,0.053,0.012,0.017,0.001,0.039,0.114,0.223,0.037,0.157,0.006,0.001,0.011,0.002,0.314,0.314
TCGA-85-A5B5-01A,0.006,0.000,0.008,0.001,0.000,0.000,0.002,0.021,0.088,0.000,0.031,0.000,0.000,0.004,0.000,0.837,0.837
TCGA-33-4583-01A,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.016,0.007,0.000,0.018,0.000,0.000,0.001,0.001,0.933,0.933
TCGA-60-2725-01A,0.023,0.004,0.044,0.010,0.019,0.000,0.026,0.059,0.146,0.016,0.151,0.005,0.001,0.016,0.013,0.465,0.465
TCGA-85-8072-01A,0.012,0.000,0.018,0.029,0.009,0.000,0.014,0.050,0.068,0.002,0.088,0.000,0.000,0.009,0.000,0.699,0.699
TCGA-22-4601-01A,0.007,0.000,0.019,0.005,0.007,0.000,0.004,0.048,0.040,0.003,0.059,0.000,0.000,0.007,0.000,0.801,0.801
TCGA-66-2781-01A,0.050,0.000,0.012,0.003,0.006,0.000,0.006,0.033,0.108,0.002,0.039,0.001,0.000,0.016,0.001,0.722,0.722
TCGA-22-0940-01A,0.018,0.000,0.019,0.048,0.004,0.000,0.022,0.032,0.141,0.002,0.112,0.000,0.001,0.004,0.000,0.596,0.596
TCGA-43-6143-01A,0.003,0.000,0.011,0.016,0.001,0.000,0.006,0.046,0.088,0.015,0.054,0.000,0.000,0.011,0.000,0.748,0.748
TCGA-39-5021-01A,0.041,0.000,0.040,0.001,0.033,0.000,0.012,0.030,0.100,0.001,0.088,0.000,0.000,0.004,0.000,0.649,0.649
TCGA-22-1012-01A,0.013,0.000,0.016,0.001,0.019,0.000,0.014,0.028,0.069,0.006,0.057,0.000,0.000,0.003,0.005,0.767,0.767
TCGA-33-AASL-01A,0.000,0.000,0.002,0.010,0.000,0.000,0.002,0.014,0.008,0.000,0.019,0.000,0.000,0.003,0.005,0.936,0.936
TCGA-33-4533-01A,0.003,0.000,0.021,0.001,0.019,0.000,0.024,0.053,0.243,0.003,0.026,0.003,0.000,0.003,0.001,0.600,0.600
TCGA-43-6647-01A,0.034,0.000,0.044,0.001,0.015,0.000,0.020,0.051,0.353,0.003,0.117,0.000,0.000,0.011,0.000,0.350,0.350
TCGA-77-6845-01A,0.000,0.000,0.001,0.000,0.004,0.000,0.000,0.035,0.034,0.000,0.028,0.000,0.000,0.003,0.000,0.895,0.895
TCGA-56-8504-01A,0.002,0.000,0.022,0.024,0.004,0.000,0.005,0.029,0.081,0.001,0.078,0.000,0.000,0.005,0.000,0.748,0.748
TCGA-56-8629-01A,0.002,0.000,0.012,0.013,0.000,0.000,0.000,0.024,0.085,0.000,0.045,0.000,0.000,0.006,0.000,0.811,0.811
TCGA-63-A5MY-01A,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.016,0.000,0.000,0.004,0.000,0.000,0.009,0.000,0.966,0.966
TCGA-37-4130-01A,0.090,0.000,0.043,0.091,0.043,0.000,0.024,0.007,0.014,0.004,0.162,0.000,0.000,0.000,0.001,0.521,0.521
TCGA-22-1002-01A,0.018,0.009,0.018,0.002,0.013,0.000,0.014,0.122,0.151,0.063,0.057,0.001,0.001,0.016,0.002,0.513,0.513
TCGA-18-3410-01A,0.026,0.012,0.064,0.009,0.026,0.000,0.027,0.039,0.042,0.005,0.109,0.000,0.001,0.006,0.000,0.635,0.635
TCGA-39-5011-01A,0.003,0.000,0.024,0.068,0.000,0.000,0.013,0.018,0.031,0.000,0.184,0.000,0.000,0.002,0.000,0.654,0.654
TCGA-56-7580-01A,0.033,0.000,0.011,0.001,0.001,0.000,0.000,0.024,0.099,0.000,0.027,0.000,0.000,0.007,0.000,0.796,0.796
TCGA-98-8023-01A,0.042,0.000,0.046,0.018,0.010,0.000,0.017,0.047,0.184,0.001,0.107,0.000,0.000,0.007,0.000,0.520,0.520
TCGA-33-4586-01A,0.001,0.000,0.001,0.000,0.003,0.000,0.000,0.023,0.077,0.001,0.036,0.000,0.000,0.003,0.000,0.854,0.854
TCGA-58-8388-01A,0.005,0.001,0.049,0.028,0.026,0.001,0.022,0.060,0.176,0.024,0.079,0.003,0.001,0.009,0.000,0.517,0.517
TCGA-77-A5G3-01A,0.000,0.000,0.010,0.026,0.019,0.000,0.002,0.023,0.072,0.000,0.033,0.000,0.000,0.003,0.000,0.810,0.810
TCGA-85-8071-01A,0.003,0.000,0.013,0.033,0.000,0.000,0.005,0.030,0.056,0.008,0.004,0.000,0.001,0.007,0.000,0.840,0.840
TCGA-33-A4WN-01A,0.020,0.000,0.020,0.000,0.001,0.000,0.011,0.017,0.044,0.001,0.034,0.000,0.000,0.009,0.000,0.844,0.844
TCGA-77-7141-01A,0.005,0.000,0.012,0.002,0.003,0.000,0.000,0.049,0.039,0.006,0.056,0.003,0.000,0.007,0.000,0.817,0.817
TCGA-60-2716-01A,0.000,0.000,0.005,0.004,0.000,0.000,0.008,0.022,0.005,0.000,0.015,0.000,0.000,0.004,0.000,0.936,0.936
TCGA-85-7844-01A,0.020,0.000,0.020,0.022,0.001,0.000,0.008,0.064,0.191,0.014,0.076,0.008,0.000,0.011,0.000,0.564,0.564
TCGA-98-A53H-01A,0.024,0.041,0.057,0.015,0.022,0.001,0.045,0.112,0.202,0.057,0.070,0.008,0.003,0.014,0.005,0.324,0.324
TCGA-37-A5EM-01A,0.003,0.000,0.031,0.013,0.007,0.000,0.026,0.052,0.194,0.003,0.104,0.001,0.001,0.006,0.010,0.549,0.549
TCGA-63-A5MU-01A,0.000,0.000,0.006,0.012,0.001,0.000,0.001,0.033,0.016,0.000,0.012,0.000,0.000,0.006,0.000,0.911,0.911
TCGA-39-5016-01A,0.001,0.012,0.035,0.021,0.002,0.000,0.009,0.024,0.029,0.000,0.087,0.000,0.000,0.003,0.000,0.776,0.776
TCGA-33-4582-01A,0.003,0.000,0.002,0.001,0.007,0.000,0.000,0.003,0.021,0.000,0.025,0.000,0.000,0.000,0.000,0.938,0.938
TCGA-85-8666-01A,0.000,0.000,0.023,0.001,0.008,0.000,0.011,0.051,0.140,0.009,0.105,0.000,0.001,0.015,0.013,0.623,0.623
TCGA-66-2791-01A,0.037,0.002,0.048,0.023,0.021,0.000,0.008,0.033,0.139,0.004,0.118,0.004,0.002,0.006,0.000,0.555,0.555
TCGA-6A-AB49-01A,0.000,0.000,0.002,0.005,0.000,0.000,0.000,0.009,0.000,0.000,0.003,0.000,0.000,0.001,0.000,0.978,0.978
TCGA-66-2782-01A,0.021,0.000,0.021,0.010,0.003,0.000,0.002,0.030,0.111,0.001,0.115,0.000,0.001,0.016,0.000,0.669,0.669
TCGA-39-5036-01A,0.013,0.000,0.005,0.001,0.020,0.000,0.004,0.009,0.009,0.000,0.035,0.000,0.000,0.001,0.000,0.903,0.903
TCGA-NK-A5CX-01A,0.016,0.000,0.020,0.015,0.006,0.000,0.008,0.043,0.137,0.000,0.072,0.000,0.000,0.006,0.000,0.676,0.676
TCGA-77-8154-01A,0.000,0.000,0.010,0.000,0.017,0.000,0.000,0.056,0.052,0.000,0.017,0.000,0.000,0.004,0.000,0.843,0.843
TCGA-37-4132-01A,0.076,0.000,0.033,0.017,0.036,0.000,0.001,0.022,0.062,0.002,0.074,0.000,0.000,0.001,0.000,0.676,0.676
TCGA-98-8020-01A,0.014,0.000,0.024,0.015,0.010,0.000,0.012,0.074,0.179,0.005,0.085,0.000,0.001,0.006,0.000,0.575,0.575
TCGA-56-A5DS-01A,0.031,0.022,0.047,0.002,0.010,0.000,0.023,0.060,0.096,0.010,0.024,0.001,0.001,0.020,0.006,0.646,0.646
TCGA-60-2707-01A,0.005,0.000,0.008,0.007,0.001,0.000,0.001,0.046,0.193,0.003,0.091,0.000,0.001,0.020,0.013,0.611,0.611
TCGA-66-2734-01A,0.000,0.000,0.008,0.002,0.000,0.000,0.013,0.040,0.103,0.002,0.145,0.000,0.000,0.034,0.007,0.645,0.645
TCGA-66-2742-01A,0.025,0.000,0.012,0.000,0.005,0.000,0.001,0.041,0.094,0.006,0.071,0.000,0.000,0.022,0.000,0.723,0.723
TCGA-22-5481-01A,0.047,0.001,0.031,0.004,0.065,0.001,0.036,0.007,0.029,0.000,0.039,0.000,0.000,0.001,0.000,0.738,0.738
TCGA-21-5787-01A,0.021,0.000,0.032,0.095,0.006,0.000,0.001,0.056,0.060,0.009,0.086,0.000,0.000,0.002,0.000,0.633,0.633
TCGA-66-2783-01A,0.040,0.000,0.010,0.009,0.003,0.000,0.010,0.029,0.062,0.007,0.061,0.000,0.000,0.007,0.001,0.762,0.762
TCGA-92-8063-01A,0.000,0.000,0.019,0.011,0.003,0.000,0.000,0.042,0.135,0.006,0.076,0.000,0.001,0.011,0.000,0.695,0.695
TCGA-66-2757-01A,0.012,0.000,0.027,0.026,0.026,0.000,0.015,0.027,0.057,0.009,0.075,0.000,0.000,0.003,0.000,0.721,0.721
TCGA-39-5022-01A,0.101,0.001,0.048,0.034,0.024,0.000,0.031,0.050,0.153,0.023,0.128,0.001,0.001,0.007,0.001,0.399,0.399
TCGA-94-A5I6-01A,0.000,0.000,0.013,0.001,0.006,0.000,0.006,0.019,0.086,0.002,0.043,0.000,0.000,0.005,0.000,0.818,0.818
TCGA-85-7698-01A,0.008,0.008,0.037,0.012,0.018,0.000,0.020,0.048,0.195,0.004,0.066,0.001,0.001,0.007,0.000,0.576,0.576
TCGA-37-4141-01A,0.023,0.000,0.038,0.039,0.013,0.000,0.012,0.024,0.115,0.003,0.065,0.002,0.000,0.003,0.000,0.663,0.663
