	0
1006	C1QTNF6
1007	C1QTNF7
1008	C1QTNF9
1009	C1R
1010	C1RL
1011	C1S
1012	C1orf106
1013	C1orf115
1014	C1orf116
1015	C1orf122
1016	C1orf123
1017	C1orf162
1018	C1orf174
1019	C1orf186
1020	C1orf198
1021	C1orf21
1022	C1orf210
1023	C1orf228
1024	C1orf233
1025	C1orf27
1026	C1orf43
1027	C1orf50
1028	C1orf53
1029	C1orf54
1030	C1orf64
1031	C1orf86
1032	C1orf95
1033	C2
1034	C20orf194
1035	C20orf202
1036	C20orf27
1037	C21orf2
1038	C21orf91
1039	C2CD2
1040	C2CD4B
1041	C2CD4D
1042	C2orf40
1043	C2orf72
1044	C2orf74
1045	C2orf76
1046	C2orf88
1047	C2orf91
1048	C3
1049	C3AR1
1050	C3orf14
1051	C3orf36
1052	C3orf52
1053	C3orf62
1054	C3orf67
1055	C3orf70
1056	C3orf80
1057	C4A
1058	C4B
1059	C4BPA
1060	C4BPB
1061	C4orf19
1062	C4orf26
1063	C4orf27
1064	C4orf32
1065	C4orf36
1066	C4orf48
1067	C5AR1
1068	C5AR2
1069	C5orf15
1070	C5orf22
1071	C5orf24
1072	C5orf30
1073	C5orf38
1074	C5orf42
1075	C5orf45
1076	C5orf46
1077	C5orf58
1078	C5orf63
1079	C6orf132
1080	C6orf141
1081	C6orf201
1082	C6orf222
1083	C6orf25
1084	C6orf48
1085	C6orf62
1086	C7
1087	C7orf25
1088	C7orf43
1089	C7orf50
1090	C7orf55
1091	C7orf55-LUC7L2
1092	C7orf73
1093	C8G
1094	C8orf33
1095	C8orf4
1096	C8orf44-SGK3
1097	C8orf48
1098	C8orf82
1099	C8orf86
1100	C8orf88
1101	C8orf89
1102	C9orf116
1103	C9orf142
1104	C9orf152
1105	C9orf16
1106	C9orf172
1107	C9orf3
1108	C9orf40
1109	C9orf47
1110	C9orf72
1111	C9orf78
1112	C9orf9
1113	CA12
1114	CA2
1115	CA4
1116	CA5B
1117	CA9
1118	CAB39
1119	CABLES1
1120	CABP1
1121	CABP7
1122	CACFD1
1123	CACHD1
1124	CACNA1A
1125	CACNA1C
1126	CACNA1D
1127	CACNA1H
1128	CACNA1I
1129	CACNA2D1
1130	CACNA2D2
1131	CACNA2D3
1132	CACNA2D4
1133	CACNB2
1134	CACNB3
1135	CACNB4
1136	CACUL1
1137	CACYBP
1138	CADM1
1139	CADPS
1140	CADPS2
1141	CALB2
1142	CALCOCO2
1143	CALCR
1144	CALCRL
1145	CALD1
1146	CALHM2
1147	CALM1
1148	CALM3
1149	CALML3
1150	CALML4
1151	CALR
1152	CALU
1153	CAMK1
1154	CAMK1D
1155	CAMK2B
1156	CAMK2G
1157	CAMK2N1
1158	CAMK4
1159	CAMKK1
1160	CAMKK2
1161	CAMKMT
1162	CAMLG
1163	CAMSAP1
1164	CAMSAP2
1165	CAMSAP3
1166	CAND2
1167	CANT1
1168	CANX
1169	CAP1
1170	CAP2
1171	CAPG
1172	CAPN11
1173	CAPN12
1174	CAPN15
1175	CAPN5
1176	CAPN6
1177	CAPN8
1178	CAPNS1
1179	CAPS
1180	CAPZA1
1181	CAPZB
1182	CARD10
1183	CARD11
1184	CARD17
1185	CARD9
1186	CARHSP1
1187	CARNS1
1188	CARS
1189	CARS2
1190	CASC10
1191	CASC3
1192	CASC4
1193	CASC5
1194	CASKIN2
1195	CASP1
1196	CASP10
1197	CASP2
1198	CASP3
1199	CASP4
1200	CASP5
1201	CASP6
1202	CASQ1
1203	CASQ2
1204	CAST
1205	CAT
1206	CATSPER1
1207	CAV1
1208	CAV2
1209	CBFB
1210	CBL
1211	CBLB
1212	CBLC
1213	CBLN1
1214	CBLN4
1215	CBR1
1216	CBR3
1217	CBWD7
1218	CBX1
1219	CBX4
1220	CBX6
1221	CBY1
1222	CC2D2A
1223	CC2D2B
1224	CCBE1
1225	CCDC102A
1226	CCDC102B
1227	CCDC106
1228	CCDC109B
1229	CCDC110
1230	CCDC112
1231	CCDC115
1232	CCDC117
1233	CCDC12
1234	CCDC125
1235	CCDC134
1236	CCDC141
1237	CCDC144NL
1238	CCDC149
1239	CCDC151
1240	CCDC152
1241	CCDC153
1242	CCDC163P
1243	CCDC167
1244	CCDC170
1245	CCDC176
1246	CCDC178
1247	CCDC18
1248	CCDC180
1249	CCDC22
1250	CCDC23
1251	CCDC24
1252	CCDC28A
1253	CCDC28B
1254	CCDC3
1255	CCDC34
1256	CCDC40
1257	CCDC47
1258	CCDC50
1259	CCDC53
1260	CCDC57
1261	CCDC64
1262	CCDC64B
1263	CCDC65
1264	CCDC67
1265	CCDC68
1266	CCDC69
1267	CCDC71L
1268	CCDC73
1269	CCDC74A
1270	CCDC74B
1271	CCDC8
1272	CCDC80
1273	CCDC85A
1274	CCDC85B
1275	CCDC85C
1276	CCDC86
1277	CCDC88A
1278	CCDC88B
1279	CCDC88C
1280	CCDC89
1281	CCDC91
1282	CCDC92
1283	CCDC94
1284	CCDC97
1285	CCL11
1286	CCL13
1287	CCL14
1288	CCL17
1289	CCL18
1290	CCL19
1291	CCL2
1292	CCL20
1293	CCL21
1294	CCL22
1295	CCL23
1296	CCL25
1297	CCL26
1298	CCL3
1299	CCL3L3
1300	CCL4L1
1301	CCL5
1302	CCL7
1303	CCL8
1304	CCM2
1305	CCM2L
1306	CCNA2
1307	CCNB1
1308	CCNB2
1309	CCNC
1310	CCND1
1311	CCND2
1312	CCND3
1313	CCNDBP1
1314	CCNE1
1315	CCNE2
1316	CCNG1
1317	CCNG2
1318	CCNH
1319	CCNI
1320	CCNJL
1321	CCNYL1
1322	CCR1
1323	CCR10
1324	CCR2
1325	CCR3
1326	CCR4
1327	CCR5
1328	CCR7
1329	CCR8
1330	CCR9
1331	CCRL2
1332	CCS
1333	CCSAP
1334	CCSER1
1335	CCSER2
1336	CCT5
1337	CCT6A
1338	CD101
1339	CD109
1340	CD14
1341	CD151
1342	CD160
1343	CD163
1344	CD163L1
1345	CD164
1346	CD177
1347	CD180
1348	CD19
1349	CD1A
1350	CD1B
1351	CD1C
1352	CD1D
1353	CD1E
1354	CD2
1355	CD200
1356	CD200R1
1357	CD207
1358	CD209
1359	CD22
1360	CD226
1361	CD24
1362	CD244
1363	CD247
1364	CD248
1365	CD27
1366	CD274
1367	CD276
1368	CD28
1369	CD300A
1370	CD300C
1371	CD300E
1372	CD300LB
1373	CD300LF
1374	CD300LG
1375	CD302
1376	CD320
1377	CD33
1378	CD34
1379	CD36
1380	CD37
1381	CD38
1382	CD3D
1383	CD3E
1384	CD3EAP
1385	CD3G
1386	CD4
1387	CD40
1388	CD40LG
1389	CD44
1390	CD46
1391	CD47
1392	CD48
1393	CD5
1394	CD52
1395	CD53
1396	CD55
1397	CD58
1398	CD59
1399	CD5L
1400	CD6
1401	CD63
1402	CD7
1403	CD70
1404	CD72
1405	CD74
1406	CD79A
1407	CD79B
1408	CD80
1409	CD81
1410	CD82
1411	CD83
1412	CD84
1413	CD86
1414	CD8A
1415	CD8B
1416	CD9
1417	CD93
1418	CD96
1419	CD97
1420	CD99
1421	CDA
1422	CDC123
1423	CDC14A
1424	CDC14B
1425	CDC20
1426	CDC20B
1427	CDC25A
1428	CDC25B
1429	CDC27
1430	CDC37
1431	CDC40
1432	CDC42BPA
1433	CDC42BPB
1434	CDC42EP1
1435	CDC42EP2
1436	CDC42EP3
1437	CDC42EP4
1438	CDC42EP5
1439	CDC42SE1
1440	CDC42SE2
1441	CDC45
1442	CDC6
1443	CDC7
1444	CDCA2
1445	CDCA3
1446	CDCA4
1447	CDCA5
1448	CDCA7
1449	CDCA7L
1450	CDCA8
1451	CDCP1
1452	CDH1
1453	CDH11
1454	CDH13
1455	CDH15
1456	CDH18
1457	CDH23
1458	CDH24
1459	CDH3
1460	CDH5
1461	CDH6
1462	CDH7
1463	CDHR4
1464	CDHR5
1465	CDIP1
1466	CDK1
1467	CDK14
1468	CDK15
1469	CDK16
1470	CDK17
1471	CDK18
1472	CDK19
1473	CDK2AP2
1474	CDK4
1475	CDK5RAP1
1476	CDK5RAP3
1477	CDKL2
1478	CDKN1A
1479	CDKN1B
1480	CDKN2A
1481	CDKN2AIP
1482	CDKN2B
1483	CDKN2C
1484	CDKN2D
1485	CDKN3
1486	CDNF
1487	CDO1
1488	CDON
1489	CDR2L
1490	CDS1
1491	CDS2
1492	CDT1
1493	CDV3
1494	CDYL2
1495	CEACAM21
1496	CEACAM3
1497	CEACAM4
1498	CEACAM5
1499	CEACAM6
1500	CEBPA
1501	CEBPB
1502	CEBPD
1503	CEBPG
1504	CECR1
1505	CELA1
1506	CELF2
1507	CELF6
1508	CELSR1
1509	CEMIP
1510	CENPA
1511	CENPF
1512	CENPH
1513	CENPK
1514	CENPM
1515	CENPN
1516	CENPP
1517	CENPU
1518	CENPV
1519	CENPW
1520	CEP112
1521	CEP128
1522	CEP131
1523	CEP170
1524	CEP170B
1525	CEP19
1526	CEP55
1527	CEP57
1528	CEP68
1529	CEP78
1530	CEP97
1531	CEPT1
1532	CERCAM
1533	CERKL
1534	CERS4
1535	CERS5
1536	CERS6
1537	CES1
1538	CES4A
1539	CETN2
1540	CETP
1541	CFAP20
1542	CFAP36
1543	CFAP54
1544	CFB
1545	CFD
1546	CFDP1
1547	CFH
1548	CFI
1549	CFL1
1550	CFL2
1551	CFP
1552	CGA
1553	CGN
1554	CGNL1
1555	CGREF1
1556	CH25H
1557	CH507-9B2.3
1558	CH507-9B2.9
1559	CHAC1
1560	CHAC2
1561	CHAF1A
1562	CHCHD10
1563	CHCHD2
1564	CHCHD6
1565	CHD2
1566	CHD7
1567	CHD8
1568	CHDH
1569	CHEK1
1570	CHI3L2
1571	CHIC2
1572	CHID1
1573	CHIT1
1574	CHKA
1575	CHKB
1576	CHKB-CPT1B
1577	CHML
1578	CHMP1B
1579	CHMP4C
1580	CHMP6
1581	CHMP7
1582	CHN1
1583	CHN2
1584	CHORDC1
1585	CHP1
1586	CHPF
1587	CHPF2
1588	CHPT1
1589	CHRD
1590	CHRDL1
1591	CHRDL2
1592	CHRM3
1593	CHRNA3
1594	CHRNA5
1595	CHRNA6
1596	CHRNE
1597	CHST1
1598	CHST13
1599	CHST14
1600	CHST15
1601	CHST2
1602	CHST3
1603	CHST7
1604	CHSY1
1605	CHSY3
1606	CIB1
1607	CIB2
1608	CIC
1609	CIITA
1610	CILP
1611	CILP2
1612	CIR1
1613	CIRBP
1614	CIRH1A
1615	CISD1
1616	CISD2
1617	CISD3
1618	CISH
1619	CITED2
1620	CITED4
1621	CKAP2
1622	CKAP2L
1623	CKAP5
1624	CKB
1625	CKLF-CMTM1
1626	CKM
1627	CKMT1A
1628	CKMT1B
1629	CKMT2
1630	CKS1B
1631	CKS2
1632	CLCA2
1633	CLCC1
1634	CLCN3
1635	CLCN5
1636	CLCN7
1637	CLDN1
1638	CLDN10
1639	CLDN11
1640	CLDN12
1641	CLDN14
1642	CLDN15
1643	CLDN18
1644	CLDN23
1645	CLDN3
1646	CLDN4
1647	CLDN5
1648	CLDN7
1649	CLDN8
1650	CLDND1
1651	CLDND2
1652	CLEC10A
1653	CLEC11A
1654	CLEC12A
1655	CLEC14A
1656	CLEC17A
1657	CLEC19A
1658	CLEC1A
1659	CLEC2B
1660	CLEC2D
1661	CLEC3B
1662	CLEC4A
