,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-IB-AAUW-01A,0.007,0.020,0.024,0.018,0.015,0.001,0.041,0.132,0.224,0.052,0.048,0.013,0.001,0.008,0.001,0.395,0.395
TCGA-LB-A8F3-01A,0.002,0.000,0.014,0.000,0.000,0.000,0.005,0.051,0.149,0.000,0.025,0.000,0.000,0.001,0.000,0.751,0.751
TCGA-HV-A5A5-01A,0.002,0.000,0.037,0.001,0.001,0.000,0.027,0.089,0.240,0.018,0.093,0.002,0.000,0.006,0.000,0.483,0.483
TCGA-US-A77E-01A,0.000,0.000,0.005,0.001,0.000,0.000,0.000,0.050,0.360,0.000,0.040,0.000,0.000,0.006,0.000,0.536,0.536
TCGA-3A-A9IX-01A,0.008,0.022,0.046,0.002,0.042,0.002,0.062,0.087,0.312,0.020,0.061,0.008,0.001,0.005,0.000,0.321,0.321
TCGA-HZ-A4BH-01A,0.000,0.013,0.043,0.002,0.023,0.001,0.033,0.106,0.295,0.028,0.072,0.003,0.001,0.011,0.000,0.370,0.370
TCGA-HZ-A49G-01A,0.004,0.000,0.033,0.002,0.016,0.000,0.048,0.078,0.269,0.007,0.160,0.006,0.000,0.007,0.000,0.368,0.368
TCGA-IB-8126-01A,0.012,0.015,0.023,0.002,0.046,0.018,0.032,0.115,0.300,0.029,0.058,0.006,0.001,0.008,0.000,0.335,0.335
TCGA-FB-A5VM-01A,0.005,0.000,0.031,0.002,0.014,0.000,0.049,0.073,0.259,0.020,0.077,0.000,0.000,0.004,0.000,0.466,0.466
TCGA-HV-AA8V-01A,0.007,0.000,0.011,0.001,0.003,0.000,0.012,0.051,0.461,0.002,0.105,0.004,0.001,0.005,0.000,0.337,0.337
TCGA-IB-7891-01A,0.017,0.000,0.039,0.002,0.021,0.000,0.053,0.070,0.286,0.015,0.124,0.005,0.000,0.006,0.000,0.360,0.360
TCGA-FB-A545-01A,0.000,0.000,0.004,0.004,0.000,0.000,0.002,0.073,0.243,0.001,0.009,0.007,0.001,0.006,0.000,0.650,0.650
TCGA-FB-A7DR-01A,0.001,0.000,0.013,0.001,0.001,0.000,0.015,0.095,0.370,0.101,0.064,0.006,0.002,0.008,0.000,0.323,0.323
TCGA-3A-A9IN-01A,0.020,0.000,0.008,0.000,0.008,0.000,0.014,0.189,0.214,0.109,0.033,0.003,0.000,0.002,0.000,0.399,0.399
TCGA-IB-AAUN-01A,0.007,0.000,0.015,0.008,0.000,0.000,0.026,0.075,0.218,0.005,0.032,0.003,0.001,0.003,0.000,0.606,0.606
TCGA-Q3-AA2A-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.004,0.050,0.152,0.020,0.081,0.002,0.000,0.001,0.000,0.684,0.684
TCGA-IB-A5SO-01A,0.009,0.029,0.028,0.001,0.032,0.001,0.031,0.081,0.381,0.013,0.091,0.004,0.001,0.005,0.000,0.294,0.294
TCGA-M8-A5N4-01A,0.000,0.000,0.006,0.005,0.000,0.000,0.000,0.067,0.294,0.000,0.129,0.000,0.000,0.018,0.000,0.479,0.479
TCGA-2L-AAQI-01A,0.001,0.000,0.007,0.001,0.000,0.000,0.012,0.062,0.148,0.002,0.044,0.004,0.000,0.003,0.000,0.714,0.714
TCGA-HV-A7OP-01A,0.000,0.000,0.000,0.000,0.003,0.004,0.000,0.008,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.967,0.967
TCGA-HZ-A8P1-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.012,0.043,0.093,0.000,0.033,0.000,0.000,0.001,0.000,0.816,0.816
TCGA-IB-AAUV-01A,0.001,0.025,0.020,0.003,0.051,0.001,0.032,0.087,0.551,0.028,0.124,0.006,0.001,0.010,0.000,0.060,0.060
TCGA-HZ-7925-01A,0.000,0.000,0.019,0.001,0.003,0.000,0.019,0.068,0.515,0.004,0.081,0.008,0.001,0.015,0.000,0.267,0.267
TCGA-IB-A7LX-01A,0.000,0.000,0.010,0.009,0.003,0.000,0.016,0.041,0.173,0.000,0.016,0.001,0.000,0.008,0.000,0.723,0.723
TCGA-3A-A9IZ-01A,0.000,0.000,0.002,0.003,0.000,0.000,0.000,0.037,0.194,0.000,0.018,0.000,0.001,0.006,0.000,0.739,0.739
TCGA-IB-AAUM-01A,0.016,0.003,0.021,0.002,0.011,0.018,0.026,0.084,0.225,0.016,0.047,0.007,0.001,0.003,0.000,0.519,0.519
TCGA-FB-AAQ6-01A,0.002,0.000,0.011,0.000,0.000,0.000,0.008,0.046,0.141,0.000,0.019,0.001,0.000,0.001,0.000,0.770,0.770
TCGA-F2-A8YN-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.012,0.043,0.254,0.000,0.058,0.000,0.000,0.003,0.000,0.623,0.623
TCGA-2J-AABK-01A,0.000,0.000,0.013,0.000,0.007,0.000,0.015,0.072,0.058,0.005,0.029,0.003,0.000,0.001,0.000,0.797,0.797
TCGA-H6-8124-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.005,0.035,0.315,0.000,0.027,0.004,0.000,0.003,0.000,0.605,0.605
TCGA-Q3-A5QY-01A,0.017,0.209,0.050,0.002,0.019,0.133,0.074,0.074,0.220,0.028,0.090,0.001,0.002,0.008,0.001,0.072,0.072
TCGA-HZ-A8P0-01A,0.008,0.000,0.001,0.001,0.002,0.000,0.011,0.085,0.259,0.006,0.037,0.000,0.000,0.005,0.000,0.584,0.584
TCGA-HZ-A77O-01A,0.009,0.000,0.012,0.001,0.000,0.000,0.015,0.046,0.150,0.002,0.057,0.000,0.000,0.001,0.000,0.704,0.704
TCGA-HZ-A9TJ-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.006,0.053,0.112,0.002,0.034,0.001,0.000,0.000,0.000,0.788,0.788
TCGA-FB-A4P6-01A,0.000,0.000,0.030,0.007,0.026,0.002,0.041,0.101,0.238,0.028,0.066,0.014,0.001,0.008,0.000,0.438,0.438
TCGA-FB-A78T-01A,0.000,0.000,0.020,0.000,0.000,0.000,0.022,0.047,0.118,0.000,0.093,0.001,0.000,0.004,0.000,0.695,0.695
TCGA-HZ-7289-01A,0.005,0.000,0.000,0.000,0.003,0.000,0.000,0.008,0.034,0.000,0.005,0.000,0.000,0.000,0.000,0.945,0.945
TCGA-HZ-7918-01A,0.027,0.001,0.049,0.005,0.042,0.000,0.042,0.057,0.254,0.009,0.160,0.004,0.000,0.008,0.000,0.340,0.340
TCGA-HZ-8638-01A,0.018,0.000,0.002,0.028,0.002,0.000,0.016,0.087,0.110,0.037,0.020,0.009,0.000,0.012,0.001,0.658,0.658
TCGA-3A-A9I5-01A,0.014,0.000,0.021,0.002,0.001,0.000,0.005,0.044,0.167,0.004,0.027,0.001,0.000,0.002,0.000,0.709,0.709
TCGA-HZ-8519-01A,0.000,0.000,0.024,0.004,0.054,0.001,0.029,0.125,0.299,0.048,0.067,0.013,0.000,0.007,0.000,0.328,0.328
TCGA-3A-A9IV-01A,0.013,0.000,0.002,0.001,0.000,0.000,0.000,0.032,0.175,0.005,0.027,0.000,0.000,0.001,0.000,0.743,0.743
TCGA-IB-A5SQ-01A,0.006,0.000,0.037,0.003,0.011,0.000,0.032,0.080,0.366,0.030,0.098,0.005,0.000,0.005,0.000,0.326,0.326
TCGA-H6-A45N-01A,0.002,0.008,0.025,0.006,0.020,0.001,0.044,0.090,0.292,0.022,0.094,0.008,0.002,0.006,0.000,0.379,0.379
TCGA-FB-AAPS-01A,0.001,0.022,0.036,0.008,0.016,0.001,0.037,0.084,0.552,0.029,0.101,0.002,0.001,0.006,0.000,0.104,0.104
TCGA-HV-A5A3-01A,0.000,0.000,0.009,0.001,0.000,0.000,0.003,0.028,0.178,0.000,0.031,0.000,0.001,0.009,0.000,0.740,0.740
TCGA-3A-A9IB-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.011,0.087,0.332,0.034,0.094,0.002,0.001,0.005,0.000,0.425,0.425
TCGA-HV-A7OL-01A,0.017,0.044,0.033,0.001,0.018,0.001,0.019,0.018,0.132,0.000,0.112,0.002,0.000,0.005,0.000,0.597,0.597
TCGA-HZ-8002-01A,0.001,0.003,0.029,0.004,0.024,0.001,0.036,0.118,0.329,0.032,0.100,0.014,0.001,0.008,0.000,0.301,0.301
TCGA-HZ-A77P-01A,0.000,0.000,0.016,0.001,0.015,0.001,0.023,0.113,0.295,0.130,0.079,0.009,0.000,0.004,0.000,0.313,0.313
TCGA-IB-8127-01A,0.002,0.000,0.030,0.002,0.029,0.000,0.023,0.049,0.271,0.002,0.103,0.005,0.000,0.007,0.000,0.476,0.476
TCGA-2J-AAB1-01A,0.000,0.000,0.029,0.003,0.004,0.001,0.033,0.069,0.202,0.004,0.060,0.004,0.000,0.002,0.000,0.589,0.589
TCGA-3A-A9IH-01A,0.000,0.000,0.011,0.000,0.000,0.000,0.015,0.064,0.179,0.014,0.039,0.000,0.000,0.002,0.000,0.675,0.675
TCGA-IB-AAUS-01A,0.005,0.000,0.046,0.001,0.017,0.000,0.028,0.090,0.386,0.015,0.269,0.006,0.000,0.011,0.000,0.126,0.126
TCGA-3E-AAAY-01A,0.001,0.000,0.033,0.002,0.017,0.000,0.033,0.114,0.258,0.029,0.110,0.004,0.000,0.009,0.000,0.390,0.390
TCGA-2J-AABH-01A,0.000,0.000,0.010,0.000,0.000,0.000,0.011,0.046,0.162,0.000,0.063,0.000,0.000,0.004,0.000,0.704,0.704
TCGA-2J-AABA-01A,0.006,0.000,0.015,0.002,0.019,0.000,0.015,0.068,0.374,0.002,0.033,0.011,0.000,0.006,0.000,0.449,0.449
TCGA-XD-AAUL-01A,0.000,0.000,0.017,0.000,0.000,0.000,0.030,0.051,0.346,0.002,0.080,0.005,0.000,0.010,0.000,0.457,0.457
TCGA-IB-7886-01A,0.000,0.000,0.017,0.003,0.003,0.000,0.019,0.050,0.292,0.001,0.096,0.006,0.000,0.006,0.000,0.506,0.506
TCGA-IB-A6UF-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.033,0.195,0.000,0.034,0.003,0.001,0.003,0.000,0.726,0.726
TCGA-3A-A9IS-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.002,0.072,0.000,0.011,0.009,0.000,0.000,0.002,0.000,0.901,0.901
TCGA-US-A774-01A,0.019,0.009,0.023,0.013,0.010,0.001,0.031,0.070,0.313,0.010,0.098,0.006,0.002,0.007,0.001,0.387,0.387
TCGA-HZ-7920-01A,0.007,0.019,0.029,0.002,0.035,0.022,0.037,0.153,0.294,0.058,0.065,0.023,0.001,0.008,0.004,0.242,0.242
TCGA-3A-A9IL-01A,0.006,0.000,0.011,0.000,0.001,0.000,0.021,0.182,0.056,0.070,0.017,0.014,0.000,0.003,0.000,0.618,0.618
TCGA-3A-A9I7-01A,0.014,0.020,0.027,0.008,0.024,0.001,0.029,0.061,0.314,0.026,0.060,0.006,0.001,0.006,0.000,0.403,0.403
TCGA-3A-A9IC-01A,0.002,0.000,0.007,0.007,0.001,0.000,0.016,0.052,0.431,0.005,0.071,0.009,0.001,0.007,0.000,0.391,0.391
TCGA-IB-AAUQ-01A,0.013,0.000,0.014,0.001,0.001,0.000,0.004,0.069,0.326,0.017,0.063,0.010,0.001,0.002,0.000,0.478,0.478
TCGA-2J-AABO-01A,0.000,0.000,0.019,0.001,0.003,0.000,0.028,0.057,0.344,0.013,0.035,0.005,0.000,0.002,0.000,0.494,0.494
TCGA-XD-AAUH-01A,0.005,0.069,0.031,0.002,0.043,0.027,0.033,0.147,0.313,0.046,0.054,0.013,0.001,0.006,0.001,0.209,0.209
TCGA-HZ-8315-01A,0.006,0.000,0.023,0.005,0.011,0.000,0.035,0.080,0.339,0.005,0.093,0.008,0.001,0.009,0.000,0.385,0.385
TCGA-IB-7649-01A,0.011,0.000,0.025,0.001,0.012,0.002,0.043,0.089,0.273,0.016,0.132,0.016,0.000,0.003,0.000,0.376,0.376
