,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-85-8351-01A,6.234,272.772,35.225,4.826,7.896,128.730,312.283,16.816,5.816,106.916,31.425,11.135,1356.446
TCGA-NC-A5HI-01A,21.418,59.381,15.257,7.820,5.978,25.675,112.421,11.444,1.573,29.410,21.216,4.665,3074.697
TCGA-22-5474-01A,163.989,286.739,97.330,40.293,21.346,111.719,964.289,48.896,6.397,144.743,214.028,9.608,1516.132
TCGA-66-2768-01A,8.624,136.882,49.452,12.909,8.079,35.500,525.207,30.866,3.339,34.883,59.743,32.267,1160.780
TCGA-52-7622-01A,58.048,368.844,109.000,21.030,23.873,79.961,809.954,79.863,12.945,140.994,79.611,24.734,1225.631
TCGA-77-A5GH-01A,134.875,336.817,117.491,29.529,18.339,75.857,939.971,88.513,13.402,225.726,129.750,6.224,932.585
TCGA-18-3417-01A,36.016,1188.198,70.979,5.510,5.998,52.176,222.029,50.975,5.070,376.673,26.274,2.603,1392.160
TCGA-34-2600-01A,8.122,51.611,25.215,9.658,4.477,31.938,104.496,34.318,2.315,169.490,27.001,2.835,1834.581
TCGA-NC-A5HQ-01A,45.722,108.212,33.661,10.825,12.265,48.398,223.011,15.769,1.599,55.912,41.094,6.871,2630.321
TCGA-66-2795-01A,36.661,644.127,72.822,9.162,9.534,53.870,579.175,20.493,4.620,173.753,36.530,5.331,1567.200
TCGA-77-A5GA-01A,35.571,127.122,16.941,3.557,3.820,48.459,69.062,25.893,1.445,67.483,21.440,4.618,2587.753
TCGA-63-7020-01A,30.577,256.006,52.410,17.368,7.578,82.268,451.219,59.472,5.590,144.462,85.425,14.961,2081.808
TCGA-63-A5MR-01A,38.381,223.219,33.970,2.740,3.348,26.359,150.249,29.110,2.776,50.460,12.155,4.047,1347.194
TCGA-33-AAS8-01A,25.767,54.413,41.110,3.318,7.656,28.903,66.421,15.476,1.000,50.520,22.670,4.140,2930.120
TCGA-77-8136-01A,66.872,1690.276,108.210,41.913,10.675,82.166,1132.855,35.558,14.125,310.741,169.838,9.731,1154.464
TCGA-68-7757-01B,58.929,1428.643,84.082,1.837,4.818,62.899,200.102,87.888,9.099,347.926,14.648,11.869,2146.631
TCGA-39-5030-01A,345.461,766.223,213.112,53.554,25.974,122.428,1036.613,44.282,7.158,227.070,194.652,6.924,775.009
TCGA-22-A5C4-01A,20.566,182.156,28.840,6.566,6.532,66.847,269.978,12.508,3.588,104.193,25.645,16.255,881.489
TCGA-18-4083-01A,67.587,476.687,48.801,32.331,3.765,58.002,220.118,56.939,2.949,156.402,45.302,3.093,1321.934
TCGA-56-A4BY-01A,30.521,161.805,41.033,13.542,7.451,147.198,240.517,34.188,5.860,195.176,21.972,4.042,3622.494
TCGA-21-5783-01A,23.637,880.111,56.451,5.313,7.071,64.552,101.579,24.471,4.092,201.400,10.751,1.567,1099.353
TCGA-68-8250-01A,32.357,314.209,73.656,15.911,14.150,195.311,653.999,58.106,5.737,163.884,45.577,13.391,1994.366
TCGA-18-3419-01A,85.168,24.308,48.668,22.608,12.350,35.726,475.295,1.000,3.107,37.672,66.572,24.024,1388.514
TCGA-56-6546-01A,109.525,527.873,99.885,39.768,19.573,85.329,996.331,59.910,13.185,319.503,183.386,8.176,624.160
TCGA-56-7579-01A,7.902,199.407,34.921,1.000,5.556,106.637,264.050,22.702,1.417,63.930,6.309,5.891,421.064
TCGA-21-1075-01A,6.738,79.276,7.978,1.000,2.004,26.767,32.634,17.534,1.160,26.283,2.553,1.747,2039.184
TCGA-66-2765-01A,38.611,370.160,61.786,9.889,20.038,68.552,420.782,63.583,4.378,169.440,35.783,6.066,1211.343
TCGA-66-2778-01A,18.492,53.759,19.884,6.141,14.830,24.750,297.852,74.870,2.343,55.292,25.277,55.811,2039.287
TCGA-56-8503-01A,69.346,2114.347,120.274,12.069,19.411,133.822,703.004,84.514,17.903,370.542,69.433,34.237,1107.267
TCGA-NC-A5HE-01A,37.534,404.666,93.823,91.062,29.972,79.509,1596.637,70.787,14.726,63.909,445.537,8.102,609.677
TCGA-LA-A446-01A,19.054,104.161,20.614,4.355,7.850,54.957,156.358,56.118,3.046,75.577,24.516,8.958,1903.204
TCGA-51-6867-01A,15.209,462.144,43.923,28.117,5.599,93.821,291.519,21.461,2.643,236.584,106.523,2.831,1531.489
TCGA-96-A4JK-01A,71.159,573.343,53.207,11.695,7.588,66.936,502.612,24.878,2.746,85.037,85.890,2.830,2232.882
TCGA-77-7338-01A,39.258,713.956,61.948,10.186,9.320,120.275,242.021,20.388,8.206,188.081,26.907,10.231,377.528
TCGA-85-7843-01A,48.040,612.454,42.270,6.543,9.538,151.084,338.290,10.473,11.921,102.744,21.829,11.971,1505.670
TCGA-77-8150-01A,34.750,284.182,50.856,24.727,12.363,99.944,383.866,75.994,3.392,34.973,75.818,4.918,1961.790
TCGA-46-3767-01A,102.523,1427.732,148.501,19.051,27.116,147.369,421.785,152.177,10.061,433.804,44.469,16.201,938.570
TCGA-92-8064-01A,165.689,834.004,110.573,95.349,17.081,107.860,1321.586,75.219,3.086,146.573,402.774,7.231,1026.578
TCGA-92-7340-01A,33.656,1307.786,66.389,13.484,13.511,117.251,367.869,77.270,4.641,283.737,61.322,20.380,1981.067
TCGA-60-2697-01A,329.344,622.764,190.948,42.576,51.172,302.932,467.707,157.316,19.889,191.352,157.233,44.220,454.351
TCGA-43-6771-01A,5.040,408.943,44.311,7.450,4.961,82.442,269.505,7.052,1.733,47.451,33.541,1.856,1608.648
TCGA-85-6798-01A,18.107,549.808,47.375,1.060,5.205,49.812,117.423,35.927,2.274,218.900,10.595,1.000,1950.830
TCGA-NC-A5HF-01A,7.134,119.448,9.727,1.000,3.040,47.614,35.850,43.435,1.000,85.137,6.509,10.035,1591.517
TCGA-77-8130-01A,18.893,1435.667,32.867,1.067,2.432,49.671,92.203,82.620,2.231,931.691,5.044,1.491,314.042
TCGA-43-2578-01A,33.511,186.937,58.347,59.474,8.561,91.389,550.590,52.431,3.219,63.480,45.460,10.549,1256.294
TCGA-77-8145-01A,44.592,1568.787,56.809,2.712,2.463,74.805,180.121,35.591,1.886,297.934,14.234,3.128,1587.391
TCGA-39-5035-01A,118.334,231.856,57.244,49.420,12.514,60.370,635.969,13.013,2.630,92.314,187.133,4.388,807.104
TCGA-58-8392-01A,15.799,102.949,27.680,85.208,3.881,58.668,110.556,15.257,2.769,51.695,8.558,4.719,2021.220
TCGA-66-2786-01A,32.911,301.956,67.714,23.116,14.482,46.577,749.679,73.128,1.869,86.936,49.142,14.767,1503.485
TCGA-68-7756-01A,37.949,532.933,45.122,4.529,6.392,82.633,212.324,141.198,3.705,128.935,10.426,14.303,2946.014
TCGA-33-4589-01A,41.270,27.005,23.058,18.213,6.000,8.901,606.827,9.524,1.000,12.087,91.237,3.258,36.782
TCGA-22-0944-01A,26.382,162.167,16.445,3.213,2.290,51.965,46.517,37.745,1.692,49.665,7.744,2.486,632.581
TCGA-98-A53J-01A,9.015,101.195,12.269,2.492,2.944,23.705,122.977,6.749,1.000,24.364,13.810,1.769,1471.584
TCGA-70-6723-01A,5.933,55.436,8.688,9.234,1.859,47.559,60.579,4.670,1.295,48.377,35.032,1.000,1125.031
TCGA-43-7657-01A,29.695,480.397,25.075,4.297,3.429,54.500,168.507,33.743,1.400,165.359,6.271,1.000,1637.054
TCGA-63-A5MT-01A,21.756,1172.286,65.600,4.633,7.845,80.088,428.420,11.309,15.626,137.694,12.335,17.780,1271.903
TCGA-NC-A5HP-01A,14.223,1086.575,22.632,2.762,1.999,64.798,160.731,19.512,1.338,383.731,9.343,3.273,917.546
TCGA-39-5024-01A,18.499,182.637,26.157,7.608,6.816,45.337,92.626,8.851,1.000,41.655,34.230,1.522,1548.299
TCGA-63-7023-01A,18.476,153.309,33.415,15.315,3.985,58.435,304.675,21.670,3.736,45.980,52.382,2.263,841.824
TCGA-J1-A4AH-01A,143.264,108.797,22.837,4.176,3.780,38.007,237.853,21.057,1.184,116.828,11.265,1.405,2717.067
TCGA-85-8355-01A,184.239,221.291,245.107,47.790,56.728,175.707,1312.845,68.820,8.935,87.624,94.531,8.922,976.733
TCGA-96-7545-01A,36.237,283.800,122.483,13.662,22.960,144.006,645.675,102.773,7.151,114.023,62.466,15.755,1933.276
TCGA-85-8353-01A,120.094,1291.226,153.858,15.655,11.052,128.634,282.864,104.630,7.686,193.480,57.298,11.569,2039.321
TCGA-58-A46N-01A,6.187,115.863,21.293,3.985,1.621,57.365,60.584,61.046,1.180,21.658,20.256,1.336,1854.936
TCGA-22-1017-01A,36.740,176.675,57.905,13.265,11.238,67.501,506.851,57.899,3.450,76.023,50.894,19.266,1451.817
TCGA-XC-AA0X-01A,87.242,282.315,125.233,10.050,18.934,109.965,355.395,32.799,10.285,146.413,31.347,16.178,1428.794
TCGA-94-A5I4-01A,23.208,244.275,21.311,2.120,3.842,45.644,123.873,26.979,4.608,60.132,10.458,13.717,2797.309
TCGA-85-8354-01A,13.944,74.176,13.436,3.221,2.584,43.543,109.664,21.681,1.722,63.616,16.845,3.152,1962.388
TCGA-22-5483-01A,20.545,313.680,60.956,422.818,6.624,157.865,524.738,15.041,6.163,148.824,30.682,6.842,2254.084
TCGA-90-A4EE-01A,73.701,380.690,117.786,82.763,28.499,126.947,1653.249,47.130,24.112,136.855,349.607,16.581,860.358
TCGA-34-5231-01A,47.614,274.322,49.275,23.525,6.518,71.818,310.490,17.442,2.504,50.778,48.988,2.485,445.800
TCGA-56-8623-01A,13.619,438.574,157.034,19.081,38.972,131.611,2200.649,171.567,24.667,368.161,148.814,42.351,380.717
TCGA-66-2759-01A,43.382,420.757,75.133,13.387,12.646,55.326,505.091,14.768,7.594,126.850,59.395,4.784,1202.618
TCGA-66-2770-01A,61.843,501.755,83.137,23.127,11.304,59.581,552.637,27.956,5.896,149.082,76.429,8.582,436.370
TCGA-56-8307-01A,20.657,102.708,51.463,11.726,9.768,50.053,176.765,2.740,14.025,22.308,73.697,4.154,832.273
TCGA-43-3394-01A,18.694,219.079,39.083,12.695,5.887,53.798,185.697,31.607,3.047,139.319,12.130,5.772,1679.693
TCGA-60-2695-01A,49.168,192.765,67.805,33.396,9.632,120.754,691.962,11.478,7.444,218.730,88.210,11.781,1656.164
TCGA-22-4593-01A,13.393,1280.301,62.302,9.203,1.566,103.493,147.214,53.692,5.526,372.146,24.624,5.639,379.040
TCGA-56-7222-01A,11.603,279.160,11.664,1.000,1.162,53.083,39.352,31.051,1.845,71.381,3.043,10.958,1695.127
TCGA-22-5491-01A,13.854,29.836,16.449,10.109,7.179,39.302,283.059,26.839,1.674,32.953,18.203,1.820,2081.979
TCGA-98-A53A-01A,53.097,186.462,24.475,17.898,3.095,52.600,161.768,2.963,1.591,65.191,41.284,2.298,1653.884
TCGA-85-A4PA-01A,930.972,64.959,262.529,41.316,213.324,148.092,410.186,35.322,6.867,77.304,157.974,10.959,53.218
TCGA-21-1080-01A,18.200,126.709,31.337,19.517,5.736,43.403,325.509,26.796,2.074,48.859,43.619,8.700,1574.154
TCGA-18-3406-01A,82.399,193.447,40.183,11.565,12.336,23.697,239.758,9.875,6.078,63.260,39.110,10.416,607.868
TCGA-58-8391-01A,11.887,183.702,14.878,4.336,2.579,42.288,92.090,26.618,4.024,15.032,15.366,7.536,1618.011
TCGA-85-7696-01A,28.604,288.070,32.573,6.988,9.309,57.765,294.235,8.528,1.463,120.734,19.520,2.711,1346.837
TCGA-22-5480-01A,31.304,302.623,96.003,10.710,15.540,99.287,413.245,5.861,3.438,88.048,48.146,4.429,503.728
TCGA-43-8116-01A,131.244,408.695,60.583,11.100,9.994,105.300,156.866,58.831,9.306,50.962,44.601,7.656,1403.206
TCGA-22-4607-01A,44.832,278.523,41.253,4.145,4.113,62.042,220.286,50.481,3.749,176.569,13.454,15.044,1121.548
TCGA-60-2726-01A,38.001,184.168,31.621,16.580,7.276,32.674,115.695,46.049,1.953,109.315,72.667,4.094,874.705
TCGA-85-7699-01A,97.362,743.083,118.554,68.929,20.713,83.806,1058.325,53.554,4.258,152.179,238.500,5.094,657.284
TCGA-34-5236-01A,35.382,1505.702,106.702,6.345,11.991,59.054,666.103,19.619,6.938,323.486,16.036,3.075,366.030
TCGA-63-A5ML-01A,9.169,240.545,41.160,19.353,4.921,54.087,474.850,36.722,1.535,179.780,57.284,3.525,919.482
TCGA-33-AASJ-01A,30.550,46.892,10.681,7.019,1.483,23.834,82.733,2.569,1.296,14.579,20.181,1.000,3814.614
TCGA-56-5898-01A,13.718,429.924,55.247,6.466,13.990,107.820,453.279,67.992,3.185,333.621,36.683,11.094,692.274
TCGA-56-8622-01A,110.283,1094.083,31.940,1.344,7.678,108.239,255.547,142.463,2.336,235.624,9.300,8.095,343.644
TCGA-66-2800-01A,39.668,281.808,114.313,7.205,17.297,72.848,844.365,106.585,14.464,162.305,34.515,25.904,2138.578
TCGA-77-7335-01A,30.134,949.175,120.748,53.062,15.206,96.365,1386.860,19.608,7.879,304.038,203.797,4.790,766.745
TCGA-43-8118-01A,6.628,506.237,107.002,6.534,14.976,113.119,548.981,71.518,12.528,85.365,18.748,37.705,897.893
TCGA-22-4596-01A,72.108,796.025,263.807,20.309,54.297,105.949,1162.972,134.646,22.168,189.798,68.678,20.089,506.899
TCGA-56-7731-01A,67.750,854.710,85.857,7.081,13.564,161.926,667.012,157.453,16.155,322.124,29.188,26.268,1487.929
TCGA-56-8304-01A,61.459,86.392,16.793,7.786,4.699,29.595,158.894,11.253,1.471,37.926,45.602,2.179,2813.046
TCGA-85-A53L-01A,30.655,311.488,79.525,4.896,3.784,30.374,54.468,25.146,4.787,96.968,22.795,9.606,1541.570
TCGA-52-7811-01A,17.802,489.729,52.190,6.769,7.494,219.559,364.631,19.367,6.137,132.136,23.032,9.053,1063.300
TCGA-85-7710-01A,16.262,400.490,39.324,13.860,22.907,69.629,256.875,30.956,4.728,71.937,49.859,9.376,1466.229
TCGA-85-8481-01A,51.984,1251.261,63.938,4.933,3.026,20.189,547.977,134.174,5.659,393.829,28.022,5.378,1508.950
TCGA-85-A512-01A,8.729,262.052,18.967,3.595,6.695,77.075,197.590,37.940,3.096,124.604,11.283,1.279,1783.422
TCGA-56-7221-01A,6.489,86.046,23.373,1.891,2.371,18.005,72.416,11.602,1.535,72.047,3.011,2.769,984.238
TCGA-22-5485-01A,4.101,169.459,46.868,4.539,12.386,77.200,431.549,29.920,3.929,94.701,19.298,7.769,2503.950
TCGA-56-8305-01A,70.095,738.801,59.155,2.180,2.544,82.092,293.803,18.504,4.269,186.852,7.199,3.394,982.416
TCGA-66-2789-01A,51.093,661.066,58.209,8.662,10.878,104.176,364.056,86.069,4.234,231.817,24.791,11.487,1663.179
TCGA-96-8169-01A,74.609,758.049,54.048,8.203,9.770,51.429,376.555,75.226,3.888,149.280,31.177,11.427,1023.284
TCGA-63-A5MP-01A,118.986,363.848,110.963,23.273,17.898,151.138,564.856,27.665,4.368,52.304,69.428,11.617,1506.990
TCGA-85-8584-01A,120.380,550.145,48.858,43.829,12.662,96.660,299.375,39.973,4.629,125.338,173.037,7.412,2887.823
TCGA-63-A5MJ-01A,15.875,655.194,35.172,8.381,3.558,140.392,434.031,35.216,2.514,92.865,30.041,1.932,686.827
TCGA-94-7557-01A,10.618,567.377,54.880,7.080,9.176,60.682,318.888,10.496,4.828,157.549,23.936,3.500,1112.386
TCGA-85-8287-01A,245.622,2139.378,145.101,42.993,20.198,161.021,452.855,128.527,14.367,417.099,91.621,5.560,540.593
TCGA-21-A5DI-01A,6.706,401.003,25.062,6.864,2.606,9.071,28.578,6.126,2.539,266.440,23.445,1.000,1549.856
TCGA-60-2719-01A,18.990,136.150,60.262,15.464,8.371,70.440,420.462,10.363,9.909,111.854,35.701,11.672,1661.278
TCGA-56-7223-01A,6.323,591.413,9.916,7.753,1.062,75.967,80.098,5.401,1.000,72.470,7.759,1.000,1683.159
TCGA-33-4532-01A,15.877,45.556,15.003,4.141,4.716,25.508,117.601,20.646,1.477,36.900,16.775,8.507,2711.182
TCGA-85-A510-01A,41.298,171.856,56.092,28.934,20.890,117.454,833.854,41.615,8.083,46.316,123.350,6.949,696.778
TCGA-37-3792-01A,17.985,75.487,139.282,27.709,17.651,106.259,5085.510,2.180,14.097,136.994,159.737,68.395,1067.915
TCGA-34-7107-01A,44.832,537.276,38.908,6.201,4.584,115.163,468.377,24.392,3.466,294.580,26.578,3.546,1594.266
TCGA-77-8144-01A,7.846,57.013,29.425,4.833,2.458,56.270,260.079,6.204,2.002,99.933,23.519,3.690,819.766
TCGA-22-4609-01A,110.793,647.346,160.296,34.522,20.068,136.481,1326.159,73.719,14.080,171.278,91.297,21.298,1066.819
TCGA-O2-A52Q-01A,11.976,252.551,109.498,16.469,17.838,85.878,1559.556,36.361,9.197,99.812,87.520,9.235,2071.838
TCGA-43-8115-01A,100.253,1810.277,206.473,38.297,30.517,155.902,974.148,92.657,22.464,460.834,89.675,12.666,1172.744
TCGA-77-8128-01A,13.536,846.736,15.240,3.322,2.206,95.770,107.587,43.678,1.158,292.089,7.497,1.000,1794.988
TCGA-94-7033-01A,11.198,41.453,18.372,3.700,1.684,15.662,26.886,3.070,1.451,56.505,19.214,4.720,1098.957
TCGA-63-A5MH-01A,8.786,306.904,75.845,39.948,1.838,54.905,54.771,22.239,7.374,230.346,20.383,3.700,415.604
TCGA-66-2780-01A,73.952,814.172,39.627,5.677,5.994,40.831,306.180,109.622,4.598,294.930,26.804,10.874,1228.554
TCGA-85-7697-01A,78.842,508.778,39.078,11.741,15.660,120.510,146.284,40.653,2.448,88.411,27.585,3.642,1154.851
TCGA-56-A4BW-01A,15.449,325.400,25.014,9.942,5.018,22.611,165.254,94.823,1.886,91.263,30.772,13.772,1324.668
TCGA-85-A4CN-01A,46.182,922.535,144.361,14.462,3.719,105.114,325.392,86.912,1.000,175.029,55.304,1.178,3648.922
TCGA-96-8170-01A,36.356,388.378,45.751,4.735,12.507,86.012,479.964,30.620,4.878,105.073,10.201,22.998,1380.117
TCGA-94-A4VJ-01A,13.672,563.809,30.347,7.713,7.404,58.834,184.706,36.625,1.254,246.716,21.861,2.128,854.561
TCGA-22-4604-01A,50.127,666.131,94.517,17.255,17.766,100.344,907.129,47.939,12.901,206.145,58.382,4.660,1154.394
TCGA-58-A46L-01A,23.874,330.949,61.931,22.100,9.205,68.712,371.202,13.235,2.357,173.642,89.117,3.656,869.018
TCGA-85-8580-01A,59.419,155.721,44.483,7.281,14.079,50.545,135.970,21.886,3.756,61.294,18.301,10.842,2117.465
TCGA-21-5784-01A,89.679,217.762,45.964,13.383,15.316,106.157,467.281,135.440,3.878,211.205,74.445,12.874,1529.940
TCGA-NC-A5HL-01A,39.271,101.684,62.830,25.372,12.443,37.519,559.764,12.610,5.668,28.545,88.554,5.113,1528.629
TCGA-90-A4ED-01A,244.040,251.480,38.132,8.616,11.997,74.617,418.772,59.593,3.200,416.375,33.985,2.143,247.302
TCGA-68-A59J-01A,17.947,211.302,37.156,24.305,10.664,119.612,384.909,9.211,3.671,108.931,118.114,12.116,638.473
TCGA-60-2720-01A,107.002,240.520,42.835,12.535,17.968,70.176,366.089,91.371,6.441,291.990,52.439,3.139,1086.668
TCGA-94-8491-01A,90.032,284.122,42.590,10.983,17.181,56.972,188.908,33.467,3.346,79.165,62.866,16.204,1279.823
TCGA-66-2793-01A,8.701,42.397,11.420,39.673,2.541,42.391,75.320,5.500,1.717,94.709,11.322,3.674,1703.508
TCGA-77-A5FZ-01A,282.975,908.589,252.023,50.424,65.792,321.378,900.504,148.569,56.327,170.200,189.234,114.233,375.093
TCGA-21-1081-01A,20.930,1394.380,27.511,2.824,1.581,65.929,120.640,13.411,4.638,165.499,8.847,10.909,604.023
TCGA-43-3920-01A,51.727,286.508,56.366,33.345,7.928,25.358,573.554,31.782,3.463,182.684,96.152,10.565,444.186
TCGA-37-A5EL-01A,18.572,397.406,7.591,6.583,1.000,35.408,52.944,43.199,1.081,224.211,30.346,1.944,2255.046
TCGA-37-3789-01A,8.940,134.698,32.924,32.011,8.407,33.685,617.408,9.525,2.609,98.322,65.684,14.167,834.201
TCGA-60-2724-01A,9.705,981.547,45.376,1.557,3.228,93.289,135.670,5.464,5.957,255.806,3.399,18.497,1275.999
TCGA-77-7337-01A,19.675,723.255,43.515,12.849,4.301,86.223,193.829,30.407,6.227,193.305,30.669,6.021,1069.170
TCGA-85-8276-01A,161.563,1778.077,91.973,26.086,17.566,99.012,719.999,53.830,11.907,332.499,89.123,7.402,755.294
TCGA-98-8022-01A,47.001,365.459,50.514,18.725,12.535,63.241,441.676,16.101,2.381,447.179,44.570,10.740,1030.696
TCGA-66-2766-01A,18.264,187.256,27.986,9.150,4.561,45.873,301.204,7.676,1.715,334.659,24.499,1.686,2353.023
TCGA-66-2792-01A,24.071,387.486,109.082,7.133,7.769,41.223,256.652,25.803,5.356,181.413,25.075,4.786,3391.663
TCGA-56-5897-01A,137.245,1744.739,159.239,18.426,12.880,113.104,659.961,71.021,7.976,342.630,57.556,6.718,884.351
TCGA-85-8277-01A,53.128,307.805,29.293,12.108,5.097,57.126,234.433,28.721,3.803,51.468,70.454,4.565,1163.807
TCGA-39-5034-01A,113.417,371.598,59.783,13.017,7.676,79.001,354.879,35.523,1.595,183.018,44.065,2.903,1288.646
TCGA-22-5473-01A,21.095,310.953,38.914,5.677,4.695,27.462,212.909,81.859,3.340,177.784,40.195,2.644,681.054
TCGA-66-2767-01A,100.642,294.071,131.817,54.339,36.011,124.990,1488.424,179.953,7.157,130.817,151.583,17.401,623.313
TCGA-37-4133-01A,53.725,93.229,32.722,14.601,7.336,23.838,413.527,12.564,1.000,148.945,55.487,2.564,1277.199
TCGA-56-A49D-01A,14.040,160.731,63.106,26.550,12.416,61.900,572.085,67.446,10.029,70.493,88.307,27.606,849.368
TCGA-60-2723-01A,60.444,531.120,97.116,27.425,9.961,38.207,623.631,125.082,4.039,105.311,154.348,4.279,1381.696
TCGA-94-8035-01A,17.119,156.945,25.164,2.710,3.095,68.239,130.455,23.054,6.134,59.159,9.321,11.436,2832.593
TCGA-18-3421-01A,6.432,70.554,23.982,30.419,8.204,22.471,312.341,52.758,1.862,40.762,92.754,3.831,687.169
TCGA-22-4599-01A,78.468,230.348,96.787,52.044,17.844,41.499,1348.162,42.830,3.883,86.981,128.595,10.803,594.583
TCGA-63-A5MS-01A,132.501,760.170,116.073,18.910,18.716,108.398,881.813,30.877,6.657,386.730,37.775,19.883,978.871
TCGA-56-8201-01A,35.004,1079.836,241.380,44.169,25.103,84.207,1937.844,15.230,8.747,184.836,184.025,17.757,1038.173
TCGA-85-8052-01A,23.213,290.381,36.760,5.990,13.684,109.085,298.455,73.259,2.941,121.655,21.423,7.140,1121.278
TCGA-22-5492-01A,112.636,338.238,143.158,29.747,45.262,101.783,971.564,80.438,7.722,116.191,118.468,32.265,1082.697
TCGA-O2-A52N-01A,12.754,304.821,29.983,9.171,8.963,35.509,274.886,12.783,6.803,249.098,45.998,5.684,613.737
TCGA-34-5234-01A,57.803,424.623,57.555,34.293,35.643,45.129,585.971,95.644,10.744,206.289,79.163,6.831,249.336
TCGA-98-A53I-01A,128.472,99.535,62.708,20.391,28.377,195.402,561.362,73.614,3.377,101.054,94.665,4.293,1361.146
TCGA-66-2785-01A,78.922,181.416,87.208,51.318,10.994,40.475,906.690,45.668,5.336,64.555,175.247,29.609,1168.815
TCGA-63-A5MN-01A,205.548,754.115,193.069,51.964,25.648,82.420,1253.029,89.608,14.579,460.049,138.852,6.343,1449.872
TCGA-85-A4QR-01A,4.361,13.540,2.325,10.951,1.000,16.187,12.661,1.000,1.000,20.228,3.028,1.487,3122.378
TCGA-39-5027-01A,6.873,23.575,6.284,3.739,1.911,23.124,45.512,7.051,1.000,32.754,12.868,1.188,1547.410
TCGA-66-2788-01A,142.215,926.055,103.148,27.080,9.907,80.136,444.989,59.779,6.332,268.481,54.190,30.978,1732.486
TCGA-21-1072-01A,14.020,194.067,29.368,5.448,4.255,46.903,107.115,12.943,5.973,85.513,15.744,5.120,1235.557
TCGA-51-4081-01A,9.035,668.614,46.313,1.679,1.755,76.419,112.464,77.033,1.000,138.455,4.500,1.099,1003.244
TCGA-22-1005-01A,535.930,441.197,109.433,59.914,25.250,153.439,634.955,54.228,3.955,193.203,181.632,12.331,952.983
TCGA-L3-A524-01A,12.692,51.201,26.400,7.163,5.817,85.652,294.976,14.035,3.810,76.099,23.349,1.913,2535.949
TCGA-O2-A52W-01A,6.104,40.644,12.921,4.170,6.366,30.390,101.306,7.060,2.460,41.384,7.613,4.794,1185.397
TCGA-60-2708-01A,9.192,934.194,58.281,2.000,4.903,107.297,214.361,33.108,2.865,220.342,4.900,4.473,762.347
TCGA-85-A513-01A,225.958,767.666,96.095,23.225,20.641,96.196,733.133,249.874,10.811,162.616,92.485,25.702,929.254
TCGA-77-7465-01A,33.742,243.856,76.074,33.670,13.572,52.356,454.959,35.695,4.439,59.797,179.981,3.070,924.176
TCGA-58-8393-01A,29.959,581.690,103.781,34.704,22.259,136.740,837.666,29.413,7.094,217.060,159.559,25.483,2506.116
TCGA-77-A5G1-01A,35.603,446.522,62.009,6.371,12.787,64.028,391.034,50.274,4.869,457.654,31.808,12.488,894.364
TCGA-34-5232-01A,146.608,158.230,119.986,15.944,42.443,78.298,328.007,43.170,2.434,46.604,81.039,5.491,1669.700
TCGA-60-2709-01A,99.200,1506.237,211.378,36.356,23.734,126.717,1314.883,60.455,5.637,244.774,77.398,14.014,958.070
TCGA-43-A56V-01A,39.747,305.068,19.937,4.257,6.227,49.971,100.554,29.300,3.340,67.481,15.970,27.480,1486.274
TCGA-34-5928-01A,9.344,1716.623,103.641,10.950,8.909,93.806,218.251,39.065,18.121,408.625,39.978,8.855,1238.120
TCGA-56-A4ZK-01A,35.306,317.212,82.305,14.498,23.096,90.820,837.922,54.931,14.147,61.406,72.525,6.833,1843.622
TCGA-39-5037-01A,8.594,9.450,11.011,2.504,3.196,20.529,19.176,5.914,1.000,32.781,5.476,1.773,1117.966
TCGA-77-8131-01A,73.630,441.939,148.703,25.186,28.923,119.654,1119.749,65.695,22.279,129.883,105.265,11.241,510.929
TCGA-77-6842-01A,50.488,108.983,161.814,38.160,21.472,190.175,676.494,54.760,22.409,59.352,219.181,14.536,918.095
TCGA-96-7544-01A,46.010,851.002,102.185,9.362,13.612,87.679,454.761,10.475,5.937,155.306,32.024,7.916,2466.390
TCGA-18-3415-01A,37.125,411.234,58.922,24.251,9.798,40.460,353.922,42.722,2.241,113.560,111.737,5.581,1588.441
TCGA-66-2794-01A,40.114,51.412,72.606,95.296,30.333,89.475,1211.908,44.600,2.652,32.899,358.286,3.845,1862.744
TCGA-90-7767-01A,18.633,974.733,88.818,28.540,6.287,75.306,238.185,2.354,3.893,207.263,64.618,1.743,1011.291
TCGA-85-6560-01A,43.924,449.608,101.227,34.564,16.391,202.874,767.571,9.409,16.367,231.983,77.522,7.495,303.405
TCGA-58-A46M-01A,37.218,129.378,43.053,27.631,8.316,39.704,765.399,8.341,2.103,36.511,147.284,2.482,228.081
TCGA-66-2777-01A,24.648,329.787,104.212,15.302,30.181,72.944,845.156,73.907,16.486,218.720,22.416,14.946,1308.598
TCGA-77-8139-01A,137.909,1140.589,52.859,7.569,4.146,56.552,169.181,33.978,5.493,185.063,28.408,6.742,1748.160
TCGA-58-A46K-01A,33.692,211.215,24.064,15.115,5.840,35.923,155.898,19.407,1.465,96.052,49.899,1.538,2494.705
