Mixture,B Cells,Cancer Cells,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,T Cells,P-value,Correlation,RMSE
TCGA-24-1104-01A,0.0566408694383493,0,0.423618872550242,0.146134208422194,0.338160573977088,0,0.0354454756121257,0,0.41043054515085,0.959859701152713
TCGA-25-1320-01A,0.0535663330602334,0,0.24393052649204,0.290828769108482,0.411674371339244,0,0,0,0.234006808460779,1.10635338371639
TCGA-24-1850-01A,0,0.129963736874594,0.122016056505423,0.259276774479605,0.488743432140379,0,0,0,0.292736762892078,1.07769897368839
TCGA-61-2101-01A,0,0.0605275484876656,0.456107460090369,0.27132489109888,0.212040100323086,0,0,0,0.299484447185779,1.02426654739198
TCGA-23-1111-01A,0,0.0458425611534476,0.528828981807817,0.310284185009775,0.11504427202896,0,0,0,0.281385231209327,1.04074120225739
TCGA-25-2396-01A,0.0428011821047626,0,0.259019565662215,0.26000216956916,0.387977636534642,0,0.0501994461292205,0,0.35049357550718,1.01070423045271
TCGA-30-1714-01A,0.0664841988297889,0.0336799424187218,0.30561493646126,0.319196935173317,0.275023987116912,0,0,0,0.334969721558302,1.00228058504508
TCGA-04-1347-01A,0.00112896881528307,0.0652192950065682,0.23943357672281,0.406502054907273,0.287716104548066,0,0,0,0.124257634203879,1.14628962928102
TCGA-59-2351-01A,0.0901421615700784,0,0.231288663562705,0.20610266867089,0.472466506196326,0,0,0,0.464607475616794,0.947887984007116
TCGA-09-1659-01B,0.0261226560321319,0.0258339822939387,0.286203208665048,0.341686891623542,0.320153261385339,0,0,0,0.39096393075245,0.974686778540874
TCGA-24-1431-01A,0.0425299658008803,0.00555579231120022,0.252470089926301,0.135129064847949,0.56431508711367,0,0,0,0.241985823782656,1.16413720438957
TCGA-31-1951-01A,0.0875035098141133,0,0.291900102624966,0.210281775284027,0.410314612276894,0,0,0,0.324856997746158,1.03964951399124
TCGA-29-1769-01A,0.0215392175730151,0,0.334569615129376,0.265177675153325,0.365643450091571,0.000826957855811384,0.0122430841969012,0,0.32315700815217,1.03280974705275
TCGA-13-0916-01A,0.17045906996457,0,0.293089002899839,0.166024756698165,0.370427170437427,0,0,0,0.498370369778628,0.895390922995869
TCGA-61-1721-01A,0.0388888932504686,0,0.295116860094747,0.476183293298013,0.179825700331281,0.00998525302548973,0,0,0.547550948003999,0.851216550536373
TCGA-20-1687-01A,0.133237135486085,0,0.355728670364877,0.12958091055068,0.381453283598358,0,0,0,0.599168538414231,0.812786655418069
TCGA-29-2414-01A,0,0.0744959127619394,0.263260303104088,0.444875941192549,0.217367842941424,0,0,0,0.277548047560833,1.04390878429136
TCGA-13-1411-01A,0,0,0.142790534987299,0.174203597729782,0.683005867282919,0,0,0,0.408699800732379,1.0853943311695
TCGA-24-1928-01A,0,0,0.377840772651683,0.265503693792142,0.356655533556175,0,0,0,0.263552375983604,1.07766865306091
TCGA-31-1959-01A,0.0438802296710837,0,0.198637727250752,0.333412051989485,0.424069991088678,0,0,0,0.419674823629739,0.974409637415452
TCGA-57-1586-01A,0.109515534275822,0,0.266509485423813,0.0508259399425672,0.573149040357798,0,0,0,0.336401032254407,1.10027640587276
TCGA-09-2044-01B,0.0600796471100602,0,0.277367682607478,0.148184021831969,0.514368648450492,0,0,0,0.449122020970793,0.976392661728293
TCGA-13-1506-01A,0.0771448386238934,0,0.331883087324338,0.104097730950802,0.457344238847635,0,0.029530104253331,0,0.316371348012016,1.06075763815287
TCGA-25-1870-01A,0.111804677254344,0,0.263687636120934,0.0906020464257977,0.533905640198925,0,0,0,0.470510782692513,0.966229124510402
TCGA-09-0366-01A,0,0,0.117583380791115,0.0114038087031851,0.870754836798742,0.000257973706958065,0,0,0.559135603385853,1.05619523627397
TCGA-30-1892-01A,0.0222187635883274,0,0.207382442451788,0.651406995800708,0.101171208593535,0.000663384023012639,0.0171572055426281,0,0.449868442516973,0.946066386219881
TCGA-13-0893-01B,0.0255832412795668,0,0.151550468206304,0.283653779794089,0.53921251072004,0,0,0,0.468581852792609,0.966581883208863
TCGA-09-2056-01B,0.028895157274789,0,0.264067776503046,0.134005955436724,0.471938222813767,0,0.101092887971674,0,0.303031978788856,1.06694771863489
TCGA-29-1781-01A,0,0,0.170778942024186,0.132348561549256,0.650965050092405,0,0.0459074463341531,0,0.504955223879896,0.975489308884674
TCGA-29-1699-01A,0.119856476424872,0,0.192216963111192,0.0813484535869138,0.606578106877023,0,0,0,0.398924883790865,1.06165630829356
TCGA-04-1364-01A,0,0.264727240399013,0.36047932097015,0.322367094864031,0.0524263437668067,0,0,0,0.141319397276582,1.1066039767519
TCGA-59-2363-01A,0.0697428346318693,0.0429622576941365,0.469852083471751,0.278984944155884,0.138457880046359,0,0,0,0.280837687037592,1.02696382325537
TCGA-24-1416-01A,0,0.101146387340806,0.435698005925965,0.154445593492303,0.308710013240926,0,0,0,0.354057882847948,0.992070435018119
TCGA-20-1686-01A,0.0421922305456712,0.0618342733988713,0.409591592773584,0.300211383485712,0.183714682384988,0.00245583741117343,0,0,0.227943659239997,1.06120925283619
TCGA-29-1697-01A,0.00775905385438854,0.206191149362402,0.341405100106548,0.158094608281293,0.286550088395368,0,0,0,0.194134449377104,1.08233340767838
TCGA-29-1770-01A,0.00037261838980185,0,0.294817985457217,0.484947365980515,0.206553113748845,0,0.0133089164236207,0,0.395434221355415,0.974433328852229
TCGA-23-1116-01A,0,0,0.173440725562805,0.312663255989167,0.509083635004823,0.00481238344320539,0,0,0.337779014776896,1.0657687078651
TCGA-29-2428-01A,0.0217010301060464,0,0.226942652166583,0.0873896171486666,0.663966700578704,0,0,0,0.327810746208306,1.15126064156997
TCGA-24-2293-01A,0.0330065368936924,0,0.239519886696588,0.35992498505296,0.367548591356759,0,0,0,0.260238601580581,1.0802510700426
TCGA-25-1635-01A,0,0,0.123089487726264,0.362347362576516,0.514563149697219,0,0,0,0.435971523989709,0.98922181685509
TCGA-25-2409-01A,0.0392404563424604,0,0.397786124348962,0.15926211419177,0.381639362590142,0,0.0220719425266659,0,0.445788790181618,0.943059642458079
TCGA-24-2280-01A,0.0440463604648545,0,0.318576899405394,0.37081110501419,0.266565635115562,0,0,0,0.279288661982295,1.04927027080077
TCGA-29-1710-01A,0.103598152081309,0,0.193116795289372,0.103235789378638,0.600049263250681,0,0,0,0.590758455572016,0.873378756827873
TCGA-61-2095-01A,0.00629726185644675,0.0252681758788745,0.304321659037138,0.226373978415103,0.437738924812437,0,0,0,0.426117510980295,0.970722014416986
