,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-TQ-A7RO-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.873,0.009,0.023,0.000,0.024,0.067,0.000,0.000,0.000,0.000
TCGA-CS-6670-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.893,0.001,0.036,0.000,0.019,0.044,0.001,0.000,0.000,0.000
TCGA-QH-A6X5-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.864,0.001,0.033,0.000,0.025,0.071,0.001,0.000,0.000,0.000
TCGA-HW-7493-01A,0.000,0.000,0.005,0.000,0.006,0.000,0.820,0.004,0.013,0.000,0.022,0.125,0.002,0.000,0.000,0.001
TCGA-CS-6667-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.755,0.000,0.107,0.000,0.055,0.081,0.000,0.000,0.000,0.000
TCGA-DU-6406-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.773,0.010,0.097,0.012,0.001,0.104,0.001,0.000,0.000,0.000
TCGA-DU-A7TA-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.743,0.018,0.044,0.000,0.013,0.179,0.000,0.000,0.000,0.000
TCGA-QH-A6X4-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.900,0.005,0.019,0.000,0.014,0.061,0.000,0.000,0.000,0.000
TCGA-TQ-A7RR-01A,0.000,0.001,0.006,0.000,0.000,0.000,0.783,0.005,0.035,0.000,0.018,0.147,0.001,0.004,0.000,0.000
TCGA-HT-8104-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.774,0.005,0.101,0.009,0.015,0.090,0.000,0.000,0.000,0.000
TCGA-HT-A74K-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.774,0.000,0.075,0.000,0.043,0.099,0.001,0.002,0.000,0.000
TCGA-DB-A64X-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.844,0.008,0.055,0.000,0.029,0.064,0.000,0.000,0.000,0.000
TCGA-HT-8107-01A,0.000,0.000,0.008,0.000,0.012,0.000,0.905,0.007,0.002,0.000,0.023,0.035,0.002,0.005,0.000,0.001
TCGA-FG-A710-01A,0.000,0.000,0.008,0.001,0.000,0.000,0.681,0.015,0.075,0.000,0.027,0.192,0.001,0.000,0.000,0.000
TCGA-QH-A6CX-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.813,0.000,0.007,0.003,0.001,0.173,0.001,0.000,0.000,0.000
TCGA-CS-6666-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.787,0.000,0.102,0.000,0.030,0.081,0.000,0.000,0.000,0.000
TCGA-TM-A7CA-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.897,0.006,0.007,0.000,0.009,0.080,0.000,0.000,0.000,0.000
